f_star_c,k_star,log10_sigma_c,k_sigma,f_gas_c,k_gas,RHI_Rd_c,k_HI,omega_c,k_omega,T_c,k_T,drive_power,A0,lambda_seed,lambda_feedback,lambda_reservoir,n_steps,tau_final,mse,rmse,spearman_A_pred_A_inferred,pearson_A_pred_A_inferred,prediction_min,prediction_max,prediction_std,rank_score,UGC07125_A_pred_m18
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,1.0,0.0,6.0,80,1.0,0.1743259062666604,0.4175235397754962,0.2539895310118074,0.21681909877967487,4.275507143344624e-05,0.5548159444899028,0.14784947728504794,0.12352800006429891,0.021124323656875003
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.1,8.0,1.0,6.0,80,1.0,0.17479589934046674,0.4180859951498815,0.2553401993524975,0.2169475583968542,0.00019558731488742426,0.9811001954266958,0.3435937591672352,0.12372785946996723,0.034308023617783234
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.02,4.0,3.0,3.0,80,1.0,0.17371094158427614,0.4167864460179531,0.24978238165330632,0.21009244539676977,0.0009400721903976728,0.9846529325230574,0.3383515578863332,0.12375446525361486,0.07127381190627499
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.05,1.0,6.0,3.0,80,1.0,0.1722969068101283,0.415086625670026,0.24269137286468306,0.19262871646868113,0.0023570013067189385,0.9774615701012205,0.32911746804677244,0.12375863223719169,0.053522456006747376
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.1,8.0,0.0,3.0,80,1.0,0.1759654747752634,0.4194823891121812,0.26068811589063556,0.24568202486835433,0.00475431540364914,0.9892703118746239,0.3029106547677207,0.12382785159713627,0.25087082079649536
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.02,2.0,1.0,6.0,80,1.0,0.174083577694799,0.417233241358834,0.2509231488329433,0.18967858976194818,3.911750915732427e-05,0.8487971239439817,0.24351701381909863,0.12389894792821035,0.008777066429421526
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.1,2.0,3.0,0.5,80,1.0,0.16765631548706042,0.40945856382186024,0.21843409955688298,0.16443890621011234,0.06055797483016979,0.969750289066855,0.30970130252213446,0.12396949557568382,0.10281281352827257
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.05,8.0,1.0,6.0,80,1.0,0.17506168354237478,0.4184037327060728,0.2553401993524975,0.21572570942638078,9.779411748447517e-05,0.9810794080673176,0.34352870862720175,0.12399364367187526,0.03400123835350133
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.05,2.0,6.0,3.0,80,1.0,0.17350742890939863,0.41654222944306457,0.24732745068272757,0.21367299776982865,0.002363897064330099,0.9871082918027485,0.33527024033948927,0.1240419387728531,0.0950296384157388
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,4.0,1.0,1.5,80,1.0,0.17013148614333073,0.41246998211182684,0.2301520600261137,0.21084747865477865,0.004444708045108526,0.9779845307199807,0.2972487291457019,0.124101074138108,0.217189967419461
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.05,8.0,0.0,3.0,80,1.0,0.176070113599233,0.4196070943147089,0.25965686236024377,0.24451663897505374,0.002404952498185243,0.989237316778679,0.3034351726108045,0.12413874112718423,0.2490018726926426
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.1,4.0,6.0,10.0,80,1.0,0.1761243370927144,0.4196717015629174,0.25986676352129695,0.2088443941244099,2.343461338427743e-06,0.9803944829611223,0.3307529011320099,0.12415098438845501,0.023579210558084672
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.05,4.0,6.0,10.0,80,1.0,0.17626742534825202,0.4198421433684951,0.25986676352129695,0.20781993856389686,1.1963266671155888e-06,0.9787808110313753,0.3304010034943386,0.12429407264399261,0.023567027053046447
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.05,1.0,1.0,3.0,80,1.0,0.17375119936365518,0.4168347386718808,0.247172306346297,0.1873767913166266,0.002349790324555332,0.6899383008721817,0.18868419874415832,0.12431673809439578,0.012365921145147212
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.02,8.0,1.0,6.0,80,1.0,0.17522290989003125,0.41859635675675827,0.2542085583102977,0.21498869854419272,3.9118199042121923e-05,0.9810668014772536,0.3434904043840798,0.12438119822797171,0.033817101101017266
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,8.0,0.0,3.0,80,1.0,0.1761349770358793,0.41968437787923357,0.2585252213180439,0.24381841408634042,0.0009953347549069018,0.989217519721112,0.3037510360026751,0.12442993277227052,0.24788050383033106
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.1,8.0,6.0,6.0,80,1.0,0.17622403137123765,0.4197904612675682,0.2586712395170374,0.2369494821772316,0.00019574999755115632,0.9957275196143694,0.3497269172609181,0.12448978346783017,0.07602556727537513
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.1,4.0,0.0,0.5,80,1.0,0.1677322335497224,0.4095512587573409,0.21604305154836392,0.17970334485218042,0.060557975720299896,0.967282580689078,0.3088776552114817,0.12452362324004959,0.12813315622387703
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.02,4.0,1.0,1.5,80,1.0,0.17069716209405844,0.41315513078510646,0.23047147483641206,0.1994343842477093,0.004399756783283249,0.9766617446951207,0.3234329317646503,0.12460286712677603,0.10799740468017727
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.1,1.0,1.0,10.0,80,1.0,0.1771074278098785,0.42084133329543394,0.2624859649657434,0.22085536005305872,1.9671642164743075e-05,0.6805873899592773,0.17664643430062169,0.12461023481672984,0.017842317644922622
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.02,4.0,6.0,10.0,80,1.0,0.17635365752282545,0.4199448267604037,0.25859823041754065,0.2071753257163132,5.080458596849281e-07,0.9776971113289638,0.3301700924517401,0.12463401143931732,0.023559694035323174
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.1,4.0,1.0,10.0,80,1.0,0.17559493134799622,0.41904048891246326,0.25472874814421215,0.1997770286354341,2.2945452799332086e-06,0.9338391578888283,0.28823280290948805,0.12464918171915379,0.010419854067520861
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.1,1.0,6.0,6.0,80,1.0,0.17559734687645207,0.41904337111622714,0.25473787428164923,0.20062801839986033,0.00019924785818637144,0.9682267403684233,0.32198815778717454,0.12464977202012222,0.025018498493646263
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.05,8.0,6.0,6.0,80,1.0,0.17639731913433493,0.4199968084811299,0.2586712395170374,0.2360559115536871,9.795682758527044e-05,0.9956233851909991,0.34976627837863244,0.12466307123092744,0.07571452310238011
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.1,4.0,6.0,6.0,80,1.0,0.17629169803548425,0.4198710492942854,0.2580780405836262,0.21674653495182017,0.00019566827341319359,0.9833303667842912,0.3465286001476426,0.124676089918759,0.039985638858747494
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.1,1.0,3.0,6.0,80,1.0,0.17581500233711583,0.419302995859934,0.2555501005135507,0.19487235700142425,0.00019560690358525826,0.8771757398223566,0.25188385016041753,0.12470498223440568,0.010610403924317531
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.05,4.0,1.0,10.0,80,1.0,0.17565373258576186,0.4191106448013005,0.25472874814421215,0.19872179825750252,1.1474109193069157e-06,0.9329762574300904,0.28723779295670754,0.12470798295691943,0.010409421501531353
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.1,1.0,1.0,6.0,80,1.0,0.17653750571577373,0.4201636653921585,0.25903628501452125,0.20651415165787634,0.00019560685244140438,0.6983326414421249,0.18798993390658125,0.12473024871286947,0.010357085889001548
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.02,1.0,3.0,0.5,80,1.0,0.16703360295261935,0.40869744671654035,0.21122445098157744,0.14830305564469543,0.012111595303304636,0.879517893858545,0.26228599174465095,0.12478871275630385,0.03156136025608873
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.02,8.0,6.0,6.0,80,1.0,0.1765036834944788,0.4201234145991851,0.25850696904316967,0.23550493844113823,3.928092498286229e-05,0.995556951899165,0.3497892037646897,0.12480228968584488,0.0755269978591308
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,2.0,6.0,3.0,80,1.0,0.17388561637080996,0.41699594287092284,0.24481776288752635,0.20918828100596323,0.0009538991037420742,0.9867699313095558,0.335158899937147,0.12492206379330469,0.09134890432363524
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.1,8.0,3.0,10.0,80,1.0,0.17661681609139065,0.42025803513007415,0.2583700769816133,0.2100937218053128,2.294821834942638e-06,0.9856303870281475,0.3364957373022968,0.124942800695068,0.020707676704396896
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.02,4.0,1.0,10.0,80,1.0,0.17569097746076692,0.4191550756710062,0.2535879809645752,0.19807949675425385,4.5913030292679046e-07,0.9324484122660252,0.2866340246375987,0.12497338126785187,0.010403160514652794
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.1,8.0,0.0,3.0,80,1.0,0.17555718731734496,0.4189954502346594,0.2517627534771561,0.23357444978625208,0.004699887947540035,0.9890017839083095,0.3342752503343548,0.12520463662191372,0.13240899143661117
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.1,4.0,1.0,1.5,80,1.0,0.1713640323441616,0.41396138991959336,0.23076351123439912,0.19472238474524478,0.02199751454544359,0.9769042392948665,0.3285114543184881,0.12521133009728175,0.07576360151966276
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.05,8.0,3.0,10.0,80,1.0,0.17671070247459117,0.4203697211676778,0.25722930980197634,0.20959517211612866,1.1476874761564384e-06,0.9850995400265886,0.33640890045799965,0.1252648405141959,0.020697747687336607
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.1,2.0,10.0,6.0,80,1.0,0.17702825955265522,0.4207472632741124,0.25869861792934873,0.22939886890068226,0.00020290030271811666,0.9920669351215554,0.352924188365579,0.12528853596678546,0.052234142877427725
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.1,1.0,10.0,6.0,80,1.0,0.17780264902847023,0.4216665139994759,0.2625224695154918,0.22506267503151142,0.00022482498448363856,0.9874637002929466,0.3531519045430407,0.12529815512537187,0.04136256536074447
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.02,8.0,3.0,10.0,80,1.0,0.17676745960886683,0.420437224337792,0.25722930980197634,0.2092924044455135,4.5940686087166467e-07,0.9847711559729335,0.33635552687367126,0.12532159764847156,0.020691786164482074
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.1,2.0,10.0,10.0,80,1.0,0.17776532745773652,0.4216222568339301,0.26192014444464345,0.21450058797452848,6.669731543875315e-06,0.9897735334171598,0.34205394980433806,0.1253812985688078,0.02881712762565343
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.1,1.0,3.0,10.0,80,1.0,0.1778322084435329,0.4217015632453037,0.26166461259640483,0.20637255429582074,4.481857846735602e-06,0.8576662779483778,0.2365929669490193,0.1254992859242519,0.01331419849383183
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,1.0,6.0,3.0,80,1.0,0.1729881412617074,0.4159184310194817,0.23727044722704826,0.18508933517456566,0.0009469712982663631,0.9752107521691128,0.32621212399141547,0.12553405181629773,0.04928396990038059
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.05,8.0,0.0,3.0,80,1.0,0.17598960314716885,0.4195111478222824,0.2518175103017786,0.2317307669529239,0.0023501002445390252,0.9889639847618799,0.3350239500855302,0.12562610108681313,0.12941119775950777
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.05,1.0,6.0,6.0,80,1.0,0.17608208160436623,0.41962135503852305,0.2522099342115737,0.19433637790551708,0.00010144344247729794,0.9655781239444771,0.31701528990744027,0.12564009476205149,0.024425801969720974
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.1,2.0,3.0,10.0,80,1.0,0.17754987807489528,0.4213666788853804,0.25952909643612443,0.19952502709695893,2.3188650322707208e-06,0.92211460907977,0.2747499206387913,0.12564405878767038,0.011739292099368259
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.05,4.0,6.0,6.0,80,1.0,0.17669752737921388,0.4203540500330809,0.25492039703039115,0.21443858096530244,9.787505143917002e-05,0.9831173593845332,0.34622811820631516,0.12571344797313563,0.039600025768136635
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.05,2.0,10.0,10.0,80,1.0,0.17816912603555646,0.42210084818151744,0.26221218084263054,0.2122307744526015,5.522372034092107e-06,0.9884814917635493,0.3415352282562183,0.12572668986703034,0.02879137137465004
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.05,1.0,6.0,10.0,80,1.0,0.17794014430945324,0.42182952043385163,0.26035957494290013,0.20014294306580774,1.8527154778422657e-05,0.9505840824250783,0.29810715166357854,0.12586822932087322,0.019544360643578392
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.1,1.0,6.0,10.0,80,1.0,0.1779724914228507,0.4218678601444423,0.2604782147295823,0.20306873363242814,1.9675408254854697e-05,0.9531732456053805,0.30254048250375826,0.12587684847693426,0.01956771374722275
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.02,8.0,0.0,3.0,80,1.0,0.17625484784206452,0.41982716424984284,0.2516897443776593,0.2306263321251055,0.000940227622738417,0.988941305274022,0.33547633405145466,0.12591689896653266,0.1276125215532457
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.05,2.0,3.0,3.0,80,1.0,0.1750301487664077,0.4183660463833169,0.24542921409581173,0.17914767005711418,0.0023497905458293674,0.9527167899205625,0.30814184809905015,0.12594430594724537,0.020522066106739092
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.05,4.0,1.0,1.5,80,1.0,0.17324484656555364,0.4162269171564396,0.23648559940745803,0.21639383896726158,0.011354260861437234,0.97900673916094,0.2773482986108275,0.12594772668406204,0.28826866223662956
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.05,1.0,3.0,10.0,80,1.0,0.17804341716435437,0.4219519133317852,0.2603230703931518,0.20475227020248274,3.3346674157172278e-06,0.8439709215471906,0.22891196736282335,0.125978803085724,0.013300322484596947
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,2.0,10.0,10.0,80,1.0,0.17842326018229598,0.4224017757802351,0.26221218084263054,0.2106718354387247,4.833954951391475e-06,0.9874115328619847,0.3411252361301471,0.12598082401376987,0.02877572261232536
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.05,1.0,3.0,3.0,80,1.0,0.17489983925002642,0.4182102811385995,0.24453485262697636,0.17470341558182478,0.002349790327877656,0.8751095954279116,0.25318086471990847,0.12599286872463114,0.012660068019427081
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,1.0,6.0,6.0,80,1.0,0.17629372406829769,0.4198734619719347,0.2514433386668577,0.19008347445601836,4.276068224512407e-05,0.9632965486592838,0.3130511950011279,0.12600505633492615,0.024065896671990727
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.1,4.0,1.0,1.5,80,1.0,0.1737039733012997,0.4167780863976652,0.23841121440668522,0.21999612134061275,0.02234702269346576,0.9798461499347727,0.27496792496363204,0.12602173041996265,0.29738730595338575
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.02,1.0,6.0,10.0,80,1.0,0.17782459757119315,0.42169253914575383,0.2589632759150245,0.19817848015952091,1.7838196124484865e-05,0.9483631878303307,0.29461264880770455,0.12603194238818824,0.019530204547456877
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.05,1.0,1.0,10.0,80,1.0,0.178116039056907,0.42203795926066534,0.26035957494290013,0.21964500001610632,1.852451122579207e-05,0.661601385101464,0.1699118842829288,0.126044124068327,0.01783121038482835
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.05,2.0,10.0,6.0,80,1.0,0.17777569492817,0.4216345513927553,0.2581419235456859,0.22492786648386198,0.00010508917896196235,0.9907796050597719,0.3526267574847798,0.1261473102190328,0.051473635634558125
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.05,2.0,3.0,10.0,80,1.0,0.17752686293467726,0.42133936789086923,0.25609766875977646,0.1979323050809173,1.1717305149350135e-06,0.9190376156780252,0.2718358998947831,0.12630732918272197,0.01172757543236288
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.1,8.0,10.0,6.0,80,1.0,0.17909959520862592,0.4232016011413779,0.2638913901310561,0.25567184239339863,0.00022470492813547288,0.9976686099647264,0.32982518444444264,0.12632131718241468,0.17323128058752008
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.05,1.0,3.0,6.0,80,1.0,0.17687460233081237,0.42056462325166194,0.25268449335830273,0.19045048047762939,9.781368063798005e-05,0.8623211043546382,0.2426099403096925,0.1263377036591518,0.010216672160351298
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.02,4.0,6.0,6.0,80,1.0,0.17694768664243157,0.42065150260332074,0.25296740361885267,0.2129862453071028,3.919911763187895e-05,0.9830927621368002,0.3460254660277903,0.12635420591866103,0.03936750219129269
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,1.0,3.0,10.0,80,1.0,0.17823900916648694,0.42218362020155037,0.25859823041754065,0.2037018470079391,2.6463527441224393e-06,0.8341595491963061,0.2236818270353499,0.12651936308297881,0.013291967486852274
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.02,2.0,3.0,10.0,80,1.0,0.17751115740003,0.4213207298484493,0.2548291356560202,0.1969293487149364,4.834498022119059e-07,0.9169861025527253,0.2699482342889225,0.12654533026882597,0.011720534462993877
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.02,1.0,1.0,10.0,80,1.0,0.1788065163238483,0.4228551954556646,0.2610714136629935,0.21883189492763752,1.7836231568892354e-05,0.6496241458031227,0.16574350115911768,0.1265922335912496,0.017824535477407637
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.1,2.0,3.0,0.5,80,1.0,0.16820594516473686,0.41012918106949775,0.20733671643337476,0.17246114000072157,0.06055817345564832,0.9718634985841424,0.30420516197472186,0.1267386018780619,0.14684694911886295
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.02,4.0,1.0,1.5,80,1.0,0.1730036952159668,0.4159371289221086,0.2312654487934394,0.21423042951711135,0.004758555177903391,0.9784927765027708,0.27878109555797115,0.12675060545727893,0.2827663202246676
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.05,8.0,10.0,6.0,80,1.0,0.1791543064931926,0.42326623594753293,0.26181975693283543,0.25525058488927577,0.00012690768291780886,0.9976612868366036,0.3298786148335796,0.1267903551066255,0.17291204883132527
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,2.0,10.0,6.0,80,1.0,0.17826835019938125,0.42221836790857553,0.2573570757260957,0.22180324969482054,4.640232001592844e-05,0.9897129022522263,0.35234792030316003,0.12679693505416212,0.05100762714080987
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,8.0,10.0,6.0,80,1.0,0.17918838429499684,0.42330648978606134,0.26181975693283543,0.25498346813671346,6.822915112473642e-05,0.9976564222072797,0.32991054608314485,0.12682443290842976,0.17271700305630233
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.02,1.0,3.0,1.5,80,1.0,0.17155945947383802,0.4141973677775343,0.2231431864744243,0.15991697275655267,0.004399502996562377,0.8731226321552856,0.2565360513783765,0.12693082217895316,0.018683255985078317
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.02,1.0,0.0,1.5,80,1.0,0.17212687478737007,0.4148817600080414,0.22590840611786425,0.17677710286669077,0.004399502987359112,0.5678648937405595,0.15935526250163276,0.12694519356379722,0.01800112626028354
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.02,1.0,3.0,6.0,80,1.0,0.1776636817475615,0.4215016983922621,0.2533598275286478,0.18756174569705356,3.913774655817454e-05,0.8516468982779457,0.2363089452283942,0.12699171624183195,0.009979841785879524
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.1,8.0,0.0,3.0,80,1.0,0.1788929212405037,0.42295735156219205,0.26186538762002093,0.24944021774378025,0.005134253074921101,0.9893741266601379,0.2828770263752799,0.1270474809486476,0.31624249414572897
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.1,8.0,10.0,6.0,80,1.0,0.18000272657879104,0.4242672820036811,0.264740120912706,0.259426511692978,0.0004269173609583292,0.9977706613104044,0.31135249850115043,0.12705470239624983,0.23459298137086204
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.02,8.0,10.0,6.0,80,1.0,0.18004348199835066,0.42431530964407904,0.264831382287077,0.2589973608289958,0.0002703954258898208,0.997762597620454,0.31142380154329324,0.12707720554093527,0.23416942712900227
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.05,8.0,10.0,6.0,80,1.0,0.1800279113341047,0.4242969612595696,0.264740120912706,0.25916420415627295,0.00032909206869890747,0.9977658168778137,0.31139707931768623,0.1270798871515635,0.23433070397432204
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.02,8.0,0.0,3.0,80,1.0,0.17892123332257215,0.422990819430602,0.2601405476444098,0.24796162421741644,0.0013800154446764704,0.9893241661073406,0.28354679118047016,0.12728972183593426,0.31408186852381553
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.05,8.0,0.0,3.0,80,1.0,0.178909872238038,0.4229773897480077,0.2601405476444098,0.24851566378574272,0.0027878545560182074,0.9893429013146395,0.2832951890210645,0.12732531218054627,0.3148921031320332
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.05,2.0,3.0,1.5,80,1.0,0.17303419783235321,0.4159737946461931,0.22817168820226397,0.17148567551014057,0.010998757303520257,0.9607659151540331,0.3162378167948328,0.12739986019190042,0.039911899375822894
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.1,8.0,3.0,6.0,80,1.0,0.17892325545385673,0.42299320970183046,0.2564809665321345,0.21739723012054213,0.00019558731517495194,0.9885056132025961,0.35191836623932315,0.12762706214742983,0.03460293915751026
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.02,2.0,3.0,3.0,80,1.0,0.17629809332697868,0.4198786650057117,0.24184264208303316,0.17481487707881505,0.0009399164819186732,0.9503663333370356,0.3062456826890589,0.12792956491037205,0.01783161654558558
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.05,8.0,3.0,6.0,80,1.0,0.17921887841722972,0.42334250721753625,0.25638970515776355,0.21612453367862536,9.779411762945498e-05,0.9879692189785434,0.35190788220538816,0.12794093738567702,0.03428339157192024
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.1,4.0,3.0,6.0,80,1.0,0.17818507759277785,0.4221197431923528,0.2509231488329433,0.19870730144306475,0.00019558685571957935,0.9727826896673338,0.33005134286623333,0.1280004478261892,0.017970480745879817
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.05,1.0,10.0,6.0,80,1.0,0.1792098151149227,0.4233318026264064,0.2558512630489749,0.21673470059901967,0.00012687090030230426,0.9848640050748922,0.35217294896461143,0.1280395625051277,0.04016587228773539
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.05,1.0,0.0,3.0,80,1.0,0.17788642700674984,0.4217658438123574,0.24917093044502092,0.1929827370871241,0.0023497903228941685,0.5712549218535531,0.1573064423877365,0.12805224091774564,0.012222511199163786
