galaxy_id,survey,coherence_score,coherence_quartile,btfr_offset_dex,f_gas,f_star,D_total
28143,xGASS,0.6203079995384932,Q3,0.0734441952544262,0.2602702089687889,,
12983,xGASS,0.7220166932374635,Q4_high,-0.0161534772278275,0.0479000963268541,,
50550,xGASS,0.603420397038088,Q2,0.0525128615352756,0.1379342055163489,,
6506,xGASS,0.6439194857681294,Q3,-0.0038238356969353,0.1534006393964891,,
112054,xGASS,0.6002476123627509,Q2,0.2615381818486555,0.0816002335928621,,
40393,xGASS,0.5265443332170066,Q1_low,-0.2904321788560182,0.1248432666961542,,
112050,xGASS,0.4815059163023221,Q1_low,0.0259764380063787,,,
26822,xGASS,0.7112594678806008,Q4_high,-0.0365535256880944,0.1350855895282997,,
112116,xGASS,0.5050898685559861,Q1_low,-0.0485725321125991,0.1549676710582288,,
40502,xGASS,0.7072198140140343,Q4_high,0.016555478693994,0.2769612832685567,,
28526,xGASS,0.5672463876121285,Q2,0.0156256259744096,0.2623768358846177,,
112035,xGASS,0.4119099724645761,Q1_low,-0.3066256936422995,,,
25167,xGASS,0.7294972614458813,Q4_high,0.0750587560611744,0.1894145713980026,,
40425,xGASS,0.6615436135790494,Q3,0.0033982074239258,0.2486236166073453,,
13158,xGASS,0.5128257290948267,Q1_low,-0.069037397824879,,,
13159,xGASS,0.7014469834578168,Q3,-0.0824043072717346,0.0954864230841505,,
40647,xGASS,0.6503218857193962,Q3,0.0320658838370135,0.050588802961028,,
6749,xGASS,0.8146727521999491,Q4_high,-0.0715785053225528,0.0583419382667669,,
25215,xGASS,0.6521600540646368,Q3,0.0910927462154984,0.1208520529848859,,
113098,xGASS,0.7214590457447807,Q4_high,0.0968107577082908,0.1095564020906168,,
40781,xGASS,0.6913508795658119,Q3,0.1075623563190628,0.0895353185327397,,
113110,xGASS,0.6524560695480004,Q3,0.0366534052727431,0.2818599033786875,,
113056,xGASS,0.5539717046318009,Q2,0.0515633271038202,0.0278411833241313,,
44354,xGASS,0.5360487541322316,Q1_low,-0.0703055110828665,0.3126970228295104,,
113115,xGASS,0.6727757169658507,Q3,0.0618788662473108,0.2630735475957112,,
113124,xGASS,0.4783144241498734,Q1_low,-0.0502609245982093,0.5621798041713216,,
51150,xGASS,0.5446861187952368,Q2,-0.0152256944090294,0.0407905937887411,,
113024,xGASS,0.4936721332325182,Q1_low,0.026244229118487,0.1121467980479221,,
25296,xGASS,0.7367134912719571,Q4_high,0.0928141522681023,,,
113038,xGASS,0.5980452962039179,Q2,0.0209724722440838,0.3493006796090993,,
51161,xGASS,0.5663369275322748,Q2,0.0097671143150095,0.1934042670978226,,
40024,xGASS,0.7128076644265101,Q4_high,0.2635663547427365,0.0612899889774068,,
113118,xGASS,0.3435331520878031,Q1_low,0.0573430898457489,0.3932205151704104,,
43963,xGASS,0.6180260663367068,Q3,-0.1322791866361821,0.0851372989561509,,
51190,xGASS,0.7707142423495943,Q4_high,0.0223802856892731,0.1110010607759677,,
113005,xGASS,0.6052419415605093,Q2,-0.1451787375036186,0.1714024609333691,,
7031,xGASS,0.7597319872295665,Q4_high,0.0035735183528813,0.0440464353570622,,
38018,xGASS,0.7147631088110693,Q4_high,0.0646654440009895,0.2391290375390277,,
7058,xGASS,0.4675138032844675,Q1_low,-0.2276119611396345,,,
7025,xGASS,0.7423110976768275,Q4_high,0.0002850196116224,0.1954372667141595,,
113091,xGASS,0.4854908144873637,Q1_low,-0.0259418035612926,0.7320618774035432,,
113133,xGASS,0.5399640694439432,Q1_low,-0.0084857307059975,0.3612898153220221,,
13624,xGASS,0.4689772472648251,Q1_low,-0.0043990511851066,0.5258983420171616,,
113010,xGASS,0.6626398171333163,Q3,0.0732493369105813,0.0477748280798414,,
35981,xGASS,0.5646870943524605,Q2,-0.0043672112205621,0.5585824537357681,,
44856,xGASS,0.5825772171900834,Q2,0.1375263113157454,0.1607448050096977,,
44846,xGASS,0.6344795694407046,Q3,-0.0479713282751226,0.0325188443383791,,
113105,xGASS,0.4180665952836179,Q1_low,0.1076948428460649,0.5725029247175883,,
13674,xGASS,0.5888175147830934,Q2,0.0299073638844507,0.256531609878209,,
113123,xGASS,0.4956461177649918,Q1_low,-0.0077941546397526,0.3963558367213886,,
113122,xGASS,0.6035501723205419,Q2,-0.0954938524262889,0.0928491684767567,,
113011,xGASS,0.58728005393449,Q2,0.0837621009975664,,,
114141,xGASS,0.3783329841385592,Q1_low,0.0438285626470595,0.7164713783466589,,
114001,xGASS,0.7214604470437134,Q4_high,0.0840457627692674,0.0513498474632672,,
9301,xGASS,0.6243871420851802,Q3,-0.2068297423983534,0.2077053084361551,,
114104,xGASS,0.5382151932463004,Q1_low,-0.1856990888396488,0.0783709193748581,,
114044,xGASS,0.5178452686787747,Q1_low,0.0639884553254344,0.1347374732721225,,
114075,xGASS,0.581272147575021,Q2,-0.4705635942333188,0.0645683715489072,,
114115,xGASS,0.6197214463541265,Q3,-0.0413385244950972,0.4358219078886887,,
9287,xGASS,0.6915067268089407,Q3,-0.1329223917735427,0.1092166135315637,,
38546,xGASS,0.821973055366974,Q4_high,0.0393706777972751,0.0416296548146371,,
9384,xGASS,0.6698437297457798,Q3,0.0236927622956528,0.1534985977329533,,
9343,xGASS,0.6469504739054288,Q3,-0.0271086937533886,0.1813611348237288,,
114127,xGASS,0.6561198668288262,Q3,0.1700862197152264,0.1914124274942975,,
45254,xGASS,0.6662530044905539,Q3,0.0099429951758249,0.0456583562106792,,
30854,xGASS,0.7691999790959454,Q4_high,0.0306271825517927,0.1159272667679855,,
7405,xGASS,0.7514065598238449,Q4_high,0.0067618936212467,0.1342951154885735,,
114091,xGASS,0.4586677990318244,Q1_low,-0.3014132693265181,0.0877257568529469,,
114085,xGASS,0.4882364646972797,Q1_low,0.1169747981176532,0.1802974722143233,,
9514,xGASS,0.6002149150347135,Q2,0.1819956781374618,0.1589126683795988,,
114077,xGASS,0.5109631879265214,Q1_low,0.0535723997986028,,,
114076,xGASS,0.5108946782174906,Q1_low,0.0833341635495799,0.3882403659578342,,
7499,xGASS,0.6772650373833475,Q3,-0.0198466478137118,0.2620306808431804,,
7493,xGASS,0.6486541222305506,Q3,-0.1431901212077249,,,
28703,xGASS,0.7209121655240598,Q4_high,-0.009036253865966,0.0972899503620373,,
9619,xGASS,0.890247024761671,Q4_high,0.0414481466260601,0.0569162270466677,,
114144,xGASS,0.6983319864208406,Q3,0.0538997606864892,0.0339970938568552,,
114010,xGASS,0.6344956218357832,Q3,0.1269820626275448,0.0616370587792568,,
9615,xGASS,0.5184075477467293,Q1_low,0.1661517963189998,0.166581069537763,,
7509,xGASS,0.6271242870698643,Q3,0.0445514023861504,0.0504498109977578,,
9604,xGASS,0.6680209102353915,Q3,0.0518125633213468,,,
38198,xGASS,0.7237588846063441,Q4_high,0.0720571064144386,0.1295210000033567,,
7520,xGASS,0.7725038137123565,Q4_high,0.0435701571404441,0.053719881373557,,
7561,xGASS,0.7126780845939333,Q4_high,0.0116474952677609,0.1810034263462347,,
9814,xGASS,0.5752788519610732,Q2,-0.0499042786768253,0.0395073109357222,,
9776,xGASS,0.7425093276750867,Q4_high,-0.1677766292956057,0.0470755697938864,,
9572,xGASS,0.7322096455504232,Q4_high,-0.0803936659348236,0.0741012623906326,,
46068,xGASS,0.8718923754804873,Q4_high,0.0998650358167405,0.0303587483981938,,
31095,xGASS,0.5323471477027943,Q1_low,0.0112917913049219,0.3240791615545581,,
41718,xGASS,0.4690435424094696,Q1_low,-0.2917166706491889,0.0254081029870776,,
29205,xGASS,0.6788440234871964,Q3,0.0362478398331562,0.2506377930907889,,
9863,xGASS,0.556278188849867,Q2,0.0766311110667641,0.2600101857774159,,
38751,xGASS,0.6979430436912343,Q3,0.0193381832731986,0.2401751204397808,,
38758,xGASS,0.7276988118955655,Q4_high,-0.0299772645433118,0.0377708754690708,,
38752,xGASS,0.4940848845063524,Q1_low,-0.0012420632379783,0.1950180859090345,,
38717,xGASS,0.5956270421302915,Q2,0.0239762733315251,0.1984671485238438,,
38716,xGASS,0.5846024754100789,Q2,-0.0458114650581507,0.5680888191824833,,
38718,xGASS,0.4914140274753988,Q1_low,-0.0235527293329966,0.1529063243163782,,
10032,xGASS,0.726592281571492,Q4_high,-0.0662851728217863,0.0413804400611939,,
38703,xGASS,0.4974780122575422,Q1_low,0.0127108314833135,0.1709934403918372,,
10019,xGASS,0.6025132424722579,Q2,-0.0598571173222857,0.3844271706115401,,
10010,xGASS,0.7216523888278662,Q4_high,0.0210012593708159,,,
42233,xGASS,0.6973065905477911,Q3,0.0198191466705122,0.1185074126825212,,
42191,xGASS,0.5696550572410646,Q2,-0.0521323090817333,0.0617741230578491,,
38923,xGASS,0.6557484561819305,Q3,0.0691967901337764,0.053307711496077,,
10145,xGASS,0.5564231881556905,Q2,-0.0100641355750563,0.0376235786269723,,
41743,xGASS,0.6854198176231059,Q3,-0.0031848943938497,0.132622679916888,,
41869,xGASS,0.6756367526076483,Q3,0.0321127663837508,0.1609375248202151,,
10218,xGASS,0.4208561479130572,Q1_low,-0.0259841919973653,0.3393516396195069,,
42015,xGASS,0.4123528152483691,Q1_low,-0.0683568909996723,0.3362957813786872,,
7813,xGASS,0.6162432462273177,Q2,-0.1795066115903396,0.0389127015164411,,
42025,xGASS,0.7329156379721868,Q4_high,-0.0205798844653211,0.0500789764478411,,
42141,xGASS,0.6522783611780205,Q3,-0.0683170639560759,0.109130776196827,,
41970,xGASS,0.7990767061405903,Q4_high,0.0248743427242428,0.0860651656987048,,
42167,xGASS,0.5730381067329366,Q2,-0.1080450354783715,0.0175661075042522,,
39595,xGASS,0.6680324373631469,Q3,-0.0497650386361763,,,
39567,xGASS,0.6849112190648221,Q3,0.0201568527819571,0.0438785908677953,,
26980,xGASS,0.655022149385979,Q3,-0.0204758742740303,0.3242299186411055,,
42287,xGASS,0.7734373740078659,Q4_high,0.1254028964261988,0.0317945278490568,,
28317,xGASS,0.6079069390098921,Q2,-0.082542306314878,,,
47221,xGASS,0.6102070973914695,Q2,-0.0427321973191405,0.091873377909804,,
42402,xGASS,0.7556407929088085,Q4_high,-0.009158890844779,0.2616370634476546,,
31156,xGASS,0.5868990520277466,Q2,-0.2357574773600039,,,
47405,xGASS,0.4752626169504227,Q1_low,-0.0501791440067389,0.2138810670901543,,
10850,xGASS,0.6806553667309949,Q3,-0.0373541561662045,0.1557966079209378,,
10841,xGASS,0.5951116647873906,Q2,0.0743432121399556,0.1239260448612787,,
10885,xGASS,0.5043021707019595,Q1_low,0.0642148458198943,0.1248603323628095,,
10990,xGASS,0.7680617675644003,Q4_high,0.0356515055133095,0.2343858917899146,,
10985,xGASS,0.6558566259209422,Q3,0.0151153894767697,0.1959583550366392,,
122001,xGASS,0.7141894362066277,Q4_high,0.2106688794493907,0.0973242864296404,,
11013,xGASS,0.5633030215198528,Q2,0.133466385611535,,,
122002,xGASS,0.5496380799310295,Q2,0.0745657045926861,0.4984797578308114,,
11055,xGASS,0.4325029776861775,Q1_low,-0.8092352236887017,0.0275826669720006,,
11086,xGASS,0.7092459994023845,Q4_high,0.0225973076833887,0.0983762809542344,,
11071,xGASS,0.6207090132892679,Q3,-0.1027580993092946,0.048957764103606,,
11126,xGASS,0.648900152922786,Q3,-0.0399103787769599,0.09877305008858,,
11231,xGASS,0.5847157464772545,Q2,-0.0323852756068241,0.3087128668010703,,
11223,xGASS,0.6694503575079526,Q3,-0.0049315677355314,0.046102956917131,,
11250,xGASS,0.7403506671405897,Q4_high,0.147397035302375,0.1109825511444795,,
11268,xGASS,0.5728741622804918,Q2,0.2462834827901341,0.0843450383103252,,
11298,xGASS,0.7105878280176059,Q4_high,0.044881488209902,0.2361947883320533,,
11303,xGASS,0.7666091858330544,Q4_high,-0.0289392904840228,0.1100026618876606,,
11285,xGASS,0.7700486609873096,Q4_high,0.0827385641109406,0.0633678712452002,,
11291,xGASS,0.6707432279399137,Q3,0.0159088559900872,0.2526710683622146,,
11462,xGASS,0.7211594547928081,Q4_high,0.0664366273182386,0.0914018058011699,,
11349,xGASS,0.6155438877453978,Q2,-0.0175650949688246,0.1037411519019468,,
11444,xGASS,0.5679375335670115,Q2,-0.3541511198628726,,,
11437,xGASS,0.7285742754160329,Q4_high,0.0075226931188443,0.0910908910410505,,
11435,xGASS,0.8131915188474914,Q4_high,0.0431592286795545,0.0365950931811384,,
11434,xGASS,0.6171116538651389,Q3,0.0470659672069104,,,
11494,xGASS,0.6034845034171444,Q2,-0.0097537647604748,0.1800796786192637,,
11383,xGASS,0.5816704593843216,Q2,0.0116191524841879,0.1059699080208851,,
11386,xGASS,0.6560191764906254,Q3,0.0068246385937578,0.0552972039206356,,
11676,xGASS,0.714969135469314,Q4_high,-0.0020316097449497,0.1338487649375213,,
11669,xGASS,0.4502218982749352,Q1_low,-0.2303624318063182,,,
11685,xGASS,0.6815616803428424,Q3,-0.0863759916354314,0.0593653816964109,,
11687,xGASS,0.7364543250831785,Q4_high,0.2718558436955316,0.0275105440543622,,
11571,xGASS,0.5211708068941235,Q1_low,-0.0314990705604643,0.2798894175927078,,
11697,xGASS,0.6566920646734331,Q3,0.0627096500662949,0.1273091690638708,,
11824,xGASS,0.6260378853416292,Q3,0.0123834454003883,0.1989287221725399,,
