galaxy_id,survey,coherence_score,coherence_quartile,btfr_offset_dex,f_gas,f_star,D_total
NGC1003,SPARC,0.4076000266141175,Q1_low,-0.0225229693745119,0.6963598803248326,0.3036401196751674,-0.0985242236328264
NGC1090,SPARC,0.4970445633593197,Q2,-0.0042631387432271,0.2448729023985255,0.7551270976014745,-0.0194410173204832
NGC2403,SPARC,0.512517657094776,Q2,0.0755768622359338,0.4587161205670624,0.5412838794329377,0.4162950082328757
NGC2841,SPARC,0.6568196245490446,Q4_high,0.146605404316243,0.1214328246681222,0.8785671753318778,0.9643135327060692
NGC2903,SPARC,0.6890209618745227,Q4_high,0.0540413907490937,0.0765732535059827,0.9234267464940172,0.2825750328364454
NGC2998,SPARC,0.5751674159918118,Q3,0.0145050562129409,0.292475499299846,0.7075245007001539,0.0690797721571615
NGC3109,SPARC,0.3133046546346617,Q1_low,0.0542912627648367,0.8673794451812253,0.1326205548187747,2.2598432755076505
NGC3198,SPARC,0.4157807860472587,Q2,-0.0057153449276559,0.430291823819246,0.569708176180754,-0.0259767802682868
NGC3521,SPARC,0.6675992190614248,Q4_high,0.1090971250223889,0.1152376935691309,0.8847623064308691,0.6527008484393424
NGC3741,SPARC,0.316365877412561,Q1_low,0.0472257873570314,0.9453253143794424,0.0546746856205576,0.2429440357042694
NGC3893,SPARC,0.6228921805069139,Q3,0.0480452002059045,0.2085905216933418,0.7914094783066582,0.2476431899354932
NGC3917,SPARC,0.6166466417465788,Q3,0.0501574552139444,0.1860851160956985,0.8139148839043014,0.259838599793253
NGC3953,SPARC,0.6934136473612039,Q4_high,0.0755544387551291,0.0506142005610004,0.9493857994389996,0.4161487635736915
NGC3972,SPARC,0.6206316565123144,Q3,0.086333367574277,0.1836648800152881,0.8163351199847119,0.5228992349385587
NGC3992,SPARC,0.64330219521198,Q4_high,0.0484715302586026,0.1628761629086988,0.8371238370913012,0.2500951219965041
NGC4088,SPARC,0.5474557018621493,Q3,-0.0182867368556962,0.1694018820263602,0.8305981179736397,-0.0807650540351265
NGC4100,SPARC,0.6607924762597369,Q4_high,0.016378035962242,0.1219791701776264,0.8780208298223735,0.0783408856113494
NGC4157,SPARC,0.6476893657962572,Q4_high,0.0148193571396292,0.171615379813015,0.828384620186985,0.0706282885139775
NGC4183,SPARC,0.4952917550301627,Q2,-0.0076578341470746,0.4625063727561451,0.5374936272438549,0.1805534727470313
NGC4217,SPARC,0.6817664946333984,Q4_high,0.0420474836566353,0.0739836063865266,0.9260163936134734,0.2136542116052662
NGC4559,SPARC,0.4154797420738724,Q2,-0.0272680317387209,0.4437372862233905,0.5562627137766096,-0.118009440717293
NGC5005,SPARC,0.7332029942964038,Q4_high,0.1282714110838463,0.0186948729662297,0.9813051270337704,1.4881418066224943
NGC5033,SPARC,0.6103067872078405,Q3,0.0259806169474733,0.2140421938911657,0.7859578061088343,0.1270968444785352
NGC5055,SPARC,0.5417591556965238,Q3,-0.0386809066203296,0.1693649820762909,0.830635017923709,-0.1631681777849981
NGC5371,SPARC,0.5788731968611641,Q3,-0.0461740768174391,0.080346514403788,0.919653485596212,-0.1915524553631154
NGC5585,SPARC,0.4383252236126465,Q2,0.0128209888998675,0.6033575119477936,0.3966424880522063,0.1727972423312641
NGC5907,SPARC,0.598504635925566,Q3,0.0161013756964449,0.2417382208457693,0.7582617791542307,0.0769678812548522
