galaxy_name,Q,T,Vflat,e_Vflat,L36,MHI,Rdisk,RHI,Reff,SBeff,SBdisk,D,Inc,Ref,_Vflat,_L36,_MHI,_Rdisk,_T,M_star_Msun,M_gas_Msun,M_baryon_Msun,star_frac,gas_frac,r_over_Rdisk_eval,H_halo,S_star_gas,S_internal,S_struct,Q_eff,v_m5_bdvr_km_s,v_flat_obs_km_s,velocity_ratio_pred_over_obs,log10_velocity_error,abs_log10_velocity_error,log10_SBeff,log10_SBdisk,stellar_to_gas_ratio,log10_M_baryon_Msun,RHI_over_Rdisk,Reff_over_Rdisk,log10_M_star_Msun,log10_M_gas_Msun,ugc07125_hard_analog,ugc07125_regime_score,ugc07125_analog_distance,sample_btfr_log10_v_residual,M_part_required_Msun,participation_fraction_required,missing_or_excess_mass_fraction,gas_participation_required,gas_participation_required_clipped_0_1,gas_participation_required_status,log10_participation_fraction_required,bdvr_overpredicts_with_total_mass,bdvr_underpredicts_with_total_mass
UGC07151,1.0,6.0,73.5,2.8,2.284,0.616,1.25,6.39,2.17,76.71,965.67,6.87,90.0,"Sw09,Sw02",73.5,2.284,0.616,1.25,6.0,1142000000.0,819280000.0,1961280000.0,0.5822728014357971,0.417727198564203,3.424,1.238212491786097,1.0,1.0,1.0,1.1147001900963296,78.92969793087273,73.5,1.0738734412363635,0.0309531016509037,0.0309531016509037,1.8848519827459975,2.984828739599503,1.3939068450346646,9.292539599672017,5.112,1.736,9.05766610390983,8.913432353131512,False,1.0,4.771562654564974,-0.0362985432965008,1474779842.8134797,0.751947627474649,-0.24805237252535095,0.40618572748447374,0.40618572748447374,partial_gas_participation_can_match_observed_vflat,-0.123812406603615,True,False
UGC05005,1.0,10.0,98.9,7.2,4.1,3.093,3.2,21.61,5.02,25.63,65.59,53.7,41.0,"dB02,VH93",98.9,4.1,3.093,3.2,10.0,2050000000.0,4113690000.0,6163690000.0,0.3325929759608286,0.6674070240391713,4.1609375,1.262559899973085,1.0,1.0,1.0,1.1366189324078688,106.11924294591644,98.9,1.0729953786240285,0.0305978514697671,0.0305978514697671,1.408748606184244,1.816837630902035,0.49833604379523,9.78984078795116,6.753125,1.5687499999999999,9.311753861055754,9.614231560970264,False,2.5,4.397274672293073,-0.0365718133272243,4649961767.336474,0.7544120108792743,-0.24558798912072566,0.632026663977226,0.632026663977226,partial_gas_participation_can_match_observed_vflat,-0.1223914058790687,True,False
NGC0891,1.0,3.0,216.1,5.7,138.34,4.462,2.55,18.16,3.68,1617.45,5067.92,9.91,90.0,Fr11,216.1,138.34,4.462,2.55,3.0,69170000000.0,5934460000.0,75104460000.0,0.9209839202625252,0.0790160797374749,4.282352941176471,1.266028103776797,1.110269969328327,1.2,1.3323239631939925,1.5185044875328593,229.16641721395715,216.1,1.0604646793797183,0.0254962081605126,0.0254962081605126,3.208830864265175,3.704829750680075,11.65565190430132,10.875665727894663,7.121568627450981,1.443137254901961,10.83991777567868,9.773381206914905,False,1.5,9.241040974329366,0.0208256447296673,59385565342.5936,0.7907062422470463,-0.20929375775295372,-1.6487489438645475,0.0,stellar_mass_alone_exceeds_required_participating_mass,-0.1019848326420507,True,False
F583-1,1.0,9.0,85.8,3.6,0.986,2.126,2.36,15.65,3.74,11.19,60.93,35.4,63.0,"KN08,dB96",85.8,0.986,2.126,2.36,9.0,493000000.0,2827580000.0,3320580000.0,0.1484680387161279,0.8515319612838721,4.108050847457627,1.2610047611710185,1.0,1.0,1.0,1.1352189194619575,90.8593865700958,85.8,1.0589672094416762,0.0248825125352315,0.0248825125352315,1.04883008652835,1.7848311781244692,0.1743540412649686,9.521213947800288,6.63135593220339,1.5847457627118646,8.69284691927723,9.451414901154363,True,4.5,4.542106391637325,-0.0285005449519479,2640486173.166802,0.7951882421645622,-0.2048117578354378,0.7594784844873715,0.7594784844873715,partial_gas_participation_can_match_observed_vflat,-0.09953005014092609,True,False
UGC06930,1.0,7.0,107.2,5.1,8.932,3.237,3.94,16.76,4.38,73.93,189.16,18.0,32.0,"VS01,SV98",107.2,8.932,3.237,3.94,7.0,4466000000.0,4305210000.000001,8771210000.0,0.5091657821440827,0.4908342178559173,2.682741116751269,1.206879616957999,1.0,1.0,1.0,1.0864927848578605,113.31954022629942,107.2,1.0570852633050318,0.0241100184232918,0.0241100184232918,1.8688207061975173,2.276829305343389,1.037347771653415,9.943059508996027,4.253807106598985,1.1116751269035532,9.64991871873542,9.633994340369659,False,0.5,4.572824201808405,-0.0413744207642383,7024564997.000544,0.8008661287325858,-0.19913387126741425,0.5942950511126154,0.5942950511126154,partial_gas_participation_can_match_observed_vflat,-0.09644007369316746,True,False
NGC2903,1.0,4.0,184.6,5.6,81.863,2.552,2.33,13.76,4.54,632.16,1193.52,6.6,66.0,"Be91,Be87",184.6,81.863,2.552,2.33,4.0,40931500000.0,3394160000.0000005,44325660000.0,0.9234267464940172,0.0765732535059827,3.9270386266094417,1.2554697131473642,1.1147066034992692,1.1,1.226177263849196,1.3858696800809982,191.88962876215083,184.6,1.039488779859972,0.0168198059607071,0.0168198059607071,2.800827012337371,3.076829700943831,12.059390246776816,10.646655210876995,5.90557939914163,1.948497854077253,10.612057660349793,9.53073231101621,False,1.5,9.223252167660778,0.0118918503946749,37964351613.16337,0.8564870012801472,-0.14351299871985282,-0.8741922557677397,0.0,stellar_mass_alone_exceeds_required_participating_mass,-0.06727922384282821,True,False
UGC02487,1.0,0.0,332.0,3.5,489.955,17.963,7.89,40.2,9.63,818.14,1150.35,69.1,36.0,"No07,No05",332.0,489.955,17.963,7.89,0.0,244977500000.0,23890790000.000004,268868290000.0,0.9111431474496304,0.0888568525503695,3.157794676806084,1.2278396007840038,1.0935777049443676,1.5,1.6403665574165514,1.8131988587133503,344.4562886831093,332.0,1.0375189418165942,0.0159960343010751,0.0159960343010751,2.912827626440297,3.060829996825313,10.25405606093394,11.429539585079066,5.095057034220533,1.220532319391635,11.38912619834589,10.378230510861979,False,1.5,9.635499791371076,0.0634310510078979,232036041507.80505,0.863010069011132,-0.136989930988868,-0.5416923631321922,0.0,stellar_mass_alone_exceeds_required_participating_mass,-0.06398413720430067,True,False
NGC5585,1.0,7.0,90.3,2.4,2.943,1.683,1.53,10.92,2.27,90.54,297.05,7.06,51.0,"Bl99,Sa96,Co91",90.3,2.943,1.683,1.53,7.0,1471500000.0,2238390000.0000005,3709890000.000001,0.3966424880522063,0.6033575119477936,4.310457516339869,1.2668110952661429,1.0,1.0,1.0,1.140446068891101,93.62765316919872,90.3,1.0368510871450578,0.0157163873677569,0.0157163873677569,1.9568404901592336,2.4728295567127057,0.6573921434602548,9.56936103276835,7.137254901960784,1.4836601307189543,9.16776026643563,9.34993575694291,False,1.5,4.845447394133337,-0.0188070854699837,3209929420.474995,0.8652357402712734,-0.13476425972872663,0.7766427747063714,0.7766427747063714,partial_gas_participation_can_match_observed_vflat,-0.06286554947102753,True,False
F579-V1,1.0,5.0,112.1,13.4,11.848,2.245,3.37,20.96,5.76,56.6,201.76,89.5,26.0,"dB01,dB96",112.1,11.848,2.245,3.37,5.0,5924000000.0,2985850000.0,8909850000.0,0.6648821248393632,0.3351178751606368,3.964391691394659,1.2566394146894453,1.0,1.0,1.0,1.1312890184270985,116.08627804268072,112.1,1.035560018221951,0.0151752744774168,0.0151752744774168,1.7528164311882717,2.3048350692290063,1.984024649597267,9.949870392620417,6.2195845697329375,1.7091988130563798,9.77261504984917,9.475067986306428,False,1.5,5.15086080397094,-0.0237328333847219,7747637538.47621,0.8695586949809716,-0.13044130501902843,0.6107599304975835,0.6107599304975835,partial_gas_participation_can_match_observed_vflat,-0.06070109790966744,True,False
UGC08550,1.0,7.0,56.9,1.9,0.289,0.288,0.45,5.59,1.01,45.38,1284.78,6.7,90.0,"Sw09,Sw02",56.9,0.289,0.288,0.45,7.0,144500000.0,383040000.0,527540000.0,0.2739128786442734,0.7260871213557266,7.333333333333332,1.3196289846841247,1.0,1.0,1.0,1.1879953480053698,58.68102915994972,56.9,1.0313010397179214,0.0133854555888479,0.0133854555888479,1.6568644915489172,3.108828767382579,0.3772451963241437,8.722255395004163,12.42222222222222,2.2444444444444445,8.159867847092567,8.583244128726317,False,2.0,5.801295144205906,0.0006671541892731,466351709.0262171,0.8840120351560395,-0.11598796484396046,0.8402561325872419,0.8402561325872419,partial_gas_participation_can_match_observed_vflat,-0.05354182235539164,True,False
NGC2998,1.0,5.0,209.9,8.1,150.902,23.451,6.2,43.58,7.06,479.55,774.16,68.1,58.0,"Sa96,Br92",209.9,150.902,23.451,6.2,5.0,75451000000.0,31189830000.0,106640830000.0,0.7075245007001539,0.292475499299846,4.083870967741936,1.2602845646355374,1.0,1.0,1.0,1.134570562883153,216.23357970733957,209.9,1.0301742720692688,0.0129106994584879,0.0129106994584879,2.6808338953273694,2.8888307280420182,2.4190898122881723,11.027923516591635,7.0290322580645155,1.1387096774193548,10.877665000130216,10.494013007643867,False,1.5,5.196711500301295,-0.0313681666704344,94684898674.61829,0.8878859877086317,-0.11211401229136826,0.6166721227598319,0.6166721227598319,partial_gas_participation_can_match_observed_vflat,-0.05164279783395196,True,False
UGC00128,1.0,8.0,129.3,2.8,12.02,7.431,5.95,31.27,9.63,20.36,88.89,64.5,57.0,"VB99,VH93",129.3,12.02,7.431,5.95,8.0,6010000000.0,9883230000.000002,15893230000.000002,0.378148431753646,0.621851568246354,3.4369747899159666,1.2386949209427192,1.0,1.0,1.0,1.1151344967086132,133.19660971606464,129.3,1.030136192699649,0.0128946458972553,0.0128946458972553,1.308777773664721,1.9488529061997133,0.6081007929593867,10.201212168360524,5.25546218487395,1.6184873949579832,9.77887447200274,9.994898902272585,False,2.5,4.672542212150385,-0.0270301113772375,14113462861.324516,0.8880172791386342,-0.11198272086136583,0.8199204977850879,0.8199204977850879,partial_gas_participation_can_match_observed_vflat,-0.051578583589021426,True,False
UGC01281,1.0,8.0,55.2,3.5,0.353,0.294,1.63,5.26,2.01,13.83,135.78,5.27,90.0,"dB02,Sw02",55.2,0.353,0.294,1.63,8.0,176500000.0,391020000.0,567520000.0,0.3110022554271215,0.6889977445728784,2.2300613496932518,1.1835692393043595,1.0,1.0,1.0,1.065507628776736,56.59786875752487,55.2,1.0253237093754506,0.0108610000266834,0.0108610000266834,1.1408221801093106,2.1328358043383724,0.4513835609431743,8.753981171127867,3.226993865030675,1.2331288343558282,8.246744709723842,8.592198971379243,False,1.0,5.057646638430096,-0.0207473304320062,513496125.4675853,0.9048071001331853,-0.09519289986681469,0.8618385900147955,0.8618385900147955,partial_gas_participation_can_match_observed_vflat,-0.043444000106733924,True,False
UGC03205,1.0,2.0,219.6,8.6,113.642,9.677,3.19,28.6,5.35,587.26,3915.89,50.0,67.0,"No07,No05",219.6,113.642,9.677,3.19,2.0,56821000000.0,12870410000.0,69691410000.0,0.8153228640373326,0.1846771359626674,5.321316614420063,1.2906079161079664,1.0,1.3,1.3,1.510429888778797,224.3218621711867,219.6,1.0215021046046753,0.0092392657479627,0.0092392657479627,2.768830420780154,3.5928304836765594,4.414855470804738,10.843179251275886,8.965517241379311,1.677115987460815,10.754508872657953,10.10959238201716,False,1.5,7.194564012431446,0.0362421141361601,64006221231.520164,0.9184233929478564,-0.08157660705214366,0.5582744630140115,0.5582744630140115,partial_gas_participation_can_match_observed_vflat,-0.036957062991850656,True,False
UGC06446,1.0,7.0,82.2,4.3,0.988,1.379,1.49,10.33,2.06,37.05,86.46,12.0,51.0,"VS01,SV98",82.2,0.988,1.379,1.49,7.0,494000000.0,1834070000.0,2328070000.0,0.2121929323430996,0.7878070676569003,4.157718120805369,1.262466015327448,1.0,1.0,1.0,1.136534412801555,83.18917299910873,82.2,1.0120337347823447,0.0051949893670559,0.0051949893670559,1.568788212315347,1.9368152311976328,0.2693463172070859,9.366996034464401,6.932885906040268,1.3825503355704698,8.693726948923647,9.263415907142935,False,3.0,5.055832032767422,-0.007055357312607,2219300326.236524,0.9532790363848699,-0.04672096361513008,0.9406949168987684,0.9406949168987684,partial_gas_participation_can_match_observed_vflat,-0.020779957468223878,True,False
NGC3992,1.0,4.0,241.0,5.2,226.932,16.599,4.96,32.75,9.99,360.44,3257.09,23.7,56.0,"VS01,SV98",241.0,226.932,16.599,4.96,4.0,113466000000.0,22076670000.0,135542670000.0,0.8371238370913012,0.1628761629086988,4.308467741935484,1.2667559012464356,1.0035886524331048,1.1,1.1039475176764153,1.2589377534221928,241.85086279925488,241.0,1.0035305510342525,0.0015305984912925,0.0015305984912925,2.5568329810176795,3.5128297591676816,5.139633830645654,11.13207603637886,6.602822580645161,2.0141129032258065,11.054865745013934,10.343933565900901,False,1.5,6.556932976599679,0.0015810947916854,133645285289.82234,0.986001569024886,-0.013998430975114022,0.9140547596092319,0.9140547596092319,partial_gas_participation_can_match_observed_vflat,-0.0061223939651703415,True,False
UGC11455,1.0,6.0,269.4,7.4,374.322,13.335,5.93,43.44,10.06,571.26,9568.2,78.6,90.0,SG06,269.4,374.322,13.335,5.93,6.0,187161000000.0,17735550000.000004,204896550000.0,0.913441441546966,0.086558558453034,4.5109612141652615,1.2721892640073276,1.0973202074889763,1.0,1.0973202074889763,1.2567474053673933,267.93790871787155,269.4,0.9945727866290704,-0.0023634280502215,0.0023634280502215,2.7568338155405883,3.9808302446113695,10.552872620245775,11.311534645914243,7.325463743676223,1.6964586846543004,11.27221535695892,10.248844660992981,False,1.5,8.42101565440443,0.0033442966503085,209405632092.3152,1.0220066276973194,0.02200662769731938,1.2542397665883032,1.0,more_than_total_gas_required,0.009453712200886128,False,True
NGC5033,1.0,5.0,194.2,3.6,110.509,11.314,5.16,29.53,2.94,2036.24,614.94,15.7,66.0,"Sa96,Be87",194.2,110.509,11.314,5.16,5.0,55254500000.0,15047620000.0,70302120000.0,0.7859578061088343,0.2140421938911657,3.1463178294573644,1.2273713669624309,1.0,1.0,1.0,1.1049404727764318,192.28174262335855,194.2,0.9901222586166766,-0.0043111761455451,0.0043111761455451,3.308828964496193,2.788832743515087,3.6719760334192384,10.846968421611848,5.7228682170542635,0.5697674418604651,10.742367653317963,10.177467815371477,False,1.5,5.720927373201919,-0.0181252958406163,73149797160.60286,1.0405062772019231,0.04050627720192306,1.1892443562904207,1.0,more_than_total_gas_required,0.017244704582180838,False,True
NGC6503,1.0,6.0,116.3,2.4,12.845,1.744,2.16,14.05,1.62,774.16,398.87,6.26,74.0,"Be91,Be87",116.3,12.845,1.744,2.16,6.0,6422500000.0,2319520000.0000005,8742020000.0,0.7346700190573804,0.2653299809426197,3.627314814814815,1.2455374936398735,1.0,1.0,1.0,1.1212945194323891,115.02422131435556,116.3,0.9890302778534444,-0.0047904128483258,0.0047904128483258,2.8888307280420182,2.6008313731751938,2.76889183969097,9.941611795734016,6.50462962962963,0.75,9.807704112938383,9.365398121563635,False,1.5,5.589647180610434,-0.0056134238881782,9136365120.101068,1.0451091532736219,0.045109153273621944,1.1700115196683227,1.0,more_than_total_gas_required,0.01916165139330329,False,True
NGC3953,1.0,4.0,220.8,6.1,141.301,2.832,4.89,17.38,6.17,587.26,1999.08,18.0,62.0,"VS01,SV98",220.8,141.301,2.832,4.89,4.0,70650500000.0,3766560000.0,74417060000.0,0.9493857994389996,0.0506142005610004,2.4079754601226995,1.1931523945888367,1.1722601036248232,1.1,1.2894861139873055,1.3850819860481034,218.36466856426895,220.8,0.9889704192222326,-0.0048166982518404,0.0048166982518404,2.768830420780154,3.3008301742398536,18.75730109171233,10.871672508321927,3.554192229038855,1.261758691206544,10.849115239736914,9.575944889984818,False,0.5,12.688628934019,0.0312072518440729,77792781725.13127,1.0453622022306615,0.04536220223066151,1.8962346876543241,1.0,more_than_total_gas_required,0.019266793007361838,False,True
NGC3741,1.0,10.0,50.1,2.1,0.028,0.182,0.2,4.2,0.32,42.94,143.49,3.21,70.0,"Ge07,Bm05",50.1,0.028,0.182,0.2,10.0,14000000.0,242060000.0,256060000.0,0.0546746856205576,0.9453253143794424,11.3,1.3419048389023345,1.0,1.0,1.0,1.208049174869754,49.39173079144892,50.1,0.9858628900488806,-0.006183480835373,0.006183480835373,1.6328620401002298,2.1568216355916268,0.0578368999421631,8.408341741154654,21.0,1.5999999999999999,7.146128035678238,8.383923028952161,True,4.0,8.356662103314402,0.0269368859191148,271066385.32924795,1.0586049571555414,0.05860495715554148,1.0619944861986612,1.0,more_than_total_gas_required,0.02473392334149212,False,True
UGC06983,1.0,6.0,109.0,5.8,5.298,2.967,3.21,16.07,3.95,53.56,121.57,18.0,49.0,"VS01,SV98",109.0,5.298,2.967,3.21,6.0,2649000000.0,3946110000.000001,6595110000.0,0.4016612308210174,0.5983387691789827,3.118380062305296,1.22622404291013,1.0,1.0,1.0,1.1039075948595265,106.36490946102916,109.0,0.9758248574406346,-0.0106281231864467,0.0106281231864467,1.7288405683399717,2.084826416697433,0.6712940085299193,9.819222043551013,5.006230529595015,1.2305295950155763,9.423081958297232,9.596169187283929,False,1.5,5.301234844033254,-0.001973874890977,7273350830.509323,1.102839957257623,0.10283995725762317,1.1718758044021382,1.0,more_than_total_gas_required,0.042512492745786896,False,True
NGC5907,1.0,5.0,215.0,2.9,175.425,21.025,5.34,0.0,7.88,449.6,8646.29,17.3,88.0,"Sa96,SA87",215.0,175.425,21.025,5.34,5.0,87712500000.0,27963250000.0,115675750000.0,0.7582617791542307,0.2417382208457693,1.5,1.1377142691005784,1.0,1.0,1.0,1.0242267142793506,209.66943928085624,215.0,0.975206694329564,-0.0109033261546345,0.0109033261546345,2.652826302561005,3.936829797851299,3.136706212618347,11.063242323990439,0.0,1.4756554307116105,10.943061489536872,10.446587645437036,False,0.5,6.097856060738882,-0.0301167906928117,127895607342.36609,1.105638885785189,0.10563888578518911,1.4369970351216719,1.0,more_than_total_gas_required,0.04361330461853822,False,True
NGC3893,1.0,5.0,174.0,8.9,58.525,5.799,2.38,20.84,2.43,1573.37,2055.09,18.0,49.0,"VS01,SV98",174.0,58.525,5.799,2.38,5.0,29262500000.0,7712670000.000001,36975170000.0,0.7914094783066582,0.2085905216933418,4.888655462184874,1.2813939081165269,1.0,1.0,1.0,1.1535742390269184,167.31189672729678,174.0,0.9615626248695216,-0.0170224256745111,0.0170224256745111,3.196830865066194,3.312830845991887,3.794081686368015,10.56791017942058,8.756302521008404,1.0210084033613447,10.466311426704682,9.887204749715302,False,1.5,6.204414959331504,0.0066647284928631,43251371363.697296,1.169740973839939,0.16974097383993897,1.8137520941123235,1.0,more_than_total_gas_required,0.06808970269804439,False,True
UGC08490,1.0,9.0,78.6,3.8,1.017,0.72,0.67,7.8,1.14,124.98,576.54,4.65,50.0,"Sw09,Sw02",78.6,1.017,0.72,0.67,9.0,508500000.0,957600000.0,1466100000.0,0.3468385512584407,0.6531614487415592,6.671641791044776,1.312134039924436,1.0,1.0,1.0,1.181248027651385,75.55060558750922,78.6,0.9612036334288706,-0.0171845961961374,0.0171845961961374,2.0968405203313893,2.760829443767128,0.5310150375939849,9.166163593747834,11.641791044776118,1.7014925373134326,8.706290957258764,8.981184137398355,False,2.0,6.093629391627556,0.0256649248940723,1717520694.2291145,1.1714894579013126,0.17148945790131268,1.2625529388357504,1.0,more_than_total_gas_required,0.06873838478454992,False,True
UGC06917,1.0,9.0,108.7,3.5,6.832,2.023,2.76,12.67,4.52,53.07,261.11,18.0,56.0,"VS01,SV98",108.7,6.832,2.023,2.76,9.0,3416000000.0,2690590000.0000005,6106590000.0,0.5593956692687736,0.4406043307312265,3.114130434782609,1.2260485847628753,1.0,1.0,1.0,1.1037496387482806,104.33054618752848,108.7,0.959802632819949,-0.0178180630954004,0.0178180630954004,1.7248490876293856,2.416823504766854,1.2696100111871371,9.785798762190888,4.590579710144928,1.6376811594202898,9.533517862016968,9.429847523737891,False,1.5,5.495927104083218,0.0055114223181704,7195666298.300832,1.178344427626684,0.17834442762668393,1.4047722983809614,1.0,more_than_total_gas_required,0.07127225238160148,False,True
UGC06786,1.0,0.0,219.4,7.8,73.407,5.03,3.6,20.31,3.42,992.73,1078.52,29.3,64.0,"No07,No05",219.4,73.407,5.03,3.6,0.0,36703500000.0,6689900000.000001,43393400000.0,0.8458313937142514,0.1541686062857485,3.2958333333333334,1.2333331959516023,1.0120953548944314,1.5,1.518143032341647,1.6856057564240632,210.5040355276997,219.4,0.9594532157142192,-0.0179761972208674,0.0179761972208674,2.996831146325563,3.0328282030399567,5.486404878996696,10.6374236797072,5.641666666666667,0.95,10.564707480007137,9.825419626023013,False,1.5,8.54973655534234,0.0892948201054504,51206898065.24092,1.180061900317581,0.18006190031758104,2.167954388741374,1.0,more_than_total_gas_required,0.07190478888346961,False,True
NGC7814,1.0,2.0,218.9,7.0,74.529,1.07,2.54,12.15,2.08,2709.13,2635.3,14.4,90.0,Fr11,218.9,74.529,1.07,2.54,2.0,37264500000.0,1423100000.0000002,38687600000.0,0.9632156039661288,0.0367843960338713,2.801181102362205,1.21241992374422,1.215726962628765,1.3,1.5804450514173949,1.7250248653833695,206.92698513381484,218.9,0.9453037237725668,-0.0244286313153802,0.0244286313153802,3.432829845538161,3.420830062026114,26.185440236104277,10.587571788933293,4.783464566929134,0.8188976377952756,10.571295298417532,9.153235418652296,False,0.5,17.148166895944776,0.1012538129694529,48449166965.37538,1.2523177184776357,0.2523177184776358,7.85936825618395,1.0,more_than_total_gas_required,0.09771452526152112,False,True
NGC3917,1.0,6.0,135.9,4.1,21.966,1.888,2.63,14.08,5.56,112.94,1226.96,18.0,79.0,"VS01,SV98",135.9,21.966,1.888,2.63,6.0,10983000000.0,2511040000.0,13494040000.0,0.8139148839043014,0.1860851160956985,3.7338403041825097,1.2491817168389316,1.0,1.0,1.0,1.12457522958488,128.3974084712592,135.9,0.944793292650914,-0.0246631985603293,0.0246631985603293,2.0528477834008605,3.088830404566906,4.373884924174844,10.130141993187998,5.353612167300381,2.1140684410646386,10.040720983601194,9.399853630929137,False,1.5,6.350332703350154,0.0130524759097259,16935373820.775343,1.2550262057008386,0.2550262057008385,2.370481482085249,1.0,more_than_total_gas_required,0.09865279424131734,False,True
IC4202,1.0,4.0,242.6,11.0,179.749,12.326,4.78,32.13,8.55,391.59,8888.53,100.4,90.0,SG06,242.6,179.749,12.326,4.78,4.0,89874500000.0,16393580000.0,106268080000.0,0.8457337330268883,0.1542662669731117,4.2552301255230125,1.2652654767858007,1.0119978035750912,1.1,1.1131975839326005,1.2679928583096862,228.3944863674295,242.6,0.9414447088517292,-0.0262051810596486,0.0262051810596486,2.5928315927320416,3.948829942558922,5.482298558338081,11.02640283402812,6.7217573221757325,1.788702928870293,10.953636487281399,10.214673804361743,False,1.5,7.156788241752071,0.0319052137670436,135276873784.63202,1.272977490368058,0.272977490368058,2.76952159227161,1.0,more_than_total_gas_required,0.1048207242385943,False,True
UGC07603,1.0,7.0,61.6,2.8,0.376,0.258,0.53,4.37,0.85,81.81,520.99,4.7,78.0,"Sw09,Sw02",61.6,0.376,0.258,0.53,7.0,188000000.0,343140000.0,531140000.0,0.3539556425801107,0.6460443574198893,4.9245283018867925,1.2822093879160177,1.0,1.0,1.0,1.1543083743175426,57.941492612499005,61.6,0.940608646306802,-0.0265910334295371,0.0265910334295371,1.9128063926612924,2.716829387432925,0.5478813312350644,8.725209009242763,8.245283018867925,1.6037735849056602,8.27415784926368,8.535471346930317,False,1.0,6.058173755273723,0.0343683497270339,678536388.5434318,1.2775094862812661,0.27750948628126626,1.4295517530554052,1.0,more_than_total_gas_required,0.10636413371814876,False,True
UGCA442,1.0,9.0,56.4,2.1,0.14,0.263,1.18,4.37,1.71,7.6,116.1,4.35,64.0,Co00,56.4,0.14,0.263,1.18,9.0,70000000.0,349790000.00000006,419790000.00000006,0.1667500416875104,0.8332499583124896,2.576271186440678,1.2017090692771988,1.0,1.0,1.0,1.0818380018372364,52.88903485530941,56.4,0.9377488449522946,-0.0279134621078221,0.0279134621078221,0.8808135922807914,2.064832219738574,0.2001200720432259,8.623032088852037,3.703389830508475,1.4491525423728815,7.845098040014257,8.543807389456843,False,3.0,5.879654295477313,0.0226088894029077,542857618.6987096,1.293164722119892,0.29316472211989214,1.3518328674310574,1.0,more_than_total_gas_required,0.11165384843128885,False,True
ESO079-G014,1.0,4.0,175.0,3.5,51.733,3.14,5.08,17.67,7.23,157.34,2295.25,28.7,79.0,Ge04,175.0,51.733,3.14,5.08,4.0,25866500000.0,4176200000.000001,30042700000.0,0.8609911892073615,0.1390088107926385,2.450787401574804,1.195374816009664,1.027895912459201,1.1,1.130685503705121,1.2167709155139317,163.14195171426232,175.0,0.932239724081499,-0.030472395093818,0.030472395093818,2.196839145833112,3.3608299960638286,6.1937886116565295,10.477738961035453,3.478346456692914,1.423228346456693,10.412737668240323,9.6207812890403,False,0.5,7.447985889925733,0.032576996756696,39776680909.36851,1.3240048633900583,0.3240048633900584,3.3308224963767312,1.0,more_than_total_gas_required,0.12188958037527209,False,True
UGC06399,1.0,9.0,85.0,3.8,2.296,0.674,2.05,8.8,3.45,30.82,311.05,18.0,75.0,"VS01,SV98",85.0,2.296,0.674,2.05,9.0,1148000000.0,896420000.0000001,2044420000.0,0.5615284530575909,0.4384715469424091,2.987804878048781,1.2207177246052956,1.0,1.0,1.0,1.0989505344988482,79.18776867377045,85.0,0.9316208079267112,-0.0307608199797454,0.0307608199797454,1.4888326343824003,2.4928302056786884,1.280649695455255,9.310570120887753,4.292682926829269,1.6829268292682928,9.059941888061955,8.952511537502406,False,1.0,5.881969699914258,0.0221493167325599,2714022231.570644,1.3275267467402216,0.32752674674022164,1.7469737752065368,1.0,more_than_total_gas_required,0.12304327991898188,False,True
UGC02885,1.0,5.0,289.5,12.0,403.525,40.075,11.4,74.24,12.2,421.53,470.79,80.6,64.0,"Sa96,RA85",289.5,403.525,40.075,11.4,5.0,201762500000.0,53299750000.00001,255062250000.0,0.7910323852314484,0.2089676147685516,3.791228070175438,1.2510919664424829,1.0,1.0,1.0,1.1262949308561363,267.9255399206608,289.5,0.9254768218330252,-0.0336344534924578,0.0336344534924578,2.624828488500072,2.672827229466761,3.785430513276328,11.406646186442565,6.512280701754385,1.0701754385964912,11.304840450521027,10.726725171993268,False,1.5,6.326961857143708,0.0098884749426599,347683435580.8889,1.363131688757897,0.36313168875789703,2.737741463719603,1.0,more_than_total_gas_required,0.13453781396983167,False,True
D631-7,1.0,10.0,57.7,2.7,0.196,0.29,0.7,0.0,1.22,20.93,115.04,7.72,59.0,"Tr09,dB01",57.7,0.196,0.29,0.7,10.0,98000000.0,385700000.0,483700000.0,0.2026049204052098,0.7973950795947902,1.5,1.1377142691005784,1.0,1.0,1.0,1.0242267142793506,53.31735230904176,57.7,0.9240442341255072,-0.0343072385452566,0.0343072385452566,1.3207692283386865,2.0608488730388075,0.2540834845735027,8.684576087388455,0.0,1.7428571428571429,7.991226075692495,8.586249638866041,False,3.0,6.288758960829702,0.0165185253437352,663445177.446507,1.371604667038468,0.371604667038468,1.4660232757233782,1.0,more_than_total_gas_required,0.1372289541810264,False,True
F563-1,1.0,9.0,109.9,12.5,1.903,3.2,3.52,23.47,4.61,14.22,41.77,48.9,25.0,"KN08,dB96",109.9,1.903,3.2,3.52,9.0,951500000.0,4256000000.0,5207500000.0,0.1827172347575612,0.8172827652424388,3.9886363636363633,1.2573908730529677,1.0,1.0,1.0,1.1319655184513062,101.53141101041533,109.9,0.9238526934523688,-0.0343972706855351,0.0343972706855351,1.1528995963937474,1.6208644752651211,0.2235667293233082,9.716629278619784,6.667613636363636,1.309659090909091,8.97840879262304,9.629001619286992,True,4.5,5.747685113019625,0.0282474899576219,7148556620.25221,1.3727425098900066,0.3727425098900067,1.4560753337058763,1.0,more_than_total_gas_required,0.1375890827421404,False,True
