object_name,source_type,m40_stratum,taxonomy_stage,phase_region_m42,f_star,f_gas,R_HI_over_Rd,log10_Sigma_b,baryonic_maturity_score,maturity_gap,composition_maturity,radial_distribution_maturity,dynamical_settling_maturity,star_formation_maturity,shape_symmetry_maturity,composition_gap,radial_distribution_gap,dynamical_settling_gap,star_formation_gap,shape_symmetry_gap,HI_extent_gap,total_maturity_gap,dominant_gap_family,required_mature_adjustment,m36_v_observed_km_s,m36_v_mature_endpoint_km_s,mature_endpoint_residual_log10,absolute_mature_endpoint_residual,endpoint_residual_direction,below_mature_bdvr_endpoint,above_mature_bdvr_endpoint,A_inferred,quarantine_flag,testability_class,measurement_limited_or_quarantined,clean_bridge_support_row,velocity_residual_is_outcome_only,m36_branch_used
NGC5585,direct_sparc_m36_m41,clean_juvenile_failed_candidates,juvenile_forming,transition,0.3966424880522063,0.6033575119477936,7.137254901960784,8.401798302775038,0.5131112427203216,0.4868887572796784,0.474927333448087,0.346863573367087,1.0,0.5,0.2437653067864336,0.5250567077791473,0.3020571827647217,0.0,0.0,0.6337598331977288,0.2431291346808416,0.2840004764037399,shape_symmetry,"measure and decrease H I/stellar lopsidedness, centroid offsets, PA twists, and warps",90.3,93.62765316919872,0.0157163873677569,0.0157163873677569,above_mature_endpoint,False,True,0.9035639477886522,False,testable_direct,False,True,True,hybrid_no_governor_mature_endpoint
NGC2998,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.7075245007001539,0.292475499299846,7.029032258064516,8.644960269237012,0.6622822987820787,0.33771770121792133,0.9997226109642958,0.5209196669489282,1.0,0.5,0.2907692159971696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mature_control_or_no_dominant_gap,,209.9,216.23357970733957,0.0129106994584879,0.0129106994584879,above_mature_endpoint,False,True,0.9057699266164848,False,testable_direct,False,True,True,hybrid_no_governor_mature_endpoint
UGC00128,direct_sparc_m36_m41,clean_juvenile_failed_candidates,juvenile_forming,transition,0.378148431753646,0.621851568246354,5.25546218487395,7.85399836854531,0.6315894792048978,0.36841052079510217,0.3558208057142961,0.3473606567365579,1.0,0.5,0.954765933573635,0.6441632355129381,0.3015600993952508,0.0,0.0,0.0,0.0,0.1576205558180315,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk,129.3,133.19660971606464,0.0128946458972553,0.0128946458972553,above_mature_endpoint,False,True,0.9289624089297926,False,testable_direct,False,True,True,hybrid_no_governor_mature_endpoint
NGC5907,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.7582617791542307,0.2417382208457693,0.0,8.809979941575211,0.8651977813080476,0.1348022186919524,0.999928289828136,0.9860610180665108,0.84,0.5,0.9999995986455908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mature_control_or_no_dominant_gap,,215.0,209.66943928085624,-0.0109033261546345,0.0109033261546345,below_mature_endpoint,True,False,0.8752901500946543,False,testable_direct,False,True,True,hybrid_no_governor_mature_endpoint
UGC06983,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.4016612308210174,0.5983387691789827,5.006230529595015,8.008032110383153,0.6727361924504545,0.32726380754954554,0.5083637910539813,0.3818246339417546,1.0,0.5,0.9734925372565368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mature_control_or_no_dominant_gap,,109.0,106.36490946102916,-0.0106281231864467,0.0106281231864467,below_mature_endpoint,True,False,1.0,False,testable_direct,False,True,True,hybrid_no_governor_mature_endpoint
UGC03205,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.8153228640373326,0.1846771359626674,8.965517241379311,9.037418016803407,0.6052810761541157,0.39471892384588425,0.9999843407823984,0.520907124184442,1.0,0.5,0.0055139158037383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mature_control_or_no_dominant_gap,,219.6,224.3218621711867,0.0092392657479627,0.0092392657479627,above_mature_endpoint,False,True,0.9358237580388178,False,testable_direct,False,True,True,hybrid_no_governor_mature_endpoint
NGC3741,direct_sparc_m36_m41,clean_juvenile_failed_candidates,juvenile_forming,transition,0.0546746856205576,0.9453253143794424,21.0,9.008101881468578,0.3666730993593363,0.6333269006406637,9.90767916522554e-05,0.3332664200050156,1.0,0.5,1.3470879927405862e-14,0.999884964435582,0.3156543361267931,0.0,0.0,0.8775251399841489,2.6576684155032457,0.808455476008295,HI_extent,decrease excessive H I extension relative to the stellar disk or form stars in the organized disk,50.1,49.39173079144892,-0.006183480835373,0.006183480835373,below_mature_endpoint,True,False,1.0,False,testable_direct,False,True,True,hybrid_no_governor_mature_endpoint
UGC06446,direct_sparc_m36_m41,clean_juvenile_failed_candidates,juvenile_forming,pre_activation,0.2121929323430996,0.7878070676569003,6.932885906040268,8.222443629281738,0.4148756418970735,0.5851243581029265,0.006567520885839,0.2311011944533517,1.0,0.5,0.3367094941461767,0.9934165203413952,0.417819561678457,0.0,0.0,0.5408156458379857,0.2075332288957663,0.3599308261256007,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk,82.2,83.18917299910873,0.0051949893670559,0.0051949893670559,above_mature_endpoint,False,True,0.969156290976066,False,testable_direct,False,True,True,hybrid_no_governor_mature_endpoint
NGC3953,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.9493857994389996,0.0506142005610004,3.554192229038855,8.69487492171657,0.8962060602175527,0.10379393978244733,0.999999561298768,0.9821101983745448,1.0,0.5,0.9989205414144504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mature_control_or_no_dominant_gap,,220.8,218.36466856426895,-0.0048166982518404,0.0048166982518404,below_mature_endpoint,True,False,1.0,False,testable_direct,False,True,True,hybrid_no_governor_mature_endpoint
NGC6503,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.7346700190573804,0.2653299809426197,6.50462962962963,8.474524425074039,0.7444866357280254,0.2555133642719746,0.9998654839672168,0.6545695977478375,1.0,0.5,0.567998096925073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mature_control_or_no_dominant_gap,,116.3,115.02422131435556,-0.0047904128483258,0.0047904128483258,below_mature_endpoint,True,False,1.0,False,testable_direct,False,True,True,hybrid_no_governor_mature_endpoint
NGC5033,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.7859578061088343,0.2140421938911657,5.722868217054264,8.62348914999931,0.8500412126955916,0.14995878730440837,0.99996573551711,0.8682998488385557,1.0,0.5,0.881940479122293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mature_control_or_no_dominant_gap,,194.2,192.28174262335855,-0.0043111761455451,0.0043111761455451,below_mature_endpoint,True,False,1.0,False,testable_direct,False,True,True,hybrid_no_governor_mature_endpoint
UGC11455,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.913441441546966,0.086558558453034,7.325463743676223,8.967245390827602,0.6371795748653464,0.3628204251346536,0.999998855945144,0.6708687440357629,0.84,0.5,0.1750302743458249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mature_control_or_no_dominant_gap,,269.4,267.93790871787155,-0.0023634280502215,0.0023634280502215,below_mature_endpoint,True,False,1.0,False,testable_direct,False,True,True,hybrid_no_governor_mature_endpoint
NGC3992,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.8371238370913012,0.1628761629086988,6.602822580645161,8.94293281504035,0.7540019171689935,0.24599808283100655,0.9999912442786972,0.7561515192236645,1.0,0.5,0.5138668223426057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mature_control_or_no_dominant_gap,,241.0,241.85086279925483,0.0015305984912925,0.0015305984912925,above_mature_endpoint,False,True,0.9868370153275026,False,testable_direct,False,True,True,hybrid_no_governor_mature_endpoint
UGC07125,direct_sparc_m36_m41,measurement_contaminated_candidates,failed_stalled,measurement_limited,0.1804974862131068,0.8195025137868931,6.816568047337278,8.019775262749231,0.3129292934174231,0.687070706582577,0.0028311374457569,0.1451809401305601,0.52,0.5,0.3966343895107987,0.9971529037814774,0.5037398160012486,0.48,0.0,0.4808907504733636,0.1872736023273427,0.4415095120972387,composition,measurement-limited/quarantine; increase stellar fraction by converting/retaining organized gas into a stellar disk,65.2,111.27246923349932,0.2321401297980161,0.2321401297980161,above_mature_endpoint,False,True,0.185688488795864,True,measurement_limited,True,False,True,hybrid_no_governor_mature_endpoint
NGC5371,direct_sparc_m36_m41,measurement_contaminated_candidates,true_falsifier_candidate,activated_mature,0.919653485596212,0.080346514403788,4.036290322580645,8.726000664142939,0.8629824169788671,0.13701758302113287,0.9999990305976104,0.978057756155942,0.84,0.5,0.9968552981407834,0.0,0.0,0.16,0.0,0.0,0.0,0.0266666666666666,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions,209.5,268.0821211003315,0.1070838237324706,0.1070838237324706,above_mature_endpoint,False,True,0.1229344705079685,False,testable_direct,True,False,True,hybrid_no_governor_mature_endpoint
UGC09133,direct_sparc_m36_m41,measurement_contaminated_candidates,true_falsifier_candidate,activated_mature,0.7608718569655787,0.2391281430344212,8.658536585365853,8.78468591858822,0.5613811890823067,0.4386188109176933,0.9999331109450224,0.4561238101848028,0.84,0.5,0.0108490242817086,5.093028221192508e-05,0.1927969459470059,0.16,0.0,0.8666761157024537,0.508097894893905,0.2879369811375961,shape_symmetry,"measure and decrease H I/stellar lopsidedness, centroid offsets, PA twists, and warps",226.8,285.3114381478149,0.099676132669659,0.099676132669659,above_mature_endpoint,False,True,0.4767803589538333,False,testable_direct,True,False,True,hybrid_no_governor_mature_endpoint
NGC5055,direct_sparc_m36_m41,measurement_contaminated_candidates,true_falsifier_candidate,transition,0.830635017923709,0.1693649820762909,10.95625,9.15554991251676,0.4438238260865483,0.5561761739134516,0.99998959027075,0.5190630773577976,0.2,0.5,6.646280419409443e-05,0.0,0.1298576787740112,0.8,0.0,0.8774586771799683,0.9083014084455924,0.452602960733262,HI_extent,decrease excessive H I extension relative to the stellar disk or form stars in the organized disk,179.0,222.4131443276712,0.0943074189278329,0.0943074189278329,above_mature_endpoint,False,True,0.4049988834479593,False,testable_direct,True,False,True,hybrid_no_governor_mature_endpoint
DDO161,direct_sparc_m36_m41,measurement_contaminated_candidates,failed_stalled,transition,0.1300587637772103,0.8699412362227897,8.762295081967213,8.352711411437879,0.3191312484789871,0.6808687515210129,0.0007391471105401,0.2462828416715116,0.84,0.5,0.0086342536128838,0.999244894116694,0.4026379144602972,0.16,0.0,0.8688908863712784,0.5261699985062334,0.4928239489090839,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk,66.3,81.96995774448564,0.0921411828030931,0.0921411828030931,above_mature_endpoint,False,True,0.5612513207542514,False,testable_direct,True,False,True,hybrid_no_governor_mature_endpoint
UGC12632,direct_sparc_m36_m41,measurement_contaminated_candidates,failed_stalled,failed_stalled,0.2190220941273122,0.7809779058726878,5.206611570247934,7.906948773530353,0.5287092091433788,0.4712907908566212,0.0078690427211652,0.3364474610022983,0.84,0.5,0.9592295419934306,0.992114998506069,0.3124732951295105,0.16,0.0,0.0,0.0,0.2440980489392632,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk,71.7,87.54914529433222,0.086732754937078,0.086732754937078,above_mature_endpoint,False,True,0.5876019195241267,False,testable_direct,True,False,True,hybrid_no_governor_mature_endpoint
UGC01230,direct_sparc_m36_m41,measurement_contaminated_candidates,disturbed_or_measurement_contaminated,measurement_limited,0.3082050493856122,0.6917949506143878,6.057603686635945,8.01892589871753,0.4348841170799978,0.5651158829200023,0.0788041826193561,0.2953740817830326,0.52,0.5,0.7802423209976004,0.921179858607878,0.3535466743487761,0.48,0.0,0.0972828189865619,0.0550812227735389,0.3178484291194591,composition,measurement-limited/quarantine; increase stellar fraction by converting/retaining organized gas into a stellar disk,103.7,125.67903163159885,0.0834840693771751,0.0834840693771751,above_mature_endpoint,False,True,0.5981967627928872,False,measurement_limited,True,False,True,hybrid_no_governor_mature_endpoint
F563-V2,direct_sparc_m36_m41,measurement_contaminated_candidates,juvenile_forming,measurement_limited,0.341041215047844,0.658958784952156,4.679012345679012,8.071860525241643,0.5167999386600185,0.4832000613399815,0.170360361524563,0.4066278570031452,0.52,0.5,0.987011474772384,0.8296236797026713,0.2422928991286635,0.48,0.0,0.0,0.0,0.2586527631385558,composition,measurement-limited/quarantine; increase stellar fraction by converting/retaining organized gas into a stellar disk,116.6,96.2360587736013,-0.08336072170972,0.08336072170972,below_mature_endpoint,True,False,1.0,False,measurement_limited,True,False,True,hybrid_no_governor_mature_endpoint
NGC4088,direct_sparc_m36_m41,measurement_contaminated_candidates,true_falsifier_candidate,activated_mature,0.8305981179736397,0.1694018820263602,8.624031007751938,9.188702834895674,0.5795413467526942,0.4204586532473058,0.9999895800226556,0.5460136300752992,0.84,0.5,0.0117035236655163,0.0,0.1029071260565095,0.16,0.0,0.865821616318646,0.5020878967321377,0.2718027731845489,shape_symmetry,"measure and decrease H I/stellar lopsidedness, centroid offsets, PA twists, and warps",171.7,202.7172968761069,0.0721205113385047,0.0721205113385047,above_mature_endpoint,False,True,0.4597920095678989,False,testable_direct,True,False,True,hybrid_no_governor_mature_endpoint
UGC10310,direct_sparc_m36_m41,measurement_contaminated_candidates,disturbed_or_measurement_contaminated,measurement_limited,0.3536921314166375,0.6463078685833624,5.322222222222222,8.082418498709004,0.5131934801572006,0.48680651984279943,0.2234423058046211,0.3746164023958058,0.52,0.5,0.947908692585576,0.7765417354226132,0.2743043537360029,0.48,0.0,0.0,0.0,0.2551410148597693,composition,measurement-limited/quarantine; increase stellar fraction by converting/retaining organized gas into a stellar disk,71.4,83.66752723115584,0.0688587219551644,0.0688587219551644,above_mature_endpoint,False,True,0.6433123110527825,False,measurement_limited,True,False,True,hybrid_no_governor_mature_endpoint
NGC1003,direct_sparc_m36_m41,measurement_contaminated_candidates,failed_stalled,failed_stalled,0.3036401196751674,0.6963598803248326,20.701863354037265,8.838563604646323,0.3486567304411276,0.6513432695588723,0.0704080572720052,0.3328755949336067,0.84,0.5,2.6129271339776828e-14,0.929575983955229,0.3160451611982021,0.16,0.0,0.8775251399841363,2.605740558672676,0.8148144739683739,HI_extent,decrease excessive H I extension relative to the stellar disk or form stars in the organized disk,109.8,127.09452762483886,0.0635245111991767,0.0635245111991767,above_mature_endpoint,False,True,0.6959850040662326,False,testable_direct,True,False,True,hybrid_no_governor_mature_endpoint
NGC4559,direct_sparc_m36_m41,measurement_contaminated_candidates,true_falsifier_candidate,activated_mature,0.5562627137766096,0.4437372862233905,10.076190476190476,8.798358135563797,0.5324365120544486,0.46756348794555136,0.9845741493656508,0.3371387894213641,0.84,0.5,0.0004696214852283,0.0154098918615834,0.3117819667104446,0.16,0.0,0.877055518498934,0.7550173168265006,0.3532107823162438,shape_symmetry,"measure and decrease H I/stellar lopsidedness, centroid offsets, PA twists, and warps",121.2,139.70886203436353,0.0617213353931001,0.0617213353931001,above_mature_endpoint,False,True,0.6428376682942409,False,testable_direct,True,False,True,hybrid_no_governor_mature_endpoint
UGC04278,direct_sparc_m36_m41,measurement_contaminated_candidates,juvenile_forming,measurement_limited,0.3056909504252074,0.6943090495747926,4.027149321266968,7.842998593983464,0.5749323628246096,0.4250676371753904,0.0740726647731066,0.4636708111224593,0.84,0.5,0.9969183382274822,0.9259113764541276,0.1852499450093495,0.16,0.0,0.0,0.0,0.2118602202439129,composition,measurement-limited/quarantine; increase stellar fraction by converting/retaining organized gas into a stellar disk,91.4,79.44078140808993,-0.0609026883488162,0.0609026883488162,below_mature_endpoint,True,False,1.0,False,measurement_limited,True,False,True,hybrid_no_governor_mature_endpoint
UGC05721,direct_sparc_m36_m41,measurement_contaminated_candidates,juvenile_forming,measurement_limited,0.2621031432633075,0.7378968567366925,17.736842105263158,9.04784523458566,0.3075407437698281,0.6924592562301719,0.0244090192421359,0.3332946995880083,0.68,0.5,1.8996163212039246e-11,0.9755750219850984,0.3156260565438004,0.3199999999999999,0.0,0.8775251399651662,2.0893089123423403,0.7630058551394009,HI_extent,measurement-limited/quarantine; decrease excessive H I extension relative to the stellar disk or form stars in the organized disk,79.7,69.50406644054378,-0.0594481070070641,0.0594481070070641,below_mature_endpoint,True,False,1.0,False,measurement_limited,True,False,True,hybrid_no_governor_mature_endpoint
NGC1090,direct_sparc_m36_m41,measurement_contaminated_candidates,true_falsifier_candidate,activated_mature,0.7551270976014745,0.2448729023985255,8.637393767705383,8.784824515769072,0.5602122101991078,0.43978778980089217,0.9999220382859552,0.4497740244073964,0.84,0.5,0.0113649883021877,6.200294127911565e-05,0.1991467317244123,0.16,0.0,0.8661601516819747,0.5044153512571695,0.2882973729341393,shape_symmetry,"measure and decrease H I/stellar lopsidedness, centroid offsets, PA twists, and warps",164.4,187.54039426852225,0.057193011491666,0.057193011491666,above_mature_endpoint,False,True,0.6611679418079871,False,testable_direct,True,False,True,hybrid_no_governor_mature_endpoint
UGC06667,direct_sparc_m36_m41,measurement_contaminated_candidates,juvenile_forming,measurement_limited,0.3936386639390917,0.6063613360609084,1.6679611650485435,7.027274334924381,0.6896714226850748,0.31032857731492525,0.4550028626215021,0.6533705914233253,0.84,0.5,0.9999836593805465,0.5449811786057321,0.0,0.16,0.0,0.0,0.0,0.1174968631009553,composition,measurement-limited/quarantine; increase stellar fraction by converting/retaining organized gas into a stellar disk,83.8,73.78901586001074,-0.0552523005256959,0.0552523005256959,below_mature_endpoint,True,False,1.0,False,measurement_limited,True,False,True,hybrid_no_governor_mature_endpoint
DDO064,direct_sparc_m36_m41,measurement_contaminated_candidates,juvenile_forming,measurement_limited,0.2185837997382563,0.7814162002617436,5.057971014492754,8.0793736356896,0.5059280154989654,0.4940719845010346,0.0077783171424357,0.3715034095502309,0.68,0.5,0.9703583508021598,0.9922057240847983,0.2774173465815778,0.3199999999999999,0.0,0.0,0.0,0.264937178444396,composition,measurement-limited/quarantine; increase stellar fraction by converting/retaining organized gas into a stellar disk,46.1,51.61208276794634,0.0490504596709066,0.0490504596709066,above_mature_endpoint,False,True,0.7313883056240699,False,measurement_limited,True,False,True,hybrid_no_governor_mature_endpoint
F568-V1,direct_sparc_m36_m41,measurement_contaminated_candidates,juvenile_forming,measurement_limited,0.3659915836288376,0.6340084163711625,5.045614035087719,8.010260757011247,0.5615175063115225,0.43848249368847747,0.2854201776806811,0.3710292915745178,0.68,0.5,0.9711380623024132,0.7145638635465532,0.2778914645572909,0.3199999999999999,0.0,0.0,0.0,0.218742554683974,composition,measurement-limited/quarantine; increase stellar fraction by converting/retaining organized gas into a stellar disk,112.3,100.64060478195164,-0.0476065183363852,0.0476065183363852,below_mature_endpoint,True,False,1.0,False,measurement_limited,True,False,True,hybrid_no_governor_mature_endpoint
NGC0801,direct_sparc_m36_m41,measurement_contaminated_candidates,true_falsifier_candidate,activated_mature,0.8351130393642101,0.1648869606357899,5.159403669724771,8.59295919409849,0.8470247036245461,0.15297529637545393,0.9999907619747962,0.931992498099214,0.84,0.5,0.9631402580487198,0.0,0.0,0.16,0.0,0.0,0.0,0.0266666666666666,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions,220.1,245.3030507327344,0.0470829068277363,0.0470829068277363,above_mature_endpoint,False,True,0.6044754277243196,False,testable_direct,True,False,True,hybrid_no_governor_mature_endpoint
NGC0100,direct_sparc_m36_m41,measurement_contaminated_candidates,failed_stalled,measurement_limited,0.3791024468060149,0.620897553193985,9.855421686746988,8.391288724537977,0.3626880969809377,0.6373119030190624,0.3616732109984201,0.2710004731737613,0.68,0.5,0.000766800732507,0.6383108302288141,0.3779202829580474,0.3199999999999999,0.0,0.8767583392516554,0.7165649821466753,0.4882590724308653,shape_symmetry,"measurement-limited/quarantine; measure and decrease H I/stellar lopsidedness, centroid offsets, PA twists, and warps",88.1,98.15709556307011,0.0469457908627941,0.0469457908627941,above_mature_endpoint,False,True,0.7574205131254876,False,measurement_limited,True,False,True,hybrid_no_governor_mature_endpoint
NGC3198,direct_sparc_m36_m41,measurement_contaminated_candidates,true_falsifier_candidate,transition,0.569708176180754,0.430291823819246,11.35668789808917,8.734238971292958,0.4049973144125225,0.5950026855874775,0.9891717569016492,0.335787516992069,0.2,0.5,2.7298168894121408e-05,0.0108122843255851,0.3131332391397397,0.8,0.0,0.8774978418152682,0.978047553788986,0.4965818198449298,HI_extent,decrease excessive H I extension relative to the stellar disk or form stars in the organized disk,150.1,165.24669602700308,0.041752092637036,0.041752092637036,above_mature_endpoint,False,True,0.7652021531474711,False,testable_direct,True,False,True,hybrid_no_governor_mature_endpoint
F563-1,direct_sparc_m36_m41,measurement_contaminated_candidates,juvenile_forming,measurement_limited,0.1827172347575612,0.8172827652424388,6.667613636363636,7.825364083305407,0.3322326756312532,0.6677673243687468,0.0030032625697791,0.1602703385829763,0.52,0.5,0.4778897770035106,0.9969807786574552,0.4886504175488324,0.48,0.0,0.3996353629806518,0.1613295145002864,0.4210993456145376,composition,measurement-limited/quarantine; increase stellar fraction by converting/retaining organized gas into a stellar disk,109.9,101.53141101041533,-0.0343972706855351,0.0343972706855351,below_mature_endpoint,True,False,1.0,False,measurement_limited,True,False,True,hybrid_no_governor_mature_endpoint
NGC7331,direct_sparc_m36_m41,measurement_contaminated_candidates,disturbed_or_measurement_contaminated,transition,0.894889484820931,0.1051105151790689,5.380478087649403,8.946648083561472,0.7508396204703602,0.24916037952963976,0.9999981237089988,0.9530670447998766,0.36,0.5,0.941132933842926,0.0,0.0,0.64,0.0,0.0,0.0,0.1066666666666666,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions,239.0,258.5089909040961,0.0340777514417192,0.0340777514417192,above_mature_endpoint,False,True,0.6529781202223786,False,testable_direct,True,False,True,hybrid_no_governor_mature_endpoint
NGC6946,direct_sparc_m36_m41,measurement_contaminated_candidates,true_falsifier_candidate,transition,0.8143848024495663,0.1856151975504337,8.709016393442623,9.0358616469088,0.4467810159620434,0.5532189840379567,0.9999839441333404,0.5242121705710335,0.2,0.5,0.0097089651058431,9.709389392487112e-08,0.1247085855607752,0.8,0.0,0.8678161748783193,0.5168901996378605,0.3849025095284748,shape_symmetry,"measure and decrease H I/stellar lopsidedness, centroid offsets, PA twists, and warps",158.9,171.77113572436693,0.0338262899432106,0.0338262899432106,above_mature_endpoint,False,True,0.7301681133883909,False,testable_direct,True,False,True,hybrid_no_governor_mature_endpoint
F579-V1,direct_sparc_m36_m41,mature_controls,mature_or_control,measurement_limited,0.6648821248393632,0.3351178751606368,6.2195845697329375,8.096430722519624,0.6711093642218098,0.3288906357781902,0.9991356621514854,0.394000378865682,0.75,0.5,0.712410780091881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mature_control_or_no_dominant_gap,,112.1,116.08627804268072,0.0151752744774168,0.0151752744774168,above_mature_endpoint,False,True,0.9142491219646848,False,measurement_limited,True,False,True,hybrid_no_governor_mature_endpoint
UGC08550,direct_sparc_m36_m41,measurement_contaminated_candidates,juvenile_forming,measurement_limited,0.2739128786442734,0.7260871213557266,12.42222222222222,8.617650499095362,0.3401579128163783,0.6598420871836217,0.0331447507001966,0.3276422559837497,0.84,0.5,2.557397945340476e-06,0.9668392905270377,0.3212785001480591,0.16,0.0,0.8775225825862171,1.1636366605992745,0.581546172310098,HI_extent,measurement-limited/quarantine; decrease excessive H I extension relative to the stellar disk or form stars in the organized disk,56.9,58.68102915994972,0.0133854555888479,0.0133854555888479,above_mature_endpoint,False,True,0.925304421239436,False,measurement_limited,True,False,True,hybrid_no_governor_mature_endpoint
UGC01281,direct_sparc_m36_m41,measurement_contaminated_candidates,juvenile_forming,measurement_limited,0.3110022554271215,0.6889977445728784,3.226993865030675,7.531426093961837,0.611916578722186,0.38808342127781403,0.084392102232543,0.6357127901923026,0.84,0.5,0.999478001186084,0.9155919389946912,0.0132079659395061,0.16,0.0,0.0,0.0,0.1814666508223662,composition,measurement-limited/quarantine; increase stellar fraction by converting/retaining organized gas into a stellar disk,55.2,56.59786875752487,0.0108610000266834,0.0108610000266834,above_mature_endpoint,False,True,0.9382739299718946,False,measurement_limited,True,False,True,hybrid_no_governor_mature_endpoint
