r_kpc,a_b_m_s2,a_bdvr_m_s2,a_total_m_s2,v_newton_km_s,v_bdvr_km_s
20.195317725752506,2.3372169353023387e-11,4.7676353295934215e-11,7.10485226489576e-11,120.68412053917544,210.41570115312035
20.31505016722408,2.306838219665853e-11,4.7365495641017e-11,7.043387783767554e-11,120.25213376382453,210.1236915365273
20.434782608695652,2.2770237962966983e-11,4.7058415690366335e-11,6.982865365333331e-11,119.82407034726572,209.83460798426506
20.554515050167222,2.2477610285249725e-11,4.6755056452201454e-11,6.923266673745118e-11,119.39989877103852,209.54843426142676
20.674247491638795,2.2190375869665168e-11,4.6455361759389204e-11,6.864573762905437e-11,118.97958707332741,209.26515338884184
20.793979933110368,2.1908414420512778e-11,4.615927626276863e-11,6.80676906832814e-11,118.56310288868919,208.98474768764683
20.913712374581937,2.1631608567130268e-11,4.5866745424264646e-11,6.749835399139491e-11,118.15041348614032,208.707198822198
21.03344481605351,2.1359843792392205e-11,4.557771550981429e-11,6.69375593022065e-11,117.74148580567666,208.43248784140047
21.153177257525083,2.109300836278249e-11,4.529213358211318e-11,6.638514194489567e-11,117.33628649325823,208.1605952184816
21.272909698996653,2.0830993260024968e-11,4.500994749320232e-11,6.584094075322728e-11,116.93478193432463,207.89150088927445
21.392642140468226,2.057369211424268e-11,4.473110587690105e-11,6.530479799114373e-11,116.53693828586837,207.62518428903408
21.5123745819398,2.032100113863179e-11,4.445555814110831e-11,6.47765592797401e-11,116.14272150713742,207.36162438785956
21.63210702341137,2.007281906561862e-11,4.418325445997554e-11,6.425607352559416e-11,115.75209738898938,207.10079972473903
21.75183946488294,1.9829047084479106e-11,4.391414576596631e-11,6.374319285044541e-11,115.36503158194924,206.84268844026903
21.871571906354514,1.9589588780399205e-11,4.3648183741816424e-11,6.323777252221562e-11,114.98148962302082,206.58726830809744
21.991304347826084,1.9354350074946748e-11,4.338532081239962e-11,6.273967088734637e-11,114.60143696127888,206.3345167651134
22.111036789297657,1.9123239167934948e-11,4.3125510136514176e-11,6.224874930444912e-11,114.22483898229548,206.08441094043778
22.23076923076923,1.889616648064912e-11,4.2868705598596034e-11,6.176487207924515e-11,113.85166103142936,205.83692768323994
22.3505016722408,1.867304460041495e-11,4.261486180037108e-11,6.128790640078602e-11,113.4818684360251,205.5920435894269
22.470234113712372,1.8453788226481e-11,4.236393405245272e-11,6.081772227893372e-11,113.11542652655226,205.34973502723338
22.589966555183945,1.823831411719143e-11,4.2115878365894075e-11,6.03541924830855e-11,112.75230065672291,205.1099781617486
22.70969899665552,1.8026541038425953e-11,4.187065144370496e-11,5.989719248213091e-11,112.3924562226279,204.87274897842127
22.829431438127088,1.781838971327771e-11,4.1628210672336005e-11,5.944660038561371e-11,112.03585868091243,204.6380233055584
22.94916387959866,1.761378277295055e-11,4.1388514113144375e-11,5.900229688609493e-11,111.68247356604259,204.40577683587208
23.068896321070234,1.741264470884592e-11,4.1151520493841876e-11,5.85641652026878e-11,111.33226650667903,204.17598514708627
23.188628762541803,1.721490182581706e-11,4.091718919993443e-11,5.813209102575149e-11,110.98520324119498,203.94862372164093
23.308361204013377,1.7020482196568212e-11,4.068548026616156e-11,5.7705962462729774e-11,110.64124963237563,203.72366796553
23.42809364548495,1.682931561717012e-11,4.045635436793602e-11,5.7285669985106146e-11,110.30037168131288,203.50109322628404
23.54782608695652,1.6641333563673634e-11,4.022977281279613e-11,5.687110637646977e-11,109.9625355405419,203.28087481014586
23.667558528428092,1.6456469149793864e-11,4.0005697531871166e-11,5.646216668166503e-11,109.62770752643483,203.06298799845158
23.787290969899665,1.6274657085644444e-11,3.978409107136837e-11,5.605874815701281e-11,109.2958541308873,202.84740806325308
23.907023411371235,1.6095833637494146e-11,3.956491658408066e-11,5.566075022157481e-11,108.96694203230858,202.63411028218977
24.026755852842808,1.5919936588532602e-11,3.9348137820931013e-11,5.526807440946361e-11,108.64093810597194,202.42306995267055
24.14648829431438,1.574690520060954e-11,3.9133719122541754e-11,5.4880624323151296e-11,108.31780943370627,202.2142624053387
24.26622073578595,1.5576680176939176e-11,3.8921625410849735e-11,5.449830558778891e-11,107.99752331299854,202.00766301689723
24.385953177257523,1.5409203625738346e-11,3.8711822180759294e-11,5.412102580649764e-11,107.6800472654983,201.80324722227945
24.505685618729096,1.52444190247796e-11,3.8504275491839875e-11,5.3748694516619475e-11,107.36534904495538,201.6009905261964
24.625418060200666,1.5082271186842197e-11,3.829895196007688e-11,5.338122314691908e-11,107.05339664462687,201.40086851410058
24.74515050167224,1.4922706226032844e-11,3.8095818749669627e-11,5.301852497570247e-11,106.74415830414901,201.20285686255573
24.86488294314381,1.476567152496142e-11,3.7894843564886457e-11,5.2660515089847876e-11,106.43760251591378,201.00693134905578
24.984615384615385,1.4611115702752517e-11,3.769599464198118e-11,5.2307110344733696e-11,106.13369803097434,200.8130678613184
25.104347826086954,1.4458988583867297e-11,3.749924074116601e-11,5.1958229325033306e-11,105.83241386447736,200.62124240604632
25.224080267558527,1.4309241167720317e-11,3.730455113864854e-11,5.1613792306368856e-11,105.53371930065555,200.43143111719237
25.3438127090301,1.4161825599073049e-11,3.711189561873605e-11,5.12737212178091e-11,105.23758389740114,200.24361026375013
25.46354515050167,1.4016695139183559e-11,3.692124446600705e-11,5.093793960519061e-11,104.94397749043137,200.05775625707943
25.583277591973243,1.3873804137695541e-11,3.673256845755358e-11,5.060637259524912e-11,104.65287019706834,199.87384565779013
25.703010033444816,1.3733108005243516e-11,3.654583885528968e-11,5.027894686053319e-11,104.3642324196299,199.69185518217753
25.822742474916385,1.3594563186768646e-11,3.636102739834315e-11,4.995559058511179e-11,104.07803484849312,199.51176170827947
25.942474916387958,1.3458127135512614e-11,3.617810629551229e-11,4.96362334310249e-11,103.79424846478769,199.33354228150185
26.06220735785953,1.3323758287686889e-11,3.5997048217807584e-11,4.932080650549447e-11,103.5128445427884,199.15717411989203
26.1819397993311,1.3191416037789588e-11,3.5817826291064964e-11,4.9009242328854554e-11,103.23379465197796,198.98263461902386
26.301672240802674,1.3061060714559857e-11,3.564041408863957e-11,4.870147480319943e-11,102.95707065881767,198.8099013565355
26.421404682274247,1.2932653557555296e-11,3.5464785624183384e-11,4.839743918173868e-11,102.68264472824477,198.63895209634222
26.541137123745816,1.2806156694330146e-11,3.529091534449826e-11,4.809707203882841e-11,102.41048932488332,198.46976479250446
26.66086956521739,1.2681533118206725e-11,3.511877812247566e-11,4.780031124068239e-11,102.14057721401106,198.3023175928006
26.780602006688962,1.2558746666618784e-11,3.494834925011499e-11,4.750709591673378e-11,101.8728814622689,198.1365888419867
26.90033444816053,1.243776200001819e-11,3.477960443162937e-11,4.721736643164756e-11,101.60737543814828,197.97255708478357
27.020066889632105,1.2318544581325293e-11,3.461251977663172e-11,4.6931064357957014e-11,101.34403281224618,197.8102010685762
27.139799331103678,1.2201060655914298e-11,3.4447071793409016e-11,4.6648132449323316e-11,101.08282755731929,197.64949974586347
27.259531772575247,1.2085277232112758e-11,3.4283237382274745e-11,4.636851461438751e-11,100.82373394811852,197.49043227643173
27.37926421404682,1.1971162062214602e-11,3.412099382901761e-11,4.6092155891232215e-11,100.5667265610655,197.33297802932756
27.498996655518393,1.1858683623977015e-11,3.396031879842325e-11,4.5819002422400267e-11,100.31178027371237,197.17711658455477
27.618729096989966,1.1747811102602386e-11,3.3801190327888505e-11,4.554900143049089e-11,100.05887026405128,197.02282773457642
27.738461538461536,1.1638514373188894e-11,3.3643586821122776e-11,4.528210119431167e-11,99.80797200966607,196.87009148561123
27.85819397993311,1.1530763983632113e-11,3.348748704192829e-11,4.50182510255604e-11,99.55906128671151,196.7188880587041
27.977926421404682,1.1424531137974934e-11,3.333287010807236e-11,4.475740124604729e-11,99.3121141687665,196.56919789062786
28.09765886287625,1.1319787680188232e-11,3.3179715485242816e-11,4.449950316543105e-11,99.06710702554422,196.42100163459332
28.217391304347824,1.1216506078370841e-11,3.302800298108584e-11,4.424450905945668e-11,98.82401652146535,196.27428016077323
