r_kpc,a_b_m_s2,a_bdvr_m_s2,a_total_m_s2,v_newton_km_s,v_bdvr_km_s
28.337123745819397,1.111465940936403e-11,3.2877712739335264e-11,4.399237214869929e-11,98.58281961412874,196.12901455668379
28.456856187290967,1.1014221343761342e-11,3.27288252340204e-11,4.3743046577781745e-11,98.34349355265007,195.9851861273838
28.57658862876254,1.0915166131310752e-11,3.258132126376307e-11,4.3496487395073816e-11,98.1060158759077,195.84277639554054
28.696321070234113,1.0817468586693273e-11,3.243518194615494e-11,4.3252650532848216e-11,97.87036441067684,195.70176710133782
28.816053511705682,1.072110407567321e-11,3.229038871222236e-11,4.301149278789557e-11,97.63651726968182,195.56214020226156
28.935785953177255,1.0626048501606577e-11,3.214692330097266e-11,4.2772971802579234e-11,97.40445284955506,195.42387787274973
29.05551839464883,1.0532278292298195e-11,3.2004767754021e-11,4.2537046046319197e-11,97.17414982870866,195.28696250371058
29.175250836120398,1.0439770387203194e-11,3.186390441030513e-11,4.2303674797508326e-11,96.94558716514618,195.15137670194594
29.29498327759197,1.0348502224956716e-11,3.1724315900876044e-11,4.207281812583276e-11,96.71874409418767,195.01710328944284
29.414715719063544,1.0258451731230057e-11,3.1585985143774867e-11,4.184443687500492e-11,96.49360012614454,194.8841253025801
29.534448160535113,1.0169597306898026e-11,3.144889533898501e-11,4.161849264588303e-11,96.27013504391869,194.75242599121646
29.654180602006686,1.0081917816515841e-11,3.131302996346894e-11,4.139494777998478e-11,96.04832890056105,194.62198881770462
29.77391304347826,9.995392577093095e-12,3.11783727662824e-11,4.1173765343375494e-11,95.82816201677417,194.49279745581083
29.893645484949833,9.910001347158102e-12,3.1044907763767027e-11,4.095490911092513e-11,95.60961497836861,194.36483578955205
30.013377926421402,9.825724316103817e-12,3.091261923481894e-11,4.073834355092276e-11,95.39266863367149,194.23808791194844
30.133110367892975,9.742542093812077e-12,3.078149171623914e-11,4.0524033810051215e-11,95.17730409091223,194.11253812372237
30.252842809364548,9.660435700542333e-12,3.065150999815475e-11,4.0311945698697084e-11,94.96350271555734,193.98817093190783
30.372575250836118,9.579386557084487e-12,3.0522659119520844e-11,4.010204567660533e-11,94.75124612763045,193.86497104841618
30.49230769230769,9.499376475162766e-12,3.0394924363692326e-11,3.9894300838855095e-11,94.54051619899144,193.74292338852445
30.612040133779264,9.42038764808981e-12,3.026829125407448e-11,3.968867890216429e-11,94.33129505060644,193.62201306932678
30.731772575250833,9.342402641658109e-12,3.0142745549841274e-11,3.948514819149938e-11,94.12356504978138,193.50222540811384
30.851505016722406,9.265404385268706e-12,3.001827324173071e-11,3.9283677626999417e-11,93.91730880739279,193.38354592072292
30.97123745819398,9.18937616328734e-12,2.989486054791054e-11,3.9084236711197876e-11,93.71250917510135,193.26596031984013
31.09096989966555,9.114301606620576e-12,2.9772493909911316e-11,3.888679551653189e-11,93.5091492425436,193.14945451324928
31.21070234113712,9.040164684510983e-12,2.965115998863386e-11,3.869132467314484e-11,93.30721233452945,193.03401460206146
31.330434782608695,8.96694969654123e-12,2.953084566042324e-11,3.849779535696447e-11,93.10668200822579,192.91962687890188
31.450167224080264,8.894641264840869e-12,2.941153801320721e-11,3.8306179278048083e-11,92.9075420503252,192.8062778260508
31.569899665551837,8.823224326498731e-12,2.929322434271213e-11,3.811644866921086e-11,92.70977647424533,192.69395411359832
31.68963210702341,8.752684126161444e-12,2.9175892148731943e-11,3.792857627489339e-11,92.51336951728715,192.58264259752056
31.80936454849498,8.683006208827198e-12,2.9059529131473095e-11,3.7742535340300295e-11,92.31830563782891,192.47233031777523
31.929096989966553,8.614176412820015e-12,2.8944123187958264e-11,3.755829960077828e-11,92.12456951250664,192.363004496355
32.04882943143813,8.546180862943699e-12,2.8829662408494807e-11,3.7375843271438506e-11,91.93214603340417,192.2546525353268
32.1685618729097,8.47900596381058e-12,2.871613507320688e-11,3.719514103701746e-11,91.74102030525405,192.14726201485982
32.288294314381275,8.412638393339393e-12,2.8603529648628516e-11,3.701616804196791e-11,91.55117764264546,192.04082069123666
32.408026755852845,8.347065096419186e-12,2.849183478435926e-11,3.683889988077845e-11,91.36260356724783,191.93531649486005
32.527759197324414,8.282273278730831e-12,2.8381039309774543e-11,3.6663312588505374e-11,91.17528380503013,191.83073752822824
32.64749163879599,8.21825040072911e-12,2.827113223080218e-11,3.648938263153129e-11,90.98920428351622,191.72707206393204
32.76722408026756,8.154984171775974e-12,2.816210272675532e-11,3.6317086898531295e-11,90.80435112904924,191.62430854263874
32.88695652173913,8.09246254441765e-12,2.8053940147215226e-11,3.6146402691632875e-11,90.6207106640478,191.5224355710405
33.006688963210706,8.030673708814028e-12,2.7946634008984274e-11,3.59773077177983e-11,90.43826940432359,191.42144191985795
33.126421404682276,7.96960608730076e-12,2.7840173993081175e-11,3.5809780080381934e-11,90.25701405637406,191.32131652178705
33.246153846153845,7.909248329092881e-12,2.773454994179929e-11,3.564379827089217e-11,90.07693151472095,191.22204846948117
33.36588628762542,7.84958930511902e-12,2.7629751855814385e-11,3.547934116093341e-11,89.89800885925474,191.123627013517
33.48561872909699,7.790618102988753e-12,2.7525769891351725e-11,3.531638799434048e-11,89.72023335262014,191.02604156038998
33.60535117056856,7.732324022079928e-12,2.7422594357394472e-11,3.5154918379474403e-11,89.54359243758823,190.9292816704691
33.72508361204014,7.674696568755543e-12,2.7320215712955284e-11,3.4994912281710826e-11,89.36807373448927,190.8333370560068
33.84481605351171,7.617725451695626e-12,2.7218624564390474e-11,3.4836350016086096e-11,89.19366503864266,190.7381975791228
33.964548494983276,7.561400577346324e-12,2.711781166276518e-11,3.467921224011151e-11,89.020354317815,190.64385324980145
34.08428093645485,7.505712045484573e-12,2.7017767901271452e-11,3.4523479946756025e-11,88.84812970971566,190.55029422391482
34.20401337792642,7.450650144890597e-12,2.691848431269003e-11,3.436913445758063e-11,88.67697951950254,190.4575108012381
34.32374581939799,7.396205349128252e-12,2.6819952066899992e-11,3.4216157416028244e-11,88.50689221731538,190.36549342347755
34.44347826086957,7.342368312430598e-12,2.6722162468436106e-11,3.4064530780866706e-11,88.33785643583867,190.27423267231612
34.56321070234114,7.289129865687608e-12,2.6625106954092386e-11,3.3914236819779994e-11,88.16986096789235,190.18371926747355
34.68294314381271,7.236481012530685e-12,2.6528777090566315e-11,3.3765258103097e-11,88.00289476403482,190.09394406476164
34.802675585284284,7.184412925518304e-12,2.6433164572155482e-11,3.3617577497673784e-11,87.83694693022042,190.0048980541892
34.92240802675585,7.132916942408733e-12,2.6338261218484987e-11,3.347117816089372e-11,87.67200672544182,189.91657235802683
35.04214046822742,7.081984562532111e-12,2.6244058972291774e-11,3.332604353482389e-11,87.50806355944718,189.8289582289495
35.161872909699,7.0316074432453945e-12,2.6150549897239287e-11,3.3182157340484685e-11,87.34510699044655,189.74204704814417
35.28160535117057,6.981777396477212e-12,2.6057726175779067e-11,3.303950357225628e-11,87.1831267228649,189.65583032345913
35.40133779264214,6.932486385355082e-12,2.5965580107048648e-11,3.289806649240373e-11,87.02211260510934,189.57029968755225
35.521070234113715,6.883726520919396e-12,2.5874104104817527e-11,3.2757830625736923e-11,86.86205462739227,189.48544689609295
35.640802675585284,6.835490058910677e-12,2.5783290695459244e-11,3.261878075436992e-11,86.70294291953905,189.40126382592527
35.76053511705686,6.7877693966400084e-12,2.569313251597124e-11,3.248090191261125e-11,86.54476774885595,189.31774247329068
35.88026755852843,6.7405570699348525e-12,2.560362231203121e-11,3.2344179381966064e-11,86.38751951802182,189.23487495206416
36.0,6.693845750156482e-12,2.5514752936085733e-11,3.2208598686242216e-11,86.23118876299272,189.15265349198876
