galaxy_name,r_kpc,r_over_Rd,q_eff,a_b_m_s2,a_bdvr_m_s2,a_total_m_s2,v_newton_km_s,v_bdvr_km_s,M_bdvr_eff_Msun,rho_bdvr_eff_Msun_kpc3
NGC2841,30.193723849372383,8.294979079497907,1.1954937303906505,1.63690180924832e-11,5.2984548784390685e-11,6.935356687687388e-11,123.49373514050916,254.19559065968937,346544428718.52844,1047819.9125318234
NGC2841,30.368870292887028,8.343096234309623,1.1958094563041737,1.618075241653994e-11,5.26928832360195e-11,6.887363565255944e-11,123.13710737497615,254.048184320045,348646700729.79407,1035566.4230259665
NGC2841,30.544016736401673,8.391213389121338,1.1961201586676582,1.599571612253533e-11,5.2404342551363674e-11,6.8400058673899e-11,122.7835515026726,253.90227033452987,350748561427.20294,1023523.3761095472
NGC2841,30.719163179916315,8.439330543933053,1.1964259174113667,1.5813835771069806e-11,5.211887676277905e-11,6.793271253384885e-11,122.43302367460535,253.7578237844852,352850009042.5308,1011686.0615865799
NGC2841,30.89430962343096,8.487447698744768,1.1967268111937819,1.5635039998544233e-11,5.183643698064308e-11,6.747147697918732e-11,122.08548091308411,253.61482033655076,354951041967.9514,1000049.8988739396
NGC2841,31.069456066945605,8.535564853556485,1.1970229174218427,1.5459259447147682e-11,5.1556975363841085e-11,6.701623481098876e-11,121.74088108958715,253.47323622562396,357051658751.3806,988610.4327605369
NGC2841,31.24460251046025,8.5836820083682,1.1973143122708572,1.528642669758467e-11,5.128044509123114e-11,6.656687178881581e-11,121.39918290331035,253.33304823839575,359151858091.9267,977363.329327253
NGC2841,31.419748953974892,8.631799163179915,1.1976010707041003,1.5116476204420146e-11,5.100680033405017e-11,6.612327653847031e-11,121.06034586037504,253.1942336974404,361251638835.4479,966304.3720212339
NGC2841,31.594895397489537,8.679916317991632,1.1978832664920978,1.494934423392635e-11,5.07359962292243e-11,6.568534046315064e-11,120.72433025367042,253.05677044583908,363350999970.2104,955429.4578777232
NGC2841,31.770041841004183,8.728033472803347,1.1981609722316044,1.47849688043216e-11,5.046798885354937e-11,6.525295765787097e-11,120.39109714330827,252.92063683231552,365449940622.64996,944734.5938836434
NGC2841,31.945188284518828,8.776150627615062,1.1984342593642798,1.4623289628296313e-11,5.0202735198708106e-11,6.482602482700443e-11,120.06060833766773,252.7858116968664,367548460053.2305,934215.8934756004
NGC2841,32.12033472803347,8.824267782426777,1.1987031981950675,1.4464248057726772e-11,4.994019314709216e-11,6.440444120481893e-11,119.73282637500924,252.65227435686563,369646557652.4004,923869.5731681962
NGC2841,32.29548117154811,8.872384937238492,1.1989678579102812,1.430778703048203e-11,4.9680321448398856e-11,6.398810847888088e-11,119.40771450563787,252.5200045936266,371744232936.64294,913691.9493060071
NGC2841,32.47062761506276,8.920502092050208,1.1992283065954035,1.4153851019233808e-11,4.942307969697362e-11,6.357693071620743e-11,119.08523667459639,252.38898263940442,373841485544.6211,903679.4349344507
NGC2841,32.6457740585774,8.968619246861923,1.1994846112526014,1.4002385982183689e-11,4.91684283098699e-11,6.317081429205358e-11,118.76535750486971,252.25918916482203,375938315233.4103,893828.5367843702
NGC2841,32.820920502092044,9.016736401673638,1.1997368378179631,1.3853339315625954e-11,4.8916328505600395e-11,6.276966782122635e-11,118.44804228108303,252.13060526670458,378034721874.82306,884135.8523662431
NGC2841,32.99606694560669,9.064853556485355,1.1999850511784602,1.3706659808268332e-11,4.866674228355386e-11,6.237340209182219e-11,118.13325693367649,252.00321245630704,380130705451.8186,874598.0671685538
NGC2841,33.171213389121334,9.11297071129707,1.2002293151886405,1.3562297597236623e-11,4.8419632404053114e-11,6.198193000128973e-11,117.82096802353995,251.87699264792084,382226266054.99835,865211.9519568062
NGC2841,33.34635983263598,9.161087866108787,1.2004696926870548,1.3420204125692549e-11,4.8174962369030786e-11,6.159516649472333e-11,117.51114272709233,251.7519281478454,384321403879.1855,855974.360168781
NGC2841,33.521506276150625,9.209205020920502,1.2007062455124233,1.328033210199771e-11,4.793269640330056e-11,6.121302850529827e-11,117.20374882179028,251.62800164371149,386416119220.0844,846882.2254019097
NGC2841,33.696652719665266,9.257322175732215,1.2009390345195434,1.3142635460359375e-11,4.769279943640213e-11,6.08354348967615e-11,116.89875467205158,251.50519619414396,388510412471.02246,837932.558989506
NGC2841,33.871799163179915,9.305439330543932,1.2011681195949442,1.3007069322897082e-11,4.7455237084999484e-11,6.046230640789657e-11,116.59612921557944,251.3834952187513,390604284119.7672,829122.4476619299
NGC2841,34.04694560669456,9.353556485355647,1.2013935596722949,1.2873589963071705e-11,4.721997563581282e-11,6.009356559888453e-11,116.29584195007428,251.26288248843036,392697734745.4224,820449.0512894745
NGC2841,34.222092050209206,9.401673640167363,1.2016154127475633,1.2742154770421244e-11,4.698698202906468e-11,5.972913679948592e-11,115.99786292031992,251.14334211597534,394790765015.3975,811909.6007034567
NGC2841,34.39723849372385,9.449790794979078,1.2018337358939377,1.261272221655044e-11,4.67562238424228e-11,5.936894605897324e-11,115.70216270563216,251.02485854697986,396883375682.45123,803501.3955929822
NGC2841,34.57238493723849,9.497907949790793,1.2020485852765082,1.2485251822323316e-11,4.6527669275421584e-11,5.90129210977449e-11,115.40871240765702,250.9074165510222,398975567581.80646,795221.8024736327
NGC2841,34.74753138075314,9.54602510460251,1.2022600161667165,1.2359704126210417e-11,4.6301287134345884e-11,5.86609912605563e-11,115.11748363850828,250.79100121312322,401067341628.336,787068.2527257941
NGC2841,34.92267782426778,9.594142259414225,1.2024680829565733,1.2236040653744487e-11,4.607704681756074e-11,5.831308747130523e-11,114.82844850923225,250.67559792546768,403158698813.81537,779038.2406997968
NGC2841,35.09782426778243,9.642259414225942,1.202672839172653,1.2114223888040381e-11,4.5854918301271823e-11,5.7969142189312203e-11,114.5415796185896,250.56119237938012,405249640204.2452,771129.3218854179
NGC2841,35.27297071129707,9.690376569037657,1.202874337489862,1.1994217241337164e-11,4.5634872125701606e-11,5.762908936703877e-11,114.2568500421441,250.4477705575459,407340166937.2373,763339.1111425332
NGC2841,35.44811715481171,9.738493723849372,1.2030726297449907,1.1875985027521969e-11,4.54168793816671e-11,5.729286440918907e-11,113.97423332164804,250.33531872646913,409430280219.4663,755665.2809918352
NGC2841,35.62326359832636,9.786610878661088,1.203267766950049,1.1759492435597186e-11,4.520091169754545e-11,5.696040413314263e-11,113.6937034547152,250.2238234291594,411519981324.18396,748105.5599622272
NGC2841,35.798410041841,9.834728033472803,1.2034597993053877,1.1644705504054124e-11,4.498694122661428e-11,5.6631646730668406e-11,113.41523488477193,250.1132714780397,413609271588.795,740657.7309929145
NGC2841,35.973556485355644,9.882845188284517,1.2036487762126158,1.1531591096117866e-11,4.4774940634753954e-11,5.6306531730871823e-11,113.13880249127774,250.00364994806722,415698152412.4929,733319.6298887802
NGC2841,36.14870292887029,9.930962343096233,1.2038347462873071,1.1420116875829738e-11,4.456488308849987e-11,5.598499996432961e-11,112.86438158020678,249.89494617006068,417786625253.9559,726089.1438265125
