GASS,AGCnr,SDSS,PLATEID,MJD,FIBERID,RA,DEC,zSDSS,Dlum,lgMstar,expAB_r,model_r,merr_r,ext_r,petrR50_r,petrR90_r,petrR50_z,lgmust,CINDX,INCL,NUVr,lgSFR_tot_median,SFR_best,SFRerr_best,SFRcase_best,HIsrc,HI_FLAG,xGASSDR,zHI,W50cor,lgMHI,lgGF,HIconf_flag,weight,group_id_B,NYU_id,env_code_B,Ngal_B,yang_shred_code,logMh_Mst_B,lvir_ratB,galaxy_id,Vflat,M_star,M_HI,M_bar,logM_bar,logVflat,f_atm_total,B_T,j_bar_total,SFR,lg_M_bar_total,V_rot_HI_am,lg_M_star_total,lg_M_HI,incl,b_a,btfr_offset_dex,Mbar_msun,logMbar,f_atm,logVw50,btfr_residual_dex,btfr_abs_residual
23739,212856,J113706.07+115237.7,1607,53083,182,174.2753,11.87715,0.0358,157.5,10.905,0.432088,14.657,0.0023,0.0812,2.93,9.64,2.72,9.53,3.29,67.0,6.0,-1.334756,0.12024673,0.17405784,2,3,1,3,0.035465,302.0,9.235,-1.67,0.0,0.398,14410,1219786,2,3,0,12.3358,-0.78846115,23739,164.04041698819972,80352612218.56161,1717908387.157586,82637430373.4812,10.91717680425251,2.2149508645866978,0.0275619050886785,0.2780696716031803,592.8246544500056,0.1202467307448387,10.925024223529585,157.3799586759561,10.912094190989336,9.234999656677246,73.62994958890383,0.340963951413108,-0.1401849406221549,82637430373.4812,10.91717680425251,0.0275619050886785,2.4800069429571505,-0.1401849406221549,0.1401849406221549
111080,6631,J114011.68+171844.4,2503,53856,637,175.04869,17.31234,0.01177073,50.9,10.01309,0.556232,13.6932,0.0021,0.0746,7.92,17.39,7.2,8.74,2.2,58.0,3.03,-0.5271476,0.61986196,0.09976226,1,3,1,4,0.011751,227.0,8.918,-1.095,0.0,0.655,900,2395552,0,16,0,12.6382,-0.10983198,111080,133.83674878159795,10305996722.231895,827942163.7123327,11407159799.9693,10.057177525509635,2.1265753780188805,0.098082586128394,0.0,435.9252922703884,0.6198619604110718,10.05674208360773,129.69942639424872,9.98154571550263,8.918000221252441,61.05684197989667,0.514617893531628,0.0112674955987963,11407159799.9693,10.057177525509637,0.098082586128394,2.3560258571931225,0.0112674955987963,0.0112674955987963
48994,6664,J114218.00+301349.0,2220,53795,618,175.575,30.2303,0.03224,141.5,10.729,0.275149,14.4053,0.0027,0.0566,9.16,25.94,6.7,8.66,2.83,78.9,3.01,0.26666674,1.6372927,0.0,9,3,1,3,0.032286,375.0,10.292,-0.437,0.0,0.49,46590,2176661,2,2,0,12.1083,-1.540058,48994,191.0744947762921,53579665751.33406,19588446735.05989,79632299908.96371,10.901089259030885,2.2812027199322253,0.439148179229869,0.1828218627929466,3251.1750469056324,1.637292742729187,10.779722507238048,187.5,10.50156971893484,10.291999816894531,90.0,0.191669345095209,-0.0694467529637532,79632299908.96371,10.901089259030885,0.439148179229869,2.574031267727719,-0.0694467529637532,0.0694467529637532
111047,212317,J114253.93+000942.6,283,51959,426,175.72472,0.16186,0.018470056,80.2,9.157209,0.738755,15.5854,0.0032,0.0756,3.65,8.26,3.19,8.2,2.26,43.5,1.42,-0.34625593,0.4760724,0.14445557,1,3,1,4,0.018473,136.0,9.225,0.068,0.0,2.294,10273,48163,0,3,0,0.0,-0.046745513,111047,98.78629764531836,1436180414.947621,1678804018.1225588,3668989759.050625,9.564546499547168,1.994696709064135,0.5660210731194294,0.0,501.7227596049432,0.4760724008083343,9.602501557394522,100.03660955549636,9.128806793514553,9.225000381469728,42.82419978377796,0.745936219904605,0.0167687972767967,3668989759.050625,9.564546499547168,0.5660210731194294,2.1335389083702174,0.0167687972767967,0.0167687972767967
18087,213632,J114940.66+094255.1,1227,52733,317,177.41942,9.71532,0.0352,154.8,10.39,0.860725,15.3866,0.0031,0.0671,2.77,7.85,2.57,9.08,2.83,31.3,4.81,-1.3964788,0.122986495,0.17736974,2,3,1,2,0.035221,294.0,8.951,-1.439,0.0,0.887,221870,1059898,1,1,0,11.8661,-4.322559,18087,282.9539792447391,24547089156.85033,893305483.7332963,25735185450.21562,10.410527302165171,2.4517158058941795,0.0454838345825999,0.5908732557812256,514.021260397997,0.1229864954948425,10.423476914950774,178.84677155824977,10.400778503010676,8.951000213623047,55.27872951153255,0.592831896889684,0.2378693025149618,25735185450.21562,10.410527302165171,0.0454838345825999,2.4683473304121573,0.2378693025149618,0.2378693025149618
23815,213354,J115036.65+112151.9,1609,53142,47,177.65276,11.36442,0.03063,134.3,10.226,0.612977,15.5805,0.003,0.1131,3.03,9.31,2.66,9.0,3.07,53.7,3.26,-0.94856304,0.23277365,0.15680672,2,3,1,3,0.030651,307.0,9.29,-0.936,0.0,0.681,266358,1253609,1,1,0,0.0,-99.0,23815,190.46359754460977,16826740610.704708,1949844599.7580411,19420033928.382904,10.288249984320524,2.279811983181213,0.1463487548473492,0.3922689700178178,667.4405779740343,0.2327736467123031,10.254944710064642,195.3389123754937,10.178633456403505,9.289999961853027,51.79600140151676,0.638119820595847,0.1000649446128623,19420033928.382904,10.288249984320524,0.1463487548473492,2.4871383754771865,0.1000649446128623,0.1000649446128623
18084,213720,J115112.59+085311.6,1227,52733,281,177.80246,8.88656,0.03506,154.2,10.34,0.705553,15.3328,0.0034,0.0614,5.61,10.74,5.3,8.41,1.91,46.3,3.96,-0.71798766,0.41708648,0.20829168,1,3,1,3,0.035164,265.0,8.806,-1.534,0.0,0.887,2195,1058213,0,9,0,13.21,-0.34087148,18084,183.27250518874015,21877616239.49552,639734835.482647,22728463570.68744,10.356570078693514,2.2630973163508807,0.0355763138746114,0.095190063524948,816.0584556471393,0.4170864820480346,10.385172573082974,178.4939960822632,10.36000183231646,8.805999755859375,47.92958212951604,0.686294315405082,0.0642978591082283,22728463570.68744,10.356570078693514,0.0355763138746114,2.423245873936808,0.0642978591082283,0.0642978591082283
111088,0,J115417.76+325139.5,1991,53446,539,178.57404,32.861,0.010639035,45.9,9.310841,0.218709,14.8579,0.0028,0.0675,8.44,20.2,7.9,8.04,2.39,84.8,2.64,-0.7175989,0.15781741,0.08299435,1,3,1,4,0.010644,223.0,9.129,-0.182,0.0,2.47,376079,1951178,1,1,0,0.0,-99.0,111088,111.9607859656774,2045695547.904529,1345860354.0559468,3835689818.7989383,9.583843479773217,2.0490659385558123,0.512518690386228,0.0,551.2764897888864,0.1578174084424972,9.54962378778512,111.5,9.194011220898703,9.128999710083008,90.0,0.188848861463179,0.0657566795998181,3835689818.7989388,9.583843479773217,0.512518690386228,2.3483048630481607,0.0657566795998181,0.0657566795998181
49433,217390,J115536.63+292104.4,2225,53729,303,178.90263,29.35124,0.04576,202.8,10.455,0.626854,15.631,0.0033,0.059,3.27,8.43,3.12,8.76,2.58,52.7,3.88,-0.02813604,0.6155455,0.27732268,1,3,1,3,0.045765,267.0,9.25,-1.205,0.0,0.712,405193,2202435,1,1,0,11.9034,-3.80223,49433,167.82457644788795,28510182675.039097,1778279410.0389228,30875294290.390865,10.489611105800796,2.2248555597951247,,,,,,,,,,,-0.0110450369083245,30875294290.390865,10.489611105800797,,2.4265112613645754,-0.0110450369083245,0.0110450369083245
49386,724313,J115913.81+305325.8,2224,53815,614,179.80757,30.89052,0.02943,128.9,10.531,0.41557,15.2347,0.0028,0.043,3.81,12.26,3.13,9.2,3.22,68.2,5.3,-1.243865,0.1777386,0.11989548,2,3,1,3,0.029527,266.0,9.028,-1.503,0.0,0.634,403884,2178617,1,1,0,0.0,-99.0,49386,143.2439743822373,33962527259.04089,1066596121.230259,35381100100.27713,10.548771332249574,2.156076362244426,,,,,,,,,,,-0.0963222415755677,35381100100.27713,10.548771332249574,,2.424881636631067,-0.0963222415755677,0.0963222415755677
112068,0,J120409.73+014933.5,517,52024,266,181.04057,1.82598,0.017177407,74.5,9.674924,0.620456,14.5858,0.0031,0.0703,7.51,19.9,5.84,8.26,2.65,53.2,3.31,-0.20559268,0.35146838,0.13689145,1,3,1,4,0.017255,143.0,8.439,-1.236,0.0,1.769,51,279123,0,87,0,14.0794,-0.96804976,112068,89.29336678202628,4730684664.07188,274789415.31023973,5096154586.434499,9.707242593388758,1.9508191982282936,0.0713065794885515,0.0558177356567762,555.7693384332575,0.3514683842658996,9.716204296935189,87.34893846026571,9.65623214013637,8.439000129699707,54.940506624210805,0.5973000836697819,-0.0669023606259642,5096154586.434499,9.707242593388758,0.0713065794885515,2.155336037465062,-0.0669023606259642,0.0669023606259642
24168,224815,J121612.36+132615.4,1613,53115,418,184.05154,13.43762,0.02605,113.8,10.437,0.280358,15.049,0.0026,0.0903,4.92,13.94,4.49,8.9,2.83,78.4,4.8,-0.8029848,0.15400465,0.0,9,3,1,2,0.026108,442.0,9.411,-1.026,0.0,0.712,256649,1222649,1,1,0,0.0,-99.0,24168,225.60798681917612,27352687263.06708,2576321157.002573,30779194401.880505,10.488257248653468,2.353354470178762,0.0861391336331355,0.363280099942668,1102.2082596788462,0.1540046483278274,10.606133505582196,221.0,10.56206666871488,9.41100025177002,90.0,0.139883673276132,0.1178314234982282,30779194401.880505,10.488257248653468,0.0861391336331355,2.645422269349092,0.1178314234982282,0.1178314234982282
24741,220302,J121750.81+082549.0,1625,53140,370,184.46172,8.43028,0.04921,218.7,10.914,0.554008,14.74,0.0025,0.0633,4.2,12.26,3.5,9.06,2.92,58.2,2.74,0.10644592,4.3730803,0.38842776,1,3,1,1,0.049231,406.0,10.093,-0.821,0.0,0.398,276991,1287228,1,1,0,12.4593,-3.843777,24741,238.8536831474295,82035154432.98177,12387965865.30369,98511149033.83568,10.993485384709466,2.378131942534892,0.2233279731028752,0.2826666583951074,1909.0860018639053,4.373080253601074,10.87439104474378,224.54729115580528,10.742715231821569,10.093000411987305,64.69445530271685,0.464113292301705,0.0017159702441515,98511149033.83568,10.993485384709466,0.2233279731028752,2.6085260335771943,0.0017159702441515,0.0017159702441515
112100,0,J121830.09+041824.4,844,52378,82,184.6254,4.3068,0.0190838,82.9,9.143075,0.715478,15.7764,0.0052,0.0494,7.25,14.06,7.55,7.41,1.94,45.5,2.08,-0.4799734,0.18375322,0.08461814,2,3,1,4,0.019087,82.0,8.951,-0.192,0.0,2.294,135901,521911,1,1,0,0.0,-99.0,112100,57.48331465983716,1390192688.2565918,893305483.7332963,2578288981.621876,9.41133159264893,1.7595418029028949,0.4184621514419092,0.0,267.182645388366,0.1837532222270965,9.4596778027908,53.67978078551497,9.161444408464869,8.951000213623047,49.79933295121826,0.66329633015128,-0.1756590813508942,2578288981.621876,9.41133159264893,0.4184621514419092,1.9138138523837167,-0.1756590813508942,0.1756590813508942
18335,224352,J121853.94+100010.1,1230,52672,517,184.72476,10.00282,0.04307,190.5,10.872,0.632829,14.8892,0.0024,0.0566,3.2,10.13,3.05,9.25,3.17,52.2,6.19,-1.0982637,0.07064921,0.13969003,2,3,1,1,0.043237,482.0,9.559,-1.313,0.0,0.426,200455,944271,1,1,0,12.3951,-3.783683,18335,305.0034439133737,74473197390.59889,3622429984.16698,79291029269.54097,10.899224055424597,2.484304743163606,0.0596548907346245,0.4757906287151071,1287.656227637579,0.0706492066383361,10.913687756666905,265.17988408022734,10.88645501585724,9.559000015258787,65.34238510656459,0.4550708808977159,0.1341754194323203,79291029269.54097,10.899224055424595,0.0596548907346245,2.6830470382388496,0.1341754194323203,0.1341754194323203
18421,222181,J122006.47+100429.2,1231,52725,352,185.027,10.07479,0.04337,191.9,10.602,0.72443,15.033,0.0025,0.0611,3.63,12.81,3.4,8.88,3.53,44.7,4.03,0.1318182,1.8464835,0.3237457,1,3,1,1,0.043233,320.0,9.18,-1.422,0.0,0.712,200456,944274,1,1,0,12.1062,-4.0061674,18421,227.46830387078467,39994474976.10978,1513561248.436207,42007511436.52994,10.623326954296974,2.3569208892874975,,,,,,,,,,,0.0837309657422245,42007511436.52994,10.623326954296974,,2.505149978319906,0.0837309657422245,0.0837309657422245
24757,225016,J122048.14+084214.4,1625,53140,529,185.2006,8.704,0.04944,219.7,10.042,0.860553,16.0002,0.0048,0.06,6.41,13.37,5.04,7.87,2.09,31.3,1.91,-0.9943425,1.4759581,0.20327076,2,3,1,1,0.049418,62.0,10.024,-0.018,0.0,0.655,278244,1291180,1,1,0,11.7397,-3.691497,24757,59.67056705161165,11015393095.414145,10568175092.136564,25071065967.955776,10.39917279962073,1.7757601649802761,,,,,,,,,,,-0.4349199092787756,25071065967.955776,10.39917279962073,,1.792391689498254,-0.4349199092787756,0.4349199092787756
30338,224857,J122319.58+141813.4,1767,53436,193,185.83159,14.30374,0.0418,184.7,10.951,0.403894,14.815,0.0025,0.1147,4.93,14.39,4.37,9.04,2.92,69.0,4.81,-0.00023474044,0.51588213,0.24055502,1,3,1,1,0.041916,511.0,9.618,-1.333,0.0,0.398,2785,1124960,2,8,0,12.901,-0.98630154,30338,273.67754587426094,89330548373.32964,4149540426.3436327,94849437140.36668,10.977034758023224,2.4372391667819278,,,,,,,,,,,0.0654107792999814,94849437140.36667,10.977034758023224,,2.708420900134713,0.0654107792999814,0.0654107792999814
28057,226338,J122532.62+080301.4,1627,53473,342,186.38593,8.0504,0.03814,168.1,10.296,0.767778,15.4312,0.0034,0.0611,6.71,12.34,6.31,8.14,1.84,40.8,2.96,-1.4929012,0.8506096,0.16556607,2,3,1,2,0.038136,207.0,9.373,-0.923,0.0,0.681,276478,1285646,1,1,0,11.771,-3.345404,28057,158.3972090380659,19769696401.11858,2360478233.180573,22909132451.24874,10.360008643149705,2.1997475250435903,0.14886393427532,0.1369116058438222,903.5870798275824,0.8506096005439758,10.330544435209468,153.98076324280734,10.23574686537974,9.373000144958496,42.23414015763306,0.7525094451021279,-1.0844364789708294e-05,22909132451.24874,10.360008643149705,0.14886393427532,2.315970345456918,-1.0844364789708294e-05,1.0844364789708294e-05
112112,742323,J122540.14+203142.4,2612,54480,385,186.41727,20.52847,0.01828936,79.4,9.915092,0.248118,15.1587,0.0042,0.0942,7.92,18.47,6.62,8.34,2.33,81.4,3.76,-0.9575756,0.4940306,0.0,9,3,1,4,0.018276,278.0,9.684,-0.231,0.0,1.308,50338,2364970,2,2,0,0.0,-99.0,112112,140.58063509315738,8224168504.950623,4830588020.397718,14648850572.079588,10.165803548936733,2.1479255009725735,0.4412002275939838,0.0,1148.317814127029,0.4940305948257446,10.169698074556946,139.5732942845317,9.8565849508268,9.684000015258787,84.80513772156038,0.218792508804601,0.0023250890082713,14648850572.079588,10.165803548936733,0.4412002275939838,2.444044795918076,0.0023250890082713,0.0023250890082713
6375,7564,J122727.61+031807.6,519,52283,620,186.86507,3.30213,0.04876,216.6,11.054,0.491003,14.6103,0.0025,0.0588,6.23,18.91,4.42,9.01,3.04,62.8,2.75,0.66283035,8.816408,0.42573118,1,3,1,1,0.049067,471.0,10.447,-0.607,0.0,0.178,10924,273093,2,3,0,13.0109,-1.0495487,6375,264.78037404295696,113240036323.55576,27989813196.34357,150466487874.69272,11.17743978397148,2.4228857913389468,0.2909624620553172,0.6202552813713557,3417.2781114111863,8.816408157348633,11.11349637440406,241.5264892310202,10.921001103869225,10.446999549865724,77.17389978386514,0.295481850216731,-0.0048295280016592,150466487874.69272,11.17743978397148,0.2909624620553172,2.673020907128896,-0.0048295280016592,0.0048295280016592
18469,225030,J123251.49+084423.9,1232,52731,43,188.21457,8.73998,0.03378,148.4,10.15,0.799984,15.2397,0.0029,0.0506,5.32,9.57,5.02,8.29,1.8,37.8,2.56,0.08882061,1.003503,0.21632536,1,3,1,1,0.033793,210.0,9.406,-0.744,0.0,0.564,198243,936576,1,1,0,0.0,-3.7763414,18469,171.31471953894376,14125375446.227554,2546830252.5850444,17512659682.165665,10.243352108251988,2.2337946796024135,0.2230665075178404,0.0,802.357696382833,1.0035029649734497,10.18789955727951,161.5573841074801,10.03680935222216,9.406000137329102,40.535862101061895,0.771035023226047,0.0665683077616963,17512659682.165665,10.243352108251988,0.2230665075178404,2.322219294733919,0.0665683077616963,0.0665683077616963
50404,227339,J123409.10+280750.5,2235,53847,578,188.53792,28.13071,0.04003,176.7,10.548,0.634715,15.096,0.0025,0.0446,2.3,6.65,2.24,9.25,2.89,52.1,5.3,-0.8419888,0.066930644,0.09077211,2,3,1,3,0.039994,128.0,8.972,-1.576,0.0,0.634,47576,2243322,2,2,0,12.0307,-1.1736045,50404,81.10669221443959,35318316979.1957,937562006.9258792,36565274448.40712,10.56306883746166,1.909056689869535,0.0329680972410508,0.4124693816627274,210.25308962367305,0.0669306442141532,10.58424000494709,75.10783896415964,10.568721782655658,8.972000122070312,58.44170662894041,0.55041372614531,-0.3473290579642176,36565274448.40712,10.56306883746166,0.0329680972410508,2.1072099696478683,-0.3473290579642176,0.3473290579642176
18581,220805,J123443.54+090016.8,1233,52734,250,188.68146,9.00469,0.04295,190.0,10.569,0.767308,14.7016,0.0024,0.0544,3.26,10.47,3.07,8.94,3.21,40.9,3.06,0.9431959,5.088536,0.0,9,3,1,1,0.042996,313.0,9.852,-0.717,0.0,0.634,289159,1332925,1,1,0,12.1648,-3.7635489,18581,239.0258812666032,37068072178.25768,7112135136.533296,46527211909.84696,10.66770702871106,2.3784449280724917,0.1938128742835894,0.2903296112515867,1496.156632145531,5.088535785675049,10.694951422576828,223.50782704794068,10.542859832562243,9.85200023651123,44.44298742232336,0.7275522299382259,0.0928787371011581,46527211909.846954,10.66770702871106,0.1938128742835894,2.4955443375464483,0.0928787371011581,0.0928787371011581
30401,224863,J123445.19+143326.5,1768,53442,79,188.68832,14.55739,0.04648,206.1,10.503,0.774545,15.8171,0.0035,0.105,4.05,11.04,3.13,8.79,2.73,40.2,3.25,-0.9733812,0.749455,0.0,9,3,1,1,0.046472,219.0,9.901,-0.602,0.0,0.634,233917,1127584,1,1,0,11.9409,-3.7694619,30401,169.64706143035508,31841975217.261253,7961593504.173183,42430894577.811584,10.627682188168022,2.2295463413425605,,,,,,,,,,,-0.0448581258870741,42430894577.811584,10.627682188168022,,2.3404441148401185,-0.0448581258870741,0.0448581258870741
18576,224471,J123625.93+085639.7,1233,52734,214,189.10806,8.94439,0.02773,121.3,10.257,0.60552,15.1589,0.003,0.0612,3.61,9.5,3.36,8.91,2.63,54.3,4.32,-0.18986472,0.27137828,0.12082062,2,3,1,2,0.027709,309.0,8.759,-1.498,0.0,0.681,289166,1332945,1,1,0,0.0,-99.0,18576,190.25136563394915,18071741260.109257,574116462.207328,18835316154.845,10.274972914327035,2.2793277828416105,0.0456110730639315,0.1208453807839473,671.9889627659812,0.2713782787322998,10.230263294972325,182.40564554952,10.201494192430088,8.758999824523926,57.88828567672631,0.557912000374708,0.1032833196078741,18835316154.845,10.274972914327035,0.0456110730639315,2.4899584794248346,0.1032833196078741,0.1032833196078741
50406,220843,J123653.92+274456.8,2235,53847,588,189.2247,27.74911,0.02578,112.6,10.407,0.816769,14.3942,0.0023,0.0556,6.12,13.65,6.09,8.61,2.23,36.1,3.22,0.32673997,1.9881744,0.19132999,1,3,1,3,0.025781,220.0,9.027,-1.38,0.0,0.712,416230,2242512,1,1,0,11.7988,-3.8696537,50406,186.69497634730425,25527013026.612476,1064143018.2243142,26942323240.85081,10.430435042284463,2.2711326319608722,0.0587698132790196,0.1094018794164927,689.2184164945158,1.9881744384765625,10.388179906648736,155.70547661157707,10.319594259904322,9.027000427246094,44.94777690219621,0.721716707522805,0.0517344588555968,26942323240.85081,10.430435042284463,0.0587698132790196,2.342422680822206,0.0517344588555968,0.0517344588555968
28143,226431,J123711.40+083929.8,1628,53474,442,189.29752,8.6583,0.02826,123.7,10.304,0.530264,15.0391,0.0027,0.0538,4.2,12.09,3.65,8.87,2.88,59.9,3.2,-2.4970298,0.30482602,0.11658064,2,3,1,1,0.02827,334.0,9.596,-0.708,0.0,0.887,278329,1291365,1,1,0,11.8388,-3.6393735,28143,193.02979343203305,20137242498.623894,3944573020.7527847,25383524616.225098,10.404551925682195,2.2856243459224097,0.2602702089687889,0.3078874913957298,947.1383060447024,0.304826021194458,10.310909030275406,192.8799183049832,10.169509604763867,9.595999717712402,59.97689183260427,0.529467077990669,0.0734441952544262,25383524616.225098,10.404551925682197,0.2602702089687889,2.5237464668115646,0.0734441952544262,0.0734441952544262
12983,222320,J124032.46+052119.9,846,52407,488,190.13528,5.35554,0.04659,206.6,11.037,0.542226,14.7435,0.0025,0.06,4.76,12.89,4.24,9.06,2.71,59.0,4.76,-0.74316543,0.46131054,0.0,9,3,1,1,0.046706,410.0,9.64,-1.397,0.0,0.178,24647,490474,2,2,0,13.0899,-0.6660695,12983,239.15984642914276,108893009333.34357,4365158322.401666,114698669902.13776,11.05955838165444,2.3786882658762387,0.0479000963268541,0.43702206725768,1688.9171093715686,0.4613105356693268,11.089997766764986,227.5439783221071,11.066556364404336,9.640000343322754,64.27988795100443,0.4698949080429129,-0.0161534772278275,114698669902.13777,11.059558381654439,0.0479000963268541,2.6127838567197355,-0.0161534772278275,0.0161534772278275
50550,227458,J124128.01+284728.3,2237,53828,99,190.36674,28.7912,0.03502,154.0,10.288,0.622495,15.1818,0.0028,0.0458,3.73,8.26,3.66,8.68,2.21,53.0,3.34,0.12157893,1.6236229,0.27349892,1,3,1,3,0.035114,285.0,9.401,-0.887,0.0,0.681,383641,1977006,1,1,0,11.7674,-3.8827758,50550,178.42933128726216,19408858775.92779,2517676927.7588544,22757369089.84707,10.357122053162184,2.251466247849179,0.1379342055163489,0.0952883810690724,716.5346069676037,1.6236228942871094,10.391661825959092,177.95874923783364,10.282465652886078,9.401000022888184,53.201530088349536,0.620041536588455,0.0525128615352756,22757369089.84707,10.357122053162184,0.1379342055163489,2.45484486000851,0.0525128615352756,0.0525128615352756
6506,220959,J124309.36+033452.2,521,52326,617,190.78902,3.58119,0.04867,216.2,10.767,0.594357,14.9872,0.0027,0.0932,5.65,11.14,5.08,8.6,1.97,55.2,2.97,0.6819233,7.034612,0.46619388,1,3,1,1,0.048747,352.0,9.935,-0.832,0.0,0.49,1382,275678,0,12,0,13.6863,-0.5328087,6506,214.333763026669,58479008414.448,8609937521.846016,69930225318.5032,10.844664927559917,2.331090588872946,0.1534006393964891,0.4215712363443979,1614.2703088488577,7.03461217880249,10.879507025275604,199.536090301786,10.742086206950274,9.9350004196167,61.89015843222977,0.503105503052627,-0.0038238356969353,69930225318.5032,10.844664927559915,0.1534006393964891,2.546542663478131,-0.0038238356969353,0.0038238356969353
112054,0,J124408.63+252458.1,2660,54504,594,191.03596,25.41616,0.017386908,75.5,9.647467,0.681141,15.5202,0.0028,0.0338,1.82,5.27,1.75,9.27,2.9,48.4,5.13,-2.0375,0.012276608,0.0,9,3,1,4,0.017292,281.0,8.514,-1.133,0.0,1.769,-99,-99,-1,0,0,0.0,-99.0,112054,187.88494084858303,4440859160.783906,326587832.1723353,4875220977.5731125,9.687994305606988,2.2738919723918865,0.0816002335928621,0.679911656862032,176.96635474861455,0.0122766075655817,9.732642298113092,154.33551758863356,9.694387187240626,8.513999938964844,65.55435729880111,0.452111568181827,0.2615381818486555,4875220977.5731125,9.687994305606988,0.0816002335928621,2.44870631990508,0.2615381818486555,0.2615381818486555
40393,713010,J124723.17+081732.6,1790,53876,539,191.84657,8.2924,0.04854,215.6,10.47,0.63112,15.6803,0.0036,0.0722,3.35,8.72,3.23,8.7,2.6,52.3,3.55,0.76524276,4.5216403,0.35172272,1,3,1,1,0.04869,142.0,9.399,-1.071,0.0,0.712,277107,1287487,1,1,0,11.861,-3.3402982,40393,89.73443918397365,29512092266.663902,2506109253.032109,32845217573.19661,10.516472143065574,1.9529591529333719,0.1248432666961542,0.0356129531543248,582.9022119445668,4.521640300750732,10.43296882471754,101.25200338727264,10.280968446250824,9.39900016784668,44.525022613319486,0.7266071551343051,-0.2904321788560182,32845217573.196606,10.516472143065574,0.1248432666961542,2.1522883443830563,-0.2904321788560182,0.2904321788560182
112050,0,J124841.02+342839.3,1987,53765,461,192.17093,34.47761,0.0141776055,61.4,9.416057,0.769459,14.4652,0.0022,0.0383,3.26,10.35,3.49,8.61,3.17,40.7,1.9,0.074684925,1.1262493,0.13623157,1,3,1,4,0.014193,148.0,9.351,-0.065,0.0,2.356,43031,1921641,2,2,0,0.0,-99.0,112050,113.47980544857624,2606495623.194421,2243881923.7827706,5590858581.825506,9.747478507120134,2.0549185825636966,,,,,,,,,,,0.0259764380063787,5590858581.825506,9.747478507120134,,2.1702617153949575,0.0259764380063787,0.0259764380063787
26822,221068,J125129.06+134654.5,1770,53171,94,192.87112,13.78182,0.03756,165.5,11.029,0.486356,13.9194,0.0024,0.1134,7.12,17.72,5.82,8.96,2.49,63.1,4.05,0.3183487,2.7924805,0.30278352,1,3,1,1,0.037499,409.0,9.869,-1.16,0.0,0.178,41620,1415817,2,2,0,12.7892,-1.3533587,26822,229.3121400443094,106905487922.26578,7396052750.582375,116742238080.54034,11.067228014969617,2.3604270473801305,0.1350855895282997,0.2105571335424316,1954.676184528508,2.79248046875,10.86872517000578,217.23714274135432,10.767931007113456,9.869000434875488,70.28250400348128,0.3863599668858329,-0.0365535256880944,116742238080.54034,11.067228014969615,0.1350855895282997,2.611723308007342,-0.0365535256880944,0.0365535256880944
112116,0,J125606.10+274041.1,2241,54169,236,194.02542,27.67811,0.016483258,71.5,9.118738,0.61472,15.1316,0.0029,0.0244,3.23,7.81,3.32,8.23,2.42,53.6,1.69,-0.1821167,1.2538671,0.13631819,1,3,1,4,0.016325,110.0,8.437,-0.682,0.0,2.294,412092,2227797,1,1,0,0.0,-99.0,112116,68.33199632134783,1314431626.1996334,273526872.63067085,1678222366.7984257,9.224849504928454,1.8346241088345085,0.1549676710582288,0.0,141.6681205578697,1.2538671493530271,9.377092927972678,69.64781352337233,9.10413885066234,8.437000274658203,52.15630708871063,0.633512489840547,-0.0485725321125991,1678222366.7984257,9.224849504928454,0.1549676710582288,2.041392685158225,-0.0485725321125991,0.0485725321125991
40502,713017,J125752.83+101754.6,1793,53883,391,194.47012,10.29852,0.0363,159.8,10.192,0.218849,15.9289,0.004,0.0618,3.89,9.89,3.44,8.6,2.54,84.8,3.21,-0.27178976,0.80355346,0.26268163,1,3,1,3,0.036272,325.0,9.7,-0.492,0.0,0.564,201366,947642,1,1,0,0.0,-99.0,40502,163.17154905311727,15559656316.05075,5011872336.272715,22225446523.29346,10.34685049498103,2.212644436486526,0.2769612832685567,0.0,1013.187628036415,0.8035534620285034,10.387914516353856,162.6809816970699,10.223554745542303,9.699999809265137,87.2971195509219,0.2052676333422879,0.016555478693994,22225446523.29346,10.34685049498103,0.2769612832685567,2.5118833609788744,0.016555478693994,0.016555478693994
28526,226542,J125828.59+112535.3,1695,53473,44,194.61916,11.42648,0.04865,216.1,10.32,0.60901,15.8116,0.0037,0.0979,4.74,9.2,4.41,8.28,1.94,54.0,2.89,0.28403097,1.7355797,0.32531375,1,3,1,1,0.048697,280.0,9.706,-0.614,0.0,0.887,266528,1254038,1,1,0,11.8418,-3.8823714,28526,173.04951684997056,20892961308.54041,5081594425.605599,27651481894.595856,10.441718410917394,2.2381703910922406,0.2623768358846177,0.1046541561378145,1189.266143295256,1.7355797290802002,10.417408624838046,178.81807031674518,10.23885083771828,9.706000328063965,51.52858538535618,0.641526983488609,0.0156256259744096,27651481894.595856,10.441718410917394,0.2623768358846177,2.4471580313422194,0.0156256259744096,0.0156256259744096
