GASS,AGCnr,SDSS,PLATEID,MJD,FIBERID,RA,DEC,zSDSS,Dlum,lgMstar,expAB_r,model_r,merr_r,ext_r,petrR50_r,petrR90_r,petrR50_z,lgmust,CINDX,INCL,NUVr,lgSFR_tot_median,SFR_best,SFRerr_best,SFRcase_best,HIsrc,HI_FLAG,xGASSDR,zHI,W50cor,lgMHI,lgGF,HIconf_flag,weight,group_id_B,NYU_id,env_code_B,Ngal_B,yang_shred_code,logMh_Mst_B,lvir_ratB,galaxy_id,Vflat,M_star,M_HI,M_bar,logM_bar,logVflat,f_atm_total,B_T,j_bar_total,SFR,lg_M_bar_total,V_rot_HI_am,lg_M_star_total,lg_M_HI,incl,b_a,btfr_offset_dex,Mbar_msun,logMbar,f_atm,logVw50,btfr_residual_dex,btfr_abs_residual
19989,181693,J085425.62+081241.0,1299,52972,471,133.6068,8.21139,0.02942,128.8,10.46,0.658396,14.9265,0.0024,0.143,3.14,10.01,2.97,9.18,3.19,50.2,5.56,-1.2156504,0.015077099,0.0,9,3,1,3,0.029674,124.0,8.647,-1.813,0.0,0.712,32694,1117970,2,2,0,11.9179,-1.0030167,19989,80.69937476988301,28840315031.26612,443608643.9314328,29430314527.694923,10.468794903516953,1.9068701699755821,0.0187999595890613,0.3249123859154971,257.74438694914033,0.0150770992040634,10.503177185394309,78.6258104769907,10.494652153690014,8.647000312805176,52.04975881098534,0.6348769280384611,-0.3232254142383417,29430314527.694923,10.468794903516953,0.0187999595890613,2.093421685162235,-0.3232254142383417,0.3232254142383417
108021,0,J085518.73+272046.1,1932,53350,632,133.82808,27.34616,0.017292522,75.0,9.6382885,0.866742,15.0675,0.0025,0.1,3.36,7.62,3.04,8.78,2.27,30.6,2.53,-0.5060757,0.50542873,0.14385267,1,3,1,4,0.017309,181.0,8.904,-0.734,0.0,1.769,338572,1815005,1,1,0,0.0,-99.0,108021,177.785141247486,4347989633.81758,801678063.387679,5414221458.123194,9.73353601576287,2.2498954611118007,0.1852375731874626,0.0,340.0688084533103,0.5054287314414978,9.766604977365684,176.54751872293937,9.632427248625447,8.904000282287598,30.837828536570235,0.8647206946728722,0.224841457885951,5414221458.123194,9.73353601576287,0.1852375731874626,2.2576785748691846,0.224841457885951,0.224841457885951
108051,188834,J085603.98+132519.2,2430,53815,609,134.01659,13.42203,0.013955472,60.4,9.111108,0.821276,15.2323,0.0033,0.0929,5.11,13.97,5.06,8.0,2.73,35.6,3.52,-0.60329664,0.060392104,0.028862417,1,3,1,4,0.014033,49.0,8.178,-0.933,0.0,2.294,6559,2292822,0,5,0,11.874,-0.27033418,108051,42.08732734490808,1291540412.9053383,150660706.6186745,1491919152.7081757,9.173745289300156,1.6241513477909773,0.0983389244272122,0.0,149.92674303308965,0.0603921040892601,9.315608788735725,42.66128100161496,9.248768004281308,8.178000450134277,35.050012452024255,0.82666921312252,-0.2447938650644707,1491919152.7081757,9.173745289300157,0.0983389244272122,1.6901960800285136,-0.2447938650644707,0.2447938650644707
108017,0,J085651.34+271612.3,1934,53357,249,134.21394,27.2701,0.018561384,80.6,9.912443,0.53793,15.0688,0.0025,0.0873,3.16,9.01,3.1,8.98,2.85,59.4,4.19,-1.744034,0.056099106,0.07300796,2,3,1,4,0.01861,273.0,9.007,-0.905,0.0,1.308,347566,1849841,1,1,0,0.0,-99.0,108017,158.58410036643258,8174157472.52073,1016248692.8706948,9525768234.038754,9.978900010736089,2.200259642822287,0.1585393700603443,0.2677282326373728,381.82386593285497,0.0560991056263446,9.937196642988193,150.57615960972257,9.858216259190389,9.006999969482422,65.02851534588802,0.459451956302063,0.1067810040227899,9525768234.038754,9.978900010736087,0.1585393700603443,2.436162647040756,0.1067810040227899,0.1067810040227899
52297,717099,J085724.03+204237.9,2282,53683,137,134.35014,20.71053,0.03283,144.1,10.49,0.572221,15.0946,0.0026,0.0662,3.44,10.42,3.18,9.05,3.03,56.8,4.17,-1.3102739,0.13337871,0.083862714,2,3,1,3,0.032899,356.0,9.465,-1.025,0.0,0.712,398565,2133389,1,1,0,11.9199,-3.82914,52297,212.72417709139057,30902954325.13592,2917427014.001166,34783132253.75747,10.54136868805404,2.327816852294225,0.1158866545003803,0.2997692216720406,908.4928570695176,0.1333787143230438,10.531300483579116,214.00826661782543,10.47542740898793,9.46500015258789,56.27826375474138,0.579546828195678,0.0774826232062131,34783132253.75747,10.541368688054039,0.1158866545003803,2.5514499979728753,0.0774826232062131,0.0774826232062131
56662,712816,J090254.93+133938.5,2434,53826,244,135.72888,13.6607,0.02989,130.9,10.245,0.227324,15.9864,0.0073,0.0853,6.66,15.78,5.22,8.46,2.37,83.7,4.71,-0.870202,0.45699832,0.18713158,1,3,1,3,0.029924,312.0,9.031,-1.214,0.0,0.681,292,2478599,0,34,0,13.7242,-0.37557784,56662,156.94781484506154,17579236139.586895,1073989412.341246,19007642058.00075,10.278928244970986,2.195755273477678,0.0719044434032214,0.0,781.9719759257434,0.4569983184337616,10.30457818981346,156.19273215893875,10.234505336378245,9.031000137329102,87.15338338219033,0.205834155088855,0.0186077875371459,19007642058.00075,10.278928244970986,0.0719044434032214,2.494154594018443,0.0186077875371459,0.0186077875371459
109038,190003,J090316.50+181539.8,2283,53729,40,135.81877,18.26108,0.01155079,49.9,9.207892,0.407767,14.8308,0.0027,0.0826,3.76,10.07,3.6,8.55,2.68,68.7,1.88,-0.3030544,0.73941845,0.10352375,1,3,1,4,0.011598,164.0,9.036,-0.172,0.0,2.775,413513,2232886,1,1,0,0.0,-99.0,109038,88.01199106757788,1613957149.3610427,1086425623.6170645,3058903228.7717385,9.485565737895037,1.944541846010514,,,,,,,,,,,-0.0113607077614144,3058903228.7717385,9.485565737895035,,2.214843848047698,-0.0113607077614144,0.0113607077614144
109101,0,J090404.86+220341.6,2284,53708,174,136.02025,22.06158,0.010376005,44.8,9.008195,0.577021,14.7838,0.0028,0.0924,8.0,16.3,7.01,7.86,2.04,56.5,2.02,-0.659492,0.13752554,0.049794298,1,3,1,4,0.010397,158.0,9.016,0.008,0.0,2.518,6439,2212329,0,5,0,0.0,-99.0,109101,94.73719052347272,1019048842.4483478,1037528415.8180126,2398961635.4863043,9.38002330272822,1.9765205013731013,0.5846115775477766,0.0,420.75533212230863,0.1375255435705185,9.379466177678228,93.5610307385426,8.975959989300549,9.015999794006348,57.604353526293686,0.5617472213321371,0.0500505571600158,2398961635.4863043,9.38002330272822,0.5846115775477766,2.1986570869544226,0.0500505571600158,0.0500505571600158
109083,192466,J090805.39+083038.4,1300,52973,592,137.02248,8.51067,0.018154671,78.8,9.810083,0.398082,15.5523,0.003,0.1524,3.32,7.49,2.95,8.94,2.26,69.4,3.74,-0.034382086,0.5000337,0.13049838,1,3,1,4,0.018246,140.0,8.837,-0.973,0.0,1.79,225871,1074132,1,1,0,0.0,-99.0,109083,74.78156818811574,6457776347.5224495,687068440.0142318,7371577372.741378,9.867560428290428,1.8737945681771773,,,,,,,,,,,-0.1886348111146325,7371577372.741378,9.867560428290428,,2.146128035678238,-0.1886348111146325,0.1886348111146325
109066,0,J090923.67+223050.1,2284,53708,636,137.34865,22.51394,0.014894787,64.5,9.985227,0.383378,14.7905,0.0025,0.1637,3.2,9.09,3.07,9.25,2.84,70.5,4.05,-0.44446093,0.2759215,0.0,9,3,1,4,0.014907,244.0,9.358,-0.627,0.0,1.308,398734,2133965,1,1,0,0.0,-99.0,109066,129.42354134936963,9665559530.342258,2280342072.000421,12698414486.102818,10.103749498678594,2.1120132790238793,0.260193711285502,0.0,484.1433954456295,0.275921493768692,10.073036777907506,130.51437728597992,9.932268116648242,9.357999801635742,69.1898762271982,0.401459285293017,-0.0162821254341447,12698414486.102818,10.103749498678594,0.260193711285502,2.3873898263387296,-0.0162821254341447,0.0162821254341447
109009,192302,J090952.13+094737.0,1739,53050,130,137.46725,9.79363,0.01831921,79.6,9.375553,0.578492,15.8742,0.0032,0.1656,1.88,5.01,1.87,8.89,2.66,56.4,2.39,-0.4039399,0.19432734,0.0,9,3,1,4,0.018293,142.0,8.671,-0.705,0.0,2.47,266036,1252572,1,1,0,0.0,-99.0,109009,85.24215319502429,2374395169.14154,468813382.14526457,2997916967.394741,9.476819600126117,1.9306544113484403,,,,,,,,,,,-0.0228091077575403,2997916967.3947415,9.476819600126117,,2.1522883443830563,-0.0228091077575403,0.0228091077575403
109134,0,J091313.69+114616.7,2576,54086,76,138.30708,11.77132,0.016736936,72.6,9.430802,0.461498,16.6025,0.0042,0.0823,2.64,7.13,2.5,8.77,2.7,64.9,3.76,-0.5920229,0.22612187,0.116017915,1,3,1,4,0.016685,241.0,8.688,-0.743,0.0,2.356,470254,2498616,1,1,0,0.0,-99.0,109134,133.06553862233685,2696509781.401277,487528490.103387,3344922673.238782,9.524386082350816,2.1240655962410795,0.212008412125801,0.0,263.0665795641717,0.2261218726634979,9.49198041806626,135.1301026325334,9.343721599432577,8.687999725341797,63.09185560830886,0.4864354112104989,0.1573372164447573,3344922673.238782,9.524386082350816,0.212008412125801,2.3820170425748683,0.1573372164447573,0.1573372164447573
20042,192480,J091444.06+083605.3,1301,52976,163,138.6836,8.60147,0.04683,207.7,10.012,0.617065,16.4372,0.0039,0.1378,2.61,6.02,2.69,8.43,2.31,53.4,2.65,0.3068944,1.9808753,0.3286243,1,3,1,3,0.046879,150.0,9.021,-0.991,0.0,0.655,230725,1116501,1,1,0,0.0,-99.0,20042,93.42098586250368,10280162981.264746,1049542428.6523242,11676054411.372335,10.06729611016864,1.9704444460430304,0.1013643959310673,0.0,432.109122510698,1.980875253677368,10.145448261192849,96.8183047860229,10.02151331892868,9.020999908447266,50.77303058464092,0.651095452274699,-0.1476852051858352,11676054411.372337,10.067296110168641,0.1013643959310673,2.1760912590556813,-0.1476852051858352,0.1476852051858352
109021,0,J091657.98+064254.3,1194,52703,119,139.24162,6.71509,0.018581998,80.7,9.541151,0.612207,15.8936,0.0032,0.099,2.36,6.82,2.22,8.9,2.89,53.8,5.09,-1.4722222,0.04024843,0.0,9,3,1,4,0.018663,195.0,8.375,-1.166,0.0,2.343,199062,939635,1,1,0,0.0,-99.0,109021,120.82378591950544,3476570174.214933,237137370.56616557,3791962877.067933,9.5788640769879,2.0821524398869915,0.0925276812153719,0.2459524581357942,133.66980828397865,0.0402484312653541,9.539062097584027,117.48594062915777,9.490380585826832,8.375,56.08708401184409,0.582096905940215,0.1002317865452675,3791962877.067933,9.5788640769879,0.0925276812153719,2.290034611362518,0.1002317865452675,0.1002317865452675
16753,192699,J091828.43+062003.7,1194,52703,66,139.61848,6.33437,0.03347,147.0,10.288,0.623105,15.3373,0.0028,0.1229,3.93,11.23,3.57,8.74,2.86,53.0,3.27,0.33016646,1.493034,0.259916,1,3,1,2,0.03352,103.0,8.567,-1.721,0.0,0.681,192092,915004,1,1,0,11.7948,-3.565427,16753,64.48498639504562,19408858775.92779,368977598.5701505,19899598982.026093,10.298844324568096,1.809458612545841,0.0258988265071167,0.1642123903083544,350.8316714289907,1.4930340051651,10.284054060466511,84.09945787157736,10.234256908152778,8.567000389099121,37.76108029443872,0.800001658938255,-0.3732428687501903,19899598982.026093,10.298844324568096,0.0258988265071167,2.012837224705172,-0.3732428687501903,0.3732428687501903
16815,192700,J091831.34+065223.3,1195,52724,299,139.63062,6.87317,0.03928,173.3,10.626,0.604532,15.7122,0.0033,0.1121,1.82,6.02,1.62,9.63,3.31,54.4,6.04,-1.292857,0.09502059,0.13672954,2,3,1,3,0.039284,348.0,9.437,-1.189,0.0,0.712,219464,1040828,1,1,0,11.9837,-3.833057,16815,213.9956181764492,42266861426.56024,2735268726.3067083,45904768832.54816,10.661857804711111,2.3304048807264253,0.0770883309329569,0.6453272083926586,467.98364986204746,0.095020592212677,10.680345406583577,177.24570866963614,10.644413912519564,9.437000274658203,79.0183019067039,0.273563460651751,0.0464698623345434,45904768832.548164,10.661857804711111,0.0770883309329569,2.5415792439465807,0.0464698623345434,0.0464698623345434
19672,190205,J091929.51+341810.2,1273,52993,26,139.87297,34.30286,0.04584,203.2,10.726,0.690472,15.0438,0.0025,0.0462,3.33,7.19,3.11,9.03,2.16,47.6,2.12,0.47397834,6.996085,0.3672771,1,3,1,3,0.045872,434.0,10.077,-0.649,0.0,0.49,238741,1158904,1,1,0,12.1557,-3.7620687,19672,293.85663297672124,53210825926.67953,11939881044.64273,69090867716.05435,10.839420647046722,2.4681354981223147,0.2470535327230241,0.0,1964.3272828271388,6.996085166931152,10.814542365906608,279.7938045272972,10.624674269639996,10.07699966430664,50.8568428441065,0.6500383298078461,0.1346835455952457,69090867716.05435,10.839420647046722,0.2470535327230241,2.637489729512511,0.1346835455952457,0.1346835455952457
109102,4968,J092115.45+030903.9,568,52254,308,140.31439,3.15109,0.011742055,50.7,9.377235,0.299942,14.6164,0.003,0.1423,8.01,20.8,6.32,8.22,2.6,76.8,2.09,-0.52093655,0.3803302,0.09384951,1,3,1,4,0.011735,246.0,9.757,0.38,0.0,2.47,118677,446794,1,1,0,0.0,-99.0,109102,126.33798825858976,2383608909.1147614,5714786366.718666,9984274776.850588,9.999316524704922,2.101533957130539,0.7342646779208294,0.0,1383.368818270998,0.3803302049636841,10.021481092332085,125.22965755678656,9.378259426927128,9.756999969482422,79.17196629470234,0.2718095140552239,0.0023617668865676,9984274776.850588,9.999316524704922,0.7342646779208294,2.3909351071033793,0.0023617668865676,0.0023617668865676
