artifact_family,artifact_name,artifact_path,column_name,column_role,candidate_label_family,independent_of_fstar_rhi
M54,m54_missing_observables_after_acquisition,runs/cghstc_34_m54_resolved_hi_sfr_organization_rerun/m54_missing_observables_after_acquisition.csv,decisive_for_branch,feature_availability,,True
M54,m54_missing_observables_after_acquisition,runs/cghstc_34_m54_resolved_hi_sfr_organization_rerun/m54_missing_observables_after_acquisition.csv,priority,feature_availability,,True
M54,m54_missing_observables_after_acquisition,runs/cghstc_34_m54_resolved_hi_sfr_organization_rerun/m54_missing_observables_after_acquisition.csv,reason,feature_availability,,True
M54,m54_missing_observables_after_acquisition,runs/cghstc_34_m54_resolved_hi_sfr_organization_rerun/m54_missing_observables_after_acquisition.csv,m54_available_rows,feature_availability,,True
M54,m54_missing_observables_after_acquisition,runs/cghstc_34_m54_resolved_hi_sfr_organization_rerun/m54_missing_observables_after_acquisition.csv,source_family_status,feature_availability,,True
M54,m54_missing_observables_after_acquisition,runs/cghstc_34_m54_resolved_hi_sfr_organization_rerun/m54_missing_observables_after_acquisition.csv,still_missing_for_direct_law,feature_availability,,True
M54,m54_missing_observables_after_acquisition,runs/cghstc_34_m54_resolved_hi_sfr_organization_rerun/m54_missing_observables_after_acquisition.csv,reason_after_m54,feature_availability,,True
M55,m55_vrot_sigma_crossmatch,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_vrot_sigma_crossmatch.csv,object_name,name_key,,True
M55,m55_vrot_sigma_crossmatch,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_vrot_sigma_crossmatch.csv,source_family,context_or_other,,True
M55,m55_vrot_sigma_crossmatch,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_vrot_sigma_crossmatch.csv,vrot_km_s,context_or_other,,True
M55,m55_vrot_sigma_crossmatch,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_vrot_sigma_crossmatch.csv,sigma_km_s,context_or_other,,True
M55,m55_vrot_sigma_crossmatch,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_vrot_sigma_crossmatch.csv,vrot_over_sigma,candidate_label,Vrot/sigma,True
M55,m55_vrot_sigma_crossmatch,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_vrot_sigma_crossmatch.csv,endpoint_overlap,context_or_other,,True
M55,m55_vrot_sigma_crossmatch,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_vrot_sigma_crossmatch.csv,proxy_only,context_or_other,,True
M55,m55_vrot_sigma_crossmatch,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_vrot_sigma_crossmatch.csv,crossmatch_role,context_or_other,,True
M55,m55_sfe_depletion_crossmatch,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_sfe_depletion_crossmatch.csv,object_name,name_key,,True
M55,m55_sfe_depletion_crossmatch,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_sfe_depletion_crossmatch.csv,source_family,context_or_other,,True
M55,m55_sfe_depletion_crossmatch,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_sfe_depletion_crossmatch.csv,sfr_msun_yr,context_or_other,,True
M55,m55_sfe_depletion_crossmatch,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_sfe_depletion_crossmatch.csv,sfe_per_yr,candidate_label,SFE / depletion time,True
M55,m55_sfe_depletion_crossmatch,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_sfe_depletion_crossmatch.csv,depletion_time_yr,candidate_label,SFE / depletion time,True
M55,m55_sfe_depletion_crossmatch,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_sfe_depletion_crossmatch.csv,endpoint_overlap,context_or_other,,True
M55,m55_sfe_depletion_crossmatch,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_sfe_depletion_crossmatch.csv,proxy_only,context_or_other,,True
M55,m55_sfe_depletion_crossmatch,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_sfe_depletion_crossmatch.csv,crossmatch_role,context_or_other,,True
M55,m55_direct_overlap_growth_report,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_direct_overlap_growth_report.csv,metric,feature_availability,,True
M55,m55_direct_overlap_growth_report,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_direct_overlap_growth_report.csv,previous_n,feature_availability,,True
M55,m55_direct_overlap_growth_report,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_direct_overlap_growth_report.csv,m55_n,feature_availability,,True
M55,m55_direct_overlap_growth_report,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_direct_overlap_growth_report.csv,weak_threshold_n,feature_availability,,True
M55,m55_direct_overlap_growth_report,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_direct_overlap_growth_report.csv,useful_threshold_n,feature_availability,,True
M55,m55_direct_overlap_growth_report,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_direct_overlap_growth_report.csv,weak_threshold_met,feature_availability,,True
M55,m55_direct_overlap_growth_report,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_direct_overlap_growth_report.csv,useful_threshold_met,feature_availability,,True
M55,m55_direct_overlap_growth_report,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_direct_overlap_growth_report.csv,rerun_readiness,feature_availability,,True
M55,m55_direct_overlap_growth_report,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_direct_overlap_growth_report.csv,notes,feature_availability,,True
M55,m55_resolved_hi_inventory,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_resolved_hi_inventory.csv,source_family,feature_availability,,True
M55,m55_resolved_hi_inventory,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_resolved_hi_inventory.csv,galaxy_name,name_key,,True
M55,m55_resolved_hi_inventory,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_resolved_hi_inventory.csv,canonical_name,name_key,,True
M55,m55_resolved_hi_inventory,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_resolved_hi_inventory.csv,endpoint_overlap,feature_availability,,True
M55,m55_resolved_hi_inventory,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_resolved_hi_inventory.csv,proxy_only,feature_availability,,True
M55,m55_resolved_hi_inventory,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_resolved_hi_inventory.csv,has_mom0,feature_availability,,True
M55,m55_resolved_hi_inventory,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_resolved_hi_inventory.csv,has_mom1,feature_availability,,True
M55,m55_resolved_hi_inventory,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_resolved_hi_inventory.csv,has_mom2,feature_availability,,True
M55,m55_resolved_hi_inventory,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_resolved_hi_inventory.csv,has_hi_extent,feature_availability,,True
M55,m55_resolved_hi_inventory,runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_resolved_hi_inventory.csv,observable_role,feature_availability,,True
