object_name,source_type,m40_stratum,taxonomy_stage,phase_region_m42,f_star,f_gas,M_star_Msun,M_gas_Msun,M_baryon_Msun,R_d_star_kpc,R_HI_kpc,R_HI_over_Rd,log10_Sigma_b,Sigma_baryon_1Rd,Sigma_baryon_2p2Rd,baryonic_concentration_2p2Rd,composition_maturity,radial_distribution_maturity,dynamical_settling_maturity,star_formation_maturity,shape_symmetry_maturity,baryonic_maturity_score,quality_reliability_separate,maturity_inputs_baryon_only,quarantine_flag,testability_class,measurement_uncertainty_penalty_separate
IC4202,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.8457337330268883,0.1542662669731117,89874500000.0,16393580000.0,106268080000.0,4.78,32.13,6.7217573221757325,8.869367172445768,347838118.63853776,179122828.9253013,0.5855973908846185,0.9999930404701546,0.7342764404844867,0.84,0.5,0.44798439694900116,0.7044507755807284,True,True,False,testable_direct,0.2285714285714285
UGC02885,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.7910323852314484,0.2089676147685516,201762500000.0,53299750000.00001,255062250000.0,11.4,74.24,6.512280701754385,8.494656615411506,140831900.7839884,73160754.25884503,0.5668092444329138,0.9999700720878938,0.7155372560785911,1.0,0.5,0.5638213877158447,0.7558657431764659,True,True,False,testable_direct,0.0
ESO116-G012,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.5983732945942856,0.4016267054057144,2146000000.0,1440390000.0,3586390000.0,1.51,9.58,6.344370860927152,8.398523751963339,95670322.91479151,51545053.74003671,0.4982859145203289,0.9949288989826236,0.5520547788171177,1.0,0.5,0.6524483454479428,0.7398864046495368,True,True,False,testable_direct,0.0
F579-V1,direct_sparc_m36_m41,mature_controls,mature_or_control,measurement_limited,0.6648821248393632,0.3351178751606368,5924000000.0,2985850000.0,8909850000.0,3.37,20.96,6.2195845697329375,8.096430722519624,50978771.87665586,27099345.849797342,0.5252226553919441,0.9991356621514854,0.394000378865682,0.75,0.5,0.712410780091881,0.6711093642218098,True,True,False,measurement_limited,0.4857142857142856
NGC2903,direct_sparc_m36_m41,mature_controls,mature_or_control,transition,0.9234267464940172,0.0765732535059827,40931500000.0,3394160000.0000005,44325660000.0,2.33,13.76,5.90557939914163,9.113763500466842,652592048.9550092,332676291.59992707,0.6195462280016518,0.9999991233922836,0.9277026282286142,0.75,0.5,0.832703619804244,0.8020810742850284,True,True,False,testable_direct,0.0285714285714285
NGC3917,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.8139148839043014,0.1860851160956985,10983000000.0,2511040000.0,13494040000.0,2.63,14.08,5.353612167300381,8.492050627850366,146154253.3783679,75737712.77669047,0.5903056278840709,0.9999837416720702,0.8975071819634368,1.0,0.5,0.9443547230331263,0.8683691293337267,True,True,False,testable_direct,0.0
F574-1,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.4108519726174104,0.5891480273825895,3268500000.0,4686920000.000001,7955420000.000001,4.46,16.19,3.630044843049328,7.803813527033311,28876439.70820694,15382139.089551903,0.5848150937537193,0.5691894098036173,0.5887678842740292,1.0,0.5,0.9987226050607914,0.7313359798276876,True,True,False,testable_direct,0.0
UGC06786,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.8458313937142514,0.1541686062857485,36703500000.0,6689900000.000001,43393400000.0,3.6,20.31,5.641666666666667,8.726638809814512,254634432.18027386,131296994.75970864,0.5962540498555824,0.9999930585710478,0.917161960806896,1.0,0.5,0.8994730777489053,0.8633256194253699,True,True,False,testable_direct,0.0
NGC5985,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.8713455360448207,0.1286544639551793,104364000000.0,15409380000.0,119773380000.0,7.01,39.5,5.634807417974322,8.58874440120979,188634538.01895893,96893765.95678143,0.6044589336684255,0.9999964846680759,0.923408465288399,1.0,0.5,0.9008429806911801,0.8648495861295309,True,True,False,testable_direct,0.0
NGC6195,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.8755002533979934,0.1244997466020065,195538000000.0,27806310000.0,223344310000.0,13.94,40.89,2.9332855093256818,8.262269476824219,96671814.46945205,48786895.91418547,0.6454298932405316,0.9999968533391045,0.8190930459891534,1.0,0.5,0.9997281554666284,0.8637636109589772,True,True,False,testable_direct,0.0
UGC06930,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.5091657821440827,0.4908342178559173,4466000000.0,4305210000.000001,8771210000.0,3.94,16.76,4.253807106598985,7.953887196986764,38113289.900452144,20588690.287233874,0.5540601172910664,0.9478586120752617,0.5201080111567553,0.75,0.5,0.9949107162830955,0.7425754679030224,True,True,False,testable_direct,0.2571428571428571
ESO079-G014,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.8609911892073615,0.1390088107926385,25866500000.0,4176200000.0000005,30042700000.0,5.08,17.67,3.478346456692914,8.2678316681095,95320667.52284995,48565351.045476295,0.634322666033258,0.9999953667954816,0.8187123325256654,1.0,0.5,0.9990878210660158,0.8635591040774326,True,True,False,testable_direct,0.0
NGC0024,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.6838210987557938,0.3161789012442063,1944500000.0,899080000.0000001,2843580000.0,1.34,7.29,5.440298507462686,8.401475985917836,108009401.86250457,57233927.61580675,0.5495319277751936,0.9994782089602785,0.7616120532748315,1.0,0.5,0.9333215734030734,0.8388823671276366,True,True,False,testable_direct,0.0
NGC3953,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.9493857994389996,0.0506142005610004,70650500000.0,3766560000.0,74417060000.0,4.89,17.38,3.554192229038855,8.69487492171657,258897743.2853569,131153538.21259175,0.6407969789444048,0.999999561298768,0.9821101983745448,1.0,0.5,0.9989205414144505,0.8962060602175527,True,True,False,testable_direct,0.0
NGC3972,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.8163351199847119,0.1836648800152881,7176500000.0,1614620000.0,8791120000.0,2.18,10.05,4.610091743119266,8.468951352707107,142032570.065076,73462415.978727,0.6038502080665095,0.9999847578189606,0.9219886014879995,1.0,0.5,0.988835316519446,0.8821617351652812,True,True,False,testable_direct,0.0
NGC5005,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.9813051270337704,0.0186948729662297,89360000000.0,1702400000.0000002,91062400000.0,9.45,10.41,1.1015873015873017,8.210295606818034,85768141.61778422,43284192.20042882,0.6454298932405316,0.9999998127140115,0.7710958627488217,1.0,0.5,0.999995358409384,0.8542182067744435,True,True,False,testable_direct,0.0
NGC7814,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.9632156039661288,0.0367843960338713,37264500000.0,1423100000.0000002,38687600000.0,2.54,12.15,4.783464566929134,8.979724487335302,495015894.4410772,250997641.95607194,0.63644447408316,0.9999996966085262,0.9797954746100247,0.84,0.5,0.9836734172378163,0.8606937176912733,True,True,False,testable_direct,0.2285714285714285
UGC02487,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.9111431474496304,0.0888568525503695,244977500000.0,23890790000.000004,268868290000.0,7.89,40.2,5.095057034220533,8.837205710302111,345438786.04842496,176419548.52484602,0.6210926102090721,0.9999987836353527,0.9655231557148941,1.0,0.5,0.9678937505115797,0.8866831379723653,True,True,False,testable_direct,0.0
UGC03546,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.9343900268783742,0.0656099731216258,50668000000.0,3557750000.0,54225750000.0,3.79,18.37,4.846965699208443,8.778747279189737,306797578.6101234,156162199.75781688,0.6289903822356194,0.9999993456085831,0.9738712677424438,1.0,0.5,0.9812454399776459,0.8910232106657345,True,True,False,testable_direct,0.0
UGC04325,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.5290535529628043,0.4709464470371957,1012999999.9999999,901740000.0000001,1914740000.0,1.86,6.61,3.553763440860215,7.944904053243674,41816346.70589234,21925005.70299286,0.6023529307453925,0.968646896116833,0.625561621997227,1.0,0.5,0.9989215683915751,0.818626017301127,True,True,False,testable_direct,0.0
UGC06399,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.5615284530575909,0.4384715469424091,1148000000.0,896420000.0000001,2044420000.0,2.05,8.8,4.292682926829269,7.88888253041813,33528502.255383387,17973426.933446772,0.561776704416084,0.9865678923643949,0.5362005494341647,1.0,0.5,0.9944540457566511,0.8034444975110422,True,True,False,testable_direct,0.0
UGC06917,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.5593956692687736,0.4406043307312265,3416000000.0,2690590000.0000005,6106590000.0,2.76,12.67,4.590579710144928,8.105800729702338,53437707.260847144,28817317.769018594,0.546598193205241,0.9857929773752222,0.5364202245492465,1.0,0.5,0.9893040054438947,0.8023034414736727,True,True,False,testable_direct,0.0
UGC06983,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.4016612308210174,0.5983387691789827,2649000000.0,3946110000.0000005,6595110000.0,3.21,16.07,5.006230529595015,8.008032110383153,36453323.49497993,20474925.847213756,0.4864134700539413,0.5083637910539813,0.38182463394175464,1.0,0.5,0.9734925372565367,0.6727361924504545,True,True,False,testable_direct,0.0
UGC11914,direct_sparc_m36_m41,mature_controls,mature_or_control,activated_mature,0.98449977846327,0.0155002215367299,75014000000.0,1181040000.0,76195040000.0,2.44,9.26,3.795081967213114,9.3089671803468,1071632111.6677756,541599345.6241666,0.6434670554526272,0.9999998280083189,0.9856667118773416,0.75,0.5,0.9981577158393196,0.846764851144996,True,True,False,testable_direct,0.2571428571428571
xGASS_xCOLD:GASS101026,xGASS_xCOLD,external_proxy_rows,juvenile_forming,transition,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS102001,xGASS_xCOLD,external_proxy_rows,juvenile_forming,transition,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS112113,xGASS_xCOLD,external_proxy_rows,juvenile_forming,transition,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS108119,xGASS_xCOLD,external_proxy_rows,juvenile_forming,transition,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS122004,xGASS_xCOLD,external_proxy_rows,failed_stalled,failed_stalled,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS113134,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS123001,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS101001,xGASS_xCOLD,external_proxy_rows,failed_stalled,failed_stalled,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS109127,xGASS_xCOLD,external_proxy_rows,failed_stalled,failed_stalled,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS124028,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS110082,xGASS_xCOLD,external_proxy_rows,juvenile_forming,transition,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS113114,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS113137,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS108148,xGASS_xCOLD,external_proxy_rows,failed_stalled,failed_stalled,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS114117,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS111071,xGASS_xCOLD,external_proxy_rows,failed_stalled,failed_stalled,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS122005,xGASS_xCOLD,external_proxy_rows,juvenile_forming,transition,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS108140,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS109082,xGASS_xCOLD,external_proxy_rows,failed_stalled,failed_stalled,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS111075,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS101033,xGASS_xCOLD,external_proxy_rows,failed_stalled,failed_stalled,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS110036,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS113091,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS109080,xGASS_xCOLD,external_proxy_rows,juvenile_forming,transition,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS44856,xGASS_xCOLD,external_proxy_rows,failed_stalled,failed_stalled,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS112100,xGASS_xCOLD,external_proxy_rows,failed_stalled,failed_stalled,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS109065,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS111044,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS124000,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS111054,xGASS_xCOLD,external_proxy_rows,juvenile_forming,transition,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS114142,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS114129,xGASS_xCOLD,external_proxy_rows,failed_stalled,failed_stalled,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS110059,xGASS_xCOLD,external_proxy_rows,failed_stalled,failed_stalled,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS109102,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS107026,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS112117,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS111093,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS113057,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS114078,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
xGASS_xCOLD:GASS114000,xGASS_xCOLD,external_proxy_rows,juvenile_forming,pre_activation,0.25,0.75,,,,,,5.0,8.2,,,,0.017795722250915125,0.6046410375745178,0.5,0.5,0.9738474883252576,0.5192568496301381,True,True,False,external_proxy_no_direct_activation_target,0.0
THINGS:NGC2841,THINGS,external_proxy_rows,disturbed_or_measurement_contaminated,transition,0.5,0.5,94060500000.0,13000750000.000002,107061250000.0,3.64,45.12,5.0,8.2,604908084.5687124,307807033.028853,0.57922090874502,0.9343691332794054,0.6799484012739332,0.5,0.5,0.9738474883252576,0.7176330045757193,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:DDO161,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,274000000.0,1832740000.0,2106740000.0,1.22,10.69,5.0,8.2,33828832.84547574,21945683.023156445,0.2357507356630484,0.9343691332794054,0.4379837820522141,0.5,0.5,0.9738474883252576,0.6692400807313754,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:12700-12701,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:9091-6103,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:GASS102001,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:UGC07125,M17_analog_synthesis,external_proxy_rows,failed_stalled,measurement_limited,0.5,0.5,1356000000.0,6156569999.999999,7512569999.999999,3.38,23.04,5.0,8.2,22439812.0148187,13989153.446026033,0.3234681592965609,0.9343691332794054,0.43814946289882806,0.5,0.5,0.9738474883252576,0.6692732169006982,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:8611-6104,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:GASS108119,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:8139-3703,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:8617-12705,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:8619-12704,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:9894-9102,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:8619-12705,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:8982-12702,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:8655-12703,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:8977-12704,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:11824-12702,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:10498-12701,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:GASS110082,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:GASS122005,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:11751-12702,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:9001-12704,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
M17_analog_synthesis:11941-9101,M17_analog_synthesis,external_proxy_rows,juvenile_forming,transition,0.5,0.5,,,,,,5.0,8.2,,,,0.9343691332794054,0.6046410375745178,0.5,0.5,0.9738474883252576,0.7025715318358362,True,True,False,external_proxy_no_direct_activation_target,0.0
