mse_bounded,rmse_bounded,spearman_A_rank_A_inferred,pearson_A_rank_A_inferred,spearman_A_bounded_A_inferred,pearson_A_bounded_A_inferred,prediction_min,prediction_max,prediction_std,bounded_prediction_std,n,repeat,uses_angular_momentum
0.10722749074059101,0.32745608979005264,0.42459354426087237,0.3950637279467418,0.42688094724008174,0.4118193107960532,-0.2474490640333942,1.1073237271966652,0.30092260349079114,0.2727416632301307,87,10,False
0.11266113397061557,0.33565031501641046,0.35366520409976543,0.3150005874123237,0.3576778024365003,0.3594589168019575,-0.34315140242989656,1.1334656826931115,0.2887627510358266,0.2559997843472943,87,11,False
0.09865524921461152,0.3140943317135977,0.4388211925253044,0.4104565540921619,0.44544632956362923,0.45123734819033745,-0.37513760589267797,0.9484146577813655,0.288803529809873,0.2637871997396262,87,12,False
0.10400326115543924,0.3224953660991724,0.4271488627432591,0.38812604972004866,0.43203948229050504,0.42580516646274924,-0.3190237000123183,1.0817719957281167,0.2993643739515838,0.2721860985519041,87,13,False
0.10900374030323873,0.3301571448617139,0.414919838577551,0.3768030054401535,0.41775839277761595,0.410954783106656,-0.25865535509865495,0.9476340189301674,0.30273564497906086,0.2737028152384356,87,14,False
0.10659518748160705,0.3264891843256175,0.4069162160452182,0.37398392166293787,0.4048407033879173,0.401598886209796,-0.18347979890509153,0.9464566825647673,0.28276899608390926,0.2662743448777799,87,15,False
0.1078983183371675,0.3284787943492966,0.3993050174226805,0.35428335315515636,0.4129977464211586,0.39631655931325144,-0.24360083474609284,1.0897989058569757,0.28776048076175514,0.2662864800504788,87,16,False
0.0981000884899716,0.31320933653065264,0.4417598087800492,0.3995912249003016,0.4492374787765024,0.4433156757335637,-0.3013357265207142,0.9402436970835231,0.28631791199442375,0.2595600094993394,87,17,False
0.11062660493872514,0.33260578007413694,0.3911645028287912,0.374675604348081,0.3964080428775981,0.40030438439962773,-0.37951320816752215,1.0291972224872956,0.3072600056630069,0.2745960256419723,87,18,False
0.10508622393853598,0.3241700540434541,0.41179869957406434,0.3540849621309212,0.4201000216586585,0.4118377910725368,-0.3021541959409831,0.9112817833299608,0.2955825656395585,0.2612890370955253,87,19,False
0.10699826490211672,0.3271058924906684,0.40541952950553456,0.35074494917264715,0.41200803402838926,0.3945846223608217,-0.3303783922112555,0.9968088669319373,0.29513281011959513,0.2601773087255446,87,20,False
0.11445299010242901,0.3383090156978218,0.3616597004946612,0.33450556743688503,0.3639913977389235,0.3677302324171559,-0.2563556925730943,1.0104946905424659,0.29165273608535375,0.26994117128876877,87,21,False
0.09919287570942216,0.3149490049348024,0.44186019629185724,0.41332264017421055,0.44529788508635865,0.455764336148424,-0.2797799631931029,0.985823518502831,0.30035216446730506,0.2745219453882739,87,22,False
0.10902414601777727,0.330188046448955,0.38891034688182863,0.32683438013160954,0.40144981967098003,0.3914242238823935,-0.6255174170494737,0.9269874629194681,0.3162663207163446,0.26484508610844504,87,23,False
0.10175034018526158,0.31898329138884624,0.43994370743006717,0.41801432478355505,0.44102515002105946,0.4434282145929126,-0.26079084717096035,1.017586716174949,0.29370097071191126,0.2712087521407088,87,24,False
0.11096116972391604,0.3331083453231336,0.40144053358296083,0.36518424894026724,0.4006559570558777,0.40091787528699824,-0.40980114276312996,0.9794685866551742,0.31444156006621005,0.2801917832939358,87,25,False
0.10630717387989468,0.326047809193521,0.42089745859884864,0.41631072060617147,0.41517194765649307,0.42904680683453683,-0.17658617936613147,0.95369250485559,0.30074033634277514,0.279095015401636,87,26,False
0.11391850994075867,0.33751816238649834,0.35036154234753686,0.2964580310944803,0.36376762396004,0.3498962168448984,-0.34975561911291186,0.9630338855370743,0.29968827656021685,0.2603428092143646,87,27,False
0.11193995287353821,0.3345742860315751,0.3941396236332844,0.36647763972697894,0.39603888660729397,0.3941841692076039,-0.3002542076436832,1.0149293590917494,0.30022363955447356,0.27738525583803986,87,28,False
0.10729558092589168,0.3275600417112742,0.39934152197242884,0.3546148312662162,0.40742521384320046,0.3903711120839392,-0.24953622462661512,0.9969461218657983,0.2856606363437326,0.2583526613611327,87,29,False
0.10554662171694122,0.3248793956485102,0.4092433810916776,0.38105124759905973,0.42052407272450465,0.41559209063012426,-0.28760040733373177,1.0205354991206248,0.29323024985189033,0.2691863851975382,87,30,False
0.10224979256518325,0.3197652147516725,0.41949203343353597,0.3825034847457934,0.4278882842934072,0.4271258135909016,-0.3059395164272796,1.0444424760423128,0.294191843165789,0.26336086285949406,87,31,False
0.09605448928325228,0.30992658692543995,0.46613572187453156,0.4433833178635432,0.47610690768566477,0.4706009027611801,-0.19887955132915786,0.9532856589537569,0.29140269801464175,0.26779107542612673,87,32,False
0.11691589249143312,0.341929660151665,0.32848619091081865,0.3149879867459116,0.33252362469172775,0.346659343090357,-0.32550503639615497,1.0668282510863472,0.29633561402166125,0.266588599376245,87,33,False
0.10871644062829074,0.32972176244265516,0.3763984124555705,0.3307919189301256,0.3804759832628293,0.39063489653297767,-0.46057982707631767,0.9992523572506142,0.31078520541229,0.2641478711114257,87,34,False
0.10436008784571509,0.3230481200157572,0.4254605273173964,0.3900481303986096,0.4255770535684508,0.42078694071030537,-0.2631120992908337,1.003394913802832,0.30104580738422393,0.2709745490518413,87,35,False
0.10849777722993091,0.32939000778701666,0.394011857709165,0.3480360838300384,0.38559386415870756,0.3860682134292874,-0.5356024628348945,0.9037358513767997,0.3099236967934948,0.25857049557987916,87,36,False
0.1091506103067798,0.330379494379993,0.4002358834412642,0.37218467770007363,0.40276348238457005,0.4006941109824195,-0.3502366437640813,1.0452891047745239,0.30727621461880533,0.27224570131711273,87,37,False
0.10777923341556754,0.32829747701675616,0.4063138909743699,0.32493958969206793,0.4160398010907652,0.39933025080078116,-0.5562957288954942,0.9645010803389182,0.31642342286987074,0.26676742583696716,87,38,False
0.10385906058871762,0.3222717185679153,0.44308309870842805,0.4123149846528531,0.4466634740593543,0.437326124546251,-0.24965101280253565,0.9678060193943001,0.301130953655039,0.2737150377911465,87,39,False
0.10173840075881799,0.31896457602501566,0.4254970318671448,0.39082026842252815,0.4328247595910859,0.42934864495414465,-0.3133113474445466,0.9928616017969005,0.2894280080400553,0.26321257501077333,87,40,False
0.1055525326097433,0.3248884925782126,0.40015374820433036,0.39134949530663105,0.40611793176859123,0.4174536663239397,-0.24807576086707278,0.9898173152609524,0.29283755482892504,0.26936532456510753,87,41,False
0.10189877094332277,0.31921586887766523,0.4350247193514726,0.43062779643197585,0.43605863002165035,0.4373542826226482,-0.15006279096642416,1.0146880971855141,0.2822002903196164,0.2693365465996379,87,42,False
0.09513862864810259,0.30844550353036854,0.4662908662109621,0.4386420066547049,0.47175173852657754,0.4756234245667466,-0.24730079222591905,0.9622489163621015,0.29473108786212987,0.26940976692730223,87,43,False
0.10149543851846034,0.3185834875169464,0.4424260168129571,0.3877834414434367,0.4531514918701368,0.4469565348048192,-0.41469016104641754,1.028406599543294,0.30790613160728225,0.2709020078390691,87,44,False
