galaxy_name,Q,T,Vflat,e_Vflat,L36,MHI,Rdisk,RHI,Reff,SBeff,SBdisk,D,Inc,Ref,_Vflat,_L36,_MHI,_Rdisk,_T,M_star_Msun,M_gas_Msun,M_baryon_Msun,star_frac,gas_frac,r_over_Rdisk_eval,H_halo,S_star_gas,S_internal,S_struct,Q_eff,v_m5_bdvr_km_s,v_flat_obs_km_s,velocity_ratio_pred_over_obs,log10_velocity_error,abs_log10_velocity_error,log10_SBeff,log10_SBdisk,stellar_to_gas_ratio,log10_M_baryon_Msun,RHI_over_Rdisk,Reff_over_Rdisk,Sigma_baryon_Msun_kpc2,Sigma_star_Msun_kpc2,Sigma_gas_Msun_kpc2,log10_v_flat_obs,log10_Sigma_baryon,log10_Sigma_star,log10_Sigma_gas,log10_stellar_to_gas_ratio,sample_btfr_log10_v_pred,sample_btfr_log10_v_residual,sample_btfr_slope_logv_logm,sample_btfr_intercept_logv,A_source_required,A_Q_required,participation_fraction_required,gas_participation_required,gas_participation_required_status,ugc07125_hard_analog,ugc07125_regime_score,ugc07125_analog_distance,A_source_required_m6g,A_Q_required_m6g,sample_btfr_log10_v_residual_m6g,drive_star_frac,drive_sigma_star,drive_stellar_to_gas,bleed_gas_frac,bleed_hi_extent,bleed_low_sigma_baryon,bleed_low_v_for_mass_symptom
NGC2403,1.0,6.0,131.2,4.9,10.041,3.199,1.39,15.11,2.16,341.06,1408.74,3.16,63.0,"Da06,Fr02",131.2,10.041,3.199,1.39,6.0,5020500000.0,4254670000.0,9275170000.0,0.5412838794329377,0.4587161205670624,6.212230215827338,1.3058677967138757,1.0,1.0,1.0,1.1756068452660209,119.5330568306604,131.2,0.9110751282824728,-0.0404458091376348,0.0404458091376348,2.5328307877218803,3.148830846207502,1.17999750861994,9.967321878328628,10.870503597122303,1.5539568345323742,764033514.5787771,413559024.78798234,350474489.79079473,2.1179338350396413,8.883112409462322,8.616537502547153,8.544656412184887,0.0718810903622655,2.077871758514655,0.04006207652498617,0.2597665671999078,-0.5113052299953095,1.4513870258710388,1.2047352513606626,1.451387025871039,1.9840225918222296,more_than_total_gas_required,False,1.5,6.43343006236045,1.4513870258710388,1.2047352513606626,0.0400620765249861,0.5412838794329377,0.7732650528031719,0.43278724580280403,0.4587161205670624,0.8511287447672025,0.1838092229933609,0.3125893057272522
NGC2841,1.0,3.0,284.8,8.6,188.121,9.775,3.64,45.12,5.51,983.63,4751.49,14.1,76.0,"Di08,Be91",284.8,188.121,9.775,3.64,3.0,94060500000.0,13000750000.000002,107061250000.0,0.8785671753318778,0.1214328246681222,6.9546703296703285,1.3155430847156049,1.048140661490911,1.2,1.2577687937890931,1.4895969878945892,248.00987495300308,284.8,0.8708211901439714,-0.0600710115893392,0.0600710115893392,2.992831765934685,3.6768298195842175,7.235005672749648,11.0296323097081,12.395604395604394,1.5137362637362637,1286025778.2195067,1129860035.3742921,156165742.8452148,2.4545399849648186,9.109249674051874,9.053024647351153,8.193585771378762,0.8594388759723892,2.3538244925747542,0.10071549239006439,0.2597665671999078,-0.5113052299953095,1.738937793351778,1.318687905970089,1.7389377933517776,7.085156920060996,more_than_total_gas_required,False,1.5,9.217713107219373,1.738937793351778,1.318687905970089,0.1007154923900643,0.8785671753318778,0.9877731398089954,0.8522931388273137,0.1214328246681222,1.0,0.025407143439882818,0.0
NGC2903,1.0,4.0,184.6,5.6,81.863,2.552,2.33,13.76,4.54,632.16,1193.52,6.6,66.0,"Be91,Be87",184.6,81.863,2.552,2.33,4.0,40931500000.0,3394160000.0000005,44325660000.0,0.9234267464940172,0.0765732535059827,3.9270386266094417,1.2554697131473642,1.1147066034992692,1.1,1.226177263849196,1.3858696800809982,191.88962876215083,184.6,1.039488779859972,0.0168198059607071,0.0168198059607071,2.800827012337371,3.076829700943831,12.059390246776816,10.646655210876995,5.90557939914163,1.948497854077253,1299461750.043416,1199957736.0360136,99504014.00740252,2.266231696689893,9.113763500466842,9.07916594993964,7.997840600606057,1.0813253493335826,2.254339846295218,0.011891850394674996,0.2597665671999078,-0.5113052299953095,0.8564870012801468,0.9254658293422544,0.8564870012801472,-0.8741922557677397,stellar_mass_alone_exceeds_required_participating_mass,False,1.5,9.223252167660778,0.8564870012801468,0.9254658293422544,0.0118918503946749,0.9234267464940172,1.0,0.9704846986826138,0.0765732535059827,0.31275024331412454,0.022245349243017132,0.4642992897763988
NGC2998,1.0,5.0,209.9,8.1,150.902,23.451,6.2,43.58,7.06,479.55,774.16,68.1,58.0,"Sa96,Br92",209.9,150.902,23.451,6.2,5.0,75451000000.0,31189830000.0,106640830000.0,0.7075245007001539,0.292475499299846,4.083870967741936,1.2602845646355374,1.0,1.0,1.0,1.134570562883153,216.23357970733957,209.9,1.0301742720692688,0.0129106994584879,0.0129106994584879,2.6808338953273694,2.8888307280420182,2.4190898122881723,11.027923516591635,7.0290322580645155,1.1387096774193548,441530052.8075568,312393330.1567792,129136722.65077755,2.3220124385824006,8.644960269237012,8.494701752775592,8.111049760289243,0.3836519924863495,2.353380605252835,-0.031368166670434405,0.2597665671999078,-0.5113052299953095,0.8878859877086316,0.9422770228062614,0.8878859877086317,0.6166721227598319,partial_gas_participation_can_match_observed_vflat,False,1.5,5.196711500301295,0.8878859877086316,0.9422770228062614,-0.0313681666704344,0.7075245007001539,0.713389856194224,0.5988572575585733,0.292475499299846,0.43457342580824604,0.350627347066237,0.6972749310990572
NGC3109,1.0,9.0,66.2,2.6,0.194,0.477,1.56,6.0,1.64,11.4,140.87,1.33,70.0,"Be91,JC90",66.2,0.194,0.477,1.56,9.0,97000000.0,634410000.0,731410000.0,0.1326205548187747,0.8673794451812253,2.4487179487179485,1.195268116035884,1.0,1.0,1.0,1.0760395368321398,60.60114657567701,66.2,0.9154251748591692,-0.0383771483298666,0.0383771483298666,1.0569048513364727,2.1488185146020182,0.1528979681909175,8.864160893813251,3.846153846153846,1.051282051282051,47833463.56296974,6343700.47662469,41489763.08634505,1.8208579894397,7.679731828746212,6.802342669199207,7.6179409549401615,-0.8155982857409549,1.791307416498225,0.029550572941474895,0.2597665671999078,-0.5113052299953095,1.4239954227503229,1.1933127933405905,1.4239954227503229,1.4888234614110962,more_than_total_gas_required,False,3.0,5.9753567011542446,1.4239954227503229,1.1933127933405905,0.0295505729414748,0.1326205548187747,0.0,0.0,0.8673794451812253,0.08943355229139163,1.0,0.36919872141352333
NGC3198,1.0,5.0,150.1,3.9,38.279,10.869,3.14,35.66,5.84,178.99,1602.62,13.8,73.0,"Da06,Be91,Be87",150.1,38.279,10.869,3.14,5.0,19139500000.0,14455770000.000002,33595270000.0,0.569708176180754,0.430291823819246,6.608280254777069,1.3113257861349203,1.0,1.0,1.0,1.1805203975727063,165.24669602700308,150.1,1.100910699713545,0.041752092637036,0.041752092637036,2.252828768040592,3.2048305582449266,1.324004186563566,10.526278135797503,11.35668789808917,1.859872611464968,542299209.4006712,308952293.53192127,233346915.86875007,2.1763806922432702,8.734238971292958,8.489891423582188,8.368002065216741,0.1218893583654487,2.2230699067322526,-0.046689214488982334,0.2597665671999078,-0.5113052299953095,0.6807562377400691,0.8250795341905344,0.6807562377400694,0.2580761599736175,partial_gas_participation_can_match_observed_vflat,False,1.5,4.968720454824084,0.6807562377400691,0.8250795341905344,-0.0466892144889823,0.569708176180754,0.7110258587078635,0.45942499037291457,0.430291823819246,0.9038488196257498,0.2880904091972598,0.7797860160089192
NGC3521,1.0,4.0,213.7,15.9,84.836,4.154,2.4,18.85,2.45,2232.7,2112.66,7.7,75.0,"Da06,Sa96",213.7,84.836,4.154,2.4,4.0,42418000000.0,5524820000.0,47942820000.0,0.8847623064308691,0.1152376935691309,4.437500000000001,1.2702603870678983,1.055878615079601,1.1,1.161466476587561,1.3281964900888883,191.57487958756008,213.7,0.8964664463620032,-0.0474659609066342,0.0474659609066342,3.348830372378482,3.324829609686001,7.677716197088774,10.680723575680519,7.854166666666668,1.0208333333333335,1324711248.049476,1172054579.1791694,152656668.87030646,2.3298045221640695,9.122121223899192,9.068947835986194,8.183715781384839,0.8852320546013552,2.2631896684703436,0.06661485369372588,0.2597665671999078,-0.5113052299953095,1.5483311229889385,1.2443195421550441,1.5483311229889392,5.758261867328993,more_than_total_gas_required,False,1.5,8.368822104422517,1.5483311229889385,1.244319542155044,0.0666148536937258,0.8847623064308691,0.9955984624417369,0.8660323089966525,0.1152376935691309,0.5240480297873514,0.016391025434775774,0.16959004891988244
NGC3741,1.0,10.0,50.1,2.1,0.028,0.182,0.2,4.2,0.32,42.94,143.49,3.21,70.0,"Ge07,Bm05",50.1,0.028,0.182,0.2,10.0,14000000.0,242060000.0,256060000.0,0.0546746856205576,0.9453253143794424,11.3,1.3419048389023345,1.0,1.0,1.0,1.208049174869754,49.39173079144892,50.1,0.9858628900488806,-0.006183480835373,0.006183480835373,1.6328620401002298,2.1568216355916268,0.0578368999421631,8.408341741154654,21.0,1.5999999999999999,1018830368.202768,55704230.08216336,963126138.1206046,1.6998377258672457,9.008101881468578,7.74588817599216,8.983683169266083,-1.2377949932739225,1.6729008399481309,0.026936885919114806,0.2597665671999078,-0.5113052299953095,1.0586049571555416,1.02888529834746,1.0586049571555414,1.0619944861986612,more_than_total_gas_required,True,4.0,8.356662103314402,1.0586049571555416,1.02888529834746,0.0269368859191148,0.0546746856205576,0.3453914631328887,0.0,0.9453253143794424,1.0,0.09625800792043882,0.3832746615439809
NGC3893,1.0,5.0,174.0,8.9,58.525,5.799,2.38,20.84,2.43,1573.37,2055.09,18.0,49.0,"VS01,SV98",174.0,58.525,5.799,2.38,5.0,29262500000.0,7712670000.000001,36975170000.0,0.7914094783066582,0.2085905216933418,4.888655462184874,1.2813939081165269,1.0,1.0,1.0,1.1535742390269184,167.31189672729678,174.0,0.9615626248695216,-0.0170224256745111,0.0170224256745111,3.196830865066194,3.312830845991887,3.794081686368015,10.56791017942058,8.756302521008404,1.0210084033613447,1038906340.8592535,822200325.2289011,216706015.63035247,2.2405492482825995,9.01657639694944,8.914977644233542,8.335870967244162,0.5791066769893796,2.2338845197897363,0.006664728492863148,0.2597665671999078,-0.5113052299953095,1.169740973839939,1.0815456411265958,1.169740973839939,1.8137520941123235,more_than_total_gas_required,False,1.5,6.204414959331504,1.169740973839939,1.0815456411265958,0.0066647284928631,0.7914094783066582,0.9199310534883482,0.7029694807711799,0.2085905216933418,0.6218723932620518,0.09032187493584187,0.4924498121285621
NGC3917,1.0,6.0,135.9,4.1,21.966,1.888,2.63,14.08,5.56,112.94,1226.96,18.0,79.0,"VS01,SV98",135.9,21.966,1.888,2.63,6.0,10983000000.0,2511040000.0,13494040000.0,0.8139148839043014,0.1860851160956985,3.7338403041825097,1.2491817168389316,1.0,1.0,1.0,1.12457522958488,128.3974084712592,135.9,0.944793292650914,-0.0246631985603293,0.0246631985603293,2.0528477834008605,3.088830404566906,4.373884924174844,10.130141993187998,5.353612167300381,2.1140684410646386,310492152.3051887,252714184.09667432,57777968.208514355,2.1332194567324945,8.492050627850366,8.402629618263562,7.761762265591505,0.6408673526720575,2.1201669808227686,0.013052475909725914,0.2597665671999078,-0.5113052299953095,1.2550262057008383,1.1202795212360344,1.2550262057008386,2.370481482085249,more_than_total_gas_required,False,1.5,6.350332703350154,1.2550262057008383,1.1202795212360344,0.0130524759097259,0.8139148839043014,0.6681417482583374,0.7358673428448654,0.1860851160956985,0.2528969043143551,0.45773576735859267,0.4580487727389815
NGC3953,1.0,4.0,220.8,6.1,141.301,2.832,4.89,17.38,6.17,587.26,1999.08,18.0,62.0,"VS01,SV98",220.8,141.301,2.832,4.89,4.0,70650500000.0,3766560000.0,74417060000.0,0.9493857994389996,0.0506142005610004,2.4079754601226995,1.1931523945888367,1.1722601036248232,1.1,1.2894861139873055,1.3850819860481034,218.36466856426895,220.8,0.9889704192222326,-0.0048166982518404,0.0048166982518404,2.768830420780154,3.3008301742398536,18.75730109171233,10.871672508321927,3.554192229038855,1.261758691206544,495307520.0156474,470237925.85820377,25069594.1574437,2.3439990690571615,8.69487492171657,8.67231765313156,7.399147303379462,1.2731703497520965,2.3127918172130886,0.031207251844072914,0.2597665671999078,-0.5113052299953095,1.045362202230662,1.022429558566585,1.0453622022306617,1.896234687654324,more_than_total_gas_required,False,0.5,12.688628934019,1.045362202230662,1.022429558566585,0.0312072518440729,0.9493857994389996,0.8006777579359441,1.0,0.0506142005610004,0.05777428587839856,0.31566369449308906,0.36027672239494724
NGC3972,1.0,4.0,132.7,2.9,14.353,1.214,2.18,10.05,3.73,164.75,1587.93,18.0,77.0,"VS01,SV98",132.7,14.353,1.214,2.18,4.0,7176500000.0,1614620000.0,8791120000.0,0.8163351199847119,0.1836648800152881,3.1605504587155964,1.227951765065473,1.0,1.1,1.1,1.2160092734732926,119.9515871542582,132.7,0.9039305738828802,-0.0438649241014279,0.0438649241014279,2.216825423266048,3.2008313537058184,4.444699062318069,9.944044208274432,4.610091743119266,1.7110091743119265,294409183.4260632,240336556.07671633,54072627.34934686,2.1228709228644354,8.468951352707107,8.38081983362092,7.732977472139,0.6478423614819201,2.0718249980722647,0.05104592479217063,0.2597665671999078,-0.5113052299953095,1.4978202451983362,1.2238546666979442,1.4978202451983376,3.71048142223434,more_than_total_gas_required,False,0.5,7.23151010819674,1.4978202451983362,1.2238546666979442,0.0510459247921706,0.8163351199847119,0.6574235054935869,0.7395826985344397,0.1836648800152881,0.1722722269158174,0.4739160869777914,0.2534360906375161
NGC3992,1.0,4.0,241.0,5.2,226.932,16.599,4.96,32.75,9.99,360.44,3257.09,23.7,56.0,"VS01,SV98",241.0,226.932,16.599,4.96,4.0,113466000000.0,22076670000.0,135542670000.0,0.8371238370913012,0.1628761629086988,4.308467741935484,1.2667559012464356,1.0035886524331048,1.1,1.1039475176764153,1.2589377534221928,241.85086279925488,241.0,1.0035305510342525,0.0015305984912925,0.0015305984912925,2.5568329810176795,3.5128297591676816,5.139633830645654,11.13207603637886,6.602822580645161,2.0141129032258065,876865160.4112557,734044727.6951498,142820432.71610597,2.3820170425748683,8.94293281504035,8.865722523675425,8.154790344562391,0.7109321791130345,2.380435947783183,0.0015810947916854445,0.2597665671999078,-0.5113052299953095,0.9860015690248854,0.992976117046571,0.986001569024886,0.914054759609232,partial_gas_participation_can_match_observed_vflat,False,1.5,6.556932976599679,0.9860015690248854,0.992976117046571,0.0015810947916854,0.8371238370913012,0.8957250217370414,0.773188550409284,0.1628761629086988,0.3883567831599739,0.1419069002581368,0.5198275826920551
NGC4088,1.0,4.0,171.7,6.9,107.286,8.226,2.58,22.25,6.1,457.96,3988.69,18.0,69.0,"VS01,SV98",171.7,107.286,8.226,2.58,4.0,53643000000.0,10940580000.000002,64583580000.0,0.8305981179736397,0.1694018820263602,5.494186046511628,1.293933538157079,1.0,1.1,1.1,1.2813493383213002,202.7172968761069,171.7,1.1806482054519911,0.0721205113385047,0.0721205113385047,2.660827546698381,3.60083028436173,4.9031221379488095,10.81012211518025,8.624031007751938,2.3643410852713176,1544197464.030237,1282607507.403182,261589956.62705493,2.2347702951609163,9.188702834895674,9.10809377761633,8.417621065855666,0.6904727117606645,2.2968030828768704,-0.06203278771595411,0.2597665671999078,-0.5113052299953095,0.5146570835786259,0.7173960437433607,0.5146570835786259,-1.8650385144236523,stellar_mass_alone_exceeds_required_participating_mass,False,1.5,5.46856330714679,0.5146570835786259,0.7173960437433607,-0.0620327877159541,0.8305981179736397,1.0,0.7622904712088955,0.1694018820263602,0.607529346671147,0.0,0.8624184108911213
NGC4100,1.0,4.0,158.2,5.0,59.394,3.102,2.15,18.06,4.93,388.0,8970.78,18.0,73.0,"VS01,SV98",158.2,59.394,3.102,2.15,4.0,29697000000.0,4125660000.0,33822660000.0,0.8780208298223735,0.1219791701776264,5.346511627906977,1.291104622220518,1.0474747420573975,1.1,1.1522222162631377,1.3392466685418367,176.30260548306896,158.2,1.1144286060876674,0.0470522513938085,0.0470522513938085,2.5888317255942077,3.952830206139799,7.198121027908262,10.52920775991146,8.4,2.2930232558139534,1164530779.3437588,1022482281.2331026,142048498.11065635,2.1992064791616577,9.066150971722134,9.00965579078269,8.152436646255346,0.8572191445273439,2.2238309251315216,-0.024624445969863906,0.2597665671999078,-0.5113052299953095,0.6483223513034306,0.8051846690687985,0.6483223513034305,-1.8830959268246807,stellar_mass_alone_exceeds_required_participating_mass,False,1.5,6.769097059624158,0.6483223513034306,0.8051846690687985,-0.0246244459698639,0.8780208298223735,0.966459865022155,0.8511107615603466,0.1219791701776264,0.5832362309209475,0.05559643615764098,0.6609568073047081
NGC4157,1.0,3.0,184.7,7.2,105.62,8.226,2.32,24.09,4.44,848.85,23813.87,18.0,82.0,"VS01,SV98",184.7,105.62,8.226,2.32,3.0,52810000000.0,10940580000.000002,63750580000.0,0.828384620186985,0.171615379813015,6.148706896551724,1.3049233583441573,1.0,1.2,1.2,1.4097079381027504,211.93960028992663,184.7,1.1474802397938637,0.0597452154969878,0.0597452154969878,2.9288309529910093,4.376829978482175,4.826983578567132,10.804484140316246,10.383620689655173,1.9137931034482762,1885073560.4888754,1561565945.4301043,323507615.05877095,2.2664668954402414,9.275328302176332,9.19356032934858,8.509884508000328,0.6836758213482527,2.295338525500489,-0.02887163006024762,0.2597665671999078,-0.5113052299953095,0.5767918802630561,0.7594681561876416,0.5767918802630564,-1.4660267640234432,stellar_mass_alone_exceeds_required_participating_mass,False,1.5,6.201432977633201,0.5767918802630561,0.7594681561876416,-0.0288716300602476,0.828384620186985,1.0,0.7586699932778195,0.171615379813015,0.7983329155354323,0.0,0.683829901316282
NGC4183,1.0,6.0,110.6,5.4,10.838,3.506,2.79,16.07,4.47,86.46,1098.58,18.0,82.0,"VS01,SV98",110.6,10.838,3.506,2.79,6.0,5419000000.0,4662980000.0,10081980000.0,0.5374936272438549,0.4625063727561451,3.681003584229391,1.247390352375863,1.0,1.0,1.0,1.122962554603194,119.28768175360766,110.6,1.0785504679349698,0.032840471583085,0.032840471583085,1.9368152311976328,3.040831688287468,1.1621323702868125,10.003545831576814,5.759856630824372,1.6021505376344085,206137761.99607235,110797733.4071994,95340028.58887297,2.0437551269686796,8.314157556671503,8.04453087610708,7.979275277819552,0.06525559828752905,2.0872815305003463,-0.0435264035316667,0.2597665671999078,-0.5113052299953095,0.7389892378569464,0.8596448323912302,0.7389892378569463,0.4356601821772717,partial_gas_participation_can_match_observed_vflat,False,1.5,4.516262515710217,0.7389892378569464,0.8596448323912302,-0.0435264035316667,0.5374936272438549,0.4921570095241149,0.4292580660774256,0.4625063727561451,0.2969485910620825,0.5823442986594031,0.7627527839125491
NGC4217,1.0,3.0,181.3,7.2,85.299,2.562,2.94,16.7,5.28,483.98,4373.51,18.0,86.0,"VS01,SV98",181.3,85.299,2.562,2.94,3.0,42649500000.0,3407460000.0,46056960000.0,0.9260163936134734,0.0739836063865266,3.738095238095238,1.249324607194157,1.119553952015394,1.2,1.3434647424184727,1.5109999903814382,202.29379008895256,181.3,1.1157958637007863,0.0475847471305848,0.0475847471305848,2.684827415220645,3.64083012387382,12.516507897378103,10.663295268869291,5.680272108843537,1.795918367346939,848048596.3933663,785306902.8411531,62741693.55221317,2.258397804095509,8.928420739686862,8.895039414913988,7.797556237193324,1.0974831777206653,2.258662377037884,-0.0002645729423753629,0.2597665671999078,-0.5113052299953095,0.6451504603128692,0.8032125872475289,0.6451504603128694,-3.796326605562087,stellar_mass_alone_exceeds_required_participating_mass,False,1.5,9.351421288809863,0.6451504603128692,0.8032125872475289,-0.0002645729423753,0.9260163936134734,0.9101325714928674,0.9790914375793777,0.0739836063865266,0.28831873208048353,0.15207215505947036,0.5297673759049005
NGC4559,1.0,6.0,121.2,5.1,19.377,5.811,2.1,21.16,3.82,211.27,1602.62,9.0,67.0,Ba05,121.2,19.377,5.811,2.1,6.0,9688500000.0,7728630000.000001,17417130000.0,0.5562627137766096,0.4437372862233905,5.947619047619048,1.301798339438632,1.0,1.0,1.0,1.1719433183444343,139.70886203436353,121.2,1.1527133831218113,0.0617213353931001,0.0617213353931001,2.324837832312843,3.2048305582449266,1.253585693712857,10.240976593389751,10.076190476190476,1.8190476190476188,628576492.9646583,349653665.79270476,278922827.17195356,2.0835026198302673,8.798358135563797,8.543638085772876,8.445484058579906,0.09815402719297177,2.1489581044441524,-0.06545548461388506,0.2597665671999078,-0.5113052299953095,0.5663888020537724,0.7525880693007114,0.5663888020537725,0.0228200076746879,partial_gas_participation_can_match_observed_vflat,False,1.5,4.313285263461174,0.5663888020537724,0.7525880693007114,-0.065455484613885,0.5562627137766096,0.7374392223698101,0.4467819672428358,0.4437372862233905,0.7649962902363309,0.24317694047654037,0.880851251628294
NGC5005,1.0,4.0,262.2,20.7,178.72,1.28,9.45,10.41,3.97,1789.91,96.57,16.9,68.0,Ri15,262.2,178.72,1.28,9.45,4.0,89360000000.0,1702400000.0000002,91062400000.0,0.9813051270337704,0.0186948729662297,1.5,1.1377142691005784,1.3063334635469737,1.1,1.4369668099016712,1.471779794234069,236.746024207361,262.2,0.9029215263438636,-0.0443499929387442,0.0443499929387442,3.252831194395521,1.984842231405276,52.49060150375939,10.959339092194675,1.1015873015873017,0.42010582010582015,162291437.41565368,159257419.6096612,3034017.8059924715,2.4186326873540653,8.210295606818034,8.202099674730912,6.482018125238313,1.7200815494925985,2.3355646647638553,0.08306802259021007,0.2597665671999078,-0.5113052299953095,1.5045269509104848,1.2265915990705647,1.5045269509104855,27.98745007905957,more_than_total_gas_required,False,0.5,31.44158420879049,1.5045269509104848,1.2265915990705647,0.08306802259021,0.9813051270337704,0.5695929248012565,1.0,0.0186948729662297,0.0,0.6550963454002598,0.08098195684078781
NGC5033,1.0,5.0,194.2,3.6,110.509,11.314,5.16,29.53,2.94,2036.24,614.94,15.7,66.0,"Sa96,Be87",194.2,110.509,11.314,5.16,5.0,55254500000.0,15047620000.0,70302120000.0,0.7859578061088343,0.2140421938911657,3.1463178294573644,1.2273713669624309,1.0,1.0,1.0,1.1049404727764318,192.28174262335855,194.2,0.9901222586166766,-0.0043111761455451,0.0043111761455451,3.308828964496193,2.788832743515087,3.6719760334192384,10.846968421611848,5.7228682170542635,0.5697674418604651,420232028.86844224,330284643.4661052,89947385.40233707,2.288249225571986,8.62348914999931,8.518888381705425,7.953988543758938,0.5648998379464862,2.3063745214126024,-0.018125295840616396,0.2597665671999078,-0.5113052299953095,1.0405062772019238,1.0200520953372547,1.0405062772019231,1.1892443562904207,more_than_total_gas_required,False,1.5,5.720927373201919,1.0405062772019238,1.0200520953372547,-0.0181252958406163,0.7859578061088343,0.7252761799144516,0.695401969143919,0.2140421938911657,0.292937700667265,0.3656671944074783,0.6259558116477997
NGC5055,1.0,4.0,179.0,4.9,152.922,11.722,3.2,35.06,4.18,1383.02,3348.34,9.9,55.0,"Ba06,Bl04",179.0,152.922,11.722,3.2,4.0,76461000000.0,15590260000.0,92051260000.0,0.830635017923709,0.1693649820762909,6.1312500000000005,1.3046602942826642,1.0,1.1,1.1,1.2919717709722296,222.4131443276712,179.0,1.2425315325568222,0.0943074189278329,0.0943074189278329,3.1408284605336303,3.5248295510615684,4.904408265160427,10.96402973751469,10.95625,1.30625,1430704399.1052012,1188393174.1942782,242311224.91092306,2.2528530309798933,9.155549912516761,9.074960148669936,8.38437353301476,0.6905866156551772,2.3367831375965875,-0.0839301066166942,0.2597665671999078,-0.5113052299953095,0.4195370540355378,0.6477168007976463,0.4195370540355378,-2.427290215771941,stellar_mass_alone_exceeds_required_participating_mass,False,1.5,5.40591743691839,0.4195370540355378,0.6477168007976463,-0.0839301066166942,0.830635017923709,0.9985531650203191,0.7623511440329848,0.1693649820762909,0.8604267759244683,0.0,0.9803458242453165
NGC5371,1.0,4.0,209.5,3.9,340.393,11.18,7.44,30.03,9.8,560.83,1395.82,39.7,53.0,"Sa96,Be87",209.5,340.393,11.18,7.44,4.0,170196500000.0,14869400000.0,185065900000.0,0.919653485596212,0.080346514403788,2.676747311827957,1.206593385898856,1.1079061527859402,1.1,1.2186967680645342,1.3237912124150844,268.0821211003315,209.5,1.2796282630087423,0.1070838237324706,0.1070838237324706,2.7488312369236176,3.144829416820822,11.446090629077164,11.267326403592811,4.036290322580645,1.3172043010752688,532109072.99164623,489355963.6941366,42753109.29750961,2.321184027302314,8.726000664142939,8.68962488535677,7.630967705067618,1.0586571802891525,2.415569471386878,-0.09438544408456417,0.2597665671999078,-0.5113052299953095,0.3729621030475316,0.610706233018406,0.3729621030475316,-6.804170493336371,stellar_mass_alone_exceeds_required_participating_mass,False,0.5,7.9436233551084126,0.3729621030475316,0.610706233018406,-0.0943854440845641,0.919653485596212,0.8091832576286383,0.9584101173985913,0.080346514403788,0.11005126711810792,0.29386108563544866,1.0
NGC5585,1.0,7.0,90.3,2.4,2.943,1.683,1.53,10.92,2.27,90.54,297.05,7.06,51.0,"Bl99,Sa96,Co91",90.3,2.943,1.683,1.53,7.0,1471500000.0,2238390000.0000005,3709890000.000001,0.3966424880522063,0.6033575119477936,4.310457516339869,1.2668110952661429,1.0,1.0,1.0,1.140446068891101,93.62765316919872,90.3,1.0368510871450578,0.0157163873677569,0.0157163873677569,1.9568404901592336,2.4728295567127057,0.6573921434602548,9.56936103276835,7.137254901960784,1.4836601307189543,252230907.6966943,100045494.79248323,152185412.90421107,1.9556877503135057,8.401798302775038,8.000197536442316,8.182373026949596,-0.18217549050728,1.9744948357834895,-0.018807085469983775,0.2597665671999078,-0.5113052299953095,0.8652357402712724,0.9301804880082534,0.8652357402712734,0.7766427747063714,partial_gas_participation_can_match_observed_vflat,False,1.5,4.845447394133337,0.8652357402712724,0.9301804880082534,-0.0188070854699837,0.3966424880522063,0.47036974729824066,0.2974597374170343,0.6033575119477936,0.44630869960514713,0.5209546976946281,0.6296275710904725
NGC5907,1.0,5.0,215.0,2.9,175.425,21.025,5.34,0.0,7.88,449.6,8646.29,17.3,88.0,"Sa96,SA87",215.0,175.425,21.025,5.34,5.0,87712500000.0,27963250000.0,115675750000.0,0.7582617791542307,0.2417382208457693,1.5,1.1377142691005784,1.0,1.0,1.0,1.0242267142793506,209.66943928085624,215.0,0.975206694329564,-0.0109033261546345,0.0109033261546345,2.652826302561005,3.936829797851299,3.136706212618347,11.063242323990439,0.0,1.4756554307116105,645624409.3886263,489552313.3284192,156072096.06020713,2.3324384599156054,8.809979941575211,8.689799107121644,8.193325263021809,0.4964738440998363,2.362555250608417,-0.0301167906928117,0.2597665671999078,-0.5113052299953095,1.1056388857851893,1.0514936451473158,1.105638885785189,1.436997035121672,more_than_total_gas_required,False,0.5,6.097856060738882,1.105638885785189,1.0514936451473158,-0.0301167906928117,0.7582617791542307,0.8092688775098716,0.6589537133089641,0.2417382208457693,0.0,0.23503622893253007,0.6905356799220724
NGC5985,1.0,3.0,293.6,8.6,208.728,11.586,7.01,39.5,10.71,288.95,1461.61,39.7,60.0,"Bl04,Br92",293.6,208.728,11.586,7.01,3.0,104364000000.0,15409380000.0,119773380000.0,0.8713455360448207,0.1286544639551793,3.5813124108416545,1.2439233070527012,1.0395386639968425,1.2,1.2474463967962108,1.396942055477627,247.0050176965448,293.6,0.8412977441980407,-0.0750502755722731,0.0750502755722731,2.460822698802402,3.164831505697767,6.772757891621857,11.078360305501223,5.634807417974322,1.5278174037089873,387921991.97445583,338014096.0405568,49907895.933899,2.467756051244033,8.58874440120979,8.528934811830853,7.698169260838692,0.8307655509921605,2.366482396768465,0.10127365447556791,0.2597665671999078,-0.5113052299953095,1.9961864453707199,1.412864623865542,1.9961864453707208,8.743116054781995,more_than_total_gas_required,False,1.5,8.821379102964652,1.99618644537072,1.412864623865542,0.1012736544755679,0.8713455360448207,0.73021341697423,0.837019810289911,0.1286544639551793,0.28338870471991456,0.39000480400849813,0.0
