model_label,placement,activation_name,disorder_name,alpha,beta,gamma,floor,median_abs_log10_error,mean_abs_log10_error,max_abs_log10_error,frac_within_010_dex,frac_within_015_dex,frac_within_020_dex,n_above_020_dex,n_above_030_dex,delta_median_abs_vs_frozen_m4c,delta_frac010_vs_frozen_m4c,target_gate,target_new_pred_km_s,target_new_log10_error,target_new_abs_log10_error,hard_analog_median_abs_log10_error,hard_analog_mean_abs_log10_error,objective
mixed_star_org__gas__low_v_for_mass_symptom,q_eff,mixed_star_org,low_v_for_mass_symptom,1.0,1.0,0.25,0.2,0.09787103570019937,0.11988734193041542,0.3379316979915527,0.5172413793103449,0.6436781609195402,0.8275862068965517,15,4,0.05625713623084447,-0.4367816091954022,0.288792384401112,59.79716490602807,-0.037567001958484524,0.037567001958484524,0.2286858290054149,0.21263220030655022,0.900447706478597
stellar_to_gas__gas__low_v_for_mass_symptom,source,stellar_to_gas,low_v_for_mass_symptom,1.0,0.5,0.25,0.0,0.06359917922187684,0.24605922097940602,3.0383771483298667,0.6896551724137931,0.8390804597701149,0.8850574712643678,10,6,0.021985279752521944,-0.2643678160919539,0.06318013285661818,55.7869809633256,-0.0677147364983864,0.0677147364983864,1.6036391303192186,1.5612557189089231,0.9012942623040567
stellar_to_gas__gas__hi_extent,source,stellar_to_gas,hi_extent,1.0,2.0,0.0,0.05,0.09116055447307658,0.1180477562862645,0.36363464724586203,0.5287356321839081,0.6781609195402298,0.8275862068965517,15,6,0.049546655003721685,-0.425287356321839,0.07510818495816625,58.25182582666012,-0.048938053432724754,0.048938053432724754,0.25076451049384435,0.23051054405517052,0.9019930459140252
stellar_to_gas__gas__low_sigma_baryon,source,stellar_to_gas,low_sigma_baryon,1.0,2.0,0.0,0.05,0.09116055447307658,0.1180477562862645,0.36363464724586203,0.5287356321839081,0.6781609195402298,0.8275862068965517,15,6,0.049546655003721685,-0.425287356321839,0.07510818495816625,58.25182582666012,-0.048938053432724754,0.048938053432724754,0.25076451049384435,0.23051054405517052,0.9019930459140252
stellar_to_gas__gas__hi_plus_low_sigma,source,stellar_to_gas,hi_plus_low_sigma,1.0,2.0,0.0,0.05,0.09116055447307658,0.1180477562862645,0.36363464724586203,0.5287356321839081,0.6781609195402298,0.8275862068965517,15,6,0.049546655003721685,-0.425287356321839,0.07510818495816625,58.25182582666012,-0.048938053432724754,0.048938053432724754,0.25076451049384435,0.23051054405517052,0.9019930459140252
stellar_to_gas__gas__low_v_for_mass_symptom,source,stellar_to_gas,low_v_for_mass_symptom,1.0,2.0,0.0,0.05,0.09116055447307658,0.1180477562862645,0.36363464724586203,0.5287356321839081,0.6781609195402298,0.8275862068965517,15,6,0.049546655003721685,-0.425287356321839,0.07510818495816625,58.25182582666012,-0.048938053432724754,0.048938053432724754,0.25076451049384435,0.23051054405517052,0.9019930459140252
sigma_star__gas__hi_plus_low_sigma,source,sigma_star,hi_plus_low_sigma,1.0,4.0,0.5,0.1,0.11457440982495032,0.12385066467484589,0.335779813056801,0.41379310344827586,0.6436781609195402,0.8275862068965517,15,2,0.07296051035559542,-0.5402298850574712,0.127928896494898,66.54721561056115,0.008882293225786403,0.008882293225786403,0.17620970980615985,0.16310869269011294,0.9025935377435236
mixed_star_org__gas__low_v_for_mass_symptom,source,mixed_star_org,low_v_for_mass_symptom,1.0,2.0,1.0,0.05,0.11017933374943747,0.12284805052083943,0.31393428885614544,0.4367816091954023,0.632183908045977,0.8275862068965517,15,2,0.06856543428008258,-0.5172413793103448,0.09575183811345948,61.897699100676135,-0.02257309027322776,0.02257309027322776,0.21259882698065435,0.19495952241632333,0.9028593077716659
mixed_star_org__gas__hi_extent,source,mixed_star_org,hi_extent,1.0,2.0,0.0,0.0,0.08914156345712597,0.12079697531069847,0.3968645350494976,0.5057471264367817,0.6666666666666666,0.8275862068965517,15,7,0.04752766398777107,-0.4482758620689654,0.07532994294150834,58.294775638015814,-0.048617960582645094,0.048617960582645094,0.2497185559618777,0.24290671727434843,0.9031369972533982
mixed_star_org__gas__low_sigma_baryon,source,mixed_star_org,low_sigma_baryon,1.0,2.0,0.0,0.0,0.08914156345712597,0.12079697531069847,0.3968645350494976,0.5057471264367817,0.6666666666666666,0.8275862068965517,15,7,0.04752766398777107,-0.4482758620689654,0.07532994294150834,58.294775638015814,-0.048617960582645094,0.048617960582645094,0.2497185559618777,0.24290671727434843,0.9031369972533982
mixed_star_org__gas__hi_plus_low_sigma,source,mixed_star_org,hi_plus_low_sigma,1.0,2.0,0.0,0.0,0.08914156345712597,0.12079697531069847,0.3968645350494976,0.5057471264367817,0.6666666666666666,0.8275862068965517,15,7,0.04752766398777107,-0.4482758620689654,0.07532994294150834,58.294775638015814,-0.048617960582645094,0.048617960582645094,0.2497185559618777,0.24290671727434843,0.9031369972533982
mixed_star_org__gas__low_v_for_mass_symptom,source,mixed_star_org,low_v_for_mass_symptom,1.0,2.0,0.0,0.0,0.08914156345712597,0.12079697531069847,0.3968645350494976,0.5057471264367817,0.6666666666666666,0.8275862068965517,15,7,0.04752766398777107,-0.4482758620689654,0.07532994294150834,58.294775638015814,-0.048617960582645094,0.048617960582645094,0.2497185559618777,0.24290671727434843,0.9031369972533982
sigma_star__gas__hi_extent,source,sigma_star,hi_extent,1.0,4.0,0.5,0.1,0.11555118336104153,0.12363467993624697,0.33329680308640924,0.42528735632183906,0.6436781609195402,0.8275862068965517,15,2,0.07393728389168663,-0.5287356321839081,0.12866045203468,66.64214907685837,0.00950139802652826,0.00950139802652826,0.1755484614841152,0.16311539224711824,0.9036315626829465
mixed_star_org__gas__low_v_for_mass_symptom,source,mixed_star_org,low_v_for_mass_symptom,1.0,0.25,2.0,0.0,0.12470518494630926,0.12891946347096417,0.39668539463130814,0.3793103448275862,0.6666666666666666,0.8390804597701149,14,3,0.08309128547695437,-0.5747126436781609,0.0571008132866903,54.393662095963684,-0.07869929671580006,0.07869929671580006,0.23227539274216025,0.2409507941200869,0.9037233727673402
star_frac__gas__hi_plus_low_sigma,source,star_frac,hi_plus_low_sigma,1.0,4.0,0.5,0.1,0.11155989256060549,0.11806736684232139,0.3164794720688735,0.45977011494252873,0.6666666666666666,0.8275862068965517,15,1,0.06994599309125059,-0.49425287356321834,0.14322109859030224,68.4525254998064,0.021141879972518846,0.021141879972518846,0.16625992906371867,0.16012921006795816,0.9037787797537523
mixed_star_org__gas__low_sigma_baryon,q_eff,mixed_star_org,low_sigma_baryon,1.0,0.5,0.25,0.1,0.08384943557003506,0.12014412584491907,0.41125743594566366,0.5402298850574713,0.6666666666666666,0.8275862068965517,15,6,0.04223553610068016,-0.4137931034482758,0.26230408076313033,56.98889669214544,-0.05845734663932026,0.05845734663932026,0.23816656953937315,0.2441359272876905,0.9042038524842616
stellar_to_gas__gas__hi_plus_low_sigma,source,stellar_to_gas,hi_plus_low_sigma,1.0,1.0,1.0,0.05,0.09687011225076907,0.11841681460018341,0.36363464724586203,0.5402298850574713,0.6896551724137931,0.8275862068965517,15,6,0.05525621278141417,-0.4137931034482758,0.0788719160782895,58.96826140399643,-0.04362927232551396,0.04362927232551396,0.25076451049384435,0.22676261438801656,0.9050482131381122
star_frac__gas__low_v_for_mass_symptom,source,star_frac,low_v_for_mass_symptom,1.0,4.0,1.0,0.1,0.11614090425184745,0.12399254978790769,0.31169781432894345,0.3563218390804598,0.6436781609195402,0.8275862068965517,15,1,0.07452700478249255,-0.5977011494252873,0.13643545201724225,67.62690842647535,0.015871938314574723,0.015871938314574723,0.16971956756475715,0.1620488806207243,0.9052466548420292
mixed_star_org__gas__hi_plus_low_sigma,q_eff,mixed_star_org,hi_plus_low_sigma,1.0,0.5,0.25,0.1,0.09180970499653142,0.11541567976369249,0.3946903265152681,0.5402298850574713,0.6666666666666666,0.8275862068965517,15,6,0.05019580552717652,-0.4137931034482758,0.2733368817499795,58.17506046542888,-0.04951075238014088,0.04951075238014088,0.2491929166149186,0.2388532080265001,0.9060341138381286
stellar_to_gas__gas__low_v_for_mass_symptom,q_eff,stellar_to_gas,low_v_for_mass_symptom,1.0,0.25,0.25,0.1,0.08240530692073733,0.11819063458586372,0.5383771483298667,0.5517241379310345,0.7586206896551724,0.8390804597701149,14,8,0.04079140745138243,-0.4022988505747126,0.1801908406748609,47.233929959337885,-0.13999351446498873,0.13999351446498873,0.3832721990468875,0.34465978718273904,0.9062397789862183
sigma_star__gas__low_sigma_baryon,source,sigma_star,low_sigma_baryon,1.0,2.0,2.0,0.1,0.11731781014184554,0.12408111874424675,0.3377077558162424,0.41379310344827586,0.632183908045977,0.8275862068965517,15,2,0.07570391067249065,-0.5402298850574712,0.1309637601775422,66.9384280683317,0.011427913764812852,0.011427913764812852,0.16134573661141555,0.1575634489507669,0.9068025426058762
sigma_star__gas__low_v_for_mass_symptom,source,sigma_star,low_v_for_mass_symptom,1.0,4.0,1.0,0.1,0.12145573046275579,0.12909558627019013,0.33168938718782826,0.39080459770114945,0.6206896551724138,0.8275862068965517,15,2,0.07984183099340089,-0.5632183908045976,0.12347831177520774,65.96072132448354,0.005037800566363938,0.005037800566363938,0.17854875938401849,0.16465244153197922,0.9071435694647206
mixed_star_org__gas__low_v_for_mass_symptom,q_eff,mixed_star_org,low_v_for_mass_symptom,1.0,0.5,0.25,0.1,0.08473357250391042,0.11449261886830676,0.387040136500091,0.5287356321839081,0.6781609195402298,0.8275862068965517,15,5,0.04311967303455552,-0.425287356321839,0.2514884174289274,55.801608718901626,-0.06760087622676224,0.06760087622676224,0.2541688874197374,0.24661913206800595,0.9072380242673006
star_frac__gas__low_v_for_mass_symptom,q_eff,star_frac,low_v_for_mass_symptom,1.0,0.25,0.5,0.0,0.10396355006273975,0.12720682062018016,0.47933237833797915,0.4827586206896552,0.6436781609195402,0.8390804597701149,14,5,0.06234965059338485,-0.4712643678160919,0.20386601222045467,50.24121568440362,-0.11318745627187679,0.11318745627187679,0.2979743370449856,0.30502671795462744,0.9084905160324762
mixed_star_org__gas__hi_extent,source,mixed_star_org,hi_extent,1.0,1.0,4.0,0.1,0.11823379826295885,0.1253956676999554,0.2893146728601235,0.40229885057471265,0.6781609195402298,0.8275862068965517,15,0,0.07661989879360395,-0.5517241379310345,0.14623487949020025,68.80982739017756,0.02340287268579281,0.02340287268579281,0.15447008440166654,0.15479888773488562,0.9088667018918677
stellar_to_gas__gas__low_sigma_baryon,q_eff,stellar_to_gas,low_sigma_baryon,1.0,0.5,0.25,0.2,0.08784158651037283,0.1169307920871268,0.38786215049787615,0.5517241379310345,0.6896551724137931,0.8275862068965517,15,6,0.04622768704101793,-0.4022988505747126,0.25464597725210514,56.15082421148629,-0.06489146028362779,0.06489146028362779,0.27499201374585847,0.24882487924499902,0.9090735317019744
sigma_star__gas__hi_extent,source,sigma_star,hi_extent,1.0,1.0,4.0,0.1,0.11967002612332514,0.13088261250318728,0.30525230052569596,0.367816091954023,0.632183908045977,0.8275862068965517,15,2,0.07805612665397024,-0.5862068965517241,0.1399696169341717,68.06066200666825,0.01864857330710575,0.01864857330710575,0.16223743043706465,0.15788583425455116,0.9095195428294477
mixed_star_org__gas__low_sigma_baryon,source,mixed_star_org,low_sigma_baryon,1.0,2.0,2.0,0.1,0.11926997942816028,0.12111581358638064,0.32679091093766477,0.41379310344827586,0.6551724137931034,0.8275862068965517,15,1,0.07765607995880539,-0.5402298850574712,0.13587623711401692,67.55750520084324,0.01542600760765763,0.01542600760765763,0.17054003687830954,0.15937306720298647,0.9096620743257555
star_frac__gas__low_sigma_baryon,source,star_frac,low_sigma_baryon,1.0,0.5,4.0,0.1,0.12047051059139781,0.12450225339330205,0.32883350408129425,0.39080459770114945,0.6206896551724138,0.8275862068965517,15,1,0.07885661112204291,-0.5632183908045976,0.14338362425573836,68.47193702712003,0.021265018221134517,0.021265018221134517,0.16626745506800972,0.15566528219642722,0.9139863701100945
stellar_to_gas__gas__low_v_for_mass_symptom,q_eff,stellar_to_gas,low_v_for_mass_symptom,1.0,1.0,1.0,0.3,0.12552090308906844,0.12986397911027767,0.2998165209700356,0.3793103448275862,0.6206896551724138,0.8275862068965517,15,0,0.08390700361971354,-0.5747126436781609,0.31670927229133766,62.62072836118673,-0.017529481007322142,0.017529481007322142,0.19427677465349066,0.18823580511244908,0.9142672956897331
mixed_star_org__gas__hi_extent,q_eff,mixed_star_org,hi_extent,1.0,0.5,0.0,0.0,0.0746359708838739,0.11472671478079491,0.5435965417730019,0.6091954022988506,0.735632183908046,0.8275862068965517,15,6,0.033022071414519,-0.34482758620689646,0.24577673050886711,55.16429939330485,-0.07258948888033892,0.07258948888033892,0.28407362668346486,0.28670546448878476,0.9152903695013436
mixed_star_org__gas__low_sigma_baryon,q_eff,mixed_star_org,low_sigma_baryon,1.0,0.5,0.0,0.0,0.0746359708838739,0.11472671478079491,0.5435965417730019,0.6091954022988506,0.735632183908046,0.8275862068965517,15,6,0.033022071414519,-0.34482758620689646,0.24577673050886711,55.16429939330485,-0.07258948888033892,0.07258948888033892,0.28407362668346486,0.28670546448878476,0.9152903695013436
mixed_star_org__gas__hi_plus_low_sigma,q_eff,mixed_star_org,hi_plus_low_sigma,1.0,0.5,0.0,0.0,0.0746359708838739,0.11472671478079491,0.5435965417730019,0.6091954022988506,0.735632183908046,0.8275862068965517,15,6,0.033022071414519,-0.34482758620689646,0.24577673050886711,55.16429939330485,-0.07258948888033892,0.07258948888033892,0.28407362668346486,0.28670546448878476,0.9152903695013436
mixed_star_org__gas__low_v_for_mass_symptom,q_eff,mixed_star_org,low_v_for_mass_symptom,1.0,0.5,0.0,0.0,0.0746359708838739,0.11472671478079491,0.5435965417730019,0.6091954022988506,0.735632183908046,0.8275862068965517,15,6,0.033022071414519,-0.34482758620689646,0.24577673050886711,55.16429939330485,-0.07258948888033892,0.07258948888033892,0.28407362668346486,0.28670546448878476,0.9152903695013436
mixed_star_org__gas__hi_extent,q_eff,mixed_star_org,hi_extent,1.0,0.5,0.25,0.05,0.08596847169407418,0.11989372624214904,0.43475676955020004,0.5287356321839081,0.6666666666666666,0.8275862068965517,15,7,0.04435457222471928,-0.425287356321839,0.2463111800172335,55.22424510572004,-0.07211780778710707,0.07211780778710707,0.28735771531585985,0.272179847848815,0.9155030525426476
star_frac__gas__low_sigma_baryon,source,star_frac,low_sigma_baryon,1.0,1.0,4.0,0.1,0.12420574407737549,0.1280192513923236,0.33251693410095134,0.39080459770114945,0.6091954022988506,0.8275862068965517,15,1,0.08259184460802059,-0.5632183908045976,0.13910446183869823,67.95524626003669,0.01797539489999677,0.01797539489999677,0.16887512424689005,0.15926341084537615,0.916445134937469
sigma_star__gas__hi_extent,q_eff,sigma_star,hi_extent,1.0,0.5,1.0,0.2,0.11154200357532747,0.13191180455920543,0.4047373026937054,0.42528735632183906,0.6206896551724138,0.8275862068965517,15,6,0.06992810410597257,-0.5287356321839081,0.2979530231503398,60.738158938031,-0.030785972047793934,0.030785972047793934,0.20012051266158626,0.20866615274878586,0.917408719868595
stellar_to_gas__gas__hi_extent,q_eff,stellar_to_gas,hi_extent,1.0,0.25,0.25,0.05,0.07260613674594829,0.12784068759901698,0.6888921461618573,0.5862068965517241,0.7241379310344828,0.8390804597701149,14,8,0.030992237276593393,-0.367816091954023,0.16999767526268483,45.878500691546755,-0.1526383790054679,0.1526383790054679,0.48272753762700293,0.4192023994716716,0.9178145408648681
mixed_star_org__gas__low_v_for_mass_symptom,source,mixed_star_org,low_v_for_mass_symptom,1.0,2.0,4.0,0.1,0.13893290435794153,0.14177358555984898,0.28371993460255346,0.26436781609195403,0.5862068965517241,0.8275862068965517,15,0,0.09731900488858664,-0.689655172413793,0.12081792656588779,65.60252721647826,0.002672974360663104,0.002672974360663104,0.1784061743580236,0.16566514058459847,0.9186413849985284
sigma_star__gas__hi_plus_low_sigma,source,sigma_star,hi_plus_low_sigma,1.0,0.25,4.0,0.1,0.12821013682380777,0.12945331774177848,0.325295045147567,0.3563218390804598,0.6206896551724138,0.8275862068965517,15,2,0.08659623735445288,-0.5977011494252873,0.13792084364225754,67.81022755704662,0.017047606049658635,0.017047606049658635,0.1583808602289246,0.15545456669279084,0.9192634443633938
sigma_star__gas__low_v_for_mass_symptom,source,sigma_star,low_v_for_mass_symptom,1.0,2.0,4.0,0.1,0.14311113901413525,0.14417731953166205,0.30525230052569596,0.26436781609195403,0.5517241379310345,0.8275862068965517,15,1,0.10149723954478035,-0.689655172413793,0.1179245901127854,65.20618913946183,4.122364338313245e-05,4.122364338313245e-05,0.1800032450348057,0.1650935593283488,0.9236569808883964
mixed_star_org__gas__low_v_for_mass_symptom,q_eff,mixed_star_org,low_v_for_mass_symptom,1.0,1.0,2.0,0.3,0.14189703449676408,0.14267297901214193,0.2821355159817056,0.27586206896551724,0.5747126436781609,0.8275862068965517,15,0,0.10028313502740918,-0.6781609195402298,0.33165131384977714,64.08089762607892,-0.007519009145711871,0.007519009145711871,0.18857670522313508,0.17497127107759974,0.9238700906677906
sigma_star__gas__low_v_for_mass_symptom,q_eff,sigma_star,low_v_for_mass_symptom,1.0,0.5,2.0,0.3,0.1390196887104278,0.13759135662763916,0.3166916731658648,0.3103448275862069,0.6091954022988506,0.8275862068965517,15,1,0.0974057892410729,-0.6436781609195401,0.3317757644388574,64.09291952547942,-0.007437540953487125,0.007437540953487125,0.17545768052045604,0.17002982146531823,0.9244076265037579
sigma_star__gas__low_v_for_mass_symptom,source,sigma_star,low_v_for_mass_symptom,1.0,1.0,2.0,0.05,0.12142115738782272,0.13292218999552363,0.3805097994416912,0.39080459770114945,0.6436781609195402,0.8275862068965517,15,5,0.07980725791846782,-0.5632183908045976,0.08710187261690189,60.44976244990359,-0.03285299718357876,0.03285299718357876,0.18257589188224682,0.19768524833074963,0.9258986359237812
mixed_star_org__gas__low_v_for_mass_symptom,q_eff,mixed_star_org,low_v_for_mass_symptom,1.0,0.5,1.0,0.2,0.12723158810472918,0.13411856421787832,0.330030956640794,0.367816091954023,0.5747126436781609,0.8275862068965517,15,2,0.08561768863537428,-0.5862068965517241,0.26921617060066527,57.734883890853126,-0.0528092989792836,0.0528092989792836,0.2346871823091617,0.21824744210225816,0.9366393332584504
sigma_star__gas__hi_plus_low_sigma,source,sigma_star,hi_plus_low_sigma,1.0,0.25,1.0,0.0,0.08075707569507096,0.25800540991180726,3.0552523005256957,0.5977011494252874,0.7931034482758621,0.8735632183908046,11,6,0.03914317622571606,-0.35632183908045967,0.1246208315393264,66.11277503365424,0.006037790993550212,0.006037790993550212,0.13987631076254298,0.5181919038422123,0.9393012012444157
star_frac__gas__low_v_for_mass_symptom,source,star_frac,low_v_for_mass_symptom,1.0,0.5,4.0,0.05,0.14494832663844207,0.14577239217178412,0.28711643330853553,0.26436781609195403,0.5172413793103449,0.8275862068965517,15,0,0.10333442716908717,-0.689655172413793,0.08735584311415032,60.49377900654654,-0.03253688028678181,0.03253688028678181,0.21424067471041458,0.1996483650311145,0.9399284101126865
mixed_star_org__gas__low_sigma_baryon,q_eff,mixed_star_org,low_sigma_baryon,1.0,0.5,0.5,0.2,0.09706579579668703,0.115130565178699,0.3367755033122589,0.5287356321839081,0.6666666666666666,0.8160919540229885,16,4,0.055451896327332134,-0.425287356321839,0.31393478319197166,62.3458347489851,-0.019440151645617278,0.019440151645617278,0.20149189098793266,0.19429396784212125,0.9404634219507216
stellar_to_gas__gas__low_v_for_mass_symptom,source,stellar_to_gas,low_v_for_mass_symptom,1.0,0.5,2.0,0.05,0.12368010787255015,0.13097390058474404,0.36363464724586203,0.367816091954023,0.6551724137931034,0.8275862068965517,15,4,0.08206620840319526,-0.5862068965517241,0.06722305765588499,56.658789431371055,-0.06098030456077356,0.06098030456077356,0.25076451049384435,0.23438569458214176,0.9405337248775231
stellar_to_gas__gas__hi_plus_low_sigma,source,stellar_to_gas,hi_plus_low_sigma,1.0,0.5,0.25,0.0,0.06212342197275733,0.2474423133854429,3.0383771483298667,0.6781609195402298,0.8275862068965517,0.8735632183908046,11,7,0.020509522503402433,-0.27586206896551724,0.07363488178934274,57.96403686895926,-0.05108897171294453,0.05108897171294453,1.6102194648273864,1.5570314349522874,0.9415056226622164
star_frac__gas__low_sigma_baryon,source,star_frac,low_sigma_baryon,1.0,1.0,1.0,0.0,0.10110479589000784,0.11777290282406107,0.3329819371326678,0.4942528735632184,0.6666666666666666,0.8160919540229885,16,4,0.059490896420652944,-0.4597701149425287,0.10091834037821468,62.71627424046813,-0.016867345240277408,0.016867345240277408,0.21220484147903185,0.2121995271564434,0.9428366622234133
star_frac__gas__low_v_for_mass_symptom,q_eff,star_frac,low_v_for_mass_symptom,1.0,2.0,0.25,0.3,0.1060124987831912,0.11759856447727335,0.31411426500710066,0.47126436781609193,0.6551724137931034,0.8160919540229885,16,1,0.0643985993138363,-0.48275862068965514,0.36105247010206065,66.86100277147978,0.010925290058199562,0.010925290058199562,0.17643239293544397,0.16734925423678795,0.942886570313001
sigma_star__gas__low_v_for_mass_symptom,q_eff,sigma_star,low_v_for_mass_symptom,1.0,0.25,0.5,0.1,0.09232726888690392,0.13033873419691183,0.555252300525696,0.5402298850574713,0.6896551724137931,0.8275862068965517,15,7,0.05071336941754902,-0.4137931034482758,0.22585134684504557,52.88092800047028,-0.09094852781055605,0.09094852781055605,0.2249835816456059,0.26361669428919676,0.9433267628447515
star_frac__gas__low_sigma_baryon,source,star_frac,low_sigma_baryon,1.0,2.0,1.0,0.05,0.11017717463300189,0.11991214645326465,0.3234848199368195,0.47126436781609193,0.6436781609195402,0.8160919540229885,16,1,0.06856327516364699,-0.48275862068965514,0.11574737988166547,64.90311151105377,-0.0019820779810274013,0.0019820779810274013,0.19639260678262893,0.18440108731797047,0.9435166956171975
mixed_star_org__gas__hi_plus_low_sigma,source,mixed_star_org,hi_plus_low_sigma,1.0,1.0,2.0,0.05,0.10829393692387504,0.12367240222185892,0.31897516754078853,0.40229885057471265,0.6436781609195402,0.8160919540229885,16,2,0.06668003745452014,-0.5517241379310345,0.1089139592046578,63.92321534910842,-0.00858898378683014,0.00858898378683014,0.20040620828263533,0.18497851279597666,0.9444859455713689
stellar_to_gas__gas__low_sigma_baryon,q_eff,stellar_to_gas,low_sigma_baryon,1.0,1.0,0.5,0.3,0.10743124690621493,0.11824260718655738,0.3210104963453708,0.4827586206896552,0.6666666666666666,0.8160919540229885,16,1,0.06581734743686003,-0.4712643678160919,0.3247530232642002,63.4109598189545,-0.01208326880389618,0.01208326880389618,0.19000759838592357,0.18536978584483796,0.9455739309427
stellar_to_gas__gas__hi_extent,source,stellar_to_gas,hi_extent,1.0,0.5,0.5,0.0,0.061439200458602114,0.2504245490317267,3.0383771483298667,0.6551724137931034,0.7931034482758621,0.8735632183908046,11,7,0.019825300989247216,-0.29885057471264365,0.06741433625968739,56.69905117167654,-0.06067180446428747,0.06067180446428747,1.6130008028337837,1.558259309743415,0.9456128175237327
mixed_star_org__gas__low_sigma_baryon,source,mixed_star_org,low_sigma_baryon,1.0,4.0,0.25,0.1,0.10779086605911177,0.11859720315489683,0.32383871048693336,0.4482758620689655,0.6551724137931034,0.8160919540229885,16,1,0.06617696658975687,-0.5057471264367815,0.133300919081555,67.23509323947306,0.013348415746139179,0.013348415746139179,0.1722276882970059,0.162823359354977,0.9468489449808747
star_frac__gas__low_sigma_baryon,source,star_frac,low_sigma_baryon,1.0,1.0,2.0,0.05,0.11436094684955307,0.12247007205001081,0.32951581559889287,0.42528735632183906,0.6666666666666666,0.8160919540229885,16,1,0.07274704738019817,-0.5287356321839081,0.11653704824325051,65.01352725289186,-0.0012438667804045363,0.0012438667804045363,0.19557652829579264,0.1806725528188589,0.9479344617996446
mixed_star_org__gas__low_sigma_baryon,source,mixed_star_org,low_sigma_baryon,1.0,4.0,0.5,0.1,0.10929883637072552,0.12121622783892903,0.3271893165770516,0.40229885057471265,0.6436781609195402,0.8160919540229885,16,1,0.06768493690137062,-0.5517241379310345,0.13157596177556766,67.01651870087896,0.011934268109515124,0.011934268109515124,0.17330919594140365,0.1635846404927284,0.9479849020831883
star_frac__gas__low_sigma_baryon,source,star_frac,low_sigma_baryon,1.0,2.0,0.25,0.0,0.09456254921812435,0.1207278782893211,0.3953198291717524,0.5057471264367817,0.6551724137931034,0.8160919540229885,16,5,0.05294864974876945,-0.4482758620689654,0.08950406989958952,60.86230855932821,-0.029899174236842,0.029899174236842,0.2327641585829886,0.23215722157449908,0.9490441192537206
star_frac__gas__hi_extent,q_eff,star_frac,hi_extent,1.0,0.5,0.5,0.1,0.09429153775203537,0.11645123680948924,0.42120259749701844,0.5287356321839081,0.6896551724137931,0.8160919540229885,16,4,0.052677638282680475,-0.425287356321839,0.3040759628755373,61.35907032800898,-0.02636882488347205,0.02636882488347205,0.2401238113135234,0.2270965687358896,0.9495962099434733
mixed_star_org__gas__low_v_for_mass_symptom,source,mixed_star_org,low_v_for_mass_symptom,1.0,0.25,4.0,0.05,0.14835606000752213,0.14658232083293116,0.30501355746016917,0.25287356321839083,0.5172413793103449,0.8275862068965517,15,1,0.10674216053816724,-0.7011494252873562,0.07923850249287673,59.0366615047843,-0.04312580536958692,0.04312580536958692,0.2207983846602925,0.20415947140994117,0.9504203184383325
stellar_to_gas__gas__low_sigma_baryon,q_eff,stellar_to_gas,low_sigma_baryon,1.0,0.5,1.0,0.3,0.11191901838799269,0.12093030351127468,0.3258879379106008,0.4367816091954023,0.6551724137931034,0.8160919540229885,16,1,0.07030511891863779,-0.5172413793103448,0.3250612683149621,63.441046495895975,-0.011877257430499848,0.011877257430499848,0.189770125192823,0.18549795962471727,0.9504464408943027
mixed_star_org__gas__hi_extent,q_eff,mixed_star_org,hi_extent,1.0,0.5,2.0,0.3,0.11401012481398322,0.12423434786729073,0.2884986016897239,0.42528735632183906,0.6781609195402298,0.8160919540229885,16,0,0.07239622534462832,-0.5287356321839081,0.36840672721885964,67.53851408695382,0.015303905771272244,0.015303905771272244,0.1621961630406472,0.16100153450216542,0.9505119378685918
mixed_star_org__gas__hi_plus_low_sigma,source,mixed_star_org,hi_plus_low_sigma,1.0,4.0,0.5,0.1,0.11190045901403625,0.1209680219428263,0.32464643123906656,0.4367816091954023,0.6551724137931034,0.8160919540229885,16,1,0.07028655954468135,-0.5172413793103448,0.13237782372043766,67.11839069081309,0.012593939060140837,0.012593939060140837,0.17254845236544025,0.1633302961677356,0.9506620716680133
star_frac__gas__low_v_for_mass_symptom,q_eff,star_frac,low_v_for_mass_symptom,1.0,2.0,0.5,0.3,0.11592242427380416,0.12330395035697916,0.31411426500710066,0.39080459770114945,0.6436781609195402,0.8160919540229885,16,1,0.07430852480444926,-0.5632183908045976,0.35447212908721537,66.2489153772189,0.006931176695118177,0.006931176695118177,0.17910729100600714,0.16909974536090028,0.9507994391220733
mixed_star_org__gas__hi_plus_low_sigma,q_eff,mixed_star_org,hi_plus_low_sigma,1.0,1.0,0.25,0.2,0.10126233548263322,0.12045279644163404,0.3397689068076622,0.4942528735632184,0.632183908045977,0.8160919540229885,16,4,0.05964843601327832,-0.4597701149425287,0.296841340164616,60.62474394926873,-0.03159767837569512,0.03159767837569512,0.22535090072448027,0.21000313457859168,0.951038065351247
mixed_star_org__gas__low_sigma_baryon,q_eff,mixed_star_org,low_sigma_baryon,1.0,1.0,1.0,0.3,0.11486340802240545,0.12134576065020267,0.3313983896324415,0.41379310344827586,0.6551724137931034,0.8160919540229885,16,1,0.07324950855305055,-0.5402298850574712,0.3536681347038948,66.17374163536535,0.006438095744855623,0.006438095744855623,0.1798999426992643,0.16614676927633792,0.9512222948580774
