galaxy_name,T,Vflat,e_Vflat,RHI,SBeff,SBdisk,M_baryon_Msun,M_star_Msun,M_gas_Msun,Rdisk_kpc,f_star,f_gas,Sigma_baryon_Msun_kpc2,log10_Sigma_b,A_gov_star_sigma,A_gov,maturity_class,A_gov_star_sigma_gas,v_newton_km_s,v_bdvr_full_km_s,A_implied,distance_to_half_activation,log10_velocity_error_full_bdvr,claim_boundary
UGC02885,5.0,289.5,12.0,74.24,421.53,470.79,255062250000.0,201762500000.0,53299750000.00001,11.4,0.7910323852314484,0.20896761476855163,312360863.98615557,8.494656615411506,0.8641047240431288,0.836475518072315,mature,0.836475518072315,252.4573678120706,255.54003207213916,1.0,0.5,-0.05418962309893177,diagnostic_governor_hypothesis_not_accepted_model
UGC02487,0.0,332.0,3.5,40.2,818.14,1150.35,268868290000.0,244977500000.0,23890790000.000004,7.89,0.9111431474496304,0.08885685255036957,687393957.7004666,8.837205710302111,0.9622641000771606,0.9527956148346134,mature,0.9527956148346134,255.8063962500976,264.0758444401432,1.0,0.5,-0.09940940648854744,diagnostic_governor_hypothesis_not_accepted_model
UGC06446,7.0,82.2,4.3,10.33,37.05,86.46,2328070000.0,494000000.0,1834070000.0,1.49,0.21219293234309966,0.7878070676569003,166895116.60013008,8.222443629281738,0.03862570990113242,0.003277788368977103,juvenile,0.003277788368977103,66.93393602930357,78.96113258769162,1.0,0.5,-0.017458448483116985,diagnostic_governor_hypothesis_not_accepted_model
UGC06667,6.0,83.8,3.1,8.59,18.06,614.94,1774470000.0,698500000.0,1075970000.0,5.15,0.3936386639390917,0.6063613360609084,10648154.279131887,7.027274334924381,0.006747656325323561,0.002447454643900065,transition,0.002447454643900065,31.432013146060825,73.7787895627693,1.0,0.5,-0.05531249284822381,diagnostic_governor_hypothesis_not_accepted_model
UGC06917,9.0,108.7,3.5,12.67,53.07,261.11,6106590000.0,3416000000.0,2690590000.0000005,2.76,0.5593956692687736,0.4406043307312265,127585326.60359396,8.105800729702338,0.47613201366944613,0.3566828995136179,transition,0.3566828995136179,79.65009925774248,100.48796491916458,1.0,0.5,-0.034115493097739376,diagnostic_governor_hypothesis_not_accepted_model
UGC06786,0.0,219.4,7.8,20.31,992.73,1078.52,43393400000.0,36703500000.0,6689900000.000001,3.6,0.8458313937142514,0.15416860628574855,532891520.64535886,8.726638809814512,0.9400364380599209,0.9224225190027476,mature,0.9224225190027476,162.13710829964705,166.2805125376458,1.0,0.5,-0.12039526874726068,diagnostic_governor_hypothesis_not_accepted_model
UGC07125,9.0,65.2,2.1,23.04,28.11,103.0,7512569999.999999,1356000000.0,6156569999.999999,3.38,0.18049748621310685,0.8195025137868931,104658682.36615317,8.019775262749231,0.01970169080134811,0.0012464777138904944,juvenile,0.0012464777138904944,79.83207120362623,105.83065726999256,0.0,0.5,0.21036389762457705,diagnostic_governor_hypothesis_not_accepted_model
UGC06983,6.0,109.0,5.8,16.07,53.56,121.57,6595110000.0,2649000000.0,3946110000.0000005,3.21,0.4016612308210174,0.5983387691789827,101866670.23173201,8.008032110383153,0.18234140987177763,0.06955458498614116,transition,0.06955458498614116,76.7538177984189,102.44007112447892,1.0,0.5,-0.026956626612037106,diagnostic_governor_hypothesis_not_accepted_model
UGC07399,8.0,103.0,3.3,7.85,113.98,135.78,1568850000.0,578000000.0,990850000.0,1.64,0.36842273002517767,0.6315772699748223,92835452.28648129,7.967713857599678,0.12774708492268932,0.039175142635967435,transition,0.039175142635967435,52.373339671746784,71.54177580168246,1.0,0.5,-0.15827750875104182,diagnostic_governor_hypothesis_not_accepted_model
UGC07603,7.0,61.6,2.8,4.37,81.81,520.99,531140000.0,188000000.0,343140000.0,0.53,0.3539556425801107,0.6460443574198893,300938257.2938031,8.47847740168307,0.20917325864547415,0.05789693923401871,transition,0.05789693923401871,53.605339526734014,54.57159064874437,1.0,0.5,-0.052614099412901454,diagnostic_governor_hypothesis_not_accepted_model
UGC06399,9.0,85.0,3.8,8.8,30.82,311.05,2044420000.0,1148000000.0,896420000.0000001,2.05,0.5615284530575909,0.43847154694240914,77425234.68314877,7.8888825304181305,0.3095005115148081,0.2330888581358828,transition,0.2330888581358828,53.47485445385581,76.43757326734134,1.0,0.5,-0.046112035051520964,diagnostic_governor_hypothesis_not_accepted_model
UGC05721,7.0,79.7,6.6,6.74,233.79,913.76,1012960000.0000001,265500000.0,747460000.0000001,0.38,0.2621031432633075,0.7378968567366925,1116465312.703368,9.04784523458566,0.09352487167513135,0.012392736734233255,juvenile,0.012392736734233255,63.375963839724236,66.26835668384786,1.0,0.5,-0.08015212026307668,diagnostic_governor_hypothesis_not_accepted_model
UGC08490,9.0,78.6,3.8,7.8,124.98,576.54,1466100000.0,508499999.99999994,957600000.0,0.67,0.3468385512584407,0.6531614487415592,519797420.5101976,8.715834119988067,0.21265717122512934,0.055880184718064406,transition,0.055880184718064406,69.51321923812193,71.24447006491319,1.0,0.5,-0.04267138561846616,diagnostic_governor_hypothesis_not_accepted_model
UGC08286,6.0,82.4,2.3,8.07,39.52,1488.78,1481360000.0,627500000.0,853860000.0000001,1.05,0.4235972349732678,0.5764027650267323,213846500.22549668,8.33010214706329,0.3326274763412864,0.14448468801575823,transition,0.14448468801575823,63.602932306135884,70.52279461903211,1.0,0.5,-0.06759769786596238,diagnostic_governor_hypothesis_not_accepted_model
UGC09133,2.0,226.8,4.2,60.35,1284.78,864.63,185922240000.0,141463000000.0,44459240000.0,6.97,0.7608718569655787,0.23912814303442126,609096240.0185609,8.78468591858822,0.9360156036354964,0.8960018242545874,mature,0.8960018242545874,233.27024151484508,240.05460564924272,0.0,0.5,0.024666992468667687,diagnostic_governor_hypothesis_not_accepted_model
UGC08550,7.0,56.9,1.9,5.59,45.38,1284.78,527540000.0,144500000.0,383040000.0,0.45,0.27391287864427344,0.7260871213557266,414620240.3886344,8.617650499095362,0.09943010302901152,0.014584532797275538,juvenile,0.014584532797275538,53.83817774827711,54.86756003829323,1.0,0.5,-0.015796618855572004,diagnostic_governor_hypothesis_not_accepted_model
UGC11455,6.0,269.4,7.4,43.44,571.26,9568.2,204896550000.0,187161000000.0,17735550000.000004,5.93,0.913441441546966,0.086558558453034,927353661.0363086,8.967245390827602,0.9757966648422333,0.9664110810031528,mature,0.9664110810031528,239.00674905675288,248.6886142865566,1.0,0.5,-0.03474168897071838,diagnostic_governor_hypothesis_not_accepted_model
UGC11914,2.0,288.1,10.5,9.26,2425.66,3168.33,76195040000.0,75014000000.0,1181040000.0,2.44,0.9844997784632701,0.01550022153672995,2036888144.1623034,9.308967180346801,0.9930788550074092,0.9883624272826174,mature,0.9883624272826174,186.64148385420054,198.21582233861102,1.0,0.5,-0.16240493971498338,diagnostic_governor_hypothesis_not_accepted_model
UGCA442,9.0,56.4,2.1,4.37,7.6,116.1,419790000.00000006,70000000.0,349790000.00000006,1.18,0.1667500416875104,0.8332499583124896,47983089.31380837,7.681088205881671,0.007056672981095136,0.00039230174705084963,juvenile,0.00039230174705084963,31.938647562480995,51.45438392407321,1.0,0.5,-0.03985672132950001,diagnostic_governor_hypothesis_not_accepted_model
