galaxy_name,step,time_gyr,M_baryon_Msun,M_star_Msun,M_gas_Msun,Rdisk_kpc,f_star,f_gas,Sigma_baryon_Msun_kpc2,log10_Sigma_b,A_gov_star_sigma,A_gov,maturity_class,star_formation_rate_Msun_per_gyr,v_newton_km_s,v_bdvr_full_km_s,v_bdvr_governed_km_s
UGC07125,23,2.3000000000000003,7512569999.999998,1759975569.1406686,5752594430.859329,3.38,0.23427077140587962,0.7657292285941203,104658682.36615315,8.019775262749231,0.03631385792506803,0.003763994926264169,juvenile,575259443.085933,79.83207120362623,105.83065726999256,79.94578336174966
UGC07125,24,2.4000000000000004,7512569999.999998,1800243730.156684,5712326269.843314,3.38,0.23963087600603847,0.7603691239939615,104658682.36615315,8.019775262749231,0.03854744749339564,0.004191594300376013,juvenile,571232626.9843315,79.83207120362623,105.83065726999256,79.95869112236285
UGC07125,25,2.5,7512569999.999998,1840230014.045587,5672339985.954411,3.38,0.2449534598739962,0.7550465401260037,104658682.36615315,8.019775262749231,0.04088983045605982,0.004661659985346549,juvenile,567233998.5954411,79.83207120362623,105.83065726999256,79.97287839149413
UGC07125,26,2.6,7512569999.999998,1879936393.947268,5632633606.05273,3.38,0.2502387856548782,0.7497612143451217,104658682.36615315,8.019775262749231,0.043343959144193644,0.005177603214374447,juvenile,563263360.605273,79.83207120362623,105.83065726999256,79.98844741521488
UGC07125,27,2.7,7512569999.999998,1919364829.1896372,5593205170.810361,3.38,0.25548711415529407,0.7445128858447059,104658682.36615315,8.019775262749231,0.04591266584125027,0.005743007785137633,juvenile,559320517.0810361,79.83207120362623,105.83065726999256,80.00550549748014
UGC07125,28,2.8000000000000003,7512569999.999998,1958517265.3853097,5554052734.614688,3.38,0.260698704356207,0.7393012956437929,104658682.36615315,8.019775262749231,0.04859864237612079,0.006361626223236542,juvenile,555405273.4614688,79.83207120362623,105.83065726999256,80.02416486021885
UGC07125,29,2.9000000000000004,7512569999.999998,1997395634.5276124,5515174365.472385,3.38,0.2658738134257136,0.7341261865742864,104658682.36615315,8.019775262749231,0.05140441907245781,0.007037374065535395,juvenile,551517436.5472386,79.83207120362623,105.83065726999256,80.04454244402854
UGC07125,30,3.0,7512569999.999998,2036001855.0859191,5476568144.914079,3.38,0.27101269673173356,0.7289873032682664,104658682.36615315,8.019775262749231,0.05433234318962516,0.00777432211940767,juvenile,547656814.4914079,79.83207120362623,105.83065726999256,80.06675964506861
UGC07125,31,3.1,7512569999.999998,2074337832.1003177,5438232167.89968,3.38,0.2761156078546114,0.7238843921453886,104658682.36615315,8.019775262749231,0.05738455701028649,0.008576686567482575,juvenile,543823216.789968,79.83207120362623,105.83065726999256,80.0909419842083
UGC07125,32,3.2,7512569999.999998,2112405457.2756155,5400164542.724382,3.38,0.28118279859962914,0.7188172014003709,104658682.36615315,8.019775262749231,0.06056297574895233,0.009448816805245567,juvenile,540016454.2724383,79.83207120362623,105.83065726999256,80.11721870508524
UGC07125,33,3.3000000000000003,7512569999.999998,2150206609.074686,5362363390.925312,3.38,0.28621451900943173,0.7137854809905683,104658682.36615315,8.019775262749231,0.06386926547441418,0.010395180920907661,juvenile,536236339.0925312,79.83207120362623,105.83065726999256,80.14572229847218
UGC07125,34,3.4000000000000004,7512569999.999998,2187743152.8111634,5324826847.188835,3.38,0.29121101737636573,0.7087889826236343,104658682.36615315,8.019775262749231,0.0673048212564414,0.0114203487533654,juvenile,532482684.7188835,79.83207120362623,105.83065726999256,80.17658795123407
UGC07125,35,3.5,7512569999.999998,2225016940.741485,5287553059.258513,3.38,0.29617254025473116,0.703827459745269,104658682.36615315,8.019775262749231,0.0708707457629159,0.012528972494748694,juvenile,528755305.92585135,79.83207120362623,105.83065726999256,80.20995291918224
UGC07125,36,3.6,7512569999.999999,2262029812.156295,5250540187.843704,3.38,0.301099332472948,0.6989006675270519,104658682.36615317,8.019775262749231,0.07456782854722205,0.013725764838790807,transition,525054018.7843704,79.83207120362623,105.83065726999256,80.2459558242909
UGC07125,37,3.7,7512569999.999999,2298783593.471201,5213786406.528798,3.38,0.30599163714563743,0.6940083628543626,104658682.36615317,8.019775262749231,0.07839652627667813,0.01501547471470376,transition,521378640.65287983,79.83207120362623,105.83065726999256,80.28473587801845
UGC07125,38,3.8000000000000003,7512570000.0,2335280098.3169026,5177289901.683097,3.38,0.31084969568561793,0.6891503043143821,104658682.36615318,8.019775262749231,0.082356944160581,0.016402860687907604,transition,517728990.1683097,79.83207120362623,105.83065726999256,80.32643203385716
UGC07125,39,3.9000000000000004,7512570000.0,2371521127.6286845,5141048872.371315,3.38,0.31567374781581864,0.6843262521841813,104658682.36615318,8.019775262749231,0.08644881884055727,0.01789266215319114,transition,514104887.23713154,79.83207120362623,105.83065726999256,80.37118207369552
UGC07125,40,4.0,7512570000.0,2407508469.735284,5105061530.264716,3.38,0.3204640315811079,0.6795359684188921,104658682.36615318,8.019775262749231,0.09067150300592072,0.01948956849188062,transition,510506153.0264716,79.83207120362623,105.83065726999256,80.41912163408968
UGC07125,41,4.1000000000000005,7512570000.0,2443243900.447137,5069326099.552863,3.38,0.3252207833600402,0.6747792166399599,104658682.36615318,8.019775262749231,0.09502395199225726,0.021198186411423996,transition,506932609.9552863,79.83207120362623,105.83065726999256,80.47038318007101
UGC07125,42,4.2,7512570000.0,2478729183.1440067,5033840816.855993,3.38,0.32994423787651983,0.6700557621234802,104658682.36615318,8.019775262749231,0.09950471261218165,0.023023005732401406,transition,503384081.6855993,79.83207120362623,105.83065726999256,80.52509493562938
UGC07125,43,4.3,7512570000.0,2513966068.8619986,4998603931.138001,3.38,0.3346346282113842,0.6653653717886158,104658682.36615318,8.019775262749231,0.10411191445293924,0.024968363933193582,transition,499860393.11380017,79.83207120362623,105.83065726999256,80.5833797814643
UGC07125,44,4.4,7512570000.0,2548956296.3799644,4963613703.620035,3.38,0.33929218581390447,0.6607078141860955,104658682.36615318,8.019775262749231,0.10884326385616576,0.027038409805146497,transition,496361370.36200356,79.83207120362623,105.83065726999256,80.64535413194638
UGC07125,45,4.5,7512569999.999999,2583701592.3053045,4928868407.6946945,3.38,0.34391714051320715,0.6560828594867928,104658682.36615317,8.019775262749231,0.11369604077071319,0.02923706660980542,transition,492886840.7694695,79.83207120362623,105.83065726999256,80.71112680443585
UGC07125,46,4.6000000000000005,7512569999.999999,2618203671.1591673,4894366328.840832,3.38,0.3485097205296147,0.6514902794703853,104658682.36615317,8.019775262749231,0.11866709864017087,0.03156799516339693,transition,489436632.8840832,79.83207120362623,105.83065726999256,80.78079789511919
UGC07125,47,4.7,7512569999.999999,2652464235.461053,4860105764.538946,3.38,0.3530701524859074,0.6469298475140927,104658682.36615317,8.019775262749231,0.12375286745288741,0.034034557301013145,transition,486010576.4538946,79.83207120362623,105.83065726999256,80.8544576763087
UGC07125,48,4.800000000000001,7512570000.0,2686484975.8128257,4826085024.187174,3.38,0.357598661418506,0.642401338581494,104658682.36615318,8.019775262749231,0.12894936004439533,0.036639780192792175,transition,482608502.4187174,79.83207120362623,105.83065726999256,80.93218553066573
UGC07125,49,4.9,7512569999.999999,2720267570.982136,4792302429.017863,3.38,0.3620954707885765,0.6379045292114235,104658682.36615317,8.019775262749231,0.1342521817007688,0.03938632199583229,transition,479230242.9017863,79.83207120362623,105.83065726999256,81.01404893802552
UGC07125,50,5.0,7512569999.999999,2753813687.985261,4758756312.014738,3.38,0.3665608024930565,0.6334391975069436,104658682.36615317,8.019775262749231,0.13965654306734687,0.04227643932785408,transition,475875631.20147383,79.83207120362623,105.83065726999256,81.10010253039489
UGC07125,51,5.1000000000000005,7512569999.999999,2787124982.169364,4725445017.830635,3.38,0.37099487687560506,0.6290051231243949,104658682.36615317,8.019775262749231,0.14515727632129094,0.045311957041189364,transition,472544501.78306353,79.83207120362623,105.83065726999256,81.19038723025031
UGC07125,52,5.2,7512570000.0,2820203097.2941785,4692366902.705821,3.38,0.3753979127374758,0.6246020872625242,104658682.36615318,8.019775262749231,0.15074885451955986,0.04849424075824466,transition,469236690.27058214,79.83207120362623,105.83065726999256,81.28492948647568
UGC07125,53,5.300000000000001,7512569999.999999,2853049665.613119,4659520334.38688,3.38,0.3797701273483135,0.6202298726516865,104658682.36615317,8.019775262749231,0.15642541398710552,0.05182417260216331,transition,465952033.43868804,79.83207120362623,105.83065726999256,81.38374062115301
UGC07125,54,5.4,7512570000.0,2885666307.9538274,4626903692.046172,3.38,0.38411173645687524,0.6158882635431246,104658682.36615318,8.019775262749231,0.16218077956446927,0.055302130519290164,transition,462690369.20461726,79.83207120362623,105.83065726999256,81.48681629897213
UGC07125,55,5.5,7512570000.0,2918054633.7981505,4594515366.201849,3.38,0.3884229543016771,0.6115770456983228,104658682.36615318,8.019775262749231,0.16800849249055158,0.058927971543828374,transition,459451536.6201849,79.83207120362623,105.83065726999256,81.59413612928257
UGC07125,56,5.6000000000000005,7512570000.0,2950216241.3615637,4562353758.638436,3.38,0.39270399362156544,0.6072960063784346,104658682.36615318,8.019775262749231,0.17390184065616082,0.06270101930065046,transition,456235375.8638437,79.83207120362623,105.83065726999256,81.70566340881226
UGC07125,57,5.7,7512570000.0,2982152717.672033,4530417282.327968,3.38,0.39695506566621447,0.6030449343337856,104658682.36615318,8.019775262749231,0.17985389092799217,0.06662005598074776,transition,453041728.2327968,79.83207120362623,105.83065726999256,81.82134501086789
UGC07125,58,5.800000000000001,7512570000.000001,3013865638.648329,4498704361.351672,3.38,0.40117638020655094,0.5988236197934491,104658682.3661532,8.019775262749231,0.18585752321179247,0.0706833189566509,transition,449870436.13516724,79.83207120362623,105.83065726999256,81.9411114244664
UGC07125,59,5.9,7512570000.000001,3045356569.1777906,4467213430.82221,3.38,0.4053681455451051,0.5946318544548949,104658682.3661532,8.019775262749231,0.1919054658983758,0.07488850213390873,transition,446721343.08222103,79.83207120362623,105.83065726999256,82.06487694438495
UGC07125,60,6.0,7512570000.000001,3076627063.1935463,4435942936.806455,3.38,0.4095305685262894,0.5904694314737106,104658682.3661532,8.019775262749231,0.1979903323174395,0.07923276206107584,transition,443594293.68064547,79.83207120362623,105.83065726999256,82.19254001062266
UGC07125,61,6.1000000000000005,7512570000.000002,3107678663.7511916,4404891336.24881,3.38,0.4136638545466053,0.5863361454533946,104658682.36615321,8.019775262749231,0.20410465781220105,0.08371272874642076,transition,440489133.624881,79.83207120362624,105.83065726999257,82.3239836933043
UGC07125,62,6.2,7512570000.000002,3138512903.1049333,4374057096.895068,3.38,0.4177682075647791,0.5822317924352208,104658682.36615321,8.019775262749231,0.21024093704294353,0.08832452105651697,transition,437405709.6895068,79.83207120362624,105.83065726999257,82.45907631668818
UGC07125,63,6.300000000000001,7512570000.000002,3169131302.783199,4343438697.216803,3.38,0.42184383011182564,0.5781561698881743,104658682.36615321,8.019775262749231,0.21639166112965136,0.09306376650177142,transition,434343869.7216803,79.83207120362624,105.83065726999257,82.5976722137284
UGC07125,64,6.4,7512570000.000001,3199535373.6637163,4313034626.336285,3.38,0.4258909233010429,0.574109076698957,104658682.3661532,8.019775262749231,0.22254935425287894,0.09792562514842706,transition,431303462.6336285,79.83207120362623,105.83065726999256,82.73961260063618
UGC07125,65,6.5,7512570000.000001,3229726616.0480704,4282843383.9519305,3.38,0.4299096868379356,0.5700903131620644,104658682.3661532,8.019775262749231,0.22870660934746104,0.10290481733711293,transition,428284338.3951931,79.83207120362623,105.83065726999256,82.88472655913648
UGC07125,66,6.6000000000000005,7512570000.000001,3259706519.735734,4252863480.264267,3.38,0.4339003190300701,0.5660996809699299,104658682.3661532,8.019775262749231,0.2348561225451548,0.10799565483589847,transition,425286348.02642673,79.83207120362623,105.83065726999256,83.03283211265895
UGC07125,67,6.7,7512570000.000001,3289476564.097584,4223093435.902417,3.38,0.43786301679685957,0.5621369832031404,104658682.3661532,8.019775262749231,0.24099072604912636,0.1131920750120498,transition,422309343.59024173,79.83207120362623,105.83065726999256,83.18373738156465
UGC07125,68,6.800000000000001,7512570000.000001,3319038218.1489005,4193531781.8511004,3.38,0.44179797567928153,0.5582020243207184,104658682.3661532,8.019775262749231,0.2471034191545993,0.11848767757205274,transition,419353178.1851101,79.83207120362623,105.83065726999256,83.3372418017086
UGC07125,69,6.9,7512570000.000001,3348392940.621858,4164177059.378143,3.38,0.44570538984952657,0.5542946101504734,104658682.3661532,8.019775262749231,0.25318739716509936,0.12387576339442403,transition,416417705.9378143,79.83207120362623,105.83065726999256,83.49313739017789
UGC07125,70,7.0,7512570000.000001,3377542180.037505,4135027819.962496,3.38,0.4495854521205799,0.5504145478794201,104658682.3661532,8.019775262749231,0.2592360779916501,0.12934937496457255,transition,413502781.9962496,79.83207120362623,105.83065726999256,83.65121004192281
UGC07125,71,7.1000000000000005,7512570000.000001,3406487374.7772427,4106082625.2227583,3.38,0.45343835395573584,0.5465616460442642,104658682.3661532,8.019775262749231,0.26524312626204294,0.1349013379153914,transition,410608262.52227587,79.83207120362623,105.83065726999256,83.8112408411977
UGC07125,72,7.2,7512570000.000001,3435229953.153802,4077340046.846199,3.38,0.45726428547804565,0.5427357145219543,104658682.3661532,8.019775262749231,0.2712024748079989,0.14052430318101825,transition,407734004.6846199,79.83207120362623,105.83065726999256,83.97300737222838
UGC07125,73,7.300000000000001,7512570000.000001,3463771333.481725,4048798666.5182757,3.38,0.4610634354796993,0.5389365645203007,104658682.3661532,8.019775262749231,0.2771083434387417,0.14621078928369968,transition,404879866.6518276,79.83207120362623,105.83065726999256,84.13628501429228
UGC07125,74,7.4,7512570000.000001,3492112924.147353,4020457075.852648,3.38,0.4648359914313414,0.5351640085686585,104658682.3661532,8.019775262749231,0.2829552549493724,0.15195322429415442,transition,402045707.5852648,79.83207120362623,105.83065726999256,84.30084820740176
UGC07125,75,7.5,7512570000.000001,3520256123.678322,3992313876.321679,3.38,0.46858213949132205,0.5314178605086779,104658682.3661532,8.019775262749231,0.2887380483507148,0.1577439870333113,transition,399231387.63216794,79.83207120362623,105.83065726999256,84.4664716759797
UGC07125,76,7.6000000000000005,7512570000.000001,3548202320.8125734,3964367679.1874275,3.38,0.47230206451488277,0.5276979354851172,104658682.3661532,8.019775262749231,0.29445188934330896,0.1635754471167336,transition,396436767.9187428,79.83207120362623,105.83065726999256,84.632931599269
UGC07125,77,7.7,7512570000.000001,3575952894.5668855,3936617105.4331155,3.38,0.4759959500632786,0.5240040499367213,104658682.3661532,8.019775262749231,0.3000922780914158,0.16944000348129853,transition,393661710.5433116,79.83207120362623,105.83065726999256,84.8000067186795
UGC07125,78,7.800000000000001,7512570000.000001,3603509214.3049173,3909060785.6950836,3.38,0.47966397841283565,0.5203360215871643,104658682.3661532,8.019775262749231,0.30565505438281176,0.17533012107560966,transition,390906078.5695084,79.83207120362623,105.83065726999256,84.96747937380826
UGC07125,79,7.9,7512570000.000001,3630872639.804783,3881697360.195218,3.38,0.48330633056394584,0.5166936694360542,104658682.3661532,8.019775262749231,0.31113640028647205,0.18123836544002184,transition,388169736.01952183,79.83207120362623,105.83065726999256,85.13513646042925
UGC07125,80,8.0,7512570000.000001,3658044521.3261495,3854525478.6738515,3.38,0.4869231862499982,0.5130768137500018,104658682.3661532,8.019775262749231,0.3165328404427486,0.18715743494791068,transition,385452547.86738515,79.83207120362623,105.83065726999256,85.30277030530165
UGC07125,81,8.1,7512570000.000001,3685026199.6768665,3827543800.3231344,3.38,0.49051472394624823,0.5094852760537518,104658682.3661532,8.019775262749231,0.32184124013925564,0.19308019052588887,transition,382754380.03231347,79.83207120362623,105.83065726999256,85.47017945415894
UGC07125,82,8.200000000000001,7512570000.000001,3711819006.2791286,3800750993.7208724,3.38,0.4940811208786245,0.5059188791213755,104658682.3661532,8.019775262749231,0.3270588013403605,0.19899968271607435,transition,380075099.37208724,79.83207120362623,105.83065726999256,85.63716937068492
UGC07125,83,8.3,7512570000.000001,3738424263.2351747,3774145736.7648263,3.38,0.49762255303247416,0.5023774469675258,104658682.3661532,8.019775262749231,0.3321830568490574,0.20490917598741068,transition,377414573.6764827,79.83207120362623,105.83065726999256,85.80355304563467
UGC07125,84,8.4,7512570000.000001,3764843283.3925285,3747726716.6074724,3.38,0.5011391951612468,0.49886080483875317,104658682.3661532,8.019775262749231,0.3372118627872199,0.21080217024469625,transition,374772671.6607473,79.83207120362623,105.83065726999256,85.96915151649944
UGC07125,85,8.5,7512570000.000001,3791077370.408781,3721492629.59122,3.38,0.5046312207951181,0.49536877920488187,104658682.3661532,8.019775262749231,0.3421433895840391,0.21667241952279215,transition,372149262.959122,79.83207120362623,105.83065726999256,86.13379429923101
UGC07125,86,8.6,7512570000.000001,3817127818.8159194,3695442181.1840816,3.38,0.5080988022495523,0.4919011977504477,104658682.3661532,8.019775262749231,0.3469761116631208,0.22251394788898507,transition,369544218.1184082,79.83207120362623,105.83065726999256,86.29731973452442
UGC07125,87,8.700000000000001,7512570000.000001,3842995914.084208,3669574085.915793,3.38,0.5115421106338054,0.4884578893661946,104658682.3661532,8.019775262749231,0.35170879601657945,0.2283210626083474,transition,366957408.5915793,79.83207120362623,105.83065726999256,86.45957525200188
UGC07125,88,8.8,7512570000.000001,3868682932.6856184,3643887067.3143826,3.38,0.5149613158593688,0.4850386841406312,104658682.3661532,8.019775262749231,0.35634048984984756,0.2340883646549246,transition,364388706.7314383,79.83207120362623,105.83065726999256,86.6204175563472
UGC07125,89,8.9,7512570000.000001,3894190142.156819,3618379857.843182,3.38,0.5183565866483532,0.48164341335164684,104658682.3661532,8.019775262749231,0.3608705074741989,0.23981075667561805,transition,361837985.7843182,79.83207120362623,105.83065726999256,86.77971274000842
UGC07125,90,9.0,7512570000.000001,3919518801.161721,3593051198.8382797,3.38,0.5217280905418147,0.4782719094581853,104658682.3661532,8.019775262749231,0.3652984166154924,0.24548344853368115,transition,359305119.883828,79.83207120362623,105.83065726999256,86.93733632752418
UGC07125,91,9.1,7512570000.000001,3944670159.5535893,3567899840.4464116,3.38,0.525075993908022,0.474924006091978,104658682.3661532,8.019775262749231,0.36962402429775365,0.251101960574917,transition,356789984.0446412,79.83207120362623,105.83065726999256,87.09317325684376
UGC07125,92,9.200000000000001,7512570000.000001,3969645458.436714,3542924541.563287,3.38,0.5284004619506658,0.47159953804933413,104658682.3661532,8.019775262749231,0.37384736244923755,0.2566621247721014,transition,354292454.1563287,79.83207120362623,105.83065726999256,87.24711780321009
UGC07125,93,9.3,7512570000.000001,3994445930.2276573,3518124069.7723436,3.38,0.5317016587170112,0.4682983412829888,104658682.3661532,8.019775262749231,0.37796867336688317,0.262160083912078,transition,351812406.97723436,79.83207120362623,105.83065726999256,87.39907345127169
UGC07125,94,9.4,7512570000.000001,4019072798.7160635,3493497201.2839375,3.38,0.534979747105992,0.4650202528940079,104658682.3661532,8.019775262749231,0.3819883951628587,0.2675922889956413,transition,349349720.12839377,79.83207120362623,105.83065726999256,87.54895272109307
UGC07125,95,9.5,7512570000.000001,4043527279.125051,3469042720.87495,3.38,0.5382348888762502,0.46176511112374985,104658682.3661532,8.019775262749231,0.3859071473044634,0.2729554950230365,transition,346904272.087495,79.83207120362623,105.83065726999256,87.69667695365703
UGC07125,96,9.600000000000001,7512570000.000001,4067810578.1711755,3444759421.8288255,3.38,0.5414672446541163,0.4585327553458836,104658682.3661532,8.019775262749231,0.3897257163462211,0.27824675533797777,transition,344475942.18288255,79.83207120362623,105.83065726999256,87.84217606130669
UGC07125,97,9.700000000000001,7512570000.000001,4091923894.123977,3420646105.876024,3.38,0.5446769739415376,0.4553230260584625,104658682.3661532,8.019775262749231,0.3934450419407805,0.28346341470084585,transition,342064610.5876024,79.83207120362623,105.83065726999256,87.98538824837311
UGC07125,98,9.8,7512570000.000001,4115868416.8651094,3396701583.1348915,3.38,0.5478642351239468,0.4521357648760532,104658682.3661532,8.019775262749231,0.3970662032033672,0.2886031012574978,transition,339670158.3134892,79.83207120362623,105.83065726999256,88.12625970698559
UGC07125,99,9.9,7512570000.000001,4139645327.947054,3372924672.052947,3.38,0.5510291854780792,0.44897081452192084,104658682.3661532,8.019775262749231,0.40059040549317376,0.29366371756422616,transition,337292467.2052947,79.83207120362623,105.83065726999256,88.26474429277758
UGC07125,100,10.0,7512570000.000001,4163255800.6514244,3349314199.3485765,3.38,0.5541719811797327,0.4458280188202674,104658682.3661532,8.019775262749231,0.4040189676643077,0.2986434308221551,transition,334931419.93485767,79.83207120362623,105.83065726999256,88.40080318489005
UGC07125,101,10.100000000000001,7512570000.000001,4186701000.0468645,3325868999.9531364,3.38,0.5572927773114745,0.4427072226885255,104658682.3661532,8.019775262749231,0.4073533098288441,0.303540662466037,transition,332586899.99531364,79.83207120362623,105.83065726999256,88.53440453434602
UGC07125,102,10.200000000000001,7512570000.000001,4209982083.0465364,3302587916.9534645,3.38,0.5603917278702941,0.4396082721297058,104658682.3661532,8.019775262749231,0.4105949416651841,0.30835407724329533,transition,330258791.6953465,79.83207120362623,105.83065726999256,88.66552310453072
UGC07125,103,10.3,7512570000.000001,4233100198.465211,3279469801.53479,3.38,0.5634689857752021,0.43653101422479784,104658682.3661532,8.019775262749231,0.4137454512963567,0.3130825719094757,transition,327946980.15347904,79.83207120362623,105.83065726999256,88.79413990716982
