feature,S1_loading
f_star,0.5785891922406301
hi_compactness_proxy,-0.08713388191686722
log10_Sigma_b,0.5001038666307278
composition_indicator,0.5076057451375633
hi_extent_indicator,0.2925591380707034
shape_symmetry_indicator,-0.25354272630090346
sfe_indicator,0.0
