f_star,hi_compactness_proxy,log10_Sigma_b,composition_indicator,hi_extent_indicator,shape_symmetry_indicator,sfe_indicator,object_name
0.894889484820931,0.156728067436778,0.8412060161768837,0.9999981237089988,0.9530670447998766,0.941132933842926,0.5,NGC7331
0.6819590824550527,0.1266453219494841,0.4136937824959909,0.999451660617626,0.2087576683763755,0.3552195843733518,0.5,F571-8
0.8457337330268883,0.1295041994039555,0.8073360273785465,0.9999930404701546,0.7342764404844867,0.4479843969490011,0.5,IC4202
0.7910323852314484,0.1331153666510976,0.6431112248219644,0.9999700720878938,0.7155372560785911,0.5638213877158447,0.5,UGC02885
0.5983732945942856,0.1361587015329125,0.600978970412248,0.9949288989826236,0.5520547788171177,0.6524483454479428,0.5,ESO116-G012
0.6648821248393632,0.1385121249486231,0.4685803304946185,0.9991356621514854,0.394000378865682,0.712410780091881,0.5,F579-V1
0.9234267464940172,0.1448104412678682,0.9144478713374679,0.9999991233922836,0.9277026282286142,0.832703619804244,0.5,NGC2903
0.8139148839043014,0.1573907839616995,0.6419690958249051,0.9999837416720702,0.8975071819634368,0.9443547230331264,0.5,NGC3917
0.4108519726174104,0.2159806295399515,0.34033467461093186,0.5691894098036173,0.5887678842740292,0.9987226050607914,0.5,F574-1
0.8458313937142514,0.1505646173149309,0.7447823129653197,0.9999930585710478,0.917161960806896,0.8994730777489053,0.5,UGC06786
0.8713455360448207,0.1507202752096323,0.6843471808302615,0.999996484668076,0.923408465288399,0.90084298069118,0.5,NGC5985
0.8755002533979934,0.254240379354368,0.5412626613514224,0.9999968533391044,0.8190930459891534,0.9997281554666284,0.5,NGC6195
0.5091657821440827,0.1903381642512077,0.40610762483713503,0.9478586120752616,0.5201080111567553,0.9949107162830956,0.5,UGC06930
0.8609911892073615,0.2232967032967032,0.5437004089634375,0.9999953667954816,0.8187123325256654,0.9990878210660158,0.5,ESO079-G014
0.6838210987557938,0.1552723059096176,0.6022728491919531,0.9994782089602784,0.7616120532748315,0.9333215734030734,0.5,NGC0024
0.9493857994389996,0.2195779074988774,0.7308611192508954,0.999999561298768,0.9821101983745448,0.9989205414144504,0.5,NGC3953
0.8163351199847119,0.178250204415372,0.6318453514350317,0.9999847578189606,0.9219886014879995,0.988835316519446,0.5,NGC3972
0.9813051270337704,0.4758308157099697,0.5184840169293847,0.9999998127140116,0.7710958627488217,0.999995358409384,0.5,NGC5005
0.9632156039661288,0.1729067392784206,0.8557024475612344,0.9999996966085262,0.9797954746100248,0.9836734172378164,0.5,NGC7814
0.9111431474496304,0.1640673736743605,0.7932405884555643,0.9999987836353528,0.965523155714894,0.9678937505115796,0.5,UGC02487
0.9343900268783742,0.171028880866426,0.7676199483989262,0.9999993456085832,0.9738712677424438,0.981245439977646,0.5,UGC03546
0.5290535529628043,0.2195985832349468,0.40217057267820305,0.968646896116833,0.625561621997227,0.9989215683915752,0.5,UGC04325
0.5615284530575909,0.1889400921658985,0.37761795906154744,0.9865678923643948,0.5362005494341647,0.9944540457566512,0.5,UGC06399
0.5593956692687736,0.1788723266364225,0.4726869337131507,0.9857929773752222,0.5364202245492465,0.9893040054438949,0.5,UGC06917
0.4016612308210174,0.1664937759336099,0.42983777480233143,0.5083637910539813,0.3818246339417546,0.9734925372565368,0.5,UGC06983
0.98449977846327,0.2085470085470085,1.0,0.9999998280083188,0.9856667118773416,0.9981577158393196,0.5,UGC11914
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS101026
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS102001
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS112113
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS108119
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS122004
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS113134
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS123001
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS101001
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS109127
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS124028
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS110082
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS113114
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS113137
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS108148
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS114117
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS111071
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS122005
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS108140
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS109082
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS111075
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS101033
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS110036
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS113091
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS109080
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS44856
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS112100
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS109065
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS111044
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS124000
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS111054
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS114142
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS114129
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS110059
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS109102
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS107026
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS112117
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS111093
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS113057
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS114078
0.25,0.1666666666666666,0.513971750153999,0.0177957222509151,0.6046410375745178,0.9738474883252576,0.5,xGASS_xCOLD:GASS114000
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6799484012739332,0.9738474883252576,0.5,THINGS:NGC2841
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.4379837820522141,0.9738474883252576,0.5,M17_analog_synthesis:DDO161
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:12700-12701
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:9091-6103
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:GASS102001
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.438149462898828,0.9738474883252576,0.5,M17_analog_synthesis:UGC07125
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:8611-6104
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:GASS108119
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:8139-3703
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:8617-12705
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:8619-12704
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:9894-9102
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:8619-12705
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:8982-12702
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:8655-12703
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:8977-12704
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:11824-12702
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:10498-12701
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:GASS110082
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:GASS122005
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:11751-12702
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:9001-12704
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:11941-9101
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:8553-12703
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:10838-6103
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:8598-12704
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:11022-12702
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:GASS112113
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:GASS109080
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6237132959646653,0.9738474883252576,0.5,THINGS:NGC5055
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:GASS101026
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6046410375745178,0.9738474883252576,0.5,M17_analog_synthesis:GASS111054
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.6276110843233902,0.9738474883252576,0.5,THINGS:NGC6946
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.7101075877113513,0.9738474883252576,0.5,THINGS:NGC3521
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.7360713552333693,0.9738474883252576,0.5,THINGS:NGC7331
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.4407279049878443,0.9738474883252576,0.5,THINGS:NGC2403
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.7414323043392996,0.9738474883252576,0.5,THINGS:NGC2903
0.5,0.1666666666666666,0.513971750153999,0.9343691332794054,0.4419520633170377,0.9738474883252576,0.5,THINGS:NGC3198
