f_star,hi_compactness_proxy,log10_Sigma_b,composition_indicator,hi_extent_indicator,shape_symmetry_indicator,sfe_indicator,object_name
0.830635017923709,0.0836382645060115,0.9327616475031558,0.99998959027075,0.5190630773577976,6.646280419409443e-05,0.5,NGC5055
0.569708176180754,0.0809278350515464,0.7481132439859847,0.9891717569016492,0.335787516992069,2.7298168894121408e-05,0.5,NGC3198
0.5562627137766096,0.0902837489251934,0.7762148197083593,0.9845741493656508,0.3371387894213641,0.0004696214852283,0.5,NGC4559
0.7608718569655787,0.1035353535353535,0.7702226823341258,0.9999331109450224,0.4561238101848028,0.0108490242817086,0.5,UGC09133
0.8143848024495663,0.102997045166737,0.8803057414209319,0.9999839441333404,0.5242121705710335,0.0097089651058431,0.5,NGC6946
0.8305981179736397,0.1039065646395489,0.9472916147796129,0.9999895800226556,0.5460136300752992,0.0117035236655163,0.5,NGC4088
0.7551270976014745,0.1037624926513815,0.7702834254710166,0.9999220382859552,0.4497740244073964,0.0113649883021877,0.5,NGC1090
0.919653485596212,0.1985588470776621,0.7445026321691718,0.9999990305976104,0.978057756155942,0.9968552981407834,0.5,NGC5371
0.8351130393642101,0.1623533792589834,0.6861944026844894,0.9999907619747962,0.931992498099214,0.9631402580487198,0.5,NGC0801
0.1300587637772103,0.1024349286314021,0.5809007462036874,0.0007391471105401,0.2462828416715116,0.0086342536128838,0.5,DDO161
0.1804974862131068,0.1279333838001514,0.4349844589362793,0.0028311374457569,0.1451809401305601,0.3966343895107987,0.5,UGC07125
0.3036401196751674,0.046078992558672,0.7938357142837125,0.0704080572720052,0.3328755949336067,2.6129271339776828e-14,0.5,NGC1003
0.3791024468060149,0.0921198668146503,0.5978080670893593,0.3616732109984201,0.2710004731737613,0.000766800732507,0.5,NGC0100
0.2190220941273122,0.1611185086551265,0.3855358710401333,0.0078690427211652,0.3364474610022983,0.9592295419934306,0.5,UGC12632
0.3082050493856122,0.1416911524649036,0.43461220724017335,0.0788041826193561,0.2953740817830326,0.7802423209976004,0.5,UGC01230
0.3536921314166375,0.1581722319859402,0.46243917795573386,0.2234423058046211,0.3746164023958058,0.947908692585576,0.5,UGC10310
0.0546746856205576,0.0454545454545454,0.8681394388899347,9.90767916522554e-05,0.3332664200050156,1.3470879927405862e-14,0.5,NGC3741
0.1484680387161279,0.1310383120488617,0.41632936724299285,0.0012070595997262,0.178244085091432,0.4980185276259607,0.5,F583-1
0.0629676272316467,0.1658255227108867,0.3769768243357707,0.0001235957069114,0.3350207235165528,0.9720686475031908,0.5,UGC00731
0.2739128786442734,0.0745033112582781,0.6970158877263553,0.0331447507001966,0.3276422559837497,2.557397945340476e-06,0.5,UGC08550
0.1326205548187747,0.2063492063492063,0.2859532540196222,0.0007913648699381,0.4452503865380903,0.9979367593682972,0.5,NGC3109
0.1827172347575612,0.1304186735828084,0.3497796603001015,0.0030032625697791,0.1602703385829763,0.4778897770035106,0.5,F563-1
0.1667500416875104,0.2126126126126126,0.2865477148990432,0.0019639334466454,0.5024422670130589,0.9984968159506866,0.5,UGCA442
0.2121929323430996,0.1260575296108291,0.5238081439204806,0.006567520885839,0.2311011944533517,0.3367094941461767,0.5,UGC06446
0.2621031432633075,0.0533707865168539,0.8855578013995143,0.0244090192421359,0.3332946995880083,1.8996163212039246e-11,0.5,UGC05721
0.2026049204052098,1.0,0.5123063809498151,0.0050933659811907,0.4836894257480137,0.9999995986455908,0.5,D631-7
0.2185837997382563,0.1650717703349282,0.4611047025352094,0.0077783171424357,0.3715034095502309,0.9703583508021598,0.5,DDO064
0.3468385512584407,0.0791027154663518,0.74004692982726,0.193335653817076,0.3315254954805567,1.4487263577227492e-05,0.5,UGC08490
0.3966424880522063,0.1228915662650602,0.6024141113508144,0.474927333448087,0.346863573367087,0.2437653067864336,0.5,NGC5585
0.3539556425801107,0.1081632653061224,0.6360203432596655,0.2246639645376594,0.3119505177833128,0.0267415647073861,0.5,UGC07603
0.3936386639390917,0.3748180494905385,0.0,0.4550028626215021,0.6533705914233253,0.9999836593805465,0.5,UGC06667
0.3110022554271215,0.2365747460087082,0.22095513865895505,0.084392102232543,0.6357127901923026,0.999478001186084,0.5,UGC01281
0.3325929759608286,0.1289802498992341,0.4181485820683364,0.1408362282199201,0.1532361731604249,0.4308157086791707,0.5,UGC05005
0.3398371125563953,0.2222222222222222,0.2852137103637298,0.1658700066266732,0.5983235534088752,0.9990428977881448,0.5,UGC07524
0.3056909504252074,0.1989198919891989,0.3575083564361463,0.0740726647731066,0.4636708111224593,0.9969183382274822,0.5,UGC04278
0.3465832961143367,0.1663461538461538,0.4595306007741056,0.1922763006429242,0.3865865197785878,0.9731851638379586,0.5,UGC04499
0.378148431753646,0.1598602901665771,0.3623292395729426,0.3558208057142961,0.3473606567365579,0.954765933573635,0.5,UGC00128
0.341041215047844,0.1760869565217391,0.4578119234641654,0.170360361524563,0.4066278570031452,0.987011474772384,0.5,F563-V2
0.3659915836288376,0.1654091700522345,0.43081452617908444,0.2854201776806811,0.3710292915745178,0.9711380623024132,0.5,F568-V1
0.3684227300251776,0.172813487881981,0.4121674503919435,0.2988245066408903,0.3827585235772723,0.983561664808833,0.5,UGC07399
0.6811008561659592,0.077590141487905,0.7537429131658383,0.9994389737215432,0.3564163018647008,8.378107982398002e-06,0.5,UGC06614
0.828384620186985,0.0878455130632336,0.9852570523513037,0.9999889464589224,0.5210652731342665,0.000237218404027,0.5,NGC4157
0.8785671753318778,0.0746513535684987,0.9124695917351,0.9999971004442962,0.5752863563020789,2.7132329218144e-06,0.5,NGC2841
0.8780208298223735,0.1063829787234042,0.8935806766840644,0.9999970578909424,0.5989154873286422,0.0191100465415288,0.5,NGC4100
0.5412838794329377,0.0842424242424242,0.8133601673253977,0.977173206364622,0.3358117602369097,8.04130170318572e-05,0.5,NGC2403
0.7075245007001539,0.1245480112494977,0.708984970329406,0.9997226109642958,0.5209196669489282,0.2907692159971696,0.5,NGC2998
0.8280175220606345,0.0891105297580117,0.8658881333688544,0.9999888377225268,0.5220858347573619,0.000339676970095,0.5,ESO563-G021
0.7914094783066582,0.1024978466838931,0.8718535739882951,0.999970371520492,0.4934082281628091,0.0087489905642478,0.5,NGC3893
0.7150059174672374,0.1077417053157331,0.7840105547631728,0.9997727690944496,0.4172424109237649,0.0247271104022709,0.5,NGC6674
0.7582617791542307,1.0,0.7813083212437346,0.999928289828136,0.9860610180665108,0.9999995986455908,0.5,NGC5907
0.8153228640373326,0.1003460207612456,0.8809878533439853,0.9999843407823984,0.520907124184442,0.0055139158037383,0.5,UGC03205
0.7346700190573804,0.1332510795805058,0.6342878679105131,0.9998654839672168,0.6545695977478375,0.567998096925073,0.5,NGC6503
0.7859578061088343,0.1487460363217065,0.6995747995955238,0.99996573551711,0.8682998488385557,0.881940479122293,0.5,NGC5033
0.5374936272438549,0.147932131495228,0.5640037064273989,0.9748065628223472,0.5616573053340995,0.8731098008460318,0.5,NGC4183
0.5822728014357971,0.1636125654450261,0.5580353959245041,0.9922306326571512,0.64327191451578,0.9667028897564748,0.5,UGC07151
0.4235972349732678,0.1151315789473684,0.5709917593652756,0.6498587519951898,0.2480910996055374,0.0869907282752989,0.5,UGC08286
0.913441441546966,0.120113429208021,0.8502332203895158,0.999998855945144,0.6708687440357629,0.1750302743458249,0.5,UGC11455
0.8847623064308691,0.1129411764705882,0.918110819857957,0.9999975419841358,0.6176493048283201,0.0614978392289104,0.5,NGC3521
0.8371238370913012,0.1315300981172102,0.8395777214094373,0.9999912442786972,0.7561515192236645,0.5138668223426057,0.5,NGC3992
0.9209839202625252,0.1231289232254949,0.9804699034019589,0.9999990643873417,0.7009480023163888,0.2502484846410074,0.5,NGC0891
0.9260163936134734,0.1496945010183299,0.833217498392302,0.9999991818854262,0.947114499743496,0.8914456669270204,0.5,NGC4217
