quantum_family,template_name,bias,drive_scale,eq_scale,eq_reservoir,k_on,k_off,k_coherent,A0,Omega0,Delta0,gamma_phi,gamma_relax,w0,gas_c,gas_k,RHI_Rd_c,RHI_k,n_steps,tau_final,mse,rmse,spearman_A_pred_A_inferred,pearson_A_pred_A_inferred,prediction_min,prediction_max,prediction_std,rank_score
two_channel_master,gas_hi,0.4,2.5,0.8,0.8,8.0,1.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2927064916139295,0.5410235592041528,0.32637805316284957,0.280342070598681,0.0001923777387850211,0.9994015029344503,0.23569577983489287,0.11319856237436221
two_channel_master,gas_hi,0.8,1.2,0.8,0.8,4.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2977977881438999,0.5457085193983139,0.33513001896502426,0.26044486876455264,0.04815304876935654,0.996548258553584,0.16915952510717647,0.11347627771313654
two_channel_master,gas_hi,0.4,2.5,0.8,0.8,8.0,1.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.29322084566173573,0.5414987032872154,0.3252281598457756,0.2840914544288618,0.07281635651229364,0.9994283560782101,0.22026734167505552,0.11434535774655916
two_channel_master,gas_hi,0.8,2.5,0.8,0.8,4.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.30072036214246406,0.5483797608796882,0.33783135564640465,0.25702732531253536,0.005900992607692668,0.9968020652047513,0.1942486983902282,0.11491311653694147
two_channel_master,gas_hi,0.8,2.5,0.8,0.8,4.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.3009078675669816,0.5485506973534731,0.33780397723409333,0.2690820033323622,0.10796687789830244,0.9972312854484046,0.1738348996726961,0.11511568008823028
two_channel_master,dyn_early_hi,0.8,2.5,0.8,0.8,4.0,1.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.27430841985082105,0.5237446131950391,0.28620479616475486,0.22605535255750375,0.030475346978547174,0.9832574299256943,0.16234957615416554,0.11689578196020586
two_channel_master,dyn_early_hi,0.8,2.5,0.8,0.8,4.0,1.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2771719507237479,0.5264712249722181,0.29092300921973324,0.23532495532506387,0.0995706397076324,0.9864205225545992,0.15320468435425602,0.1171642956528946
two_channel_master,gas_hi,0.4,1.2,0.8,0.8,8.0,1.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.3045846581061428,0.5518918898716875,0.3329397459801213,0.2665046082532855,0.1054838426250811,0.9993556881585559,0.16961575888444397,0.12146779781707609
two_channel_master,gas_hi,0.4,1.2,0.8,0.8,8.0,1.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.30391743333276755,0.5512870698037163,0.3305760763839136,0.26039205974887314,0.037163910932883196,0.9993155516506508,0.18030454370408117,0.12210059132161505
two_channel_master,dyn_early_hi,0.4,1.2,0.8,0.8,4.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2904993288963226,0.5389798965604585,0.30424716987789285,0.26874556936118543,0.2569557595209291,0.9927866552783825,0.123582356756451,0.12316338546348149
two_channel_master,dyn_early_hi,0.4,2.5,0.8,0.8,4.0,1.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2485884061373245,0.4985864078946843,0.22578976633118206,0.19726402575211383,0.08275221919008856,0.9848151982673713,0.18802941130096215,0.12440403465517436
two_channel_master,dyn_early_hi,0.4,1.2,0.8,0.8,4.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.29296283006692814,0.5412604087377241,0.3048312426738669,0.2765831785584547,0.3216273111102761,0.9939291558691219,0.1166005709967059,0.12530564659630133
two_channel_master,dyn_early_hi,0.4,2.5,0.8,0.8,4.0,1.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.24497147787002335,0.49494593428982053,0.21016581903887435,0.18444038828912265,0.011442583651905426,0.9812567267249197,0.2010504238082268,0.12938027739864244
two_channel_master,dyn_early_hi,0.8,1.2,0.8,0.8,4.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.30890353158781597,0.5557909063558129,0.3197981080707037,0.2845090826684273,0.35986906307440514,0.9945546104391634,0.10338998535358787,0.13301457214892892
two_channel_master,gas_hi,0.4,2.5,0.8,0.8,8.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.3139181202030832,0.5602839638996312,0.32729979304399626,0.25689754691026606,0.003323078653176133,0.9995078666464773,0.20800376598586734,0.13390323402888524
two_channel_master,gas_hi,0.4,2.5,0.8,0.8,8.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.3140101837611363,0.5603661158217333,0.32729979304399626,0.2657501762316754,0.09808697746434131,0.999515378803163,0.18769370910378577,0.13399529758693837
two_channel_master,gas_hi,0.8,2.5,0.8,0.8,8.0,1.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.32390692506773505,0.5691282149636715,0.34184685611872667,0.24241348237586455,0.000522790360887997,0.9994031736113734,0.2041725262851677,0.13589115420243536
two_channel_master,gas_hi,0.8,2.5,0.8,0.8,8.0,1.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.32357197800915066,0.5688338755815714,0.3407243412139639,0.24824468099937336,0.07310811070503119,0.9994297786911417,0.19062748370017638,0.1361735903414705
two_channel_master,gas_hi,0.8,1.2,0.8,0.8,8.0,1.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.32261676118888827,0.5679936277713759,0.33618865090772737,0.24226571832460095,0.05889988732950226,0.9993519209430517,0.16383051415996325,0.1377130031896382
two_channel_master,gas_hi,0.8,1.2,0.8,0.8,8.0,1.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.32284751367255043,0.5681967209273127,0.33607913725848226,0.24895323201656192,0.12471051101105794,0.9993863245404268,0.1541093435832721,0.13800398818038517
two_channel_master,gas_hi,0.4,1.2,0.8,0.8,8.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.3231665998630769,0.5684774400651945,0.33645330889340314,0.24220167626562628,0.05088149398340317,0.9994726812530516,0.16730899380532213,0.13811727997170514
two_channel_master,gas_hi,0.4,1.2,0.8,0.8,8.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.32329192472707724,0.5685876579095586,0.33645330889340314,0.25081075688071597,0.13118581923076683,0.9994835136405416,0.1548933428296124,0.1382426048357055
two_channel_master,dyn_early_hi,0.4,2.5,0.8,0.8,4.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2927613789681288,0.5410742823015421,0.27538119716435944,0.2248839265794492,0.07587320728313578,0.9954237509043832,0.15727723299615468,0.1413017205277311
two_channel_master,dyn_early_hi,0.4,2.5,0.8,0.8,4.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2948251656162021,0.5429780526100498,0.2790316521391977,0.236807206443177,0.2027131078863027,0.9961069539759811,0.1406983187198153,0.14135775693964336
two_channel_master,dyn_early_hi,0.8,2.5,0.8,0.8,4.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.31661784864875636,0.5626880562520911,0.31516203025265915,0.25621268620300874,0.26009843169356794,0.9966587344015272,0.11719770000137378,0.14327873200979382
two_channel_master,dyn_early_hi,0.8,2.5,0.8,0.8,4.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.3152644604315831,0.5614841586648577,0.3101426546622566,0.245760482516577,0.14348227631243549,0.9960984899945646,0.13061095018929772,0.14468600036734197
two_channel_master,dyn_early_hi,0.4,1.2,0.8,0.8,8.0,1.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.318490092659176,0.5643492647812842,0.3023306810161027,0.2603681634948002,0.32620008767608716,0.9987953621544355,0.11023066037286612,0.15220821810031948
two_channel_master,dyn_early_hi,0.8,1.2,0.8,0.8,4.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.31049639763696274,0.5572220362090526,0.32352157214503874,0.2903576197781307,0.4085997409107393,0.9953789153087975,0.0986927808152542,0.1525595329571914
two_channel_master,gas_hi,0.8,2.5,0.8,0.8,8.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.33819624410318205,0.5815464247187683,0.3371925260258079,0.2330283810850065,0.10820257672336779,0.999517265349763,0.16708118536808966,0.1527403547889877
two_channel_master,gas_hi,0.8,2.5,0.8,0.8,8.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.3389855326121783,0.5822246410211254,0.3378861124710272,0.22119357129143877,0.006650699911827938,0.9995100582868788,0.1866086213338823,0.15314817075311332
two_channel_master,gas_hi,0.8,1.2,0.8,0.8,8.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.33828702302133423,0.5816244690703223,0.3357323440358726,0.2277334260416943,0.0816485091999148,0.999488923422854,0.15170239170118002,0.1536342338016043
two_channel_master,gas_hi,0.8,1.2,0.8,0.8,8.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.33833914595114445,0.581669275405831,0.3357323440358726,0.23643612130227606,0.1602794044365496,0.9994980305892102,0.14032875247879825,0.1536863567314145
two_channel_master,dyn_early_hi,0.4,1.2,0.8,0.8,8.0,1.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.3172227820264259,0.5632253385869868,0.29134281154183966,0.25510621563876495,0.2854188566280303,0.998636041578902,0.11483624099530426,0.15698423567841407
two_channel_master,dyn_early_hi,0.8,2.5,0.8,0.8,8.0,1.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.34236355547333674,0.585118411497482,0.3157826075983816,0.21171013471646966,0.059743542047359974,0.9993733793648052,0.14129247236735853,0.16868312129422683
two_channel_master,dyn_early_hi,0.8,2.5,0.8,0.8,8.0,1.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.3426408951726968,0.58535535802852,0.31537193141371234,0.21661937569898398,0.12545709858991483,0.9994044732366486,0.1326588724910655,0.169186332895155
two_channel_master,dyn_early_hi,0.4,2.5,0.8,0.8,8.0,1.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.31818068226666135,0.5640750679356972,0.2620570365061999,0.19269226000098302,0.0927114732696319,0.9993538507900237,0.1614472838171694,0.1740493121882514
two_channel_master,dyn_early_hi,0.4,2.5,0.8,0.8,8.0,1.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.317471927152772,0.5634464723048428,0.2588628884032164,0.18637526769419938,0.02271469631008431,0.999313365222163,0.17233174444891558,0.17509733853100296
two_channel_master,dyn_early_hi,0.4,2.5,0.8,0.8,8.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.3348056111363812,0.5786238943704115,0.28237181844117465,0.20752529927692792,0.09528831653711677,0.9994580378127232,0.14282742344219002,0.1795011109937351
two_channel_master,dyn_early_hi,0.4,2.5,0.8,0.8,8.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.33560885271089114,0.5793175750060506,0.2819337638441941,0.2150832186567589,0.21217763591508973,0.9994713775006554,0.12807474242652306,0.18054528259658437
two_channel_master,dyn_early_hi,0.8,2.5,0.8,0.8,8.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.3541380074948479,0.5950949567042624,0.3156000848496397,0.22391851291311307,0.1837070638964297,0.9994892497937106,0.116891328585594,0.18055796082754608
two_channel_master,dyn_early_hi,0.8,2.5,0.8,0.8,8.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.3548980136199427,0.5957331731739829,0.3161111485461171,0.23111388133916047,0.2827000077366669,0.9994989725326147,0.10528325769976862,0.18103688191957829
two_channel_master,dyn_early_hi,0.8,1.2,0.8,0.8,8.0,1.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.33510077909439756,0.5788788984704811,0.3151985348024075,0.2741751454406415,0.3954222371576821,0.9990313800495927,0.09366908411181997,0.1817415849530734
two_channel_master,dyn_early_hi,0.8,1.2,0.8,0.8,8.0,1.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.3358571011670416,0.5795317947852746,0.31576435532350744,0.27800415304090464,0.4250120933479551,0.9991195327560668,0.09063979444121596,0.18218670573911247
two_channel_master,dyn_early_hi,0.4,1.2,0.8,0.8,8.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.3366061086797709,0.5801776526890456,0.30964071710321633,0.26502186767709435,0.37681583543794556,0.9992106620625132,0.09642469797589494,0.1863037142730019
two_channel_master,dyn_early_hi,0.4,1.2,0.8,0.8,8.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.33741497802520726,0.580874322057024,0.30990537508889204,0.26944364909494906,0.4179609473245241,0.999256939624738,0.09219987171229026,0.1869670217263166
two_channel_master,dyn_early_hi,0.8,1.2,0.8,0.8,8.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.3513760647280103,0.5927698244074258,0.32501825868472234,0.281347044730486,0.49631522648678517,0.9993574244328597,0.07701714955760541,0.192616022451413
two_channel_master,dyn_early_hi,0.8,1.2,0.8,0.8,8.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.35188016065079253,0.5931948757792775,0.3253194212201465,0.2843735344074342,0.5217926405070804,0.9993825278123339,0.0746354987749085,0.19295447897971194
bloch_lindblad,dyn_early_hi,0.8,1.2,0.8,0.8,1.0,1.0,0.0,0.2,4.0,1.0,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.1635309321364068,0.4043895796585352,-0.08455366335469065,0.07391524101496026,0.12036202406278745,0.7070276628478294,0.10102482922443178,0.21003544698148666
