galaxy_name,v_flat_obs_km_s,v_m5_bdvr_km_s,velocity_ratio_pred_over_obs,log10_velocity_error,abs_log10_velocity_error,M_baryon_Msun,M_star_Msun,M_gas_Msun,star_frac,gas_frac,stellar_to_gas_ratio,T,Rdisk,r_over_Rdisk_eval,H_halo,S_star_gas,S_internal,S_struct,Q_eff,RHI,Reff,SBeff,SBdisk,log10_SBeff,log10_SBdisk,log10_M_baryon_Msun
NGC2841,284.8,248.00987495300308,0.8708211901439714,-0.0600710115893392,0.0600710115893392,107061250000.0,94060500000.0,13000750000.000002,0.8785671753318778,0.1214328246681222,7.235005672749648,3.0,3.64,6.9546703296703285,1.3155430847156049,1.048140661490911,1.2,1.2577687937890931,1.4895969878945892,45.12,5.51,983.63,4751.49,2.992831765934685,3.6768298195842175,11.0296323097081
NGC4157,184.7,211.93960028992663,1.1474802397938637,0.0597452154969878,0.0597452154969878,63750580000.0,52810000000.0,10940580000.000002,0.828384620186985,0.171615379813015,4.826983578567132,3.0,2.32,6.148706896551724,1.3049233583441573,1.0,1.2,1.2,1.4097079381027504,24.09,4.44,848.85,23813.87,2.9288309529910093,4.376829978482175,10.804484140316246
UGC05721,79.7,69.50406644054378,0.872071097121001,-0.0594481070070641,0.0594481070070641,1012960000.0,265500000.0,747460000.0000001,0.2621031432633075,0.7378968567366925,0.3552029540042276,7.0,0.38,9.657894736842104,1.3360059126415424,1.0,1.0,1.0,1.2027386693887572,6.74,0.6,233.79,913.76,2.3688259309588453,2.9608321428206965,9.005592296177396
UGC03546,196.9,225.7367528112344,1.146453797923994,0.0593565573555587,0.0593565573555587,54225750000.0,50668000000.0,3557750000.0,0.9343900268783742,0.0656099731216258,14.241585271590193,1.0,3.79,2.763852242744063,1.21069732641967,1.1363764990649612,1.4,1.5909270986909456,1.7339986571099069,18.37,2.58,2403.42,922.21,3.3808296708221524,2.9648298271886078,10.734205567483997
NGC1090,164.4,187.54039426852225,1.1407566561345637,0.057193011491666,0.057193011491666,47703890000.0,36022500000.0,11681390000.0,0.7551270976014745,0.2448729023985255,3.0837511631749304,4.0,3.53,5.219546742209632,1.2885585775508177,1.0,1.1,1.1,1.2760266520988337,30.49,6.36,283.68,2055.09,2.4528287182568427,3.312830845991887,10.678553794902832
UGC00731,73.3,83.55044525791908,1.139842363682389,0.0568447940412088,0.0568447940412088,2564810000.0,161500000.0,2403310000.0,0.0629676272316467,0.9370323727683532,0.0671989880622974,10.0,2.3,2.819565217391305,1.2132604417332014,1.0,1.0,1.0,1.0922371192407492,11.57,1.4,25.63,82.57,1.408748606184244,1.916822284595912,9.409055198294674
UGC06667,83.8,73.78901586001074,0.8805371821003668,-0.0552523005256959,0.0552523005256959,1774470000.0,698500000.0,1075970000.0,0.3936386639390917,0.6063613360609084,0.6491816686338838,6.0,5.15,1.5,1.1377142691005784,1.0,1.0,1.0,1.0242267142793506,8.59,3.5,18.06,614.94,1.256717745977487,2.788832743515087,9.249068661364879
UGC07524,79.5,89.80885136279126,1.1296710863244184,0.0529520132288566,0.0529520132288566,3584070000.0,1218000000.0,2366070000.0,0.3398371125563953,0.6601628874436046,0.5147776692997249,9.0,3.46,2.2716763005780347,1.185861969872389,1.0,1.0,1.0,1.0675716583491848,12.11,3.61,29.71,106.86,1.472902651803664,2.028815169846887,9.554376483221354
UGC11914,288.1,255.1665290039442,0.8856873620407643,-0.0527195522682522,0.0527195522682522,76195040000.0,75014000000.0,1181040000.0,0.98449977846327,0.0155002215367299,63.51520693625957,2.0,2.44,2.5368852459016398,1.199749374092115,1.331172313914355,1.3,1.7305240080886617,1.869093619266172,9.26,3.12,2425.66,3168.33,3.3848299265915687,3.5008304095699527,10.881926701382376
F574-1,97.8,110.11177428999484,1.1258872626788838,0.0514949059259186,0.0514949059259186,7955420000.000001,3268500000.0,4686920000.000001,0.4108519726174104,0.5891480273825895,0.697366287455301,7.0,4.46,2.473094170403588,1.1965202815377989,1.0,1.0,1.0,1.07716679821278,16.19,5.87,29.98,128.48,1.476831628512261,2.108835527934606,9.90066311281571
