galaxy_name,v_flat_obs_km_s,v_m5_bdvr_km_s,velocity_ratio_pred_over_obs,log10_velocity_error,abs_log10_velocity_error,M_baryon_Msun,M_star_Msun,M_gas_Msun,star_frac,gas_frac,stellar_to_gas_ratio,T,Rdisk,r_over_Rdisk_eval,H_halo,S_star_gas,S_internal,S_struct,Q_eff,RHI,Reff,SBeff,SBdisk,log10_SBeff,log10_SBdisk,log10_M_baryon_Msun
NGC2903,184.6,191.88962876215083,1.039488779859972,0.0168198059607071,0.0168198059607071,44325660000.0,40931500000.0,3394160000.0000005,0.9234267464940172,0.0765732535059827,12.059390246776816,4.0,2.33,3.9270386266094417,1.2554697131473642,1.1147066034992692,1.1,1.226177263849196,1.3858696800809982,13.76,4.54,632.16,1193.52,2.800827012337371,3.076829700943831,10.646655210876995
UGC02487,332.0,344.4562886831093,1.0375189418165942,0.0159960343010751,0.0159960343010751,268868290000.0,244977500000.0,23890790000.000004,0.9111431474496304,0.0888568525503695,10.25405606093394,0.0,7.89,3.157794676806084,1.2278396007840038,1.0935777049443676,1.5,1.6403665574165514,1.8131988587133503,40.2,9.63,818.14,1150.35,2.912827626440297,3.060829996825313,11.429539585079066
NGC5585,90.3,93.62765316919872,1.0368510871450578,0.0157163873677569,0.0157163873677569,3709890000.000001,1471500000.0,2238390000.0000005,0.3966424880522063,0.6033575119477936,0.6573921434602548,7.0,1.53,4.310457516339869,1.2668110952661429,1.0,1.0,1.0,1.140446068891101,10.92,2.27,90.54,297.05,1.9568404901592336,2.4728295567127057,9.56936103276835
F579-V1,112.1,116.08627804268072,1.035560018221951,0.0151752744774168,0.0151752744774168,8909850000.0,5924000000.0,2985850000.0,0.6648821248393632,0.3351178751606368,1.984024649597267,5.0,3.37,3.964391691394659,1.2566394146894453,1.0,1.0,1.0,1.1312890184270985,20.96,5.76,56.6,201.76,1.7528164311882717,2.3048350692290063,9.949870392620417
UGC08550,56.9,58.68102915994972,1.0313010397179214,0.0133854555888479,0.0133854555888479,527540000.0,144500000.0,383040000.0,0.2739128786442734,0.7260871213557266,0.3772451963241437,7.0,0.45,7.333333333333332,1.3196289846841247,1.0,1.0,1.0,1.1879953480053698,5.59,1.01,45.38,1284.78,1.6568644915489172,3.108828767382579,8.722255395004163
NGC2998,209.9,216.23357970733957,1.0301742720692688,0.0129106994584879,0.0129106994584879,106640830000.0,75451000000.0,31189830000.0,0.7075245007001539,0.292475499299846,2.4190898122881723,5.0,6.2,4.083870967741936,1.2602845646355374,1.0,1.0,1.0,1.134570562883153,43.58,7.06,479.55,774.16,2.6808338953273694,2.8888307280420182,11.027923516591635
UGC00128,129.3,133.19660971606464,1.030136192699649,0.0128946458972553,0.0128946458972553,15893230000.000002,6010000000.0,9883230000.000002,0.378148431753646,0.621851568246354,0.6081007929593867,8.0,5.95,3.4369747899159666,1.2386949209427192,1.0,1.0,1.0,1.1151344967086132,31.27,9.63,20.36,88.89,1.308777773664721,1.9488529061997133,10.201212168360524
NGC5907,215.0,209.66943928085624,0.975206694329564,-0.0109033261546345,0.0109033261546345,115675750000.0,87712500000.0,27963250000.0,0.7582617791542307,0.2417382208457693,3.136706212618347,5.0,5.34,1.5,1.1377142691005784,1.0,1.0,1.0,1.0242267142793506,0.0,7.88,449.6,8646.29,2.652826302561005,3.936829797851299,11.063242323990439
UGC01281,55.2,56.59786875752487,1.0253237093754506,0.0108610000266834,0.0108610000266834,567520000.0,176500000.0,391020000.0,0.3110022554271215,0.6889977445728784,0.4513835609431743,8.0,1.63,2.2300613496932518,1.1835692393043595,1.0,1.0,1.0,1.065507628776736,5.26,2.01,13.83,135.78,1.1408221801093106,2.1328358043383724,8.753981171127867
UGC06983,109.0,106.36490946102916,0.9758248574406346,-0.0106281231864467,0.0106281231864467,6595110000.0,2649000000.0,3946110000.000001,0.4016612308210174,0.5983387691789827,0.6712940085299193,6.0,3.21,3.118380062305296,1.22622404291013,1.0,1.0,1.0,1.1039075948595265,16.07,3.95,53.56,121.57,1.7288405683399717,2.084826416697433,9.819222043551013
UGC03205,219.6,224.3218621711867,1.0215021046046753,0.0092392657479627,0.0092392657479627,69691410000.0,56821000000.0,12870410000.0,0.8153228640373326,0.1846771359626674,4.414855470804738,2.0,3.19,5.321316614420063,1.2906079161079664,1.0,1.3,1.3,1.510429888778797,28.6,5.35,587.26,3915.89,2.768830420780154,3.5928304836765594,10.843179251275886
NGC3741,50.1,49.39173079144892,0.9858628900488806,-0.006183480835373,0.006183480835373,256060000.0,14000000.0,242060000.0,0.0546746856205576,0.9453253143794424,0.0578368999421631,10.0,0.2,11.3,1.3419048389023345,1.0,1.0,1.0,1.208049174869754,4.2,0.32,42.94,143.49,1.6328620401002298,2.1568216355916268,8.408341741154654
UGC06446,82.2,83.18917299910873,1.0120337347823447,0.0051949893670559,0.0051949893670559,2328070000.0,494000000.0,1834070000.0,0.2121929323430996,0.7878070676569003,0.2693463172070859,7.0,1.49,4.157718120805369,1.262466015327448,1.0,1.0,1.0,1.136534412801555,10.33,2.06,37.05,86.46,1.568788212315347,1.9368152311976328,9.366996034464401
NGC3953,220.8,218.36466856426895,0.9889704192222326,-0.0048166982518404,0.0048166982518404,74417060000.0,70650500000.0,3766560000.0,0.9493857994389996,0.0506142005610004,18.75730109171233,4.0,4.89,2.4079754601226995,1.1931523945888367,1.1722601036248232,1.1,1.2894861139873055,1.3850819860481034,17.38,6.17,587.26,1999.08,2.768830420780154,3.3008301742398536,10.871672508321927
NGC6503,116.3,115.02422131435556,0.9890302778534444,-0.0047904128483258,0.0047904128483258,8742020000.0,6422500000.0,2319520000.0000005,0.7346700190573804,0.2653299809426197,2.76889183969097,6.0,2.16,3.627314814814815,1.2455374936398735,1.0,1.0,1.0,1.1212945194323891,14.05,1.62,774.16,398.87,2.8888307280420182,2.6008313731751938,9.941611795734016
NGC5033,194.2,192.28174262335855,0.9901222586166766,-0.0043111761455451,0.0043111761455451,70302120000.0,55254500000.0,15047620000.0,0.7859578061088343,0.2140421938911657,3.6719760334192384,5.0,5.16,3.1463178294573644,1.2273713669624309,1.0,1.0,1.0,1.1049404727764318,29.53,2.94,2036.24,614.94,3.308828964496193,2.788832743515087,10.846968421611848
UGC11455,269.4,267.93790871787155,0.9945727866290704,-0.0023634280502215,0.0023634280502215,204896550000.0,187161000000.0,17735550000.000004,0.913441441546966,0.086558558453034,10.552872620245775,6.0,5.93,4.5109612141652615,1.2721892640073276,1.0973202074889763,1.0,1.0973202074889763,1.2567474053673933,43.44,10.06,571.26,9568.2,2.7568338155405883,3.9808302446113695,11.311534645914243
NGC3992,241.0,241.85086279925488,1.0035305510342525,0.0015305984912925,0.0015305984912925,135542670000.0,113466000000.0,22076670000.0,0.8371238370913012,0.1628761629086988,5.139633830645654,4.0,4.96,4.308467741935484,1.2667559012464356,1.0035886524331048,1.1,1.1039475176764153,1.2589377534221928,32.75,9.99,360.44,3257.09,2.5568329810176795,3.5128297591676816,11.13207603637886
