f_star_c,k_star,log10_sigma_c,k_sigma,f_gas_c,k_gas,RHI_Rd_c,k_HI,drive_power,A0,lambda_seed,lambda_feedback,lambda_reservoir,disturbance_weight,failed_weight,n_steps,tau_final,n_primary_fit,n_mature_control,primary_fit_rmse,primary_fit_spearman,primary_cv_rmse,primary_cv_spearman,train_fit_rmse,train_fit_spearman,m37_static_primary_rmse,m37_static_primary_spearman,mature_control_median_A_pred,mature_control_fraction_A_pred_gt_0p5,ugc07125_A_pred,rank_score
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,2.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.5755580190391187,-0.28044000090013127,,,0.5755580190391187,-0.28044000090013127,0.5117710280218454,-0.3627661375280108,0.721351359665952,0.8260869565217391,0.22210286417491246,0.5839712190661227
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.1,0.75,0.0,0.5,0.4,0.4,80,1.0,41,46,0.5693366889988329,-0.39268681944222933,,,0.5693366889988329,-0.39268681944222933,0.5117710280218454,-0.3627661375280108,0.5417513477987153,0.6739130434782609,0.209839921655448,0.584510199065366
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.05,0.75,4.0,1.75,0.4,0.4,80,1.0,41,46,0.5770440201270054,-0.2832727281819508,,,0.5770440201270054,-0.2832727281819508,0.5117710280218454,-0.3627661375280108,0.836455142372441,0.8695652173913043,0.20852926541955757,0.5855422019724639
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,2.0,4.0,0.5,0.4,0.4,80,1.0,41,46,0.5789154756312772,-0.22626409163533323,,,0.5789154756312772,-0.22626409163533323,0.5117710280218454,-0.3627661375280108,0.9089703212779442,0.8478260869565217,0.18719650844111518,0.5857033983803372
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,0.75,10.0,1.75,0.4,0.4,80,1.0,41,46,0.5744984393794224,-0.3939261376280253,,,0.5744984393794224,-0.3939261376280253,0.5117710280218454,-0.3627661375280108,0.9932102553031827,0.9782608695652174,0.1395426779048721,0.5863162235082631
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,4.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.5783162368990982,-0.28079409181035875,,,0.5783162368990982,-0.28079409181035875,0.5117710280218454,-0.3627661375280108,0.940798322499584,0.8913043478260869,0.1913374821088902,0.5867400596534089
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,4.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.5798466460985656,-0.25972568265182616,,,0.5798466460985656,-0.25972568265182616,0.5117710280218454,-0.3627661375280108,0.865425173770329,0.8695652173913043,0.20108902755533084,0.5876384165781204
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,0.75,4.0,1.75,0.4,0.4,80,1.0,41,46,0.5778337324883306,-0.41481750133144424,,,0.5778337324883306,-0.41481750133144424,0.5117710280218454,-0.3627661375280108,0.9275352257990255,0.9782608695652174,0.1839930939445805,0.5902782575282739
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,2.0,10.0,1.75,0.4,0.4,80,1.0,41,46,0.582876475547625,-0.28167931908592736,,,0.582876475547625,-0.28167931908592736,0.5117710280218454,-0.3627661375280108,0.9660832383424007,0.8913043478260869,0.15825285924870922,0.5913268551202028
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,2.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.5824712105442088,-0.39268681944222933,,,0.5824712105442088,-0.39268681944222933,0.5117710280218454,-0.3627661375280108,0.8223637163243399,0.9347826086956522,0.17668695480238833,0.5942518151274757
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,2.0,0.0,0.5,0.4,0.4,80,1.0,41,46,0.5893764312963687,-0.22006750070635306,,,0.5893764312963687,-0.22006750070635306,0.5117710280218454,-0.3627661375280108,0.6994938160418422,0.7391304347826086,0.18657522314435154,0.5959784563175593
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.35,0.1,0.75,0.0,1.25,0.4,0.4,80,1.0,41,46,0.5807099834852864,-0.42508613772804,,,0.5807099834852864,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.543625784931137,0.6956521739130435,0.2052133642375154,0.596640619741758
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,0.75,10.0,0.5,0.4,0.4,80,1.0,41,46,0.5917513898799842,-0.22360840980862742,,,0.5917513898799842,-0.22360840980862742,0.5117710280218454,-0.3627661375280108,0.9745732767669089,0.8478260869565217,0.14232689825754113,0.5984596421742431
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,0.75,4.0,0.5,0.4,0.4,80,1.0,41,46,0.5873825106913437,-0.38666727396836287,,,0.5873825106913437,-0.38666727396836287,0.5117710280218454,-0.3627661375280108,0.9251666271311263,0.9565217391304348,0.15352381484590213,0.5989825289103946
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.1,0.75,0.0,0.5,0.4,0.4,80,1.0,41,46,0.5772815160933569,-0.2722959099649002,,,0.5772815160933569,-0.2722959099649002,0.5117710280218454,-0.3627661375280108,0.4820634547509429,0.391304347826087,0.22866135705031024,0.5993594220975867
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,2.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.5921217777025272,-0.2832727281819508,,,0.5921217777025272,-0.2832727281819508,0.5117710280218454,-0.3627661375280108,0.7150717370291724,0.8043478260869565,0.19676137944280767,0.6006199595479856
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,0.75,4.0,1.25,0.4,0.4,80,1.0,41,46,0.5936351414544507,-0.28114818272058617,,,0.5936351414544507,-0.28114818272058617,0.5117710280218454,-0.3627661375280108,0.8338606423988411,0.8478260869565217,0.17609532000917374,0.6020695869360683
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,4.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.5939394559986015,-0.2832727281819508,,,0.5939394559986015,-0.2832727281819508,0.5117710280218454,-0.3627661375280108,0.8532057425526086,0.8695652173913043,0.1787396281021849,0.60243763784406
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,2.0,10.0,1.75,0.4,0.4,80,1.0,41,46,0.5975657542474996,-0.2629125008438731,,,0.5975657542474996,-0.2629125008438731,0.5117710280218454,-0.3627661375280108,0.9653013742781411,0.8695652173913043,0.13862783760965602,0.6054531292728158
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,2.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.5957181452627491,-0.40915204676780526,,,0.5957181452627491,-0.40915204676780526,0.5117710280218454,-0.3627661375280108,0.8252631447317582,0.9347826086956522,0.1625545166859228,0.6079927066657833
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,2.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.6001458957995893,-0.27760727361831183,,,0.6001458957995893,-0.27760727361831183,0.5117710280218454,-0.3627661375280108,0.7050530392184617,0.8043478260869565,0.18868358242652178,0.6084741140081387
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,0.75,10.0,1.25,0.4,0.4,80,1.0,41,46,0.6015545736028814,-0.23529340984613292,,,0.6015545736028814,-0.23529340984613292,0.5117710280218454,-0.3627661375280108,0.9650450173963723,0.8695652173913043,0.12773866388722005,0.6086133758982655
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,2.0,4.0,1.25,0.4,0.4,80,1.0,41,46,0.6015477778403652,-0.25618477354955177,,,0.6015477778403652,-0.25618477354955177,0.5117710280218454,-0.3627661375280108,0.89511000031792,0.8478260869565217,0.15488969509469575,0.6092333210468517
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,4.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.6019704627785452,-0.2839809100024057,,,0.6019704627785452,-0.2839809100024057,0.5117710280218454,-0.3627661375280108,0.8492982910020315,0.8478260869565217,0.17027154710894649,0.6104898900786173
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,0.75,0.0,0.5,0.4,0.4,80,1.0,41,46,0.5932410485686336,-0.3905622739808647,,,0.5932410485686336,-0.3905622739808647,0.5117710280218454,-0.3627661375280108,0.5169930895637005,0.5652173913043478,0.18088595115581832,0.6118480639682394
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.35,0.05,0.75,0.0,1.25,0.4,0.4,80,1.0,41,46,0.5940374507353707,-0.42455500136269875,,,0.5940374507353707,-0.42455500136269875,0.5117710280218454,-0.3627661375280108,0.5199859992573395,0.6304347826086957,0.18972722206602638,0.6131763410910982
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,0.75,4.0,1.25,0.4,0.4,80,1.0,41,46,0.6033658634911538,-0.39268681944222933,,,0.6033658634911538,-0.39268681944222933,0.5117710280218454,-0.3627661375280108,0.9338089512219545,0.9565217391304348,0.1398576446731429,0.6151464680744207
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,2.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.6036592565125508,-0.4050800013001897,,,0.6036592565125508,-0.4050800013001897,0.5117710280218454,-0.3627661375280108,0.8171381515102013,0.9347826086956522,0.15139799207756618,0.6158116565515565
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,2.0,0.0,0.5,0.4,0.4,80,1.0,41,46,0.6134746134933275,-0.2287427280069253,,,0.6134746134933275,-0.2287427280069253,0.5117710280218454,-0.3627661375280108,0.6847238000617828,0.717391304347826,0.15850014364506726,0.6203368953335353
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.35,0.1,0.75,0.0,1.75,0.4,0.4,80,1.0,41,46,0.6064689135994492,-0.42508613772804,,,0.6064689135994492,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.5390467728683884,0.6739130434782609,0.17380947759676185,0.6229367936290483
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,0.75,4.0,0.5,0.4,0.4,80,1.0,41,46,0.6188948660553961,-0.2292738643722664,,,0.6188948660553961,-0.2292738643722664,0.5117710280218454,-0.3627661375280108,0.7809234465231214,0.7391304347826086,0.14355875040657484,0.6257730819865641
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,2.0,4.0,1.25,0.4,0.4,80,1.0,41,46,0.6188894812278832,-0.2324606825643134,,,0.6188894812278832,-0.2324606825643134,0.5117710280218454,-0.3627661375280108,0.8859190679252724,0.8260869565217391,0.13502083929155287,0.6258633017048126
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,0.75,4.0,1.25,0.4,0.4,80,1.0,41,46,0.6183578812694207,-0.2684009099523984,,,0.6183578812694207,-0.2684009099523984,0.5117710280218454,-0.3627661375280108,0.8042210804710029,0.8043478260869565,0.14783893853855043,0.6264099085679926
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.05,0.75,0.0,0.5,0.4,0.4,80,1.0,41,46,0.6016857385466059,-0.2331688643847683,,,0.6016857385466059,-0.2331688643847683,0.5117710280218454,-0.3627661375280108,0.45573992754058046,0.32608695652173914,0.2024197389899451,0.6294917729841459
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.1,0.75,0.0,1.25,0.4,0.4,80,1.0,41,46,0.6147452063753169,-0.42313863772178906,,,0.6147452063753169,-0.42313863772178906,0.5117710280218454,-0.3627661375280108,0.5348431052853826,0.6521739130434783,0.15548165354184587,0.6316847864358224
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,0.75,0.0,0.5,0.4,0.4,80,1.0,41,46,0.6152261354189721,-0.39268681944222933,,,0.6152261354189721,-0.39268681944222933,0.5117710280218454,-0.3627661375280108,0.5271823285664695,0.5652173913043478,0.14501972636933344,0.6323091532752406
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,0.75,4.0,1.75,0.4,0.4,80,1.0,41,46,0.6244175170709699,-0.28681363728422515,,,0.6244175170709699,-0.28681363728422515,0.5117710280218454,-0.3627661375280108,0.8169881656578488,0.8043478260869565,0.13836367266086366,0.6330219261894967
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.35,0.05,0.75,0.0,1.75,0.4,0.4,80,1.0,41,46,0.616124585682799,-0.42508613772804,,,0.616124585682799,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.5158193957380295,0.5652173913043478,0.1629385033440967,0.6359635439485507
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,2.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.6276521124694496,-0.28114818272058617,,,0.6276521124694496,-0.28114818272058617,0.5117710280218454,-0.3627661375280108,0.8798338919509896,0.8260869565217391,0.12416648821360339,0.6360865579510672
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,0.75,10.0,1.75,0.4,0.4,80,1.0,41,46,0.6295572991110285,-0.26964022813819444,,,0.6295572991110285,-0.26964022813819444,0.5117710280218454,-0.3627661375280108,0.95515256394704,0.8478260869565217,0.09534868965451032,0.6376465059551744
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,0.75,4.0,1.25,0.4,0.4,80,1.0,41,46,0.6264518930086378,-0.39268681944222933,,,0.6264518930086378,-0.39268681944222933,0.5117710280218454,-0.3627661375280108,0.9187222864097049,0.9347826086956522,0.1108757540550153,0.6382324975919047
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,0.75,10.0,1.25,0.4,0.4,80,1.0,41,46,0.6315498260122722,-0.22555590981487833,,,0.6315498260122722,-0.22555590981487833,0.5117710280218454,-0.3627661375280108,0.9595218412231196,0.8260869565217391,0.09355043898563753,0.6383165033067185
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,0.75,4.0,1.75,0.4,0.4,80,1.0,41,46,0.629717309718052,-0.4056111376655308,,,0.629717309718052,-0.4056111376655308,0.5117710280218454,-0.3627661375280108,0.9295153159970054,0.9347826086956522,0.11130968834889303,0.6418856438480178
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,2.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.6352010990580075,-0.27247295542001393,,,0.6352010990580075,-0.27247295542001393,0.5117710280218454,-0.3627661375280108,0.6735834389521873,0.717391304347826,0.13118260590995576,0.6433752877206079
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,2.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.6404345566353185,-0.27034840995864934,,,0.6404345566353185,-0.27034840995864934,0.5117710280218454,-0.3627661375280108,0.8708499593967653,0.8043478260869565,0.11084539633296872,0.648545008934078
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,0.75,0.0,0.5,0.4,0.4,80,1.0,41,46,0.6199924466142298,-0.2299820461927213,,,0.6199924466142298,-0.2299820461927213,0.5117710280218454,-0.3627661375280108,0.4509941711321905,0.32608695652173914,0.16989907853983208,0.6490946450365944
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,0.75,0.0,1.25,0.4,0.4,80,1.0,41,46,0.6294425894097991,-0.41481750133144424,,,0.6294425894097991,-0.41481750133144424,0.5117710280218454,-0.3627661375280108,0.5107302188437634,0.5652173913043478,0.13839156616235973,0.6498562082774249
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,0.75,4.0,1.75,0.4,0.4,80,1.0,41,46,0.6433213623831718,-0.27760727361831183,,,0.6433213623831718,-0.27760727361831183,0.5117710280218454,-0.3627661375280108,0.787787862468316,0.8043478260869565,0.11908431633498519,0.6516495805917212
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.1,0.75,0.0,1.75,0.4,0.4,80,1.0,41,46,0.6373511127435101,-0.42508613772804,,,0.6373511127435101,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.5303088757448411,0.6304347826086957,0.12960390060614366,0.6549605496752993
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.1,0.75,0.0,1.25,0.4,0.4,80,1.0,41,46,0.6271462420943211,-0.2960200009501386,,,0.6271462420943211,-0.2960200009501386,0.5117710280218454,-0.3627661375280108,0.46096037510826093,0.34782608695652173,0.16494908958375348,0.6553588594128608
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,2.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.6495734701803759,-0.25901750083137126,,,0.6495734701803759,-0.25901750083137126,0.5117710280218454,-0.3627661375280108,0.6600919601960585,0.6956521739130435,0.11596999537953212,0.657343995205317
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,0.75,4.0,1.75,0.4,0.4,80,1.0,41,46,0.6474346257976596,-0.39268681944222933,,,0.6474346257976596,-0.39268681944222933,0.5117710280218454,-0.3627661375280108,0.9144395156414227,0.9130434782608695,0.0906313406035504,0.6592152303809266
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,0.75,10.0,1.75,0.4,0.4,80,1.0,41,46,0.6537194423397756,-0.23334590983988202,,,0.6537194423397756,-0.23334590983988202,0.5117710280218454,-0.3627661375280108,0.9494982029089533,0.8260869565217391,0.07203821018846904,0.6607198196349721
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,0.75,0.0,0.5,0.4,0.4,80,1.0,41,46,0.641710260746537,-0.3868443194234766,,,0.641710260746537,-0.3868443194234766,0.5117710280218454,-0.3627661375280108,0.5016245119398559,0.5,0.11313168420685454,0.6629933269803129
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,0.75,4.0,0.5,0.4,0.4,80,1.0,41,46,0.6573116239016011,-0.22608704618021946,,,0.6573116239016011,-0.22608704618021946,0.5117710280218454,-0.3627661375280108,0.7367867559221044,0.6956521739130435,0.10239048375172283,0.6640942352870077
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,2.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.6577842389706554,-0.2855743190984292,,,0.6577842389706554,-0.2855743190984292,0.5117710280218454,-0.3627661375280108,0.6571016187174301,0.6956521739130435,0.10631213622563687,0.6663514685436083
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,0.75,0.0,1.75,0.4,0.4,80,1.0,41,46,0.6480190415316238,-0.42455500136269875,,,0.6480190415316238,-0.42455500136269875,0.5117710280218454,-0.3627661375280108,0.5066165849916511,0.5217391304347826,0.11760174855870204,0.6694761537711263
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,0.75,0.0,1.25,0.4,0.4,80,1.0,41,46,0.6541284264004913,-0.40685045585132684,,,0.6541284264004913,-0.40685045585132684,0.5117710280218454,-0.3627661375280108,0.5203880975901679,0.5652173913043478,0.10228289785224509,0.6726719950813437
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,0.75,4.0,1.25,0.4,0.4,80,1.0,41,46,0.6670469693016171,-0.26574522812569257,,,0.6670469693016171,-0.26574522812569257,0.5117710280218454,-0.3627661375280108,0.7531310890035592,0.717391304347826,0.09136862926531805,0.6750193261453878
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,2.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.6680139047935673,-0.2832727281819508,,,0.6680139047935673,-0.2832727281819508,0.5117710280218454,-0.3627661375280108,0.6444005439279199,0.6956521739130435,0.0962276666328716,0.6765120866390257
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.05,0.75,0.0,1.25,0.4,0.4,80,1.0,41,46,0.6418231613838654,-0.2832727281819508,,,0.6418231613838654,-0.2832727281819508,0.5117710280218454,-0.3627661375280108,0.4369019136018514,0.1956521739130435,0.15073733339053783,0.6769223290160619
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.1,0.75,0.0,1.75,0.4,0.4,80,1.0,41,46,0.6515384506557235,-0.3071738646223029,,,0.6515384506557235,-0.3071738646223029,0.5117710280218454,-0.3627661375280108,0.44757166622101424,0.32608695652173914,0.1357905975137663,0.6839880635330304
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,0.75,0.0,0.5,0.4,0.4,80,1.0,41,46,0.6468046272168178,-0.21652659160407864,,,0.6468046272168178,-0.21652659160407864,0.5117710280218454,-0.3627661375280108,0.4230117457090579,0.17391304347826086,0.14109482865073786,0.6846252671218953
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,0.75,0.0,1.75,0.4,0.4,80,1.0,41,46,0.6730804695962996,-0.42313863772178906,,,0.6730804695962996,-0.42313863772178906,0.5117710280218454,-0.3627661375280108,0.5159291818194525,0.5652173913043478,0.0825755986400265,0.6928425311975
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,0.75,0.0,1.25,0.4,0.4,80,1.0,41,46,0.670483452084698,-0.39268681944222933,,,0.670483452084698,-0.39268681944222933,0.5117710280218454,-0.3627661375280108,0.49549632278200084,0.4782608695652174,0.08344896529786569,0.6931850752200486
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,0.75,4.0,1.25,0.4,0.4,80,1.0,41,46,0.6918323904700059,-0.23334590983988202,,,0.6918323904700059,-0.23334590983988202,0.5117710280218454,-0.3627661375280108,0.7104887644920275,0.6956521739130435,0.06865827619297843,0.6988327677652023
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,0.75,4.0,1.75,0.4,0.4,80,1.0,41,46,0.6906262658052841,-0.2949577282194563,,,0.6906262658052841,-0.2949577282194563,0.5117710280218454,-0.3627661375280108,0.7350453063853306,0.6956521739130435,0.06903197730226254,0.6994749976518677
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,0.75,0.0,1.25,0.4,0.4,80,1.0,41,46,0.6635010811491426,-0.2937184100336602,,,0.6635010811491426,-0.2937184100336602,0.5117710280218454,-0.3627661375280108,0.4307752692662419,0.30434782608695654,0.1178671661674505,0.7009496429420654
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.05,0.75,0.0,1.75,0.4,0.4,80,1.0,41,46,0.6620545962021155,-0.29159386457229564,,,0.6620545962021155,-0.29159386457229564,0.5117710280218454,-0.3627661375280108,0.42495132032006977,0.15217391304347827,0.12637290047933056,0.7014444523969712
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,0.75,0.0,1.75,0.4,0.4,80,1.0,41,46,0.684997899181471,-0.4066734103962132,,,0.684997899181471,-0.4066734103962132,0.5117710280218454,-0.3627661375280108,0.49147147629255045,0.4782608695652174,0.06934307857972193,0.7089765419514759
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,0.75,0.0,0.5,0.4,0.4,80,1.0,41,46,0.6651455775066669,-0.22307727344328623,,,0.6651455775066669,-0.22307727344328623,0.5117710280218454,-0.3627661375280108,0.4028990178392834,0.17391304347826086,0.11386708950871312,0.7106866928786847
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,0.75,4.0,1.75,0.4,0.4,80,1.0,41,46,0.7091565435749165,-0.274951591791606,,,0.7091565435749165,-0.274951591791606,0.5117710280218454,-0.3627661375280108,0.6934090998719513,0.6739130434782609,0.053832452253532434,0.7174050913286647
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,0.75,0.0,1.25,0.4,0.4,80,1.0,41,46,0.679691851488667,-0.27760727361831183,,,0.679691851488667,-0.27760727361831183,0.5117710280218454,-0.3627661375280108,0.40519870909716166,0.13043478260869565,0.10225637448959327,0.7259676126346285
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,0.75,0.0,1.75,0.4,0.4,80,1.0,41,46,0.6843604472293305,-0.30203954642400505,,,0.6843604472293305,-0.30203954642400505,0.5117710280218454,-0.3627661375280108,0.4179938766235155,0.2391304347826087,0.09472175336061939,0.7265478625685867
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,0.75,0.0,1.75,0.4,0.4,80,1.0,41,46,0.6960066768950488,-0.2832727281819508,,,0.6960066768950488,-0.2832727281819508,0.5117710280218454,-0.3627661375280108,0.3939054456692808,0.13043478260869565,0.08437195120137761,0.7469798240652851
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,0.75,0.0,0.5,0.4,0.4,80,1.0,41,46,0.694500256115162,-0.22484772799442343,,,0.694500256115162,-0.22484772799442343,0.5117710280218454,-0.3627661375280108,0.3723459164610934,0.13043478260869565,0.08260248047998736,0.7530720697069341
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,0.75,0.0,1.25,0.4,0.4,80,1.0,41,46,0.7018097682085571,-0.2993838645972993,,,0.7018097682085571,-0.2993838645972993,0.5117710280218454,-0.3627661375280108,0.3841182418728558,0.15217391304347827,0.07337335119300417,0.7573962176385428
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,0.75,0.0,1.75,0.4,0.4,80,1.0,41,46,0.7189066899716591,-0.305226364616052,,,0.7189066899716591,-0.305226364616052,0.5117710280218454,-0.3627661375280108,0.37226263074973276,0.13043478260869565,0.05612352736258781,0.7799277902631732
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,0.75,0.0,1.25,0.4,0.4,80,1.0,41,46,0.7196472516136537,-0.26999431904842186,,,0.7196472516136537,-0.26999431904842186,0.5117710280218454,-0.3627661375280108,0.3561890395802751,0.10869565217391304,0.05641846701262122,0.787190865605895
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,0.75,0.0,1.75,0.4,0.4,80,1.0,41,46,0.7318040915179278,-0.2892922736558173,,,0.7318040915179278,-0.2892922736558173,0.5117710280218454,-0.3627661375280108,0.34595656540617103,0.08695652173913043,0.0448778244781263,0.8050214511214729
