galaxy_name,Q,T,Vflat,e_Vflat,L36,MHI,Rdisk,RHI,Reff,SBeff,SBdisk,D,Inc,Ref,M_star_Msun,M_gas_Msun,M_baryon_Msun,Rdisk_kpc,v_flat_obs_km_s,f_star,f_gas,Sigma_baryon_Msun_kpc2,log10_Sigma_b,RHI_Rd,taxonomy_stage,organization_label_settled,organization_label_score,f_star_ctx,f_gas_ctx,RHI_over_Rdisk,best_m58_architecture_id,best_m58_footprint_score,quality_quarantined,measurement_limited,abs_log10_error_no_governor,A_inferred,rhi_extent_organization_score,fstar_x_rhi_extent_organization,clean_scalar_sample,pred_m4_fstar_rhi_interaction,quality_quarantined_pred,measurement_limited_pred,phase_region,stable_activation_score,boundary_distance,testability_class,target_role,priority_bin,acquisition_priority_rank,missing_target_label_count,existing_tier_a_label_count,organization_score,S_settle,A_star,A_Sigma,A_gas,A_settle,A_gov_current,v_newton_km_s,v_bdvr_full_km_s,v_bdvr_governed_km_s,organization_claim_boundary,visual_claim_boundary,ugc07125_role
NGC1090,1.0,4.0,164.4,3.7,72.045,8.783,3.53,30.49,6.36,283.68,2055.09,37.0,64.0,Ge04,36022500000.0,11681390000.0,47703890000.0,3.53,164.4,0.7551270976014745,0.24487290239852558,609290653.0196081,8.784824515769072,8.637393767705383,true_falsifier_candidate,0.0,0.5501768418325899,0.7551270976014745,0.2448729023985255,8.637393767705383,nearest_neighbor_mature_template,0.7189137391651109,False,False,0.057193011491666,0.6611679418079871,0.6212860502828341,0.4691499319303602,True,0.5933156848061389,False,False,activated_mature,0.7619626879350434,0.2619626879350434,testable_direct,mature_control_acquisition,preferred_50_pool,41.0,9.0,0.0,0.6052569838341673,0.6052569838341673,0.9860282370255224,0.8895670782575873,0.9720014758979135,0.6988980293797268,0.5958662591049457,166.02173646450927,170.8516756429056,168.91636366623607,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC2403,1.0,6.0,131.2,4.9,10.041,3.199,1.39,15.11,2.16,341.06,1408.74,3.16,63.0,"Da06,Fr02",5020500000.0,4254670000.0,9275170000.0,1.39,131.2,0.5412838794329377,0.4587161205670624,764033514.5787771,8.883112409462322,10.870503597122303,mature_or_control,0.0,0.5105108966030939,0.5412838794329377,0.4587161205670624,10.870503597122305,nearest_neighbor_mature_template,1.0,False,False,0.0404458091376348,1.0,0.5090605243947789,0.2755462555105715,True,0.4833928161113762,False,False,transition,0.626952885371316,0.126952885371316,external_proxy_no_direct_activation_target,mature_control_acquisition,reserve_pool,79.0,5.0,4.0,0.6079736056199807,0.6079736056199807,0.8442935859244277,0.9226905844461432,0.8035723955352854,0.7034516443342864,0.44036098793256523,110.24451032869754,114.12452426744402,111.96968567155132,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC2403,1.0,6.0,131.2,4.9,10.041,3.199,1.39,15.11,2.16,341.06,1408.74,3.16,63.0,"Da06,Fr02",5020500000.0,4254670000.0,9275170000.0,1.39,131.2,0.5412838794329377,0.4587161205670624,764033514.5787771,8.883112409462322,10.870503597122303,mature_or_control,0.0,0.5105108966030939,0.5412838794329377,0.4587161205670624,10.870503597122305,nearest_neighbor_mature_template,1.0,False,False,0.0404458091376348,1.0,0.5090605243947789,0.2755462555105715,True,0.4833928161113762,False,False,activated_mature,0.6830900411229762,0.1830900411229762,testable_direct,mature_control_acquisition,reserve_pool,79.0,5.0,4.0,0.6079736056199807,0.6079736056199807,0.8442935859244277,0.9226905844461432,0.8035723955352854,0.7034516443342864,0.44036098793256523,110.24451032869754,114.12452426744402,111.96968567155132,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC2841,1.0,3.0,284.8,8.6,188.121,9.775,3.64,45.12,5.51,983.63,4751.49,14.1,76.0,"Di08,Be91",94060500000.0,13000750000.000002,107061250000.0,3.64,284.8,0.8785671753318778,0.12143282466812223,1286025778.2195067,9.109249674051874,12.395604395604394,mature_or_control,0.0,0.5542143616632161,0.8785671753318778,0.1214328246681222,12.395604395604394,nearest_neighbor_mature_template,1.0,False,False,0.0600710115893392,1.0,0.4324161798635315,0.3799066617105041,True,0.4748881635735253,False,False,activated_mature,0.6999776831582681,0.1999776831582681,testable_direct,mature_control_acquisition,reserve_pool,80.0,5.0,4.0,0.6068320347906675,0.6068320347906675,0.9967889067461937,0.9672016011155108,0.9916871592975303,0.7015429900116703,0.6707322402156672,203.20508926920854,213.27338466257805,210.01152758040178,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC2841,1.0,3.0,284.8,8.6,188.121,9.775,3.64,45.12,5.51,983.63,4751.49,14.1,76.0,"Di08,Be91",94060500000.0,13000750000.000002,107061250000.0,3.64,284.8,0.8785671753318778,0.12143282466812223,1286025778.2195067,9.109249674051874,12.395604395604394,mature_or_control,0.0,0.5542143616632161,0.8785671753318778,0.1214328246681222,12.395604395604394,nearest_neighbor_mature_template,1.0,False,False,0.0600710115893392,1.0,0.4324161798635315,0.3799066617105041,True,0.4748881635735253,False,False,transition,0.626952885371316,0.126952885371316,external_proxy_no_direct_activation_target,mature_control_acquisition,reserve_pool,80.0,5.0,4.0,0.6068320347906675,0.6068320347906675,0.9967889067461937,0.9672016011155108,0.9916871592975303,0.7015429900116703,0.6707322402156672,203.20508926920854,213.27338466257805,210.01152758040178,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC2903,1.0,4.0,184.6,5.6,81.863,2.552,2.33,13.76,4.54,632.16,1193.52,6.6,66.0,"Be91,Be87",40931500000.0,3394160000.0000005,44325660000.0,2.33,184.6,0.9234267464940172,0.07657325350598278,1299461750.043416,9.113763500466842,5.90557939914163,mature_or_control,1.0,0.7517342285708569,0.9234267464940172,0.0765732535059827,5.90557939914163,nearest_neighbor_mature_template,1.0,False,False,0.0168198059607071,0.8283195478752283,0.7585741048612614,0.7004876176266461,True,0.7444680387757632,False,False,transition,0.626952885371316,0.126952885371316,external_proxy_no_direct_activation_target,mature_control_acquisition,reserve_pool,81.0,5.0,4.0,0.8034393457438069,0.8034393457438069,0.9981230761717349,0.9677695571053228,0.9946760522053472,0.9189015220825444,0.8828901788189946,163.00101394766259,171.124043373264,170.19280112927302,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC2903,1.0,4.0,184.6,5.6,81.863,2.552,2.33,13.76,4.54,632.16,1193.52,6.6,66.0,"Be91,Be87",40931500000.0,3394160000.0000005,44325660000.0,2.33,184.6,0.9234267464940172,0.07657325350598278,1299461750.043416,9.113763500466842,5.90557939914163,mature_or_control,1.0,0.7517342285708569,0.9234267464940172,0.0765732535059827,5.90557939914163,nearest_neighbor_mature_template,1.0,False,False,0.0168198059607071,0.8283195478752283,0.7585741048612614,0.7004876176266461,True,0.7444680387757632,False,False,activated_mature,0.8745432326624325,0.3745432326624325,testable_direct,mature_control_acquisition,reserve_pool,81.0,5.0,4.0,0.8034393457438069,0.8034393457438069,0.9981230761717349,0.9677695571053228,0.9946760522053472,0.9189015220825444,0.8828901788189946,163.00101394766259,171.124043373264,170.19280112927302,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC2998,1.0,5.0,209.9,8.1,150.902,23.451,6.2,43.58,7.06,479.55,774.16,68.1,58.0,"Sa96,Br92",75451000000.0,31189830000.0,106640830000.0,6.2,209.9,0.7075245007001539,0.292475499299846,441530052.8075568,8.644960269237012,7.0290322580645155,mature_or_control,1.0,0.6352352489850656,0.7075245007001539,0.292475499299846,7.029032258064516,nearest_neighbor_mature_template,1.0,False,False,0.0129106994584879,0.9057699266164848,0.7021146839039052,0.4967633411633569,True,0.6350593169933787,False,False,activated_mature,0.8445327297508646,0.3445327297508646,testable_direct,mature_control_acquisition,preferred_50_pool,42.0,9.0,0.0,0.7282520296637043,0.7282520296637043,0.975527193333952,0.821547842804216,0.9556881514586504,0.8612864630323354,0.6596841701188755,203.00530274915357,207.20889274251493,205.78798323906412,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC3109,1.0,9.0,66.2,2.6,0.194,0.477,1.56,6.0,1.64,11.4,140.87,1.33,70.0,"Be91,JC90",97000000.0,634410000.0,731410000.0,1.56,66.2,0.1326205548187747,0.8673794451812253,47833463.56296974,7.679731828746212,3.846153846153846,juvenile_forming,0.0,0.573996418462721,0.1326205548187747,0.8673794451812253,3.846153846153846,nearest_neighbor_mature_template,0.3980144269663732,False,False,0.0383771483298666,1.0,0.862071081439301,0.1143283451137012,True,0.5031084454719447,False,False,transition,0.3975752099733515,0.1024247900266484,testable_direct,primary_non_mature_acquisition,minimum_25_pool,10.0,9.0,0.0,0.6252224190564255,0.6252224190564255,0.03866337427781512,0.08834241459438695,0.0642925024571862,0.7314082766901396,0.00016061615298136904,36.665670307757274,59.11593785206482,36.67037981370735,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC3198,1.0,5.0,150.1,3.9,38.279,10.869,3.14,35.66,5.84,178.99,1602.62,13.8,73.0,"Da06,Be91,Be87",19139500000.0,14455770000.000002,33595270000.0,3.14,150.1,0.569708176180754,0.430291823819246,542299209.4006712,8.734238971292958,11.35668789808917,true_falsifier_candidate,0.0,0.4208310953437688,0.569708176180754,0.430291823819246,11.35668789808917,nearest_neighbor_mature_template,0.6973559551462246,False,False,0.041752092637036,0.7652021531474711,0.4846272035899667,0.2760960802848188,True,0.4741976697723762,False,False,transition,0.5900345256976102,0.0900345256976101,testable_direct,mature_control_acquisition,reserve_pool,82.0,5.0,4.0,0.49527489977811934,0.49527489977811934,0.8840771626742495,0.8680681179278581,0.8446204223169302,0.49055092467857225,0.31797256837845056,152.08838113024217,156.04470059288224,153.3574498304923,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC3198,1.0,5.0,150.1,3.9,38.279,10.869,3.14,35.66,5.84,178.99,1602.62,13.8,73.0,"Da06,Be91,Be87",19139500000.0,14455770000.000002,33595270000.0,3.14,150.1,0.569708176180754,0.430291823819246,542299209.4006712,8.734238971292958,11.35668789808917,true_falsifier_candidate,0.0,0.4208310953437688,0.569708176180754,0.430291823819246,11.35668789808917,nearest_neighbor_mature_template,0.6973559551462246,False,False,0.041752092637036,0.7652021531474711,0.4846272035899667,0.2760960802848188,True,0.4741976697723762,False,False,transition,0.626952885371316,0.126952885371316,external_proxy_no_direct_activation_target,mature_control_acquisition,reserve_pool,82.0,5.0,4.0,0.49527489977811934,0.49527489977811934,0.8840771626742495,0.8680681179278581,0.8446204223169302,0.49055092467857225,0.31797256837845056,152.08838113024217,156.04470059288224,153.3574498304923,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC3521,1.0,4.0,213.7,15.9,84.836,4.154,2.4,18.85,2.45,2232.7,2112.66,7.7,75.0,"Da06,Sa96",42418000000.0,5524820000.0,47942820000.0,2.4,213.7,0.8847623064308691,0.1152376935691309,1324711248.049476,9.122121223899192,7.854166666666668,mature_or_control,0.0,0.5715241143402278,0.8847623064308691,0.1152376935691309,7.854166666666668,nearest_neighbor_mature_template,1.0,False,False,0.0474659609066342,1.0,0.660647335673261,0.5845158604476829,True,0.6546276854445545,False,False,transition,0.626952885371316,0.126952885371316,external_proxy_no_direct_activation_target,mature_control_acquisition,reserve_pool,83.0,5.0,4.0,0.6839562578720921,0.6839562578720921,0.9970182810287362,0.9687961717897824,0.9921826191467552,0.8133080579295868,0.7794391672040882,166.22923152259304,174.60134796360407,172.78965901845586,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC3521,1.0,4.0,213.7,15.9,84.836,4.154,2.4,18.85,2.45,2232.7,2112.66,7.7,75.0,"Da06,Sa96",42418000000.0,5524820000.0,47942820000.0,2.4,213.7,0.8847623064308691,0.1152376935691309,1324711248.049476,9.122121223899192,7.854166666666668,mature_or_control,0.0,0.5715241143402278,0.8847623064308691,0.1152376935691309,7.854166666666668,nearest_neighbor_mature_template,1.0,False,False,0.0474659609066342,1.0,0.660647335673261,0.5845158604476829,True,0.6546276854445545,False,False,activated_mature,0.70730118953066,0.20730118953066,testable_direct,mature_control_acquisition,reserve_pool,83.0,5.0,4.0,0.6839562578720921,0.6839562578720921,0.9970182810287362,0.9687961717897824,0.9921826191467552,0.8133080579295868,0.7794391672040882,166.22923152259304,174.60134796360407,172.78965901845586,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC3741,1.0,10.0,50.1,2.1,0.028,0.182,0.2,4.2,0.32,42.94,143.49,3.21,70.0,"Ge07,Bm05",14000000.0,242060000.0,256060000.0,0.2,50.1,0.05467468562055768,0.9453253143794423,1018830368.202768,9.008101881468578,21.0,juvenile_forming,0.0,0.3888942494661135,0.0546746856205576,0.9453253143794424,21.0,nearest_neighbor_mature_template,0.0942576316485793,False,False,0.006183480835373,1.0,0.0,0.0,True,0.3204666872325327,False,False,transition,0.3965467493710649,0.103453250628935,testable_direct,primary_non_mature_acquisition,minimum_25_pool,11.0,9.0,0.0,0.21329865106277263,0.21329865106277263,0.015538372451927407,0.9516364239455464,0.03055135113310492,0.09165349666330323,4.140531028619249e-05,44.937813603565075,46.87494092727479,44.93789553959132,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC3893,1.0,5.0,174.0,8.9,58.525,5.799,2.38,20.84,2.43,1573.37,2055.09,18.0,49.0,"VS01,SV98",29262500000.0,7712670000.000001,36975170000.0,2.38,174.0,0.7914094783066582,0.2085905216933418,1038906340.8592535,9.01657639694944,8.756302521008404,mature_or_control,1.0,0.5836879317079248,0.7914094783066582,0.2085905216933418,8.756302521008404,nearest_neighbor_mature_template,1.0,False,False,0.0170224256745111,1.0,0.6153102593941213,0.4869623713838361,True,0.5975480844676195,False,False,activated_mature,0.7969820122660451,0.2969820122660451,testable_direct,mature_control_acquisition,preferred_50_pool,43.0,9.0,0.0,0.6764370436721987,0.6764370436721987,0.990915280343914,0.9531728967636851,0.9803537949971179,0.8040018499395996,0.7444715273925508,155.77725548258672,162.57638703501456,160.86635139783036,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC3917,1.0,6.0,135.9,4.1,21.966,1.888,2.63,14.08,5.56,112.94,1226.96,18.0,79.0,"VS01,SV98",10983000000.0,2511040000.0,13494040000.0,2.63,135.9,0.8139148839043014,0.18608511609569856,310492152.3051887,8.492050627850366,5.353612167300381,mature_or_control,1.0,0.8069742744447722,0.8139148839043014,0.1860851160956985,5.353612167300381,nearest_neighbor_mature_template,1.0,False,False,0.0246631985603293,1.0,0.7863133642789375,0.6399921505994921,True,0.7280484412274102,False,False,activated_mature,0.9762525394567496,0.4762525394567495,testable_direct,mature_control_acquisition,preferred_50_pool,44.0,9.0,0.0,0.8393811465060674,0.8393811465060674,0.9930504189870135,0.7140694077056188,0.9842506793301323,0.9379088423891874,0.6546031334411759,121.07709754443219,122.53833940050562,122.03560904825633,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC3953,1.0,4.0,220.8,6.1,141.301,2.832,4.89,17.38,6.17,587.26,1999.08,18.0,62.0,"VS01,SV98",70650500000.0,3766560000.0,74417060000.0,4.89,220.8,0.9493857994389996,0.0506142005610004,495307520.0156474,8.69487492171657,3.554192229038855,mature_or_control,1.0,0.8301717168479605,0.9493857994389996,0.0506142005610004,3.554192229038855,nearest_neighbor_mature_template,1.0,False,False,0.0048166982518404,1.0,0.876743689829732,0.8323680088720985,True,0.8515486528974621,False,False,activated_mature,0.9949148716792198,0.4949148716792197,testable_direct,mature_control_acquisition,preferred_50_pool,45.0,9.0,0.0,0.8781089653729,0.8781089653729,0.9986247603029501,0.848967805919352,0.9958882754667624,0.9536851845170399,0.805210087161031,185.5430239167322,189.93152377499064,189.08467613464265,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC3972,1.0,4.0,132.7,2.9,14.353,1.214,2.18,10.05,3.73,164.75,1587.93,18.0,77.0,"VS01,SV98",7176500000.0,1614620000.0,8791120000.0,2.18,132.7,0.8163351199847119,0.18366488001528816,294409183.4260632,8.468951352707107,4.610091743119266,mature_or_control,1.0,0.8184681126377343,0.8163351199847119,0.1836648800152881,4.610091743119266,nearest_neighbor_mature_template,1.0,False,False,0.0438649241014279,1.0,0.8236791801080777,0.6723982423224367,True,0.7563597978571457,False,False,activated_mature,0.9780491933887114,0.4780491933887114,testable_direct,mature_control_acquisition,preferred_50_pool,46.0,9.0,0.0,0.8563378103512904,0.8563378103512904,0.99324800854707,0.6948375818398683,0.9846214829691305,0.9453549836557664,0.642399550507344,107.53140953223658,110.07163373065706,109.17003775349808,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC3992,1.0,4.0,241.0,5.2,226.932,16.599,4.96,32.75,9.99,360.44,3257.09,23.7,56.0,"VS01,SV98",113466000000.0,22076670000.0,135542670000.0,4.96,241.0,0.8371238370913012,0.1628761629086988,876865160.4112557,8.94293281504035,6.602822580645161,mature_or_control,1.0,0.7116682643074945,0.8371238370913012,0.1628761629086988,6.602822580645161,nearest_neighbor_mature_template,1.0,False,False,0.0015305984912925,0.9868370153275026,0.7235339641188216,0.6056875283090278,True,0.6892310169353891,False,False,activated_mature,0.8996214404683217,0.3996214404683217,testable_direct,mature_control_acquisition,preferred_50_pool,47.0,9.0,0.0,0.7728943213893937,0.7728943213893937,0.9947308728771238,0.9381245842387748,0.9874718876324016,0.8987265534880574,0.8281679667793788,215.54875181595335,223.94803916797213,222.52733134989126,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC4088,1.0,4.0,171.7,6.9,107.286,8.226,2.58,22.25,6.1,457.96,3988.69,18.0,69.0,"VS01,SV98",53643000000.0,10940580000.000002,64583580000.0,2.58,171.7,0.8305981179736397,0.16940188202636028,1544197464.030237,9.188702834895674,8.624031007751938,true_falsifier_candidate,0.0,0.5662844556272452,0.8305981179736397,0.1694018820263602,8.624031007751938,nearest_neighbor_mature_template,0.8152187178217316,False,False,0.0721205113385047,0.4597920095678989,0.6219575993232513,0.5165968114572956,True,0.6115236600082313,False,False,activated_mature,0.7626282119449396,0.2626282119449395,testable_direct,mature_control_acquisition,preferred_50_pool,48.0,9.0,0.0,0.6327732511749443,0.6327732511749443,0.9943041135720739,0.9759162609126335,0.9866383609816772,0.7431080728644675,0.7114457132383534,179.08410137546545,188.85707111522893,186.0897292023102,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC4100,1.0,4.0,158.2,5.0,59.394,3.102,2.15,18.06,4.93,388.0,8970.78,18.0,73.0,"VS01,SV98",29697000000.0,4125660000.0,33822660000.0,2.15,158.2,0.8780208298223735,0.12197917017762648,1164530779.3437588,9.066150971722134,8.4,mature_or_control,1.0,0.6030037652935188,0.8780208298223735,0.1219791701776264,8.4,nearest_neighbor_mature_template,1.0,False,False,0.0470522513938085,0.67139129365072,0.6332163369495851,0.5559771336255585,True,0.631455313387454,False,False,activated_mature,0.7981292156513884,0.2981292156513884,testable_direct,mature_control_acquisition,preferred_50_pool,49.0,9.0,0.0,0.6914667837316351,0.6914667837316351,0.9967678534552521,0.9612696877275596,0.99164199880575,0.8222599169024225,0.7812738763791245,152.34508350757056,159.47558136266554,157.94346262588888,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC4157,1.0,3.0,184.7,7.2,105.62,8.226,2.32,24.09,4.44,848.85,23813.87,18.0,82.0,"VS01,SV98",52810000000.0,10940580000.000002,63750580000.0,2.32,184.7,0.828384620186985,0.17161537981301506,1885073560.4888754,9.275328302176332,10.383620689655173,mature_or_control,1.0,0.5868819063328693,0.828384620186985,0.171615379813015,10.383620689655173,nearest_neighbor_mature_template,1.0,False,False,0.0597452154969878,0.5795487478493855,0.5335289538542789,0.4419671797973363,True,0.5452579601063513,False,False,activated_mature,0.7963801800622807,0.2963801800622807,testable_direct,mature_control_acquisition,preferred_50_pool,50.0,9.0,0.0,0.6534996393227184,0.6534996393227184,0.9941516890154924,0.9828480349444146,0.9863433879039688,0.7734678302366782,0.7454343842835894,178.5038297850085,189.20681224890043,186.54047609910657,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC4183,1.0,6.0,110.6,5.4,10.838,3.506,2.79,16.07,4.47,86.46,1098.58,18.0,82.0,"VS01,SV98",5419000000.0,4662980000.0,10081980000.0,2.79,110.6,0.5374936272438549,0.46250637275614515,206137761.99607235,8.314157556671503,5.759856630824372,mature_or_control,1.0,0.7349289448337464,0.5374936272438549,0.4625063727561451,5.759856630824372,nearest_neighbor_mature_template,1.0,False,False,0.032840471583085,0.8004255086628022,0.7658974411758652,0.4116649937544027,True,0.6188415270017513,False,False,activated_mature,0.8885671759097381,0.3885671759097381,testable_direct,mature_control_acquisition,reserve_pool,51.0,9.0,0.0,0.7972337047696327,0.7972337047696327,0.8382202409888494,0.5507394412557152,0.7975208113922481,0.9151241111315394,0.33691965420512887,101.79168311342814,113.90710608157768,106.02835866258884,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC4217,1.0,3.0,181.3,7.2,85.299,2.562,2.94,16.7,5.28,483.98,4373.51,18.0,86.0,"VS01,SV98",42649500000.0,3407460000.0,46056960000.0,2.94,181.3,0.9260163936134734,0.0739836063865266,848048596.3933663,8.928420739686862,5.680272108843537,mature_or_control,1.0,0.7797598914259906,0.9260163936134734,0.0739836063865266,5.680272108843537,nearest_neighbor_mature_template,1.0,False,False,0.0475847471305848,0.6483048725098944,0.7698969824049594,0.7129372271005363,True,0.754568161325726,False,False,activated_mature,0.9467863836385024,0.4467863836385024,testable_direct,mature_control_acquisition,reserve_pool,52.0,9.0,0.0,0.820849040434483,0.820849040434483,0.9981804015566144,0.9346681278504124,0.9948114476145302,0.928693569606434,0.8619452580561676,164.56986786479803,170.83155295949967,169.98082228306404,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC4559,1.0,6.0,121.2,5.1,19.377,5.811,2.1,21.16,3.82,211.27,1602.62,9.0,67.0,Ba05,9688500000.0,7728630000.000001,17417130000.0,2.1,121.2,0.5562627137766096,0.4437372862233905,628576492.9646583,8.798358135563797,10.076190476190476,true_falsifier_candidate,0.0,0.5270304267120406,0.5562627137766096,0.4437372862233905,10.076190476190476,nearest_neighbor_mature_template,0.8013330916921464,False,False,0.0617213353931001,0.6428376682942409,0.5489789406509253,0.305376515332692,True,0.5073636987947449,False,False,activated_mature,0.7491226979666419,0.2491226979666418,testable_direct,mature_control_acquisition,reserve_pool,53.0,9.0,0.0,0.5884755138897272,0.5884755138897272,0.86648998111642,0.8947740326424201,0.8261468674670618,0.669915767207068,0.42909591234177025,129.0537568121273,132.9155269122843,130.72480073260763,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC5005,1.0,4.0,262.2,20.7,178.72,1.28,9.45,10.41,3.97,1789.91,96.57,16.9,68.0,Ri15,89360000000.0,1702400000.0000002,91062400000.0,9.45,262.2,0.9813051270337703,0.018694872966229754,162291437.41565368,8.210295606818034,1.1015873015873017,mature_or_control,1.0,0.7951818389787029,0.9813051270337704,0.0186948729662297,1.1015873015873017,nearest_neighbor_mature_template,1.0,False,False,0.0443499929387442,1.0,1.0,0.9813051270337704,True,0.970529389808388,False,False,activated_mature,0.8670367165633645,0.3670367165633644,testable_direct,mature_control_acquisition,reserve_pool,54.0,9.0,0.0,0.8975909194893514,0.8975909194893514,0.9990619632773838,0.44724977340651234,0.9970085043467525,0.9601025372181896,0.4277194838136271,166.22453362305092,197.46909394740845,180.2524992097076,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC5033,1.0,5.0,194.2,3.6,110.509,11.314,5.16,29.53,2.94,2036.24,614.94,15.7,66.0,"Sa96,Be87",55254500000.0,15047620000.0,70302120000.0,5.16,194.2,0.7859578061088343,0.21404219389116572,420232028.86844224,8.62348914999931,5.7228682170542635,mature_or_control,1.0,0.7917010105796597,0.7859578061088343,0.2140421938911657,5.722868217054264,nearest_neighbor_mature_template,1.0,False,False,0.0043111761455451,1.0,0.7677563037057924,0.6034240600868325,True,0.7048788747261248,False,False,activated_mature,0.9766851213997878,0.4766851213997878,testable_direct,mature_control_acquisition,reserve_pool,55.0,9.0,0.0,0.8261773964015675,0.8261773964015675,0.9903070394635494,0.8086071625648807,0.9792758282189601,0.9314653268091183,0.7304309688379763,182.92312352785737,186.48238168643866,185.52963844266014,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC5055,1.0,4.0,179.0,4.9,152.922,11.722,3.2,35.06,4.18,1383.02,3348.34,9.9,55.0,"Ba06,Bl04",76461000000.0,15590260000.0,92051260000.0,3.2,179.0,0.830635017923709,0.16936498207629097,1430704399.1052012,9.155549912516761,10.95625,true_falsifier_candidate,0.0,0.4531865217387902,0.830635017923709,0.1693649820762909,10.95625,nearest_neighbor_mature_template,0.7964020257399961,False,False,0.0943074189278329,0.4049988834479593,0.5047513162093171,0.4192641185865418,True,0.5241974517070057,False,False,transition,0.626952885371316,0.126952885371316,external_proxy_no_direct_activation_target,mature_control_acquisition,reserve_pool,84.0,5.0,4.0,0.5372990608801895,0.5372990608801895,0.9943066207925609,0.9725946249834451,0.9866432246676451,0.5740494999611704,0.5477238816323848,195.67436701535524,205.94381667369177,201.36407086432462,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC5055,1.0,4.0,179.0,4.9,152.922,11.722,3.2,35.06,4.18,1383.02,3348.34,9.9,55.0,"Ba06,Bl04",76461000000.0,15590260000.0,92051260000.0,3.2,179.0,0.830635017923709,0.16936498207629097,1430704399.1052012,9.155549912516761,10.95625,true_falsifier_candidate,0.0,0.4531865217387902,0.830635017923709,0.1693649820762909,10.95625,nearest_neighbor_mature_template,0.7964020257399961,False,False,0.0943074189278329,0.4049988834479593,0.5047513162093171,0.4192641185865418,True,0.5241974517070057,False,False,transition,0.5999964561532632,0.0999964561532632,testable_direct,mature_control_acquisition,reserve_pool,84.0,5.0,4.0,0.5372990608801895,0.5372990608801895,0.9943066207925609,0.9725946249834451,0.9866432246676451,0.5740494999611704,0.5477238816323848,195.67436701535524,205.94381667369177,201.36407086432462,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
NGC5371,1.0,4.0,209.5,3.9,340.393,11.18,7.44,30.03,9.8,560.83,1395.82,39.7,53.0,"Sa96,Be87",170196500000.0,14869400000.0,185065900000.0,7.44,209.5,0.919653485596212,0.08034651440378805,532109072.99164623,8.726000664142939,4.036290322580645,true_falsifier_candidate,1.0,0.8024853474823893,0.919653485596212,0.080346514403788,4.036290322580645,nearest_neighbor_mature_template,0.7080850314238081,False,False,0.1070838237324706,0.1229344705079685,0.8525157224612471,0.7840190556870588,True,0.8193495973626118,False,False,activated_mature,0.9604831804595098,0.4604831804595097,testable_direct,mature_control_acquisition,reserve_pool,56.0,9.0,0.0,0.7986143967643303,0.7986143967643303,0.998036308007881,0.8642481340292352,0.9944724592817578,0.9159781151748111,0.7857106671799278,233.00117123781155,238.9465476170606,237.68503679810433,dynamic_organization_proxy_not_direct_label,current_governor_visualization_not_model_promotion,not_ugc07125
