object_name,O_comp,O_radial,O_rot,O_shape,O_SF,O_disorder,m47_primary_score,quality_quarantine_flag,quality_measurement_limited_flag
NGC0024,0.9994782089602784,0.7616120532748315,1.0,0.9333215734030734,0.5,0.15253318666104754,0.8388823671276366,False,False
NGC3953,0.999999561298768,0.9821101983745448,1.0,0.9989205414144504,0.5,0.009484630105502379,0.8962060602175527,False,False
NGC3972,0.9999847578189606,0.9219886014879995,1.0,0.988835316519446,0.5,0.04458804099627722,0.8821617351652812,False,False
NGC5005,0.9999998127140116,0.7710958627488217,1.0,0.999995358409384,0.5,0.11445438942089714,0.8542182067744435,False,False
NGC7814,0.9999996966085262,0.9797954746100248,0.84,0.9836734172378164,0.5,0.018265554076079438,0.8606937176912733,False,False
UGC02487,0.9999987836353528,0.965523155714894,1.0,0.9678937505115796,0.5,0.03329154688676317,0.8866831379723653,False,False
UGC03546,0.9999993456085832,0.9738712677424438,1.0,0.981245439977646,0.5,0.02244164613995503,0.8910232106657346,False,False
UGC04325,0.968646896116833,0.625561621997227,1.0,0.9989215683915752,0.5,0.1877584048055989,0.818626017301127,False,False
UGC06399,0.9865678923643948,0.5362005494341647,1.0,0.9944540457566512,0.5,0.23467270240459204,0.8034444975110422,False,False
UGC06917,0.9857929773752222,0.5364202245492465,1.0,0.9893040054438949,0.5,0.23713788500342936,0.8023034414736727,False,False
UGC06983,0.5083637910539813,0.3818246339417546,1.0,0.9734925372565368,0.5,0.3223414144008543,0.6727361924504546,False,False
UGC11914,0.9999998280083188,0.9856667118773416,0.75,0.9981577158393196,0.5,0.008087786141669495,0.846764851144996,False,False
xGASS_xCOLD:GASS101026,0.0177957222509151,0.6046410375745178,0.5,0.9738474883252576,0.5,0.2107557370501123,0.5192568496301381,False,False
xGASS_xCOLD:GASS102001,0.0177957222509151,0.6046410375745178,0.5,0.9738474883252576,0.5,0.2107557370501123,0.5192568496301381,False,False
xGASS_xCOLD:GASS112113,0.0177957222509151,0.6046410375745178,0.5,0.9738474883252576,0.5,0.2107557370501123,0.5192568496301381,False,False
