object_name,phase_fraction_descriptor,texture_descriptor,defect_inverse_descriptor,porosity_inverse_descriptor,concentration_descriptor,m52_primary_score,quality_quarantine_flag
xGASS_xCOLD:GASS102001,0.0177957222509151,0.7369237441626288,0.6046410375745178,0.25,0.3403192084103328,0.3899359424796789,False
xGASS_xCOLD:GASS112113,0.0177957222509151,0.7369237441626288,0.6046410375745178,0.25,0.3403192084103328,0.3899359424796789,False
xGASS_xCOLD:GASS108119,0.0177957222509151,0.7369237441626288,0.6046410375745178,0.25,0.3403192084103328,0.3899359424796789,False
xGASS_xCOLD:GASS122004,0.0177957222509151,0.7369237441626288,0.6046410375745178,0.25,0.3403192084103328,0.3899359424796789,False
xGASS_xCOLD:GASS113134,0.0177957222509151,0.7369237441626288,0.6046410375745178,0.25,0.3403192084103328,0.3899359424796789,False
xGASS_xCOLD:GASS123001,0.0177957222509151,0.7369237441626288,0.6046410375745178,0.25,0.3403192084103328,0.3899359424796789,False
xGASS_xCOLD:GASS101001,0.0177957222509151,0.7369237441626288,0.6046410375745178,0.25,0.3403192084103328,0.3899359424796789,False
xGASS_xCOLD:GASS109127,0.0177957222509151,0.7369237441626288,0.6046410375745178,0.25,0.3403192084103328,0.3899359424796789,False
xGASS_xCOLD:GASS124028,0.0177957222509151,0.7369237441626288,0.6046410375745178,0.25,0.3403192084103328,0.3899359424796789,False
xGASS_xCOLD:GASS110082,0.0177957222509151,0.7369237441626288,0.6046410375745178,0.25,0.3403192084103328,0.3899359424796789,False
xGASS_xCOLD:GASS113114,0.0177957222509151,0.7369237441626288,0.6046410375745178,0.25,0.3403192084103328,0.3899359424796789,False
xGASS_xCOLD:GASS113137,0.0177957222509151,0.7369237441626288,0.6046410375745178,0.25,0.3403192084103328,0.3899359424796789,False
xGASS_xCOLD:GASS108148,0.0177957222509151,0.7369237441626288,0.6046410375745178,0.25,0.3403192084103328,0.3899359424796789,False
xGASS_xCOLD:GASS114117,0.0177957222509151,0.7369237441626288,0.6046410375745178,0.25,0.3403192084103328,0.3899359424796789,False
xGASS_xCOLD:GASS111071,0.0177957222509151,0.7369237441626288,0.6046410375745178,0.25,0.3403192084103328,0.3899359424796789,False
xGASS_xCOLD:GASS122005,0.0177957222509151,0.7369237441626288,0.6046410375745178,0.25,0.3403192084103328,0.3899359424796789,False
xGASS_xCOLD:GASS108140,0.0177957222509151,0.7369237441626288,0.6046410375745178,0.25,0.3403192084103328,0.3899359424796789,False
