score_name,score_column,sample,n,rmse,spearman,pearson,ugc07125_score,ugc07125_target,mature_control_median_score
m38_direct,A_pred_m38_feedback,all_direct,87,0.270131240507397,0.00210990978272125,-0.047892872589677206,0.9285715761626004,0.185688488795864,0.9990975955281818
m39_flipped_activation,A_flip_m39,all_direct,87,0.8285240056822065,-0.00210990978272125,0.047892872589677234,0.07142842383739956,0.185688488795864,0.0009024044718182189
m38_direct,A_pred_m38_feedback,primary_non_mature,34,0.31156736898107606,-0.17844799154938498,-0.1340156192079069,0.9285715761626004,0.185688488795864,0.9990975955281818
m39_flipped_activation,A_flip_m39,primary_non_mature,34,0.7495977912180478,0.17844799154938498,0.13401561920790683,0.07142842383739956,0.185688488795864,0.0009024044718182189
m38_cv_direct,A_pred_m38_feedback_cv,primary_non_mature,34,0.3357267415021233,-0.41176677521395516,-0.30826111536790496,0.9285715761626004,0.185688488795864,
m39_cv_flipped_activation,A_flip_cv_m39,primary_non_mature,34,0.6837392139901833,0.41176677521395516,0.30826111536790507,0.07142842383739956,0.185688488795864,
m38_direct,A_pred_m38_feedback,mature_control,53,0.239809024389291,-0.11692910916187511,-0.13317512508867901,0.9285715761626004,0.185688488795864,0.9990975955281818
m39_flipped_activation,A_flip_m39,mature_control,53,0.8754172437306548,0.11692910916187511,0.13317512508867912,0.07142842383739956,0.185688488795864,0.0009024044718182189
