galaxy_name,dataset,A_inferred,A_pred,A_class,f_star,f_gas,log10_Sigma_b,RHI_Rd,alpha_BTFR,BTFR_offset_dex,v_obs,v_newton,v_bdvr_full,analog_score,analog_tier,data_completeness,missing_fields,notes,passes_direct_analog_rule,T,Vflat,e_Vflat,Rdisk,RHI,Inc,D,Ref,M_baryon_Msun,M_star_Msun,M_gas_Msun,Rdisk_kpc,A_implied,A_gov,maturity_class,log10_velocity_error_full_bdvr,log_j_obs_target,base_pred_oof,log_j_pred_oof,residual_before,residual_after,velocity_fractional_error,bdvr_overprediction_dex,angular_residual_abs,gas_rich_flag,low_stellar_flag,diffuse_flag,hi_extended_flag,severe_underrotation_flag,measurement_contamination_flag,failed_stalled_indicator_bundle,taxonomy_stage,boundary_stage,true_falsifier_followup_required,classification_reason,claim_boundary,followup_priority_rank,recommended_followup,Vflat_m36,v_newton_km_s,v_no_governor_km_s,log10_error_no_governor,A_inferred_m36,RHI_over_Rdisk,log10_Sigma_b_m36,quarantine_flag,clean_scalar_sample,A_inferred_m37,RHI_Rd_m37,m37_primary_test_set,m37_primary_fit_set,mature_control_set,class_gas_rich_low_surface_brightness_dwarf,class_hi_dominated_weak_stellar_disk,class_failed_stalled_or_low_efficiency_system,class_systems_with_unsettled_or_extended_hi,class_strong_approach_recede_mismatch,m37_candidate_classes,asymmetry_index,warp_index,approach_recede_mismatch_km_s,S_HI_disturbance,class_disturbed_or_unsettled_hi_system,A_pred_M37,governor_activation_residual,m38_primary_fit_set,m38_mature_control_set,A_target_m38,G_star,G_sigma,G_gas_drive,G_HI_drive,G_settled_HI,D_m38_drive,R_m38_reservoir,seed_term_final,feedback_term_final,reservoir_loss_final,dA_dtau_initial,dA_dtau_final,A_pred_m38_feedback,m38_feedback_residual,A_pred_m38_feedback_cv,D_unsettled_m39,A_flip_m39,D_unsettled_cv_m39,A_flip_cv_m39,target_activation,low_stellar_fraction,low_surface_density,gas_rich_flag_m39,hi_extended_flag_m39,failed_stalled_flag,disturbed_flag,disturbed_or_unsettled_hi_flag,approach_recede_mismatch_norm,hi_disturbance_norm,relative_vflat_error
UGC04499,SPARC,0.7308090958470224,0.4687535758721528,transition,0.3465832961143367,0.6534167038856633,8.075782018963324,5.011560693641618,0.8875293124011877,-0.0259086473032709,72.8,60.917977548247,78.19480191805823,0.0129543236516354,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,8.0,72.8,2.4,1.73,8.67,50.0,12.5,"Sw09,Sw02",2239000000.0,776000000.0,1463000000.0000002,1.73,0.661072698609556,0.0338329545381176,transition,0.0310465045225535,2.401207478105814,2.453097511037821,2.45324467798655,0.0518900329320075,0.0520371998807362,0.0329670329670329,0.0310465045225535,0.0520371998807362,True,True,True,True,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,72.8,41.17560506566862,81.40952833469596,0.0485438592494414,0.7308090958470224,5.011560693641618,8.075782018963324,False,True,0.7308090958470224,5.011560693641618,True,True,False,True,False,True,False,False,failed_stalled_or_low_efficiency_system;gas_rich_low_surface_brightness_dwarf,,,,,False,0.7384100961031325,0.0076010002561101,True,False,0.7308090958470224,0.6840974004312985,0.5752070223060589,0.6840974004312985,0.99907836506907,1.0,0.6315109203187875,0.5745152652358692,0.081948807649391,0.1982256504116676,0.2779385457566403,2.8130733781727506,0.0022359123044183,0.96755843604097,0.2367493401939477,0.96755843604097,0.96755843604097,0.03244156395902997,0.96755843604097,0.03244156395902997,0.7308090958470224,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03296703296703297
F563-V2,SPARC,1.0,0.4619504296982613,transition,0.341041215047844,0.658958784952156,8.071860525241643,4.679012345679012,1.6282370172214895,0.105858812002349,116.6,71.87284146811513,92.46504718896408,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,10.0,116.6,9.4,2.43,11.37,29.0,59.7,"dB01,dB96",4377770000.0,1493000000.0,2884770000.0,2.43,1.0,0.0306181127064098,transition,-0.1007209547830663,2.7533348196852887,2.648366607496164,2.646438849414488,-0.1049682121891248,-0.1068959702708007,0.0806174957118353,-0.1007209547830664,0.1068959702708007,True,True,True,False,False,True,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,116.6,48.72782059803058,96.2360587736013,-0.08336072170972,1.0,4.679012345679012,8.071860525241643,False,True,1.0,4.679012345679012,True,True,False,False,False,True,False,False,failed_stalled_or_low_efficiency_system,,,,,False,0.7304335811391992,-0.2695664188608008,True,False,1.0,0.6744386342538768,0.5713698018945056,0.6744386342538768,0.9993389287575832,1.0,0.6238500859373938,0.5784062755375714,0.0825565651976136,0.1995632636809395,0.2796352871598178,2.778405072941393,0.0024845417187353,0.966916504838833,-0.033083495161167,0.8493573489826145,0.966916504838833,0.03308349516116704,0.8493573489826145,0.1506426510173855,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08061749571183534
F568-V1,SPARC,1.0,0.4801086854449405,transition,0.3659915836288376,0.6340084163711625,8.010260757011247,5.045614035087719,1.3824242179900077,0.0703206666933114,112.3,72.5077158237496,96.648906959986,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,7.0,112.3,15.8,2.85,14.38,40.0,80.6,"dB01,dB96",5225530000.0,1912500000.0,3313030000.0000005,2.85,1.0,0.0411325566801155,transition,-0.0651828094740288,2.8062546119339493,2.7392770604618137,2.737007404570495,-0.0669775514721355,-0.0692472073634542,0.1406945681211042,-0.0651828094740288,0.0692472073634542,True,True,True,True,False,True,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,112.3,48.92372173635344,100.64060478195164,-0.0476065183363852,1.0,5.045614035087719,8.010260757011247,False,True,1.0,5.045614035087719,True,True,False,False,False,True,False,False,failed_stalled_or_low_efficiency_system,,,,,False,0.7509338598161084,-0.2490661401838916,True,False,1.0,0.71665568070304,0.5102593168742956,0.7166556807030399,0.9990464702661844,1.0,0.6256035507225705,0.5728699966562456,0.0817656392337833,0.1977349282735739,0.2770758200153654,2.7865724784187558,0.0024247474919917,0.9673252976508268,-0.0326747023491731,0.9673252976508268,0.9673252976508268,0.032674702349173246,0.9673252976508268,0.032674702349173246,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1406945681211042
UGC00128,SPARC,0.9289624089297926,0.3703186740529494,transition,0.378148431753646,0.621851568246354,7.85399836854531,5.25546218487395,1.050843298910714,0.0107689795687125,129.3,87.5163270533972,127.6343004893086,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,8.0,129.3,2.8,5.95,31.27,57.0,64.5,"VB99,VH93",15893230000.000002,6010000000.0,9883230000.000002,5.95,1.0,0.0348316890619571,transition,-0.0056311223494298,3.1871454862729247,3.1539621946839485,3.152930322603324,-0.0331832915889762,-0.0342151636696006,0.0216550657385924,-0.0056311223494298,0.0342151636696006,True,True,True,True,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,129.3,57.81579992580258,133.19660971606464,0.0128946458972553,0.9289624089297926,5.25546218487395,7.85399836854531,False,True,0.9289624089297926,5.25546218487395,True,True,False,False,False,True,False,False,failed_stalled_or_low_efficiency_system,,,,,False,0.6823416242384188,-0.2466207846913738,True,False,0.9289624089297926,0.7359818202145237,0.3580112141141072,0.7359818202145237,0.9988240917077662,1.0,0.562978662008356,0.588998657880859,0.0848729155130809,0.2041853029799974,0.2833998777753296,2.5039540461435594,0.0056583407177488,0.962310776037982,0.0333483671081892,0.825377320103237,0.962310776037982,0.037689223962018015,0.825377320103237,0.17462267989676294,0.9289624089297926,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021655065738592418
UGC07399,SPARC,1.0,0.4646518865585025,transition,0.3684227300251776,0.6315772699748223,7.967713857599678,4.786585365853659,2.122417079992476,0.1634153659703244,103.0,52.373339671746784,71.54177580168246,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,8.0,103.0,3.3,1.64,7.85,55.0,8.43,"Sw09,Sw02",1568850000.0,578000000.0,990850000.0,1.64,1.0,0.0391751426359674,transition,-0.1582775087510418,2.5287110684168512,2.394447389622269,2.393750164753822,-0.1342636787945821,-0.1349609036630292,0.0320388349514563,-0.1582775087510418,0.1349609036630292,True,True,True,False,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,103.0,38.4676273746166,73.83447925988595,-0.144578008472295,1.0,4.786585365853659,7.967713857599678,False,True,1.0,4.786585365853659,True,True,False,False,False,True,False,False,failed_stalled_or_low_efficiency_system,,,,,False,0.7403770989634824,-0.2596229010365176,True,False,1.0,0.72058834024447,0.467758656102279,0.7205883402444702,0.9992639047269032,1.0,0.6092236763446559,0.5778143063173677,0.0826139309228501,0.1995330254161147,0.2791128212404895,2.712615828235083,0.0030341350984753,0.9660986866849406,-0.0339013133150594,0.9660986866849406,0.9660986866849406,0.03390131331505941,0.9660986866849406,0.03390131331505941,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03203883495145631
NGC5055,SPARC,0.4049988834479593,0.0305362648168868,low,0.830635017923709,0.1693649820762909,9.15554991251676,10.95625,0.836831822215002,-0.0386809066203296,179.0,195.67436701535524,205.94381667369177,0.5489829434322402,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,4.0,179.0,4.9,3.2,35.06,55.0,9.9,"Ba06,Bl04",92051260000.0,76461000000.0,15590260000.0,3.2,0.0,0.9587758711914368,mature,0.0608957261049272,3.0590330049637804,3.147269891228817,3.140265588949984,0.0882368862650371,0.0812325839862033,0.0273743016759776,0.0608957261049272,0.0812325839862033,False,False,False,True,False,False,False,disturbed_or_measurement_contaminated,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,179.0,142.05367644662047,222.4131443276712,0.0943074189278329,0.4049988834479593,10.95625,9.15554991251676,False,True,0.4049988834479593,10.95625,True,True,False,False,False,False,True,True,disturbed_or_unsettled_hi_system;strong_approach_recede_mismatch;systems_with_unsettled_or_extended_hi,0.4108888983335056,0.1968632146950233,191.47602887519025,0.725,True,0.6270976384269507,0.2220987549789913,True,False,0.4049988834479593,0.9904826899931712,0.9902645633343016,0.9904826899931712,0.739572922759361,0.2606835595747336,0.5564022558485677,0.3598981433124045,0.0528397318474221,0.1289630675523532,0.175676775582382,2.485815244152935,0.0061260238173934,0.9762583044497024,0.571259421001743,0.9762583044497024,0.9762583044497024,0.023741695550297592,0.9762583044497024,0.023741695550297592,0.4049988834479593,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.765904115500761,0.725,0.027374301675977656
NGC3198,SPARC,0.7652021531474711,0.0199618606292939,low,0.569708176180754,0.430291823819246,8.734238971292958,11.35668789808917,0.9740232197317132,-0.0057153449276559,150.1,152.08838113024217,156.04470059288224,0.539549765377632,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,5.0,150.1,3.9,3.14,35.66,73.0,13.8,"Da06,Be91,Be87",33595270000.0,19139500000.0,14455770000.000002,3.14,0.0,0.5892351621089128,transition,0.0168683320086505,2.9743403359804663,2.9940752771779744,2.9887904599895063,0.019734941197508,0.01445012400904,0.0259826782145236,0.0168683320086505,0.01445012400904,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,150.1,83.44822976635163,165.24669602700308,0.041752092637036,0.7652021531474711,11.35668789808917,8.734238971292958,False,True,0.7652021531474711,11.35668789808917,False,False,True,False,False,False,True,True,strong_approach_recede_mismatch;systems_with_unsettled_or_extended_hi,0.2632006782747683,0.0177401744482523,155.76663849422062,0.4,False,0.5700406162291003,-0.1951615369183708,False,True,0.7652021531474711,0.9280867988483712,0.9496433537316086,0.9280867988483712,0.6555017815261315,0.5219267061080911,0.6403573398887842,0.278847671961796,0.0402157591197099,0.0989608775137736,0.1372348100050547,2.867665645901439,0.0019418266284289,0.9842994853753474,0.2190973322278763,,0.9842994853753474,0.015700514624652606,,,0.7652021531474711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6230665539768825,0.4,0.02598267821452365
NGC4559,SPARC,0.6428376682942409,0.0678352838153137,low,0.5562627137766096,0.4437372862233905,8.798358135563797,10.076190476190476,0.881990559282707,-0.0272680317387209,121.2,129.0537568121273,132.9155269122843,0.5184104933258179,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,6.0,121.2,5.1,2.1,21.16,67.0,9.0,Ba05,17417130000.0,9688500000.0,7728630000.000001,2.1,0.0,0.5580013170487282,transition,0.040073097443875,2.706751910228168,2.7579101269491346,2.753073903276744,0.0511582167209665,0.046321993048576,0.042079207920792,0.040073097443875,0.046321993048576,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,121.2,77.44514341039456,139.70886203436353,0.0617213353931001,0.6428376682942409,10.076190476190476,8.798358135563797,False,True,0.6428376682942409,10.076190476190476,False,False,True,False,False,False,True,False,systems_with_unsettled_or_extended_hi,,,,,False,0.7097150607919677,0.0668773924977267,False,True,0.6428376682942409,0.92056888836904,0.9605863827869268,0.92056888836904,0.8725626431546664,1.0,0.8871682070886919,0.0655722708641304,0.0093752926049436,0.0233763096927946,0.0326995172432581,3.9889783183559073,5.208505448014989e-05,0.9973580848225756,0.3545204165283347,,0.9973580848225756,0.002641915177424403,,,0.6428376682942409,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.042079207920792075
NGC6946,SPARC,0.7301681133883909,0.2293892175619149,low,0.8143848024495663,0.1856151975504337,9.0358616469088,8.709016393442623,0.9926227029034655,-0.0016078980002648,158.9,159.48938934178565,166.6464867800681,0.3978778039588558,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,6.0,158.9,10.9,2.44,21.25,38.0,5.52,Bo08,40627600000.0,33086500000.0,7541100000.0,2.44,0.0,0.9473391476584626,mature,0.0206722651449263,2.8895437192100903,2.9508031731198714,2.9481404063969974,0.061259453909781,0.058596687186907,0.0685966016362492,0.0206722651449263,0.058596687186907,False,False,False,True,False,False,False,disturbed_or_measurement_contaminated,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,158.9,117.18412978385768,171.77113572436693,0.0338262899432106,0.7301681133883909,8.709016393442623,9.0358616469088,False,True,0.7301681133883909,8.709016393442623,True,True,False,False,False,False,True,True,disturbed_or_unsettled_hi_system;strong_approach_recede_mismatch;systems_with_unsettled_or_extended_hi,0.4575214466194032,0.0976303426092762,105.85005676423042,0.7,True,0.8374261393026582,0.1072580259142672,True,False,0.7301681133883909,0.9891757006020294,0.984379795969426,0.9891757006020294,0.9641181968350294,0.3968099205300774,0.7050953163539389,0.2951019861851184,0.0422009304090077,0.1039237109703417,0.1453432103123962,3.1581738242834687,0.0007814310669532,0.9850371540449206,0.2548690406565297,0.908971611303137,0.9850371540449206,0.014962845955079351,0.908971611303137,0.09102838869686303,0.7301681133883909,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.42340022705692165,0.7,0.06859660163624921
UGC09133,SPARC,0.4767803589538333,0.2375824599487155,low,0.7608718569655787,0.2391281430344212,8.78468591858822,8.658536585365853,0.9452951342214784,-0.0122162887862699,226.8,233.27024151484508,240.05460564924272,0.3977198377606579,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,2.0,226.8,4.2,6.97,60.35,53.0,57.1,"No07,No05",185922240000.0,141463000000.0,44459240000.0,6.97,0.0,0.8960018242545874,mature,0.0246669924686676,3.49990582398286,3.5264055131185232,3.5196667983223024,0.0264996891356634,0.0197609743394426,0.0185185185185185,0.0246669924686676,0.0197609743394426,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,226.8,155.34929793974118,285.3114381478149,0.099676132669659,0.4767803589538333,8.658536585365853,8.78468591858822,False,True,0.4767803589538333,8.658536585365853,False,False,True,False,False,False,True,False,systems_with_unsettled_or_extended_hi,,,,,False,0.8396457371851015,0.3628653782312682,False,True,0.4767803589538333,0.9834872985847772,0.9584628929417724,0.9834872985847772,0.9658241793972324,1.0,0.9620636613893953,0.020553966704754,0.0029403184709562,0.0073451796878993,0.0102691310643244,4.328258777917041,1.6367094531219428e-05,0.9992359345361018,0.5224555755822685,,0.9992359345361018,0.0007640654638981781,,,0.4767803589538333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517
NGC4088,SPARC,0.4597920095678989,0.244902233574577,low,0.8305981179736397,0.1694018820263602,9.188702834895674,8.624031007751938,0.9192349459648738,-0.0182867368556962,171.7,179.08410137546545,188.85707111522893,0.3958752127114633,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,4.0,171.7,6.9,2.58,22.25,69.0,18.0,"VS01,SV98",64583580000.0,53643000000.0,10940580000.000002,2.58,0.0,0.9599244494019148,mature,0.0413629549972447,2.947419996788128,3.018940202329766,3.0163484537295617,0.0715202055416379,0.0689284569414336,0.0401863715783343,0.0413629549972447,0.0689284569414336,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,171.7,139.98665451045397,202.7172968761069,0.0721205113385047,0.4597920095678989,8.624031007751938,9.188702834895674,False,True,0.4597920095678989,8.624031007751938,False,False,True,False,False,False,True,False,systems_with_unsettled_or_extended_hi,,,,,False,0.843315242935265,0.3835232333673661,False,True,0.4597920095678989,0.9904799068230438,0.9914633332051508,0.9904799068230438,0.9669450069082446,1.0,0.9787672297671648,0.0128762809041009,0.0018428227777403,0.0046048884028383,0.0064351100196068,4.403808719907037,1.2601160971798496e-05,0.9995293000414974,0.5397372904735985,,0.9995293000414974,0.00047069995850257396,,,0.4597920095678989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04018637157833431
NGC1090,SPARC,0.6611679418079871,0.2413738229097819,low,0.7551270976014745,0.2448729023985255,8.784824515769072,8.637393767705383,0.9805589826795166,-0.0042631387432271,164.4,166.02173646450927,170.8516756429056,0.391215687431759,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,4.0,164.4,3.7,3.53,30.49,64.0,37.0,Ge04,47703890000.0,36022500000.0,11681390000.0,3.53,0.0,0.892271848750169,mature,0.0167174293331434,3.0647065142558354,3.116822365544826,3.111379364896635,0.0521158512889905,0.0466728506407996,0.0225060827250608,0.0167174293331434,0.0466728506407996,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,164.4,105.52619040789912,187.54039426852225,0.057193011491666,0.6611679418079871,8.637393767705383,8.784824515769072,False,True,0.6611679418079871,8.637393767705383,False,False,True,False,False,False,True,False,systems_with_unsettled_or_extended_hi,,,,,False,0.8409509616295541,0.1797830198215669,False,True,0.6611679418079871,0.982724114230131,0.9584849585324298,0.9827241142301312,0.966515226261115,1.0,0.9617894962428332,0.0206450096743109,0.0029533387916204,0.0073776790223073,0.0103145805839583,4.327020482609034,1.6437229969487252e-05,0.9992323323338532,0.3380643905258662,,0.9992323323338532,0.0007676676661467763,,,0.6611679418079871,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022506082725060828
NGC2841,SPARC,1.0,0.0074159366745062,low,0.8785671753318778,0.1214328246681222,9.109249674051874,12.395604395604394,1.964313532706068,0.146605404316243,284.8,203.2050892692085,213.27338466257805,0.2950560422169959,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,3.0,284.8,8.6,3.64,45.12,76.0,14.1,"Di08,Be91",107061250000.0,94060500000.0,13000750000.000002,3.64,1.0,0.9692267056680238,mature,-0.1256033236803658,3.316671364277856,3.2315754444185503,3.2225721977618087,-0.0850959198593055,-0.0940991665160471,0.0301966292134831,-0.1256033236803658,0.0940991665160471,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,284.8,134.8696715309211,248.00987495300305,-0.0600710115893392,1.0,12.395604395604394,9.109249674051874,False,True,1.0,12.395604395604394,False,False,True,False,False,False,True,True,strong_approach_recede_mismatch;systems_with_unsettled_or_extended_hi,0.3520187555840032,0.0450378352887138,280.50763066688984,0.625,False,0.4504824699983316,-0.5495175300016684,False,True,1.0,0.9934942211054784,0.988306950193962,0.9934942211054784,0.4023688876983573,0.24375,0.4398220970577206,0.4034387581593989,0.065090079479221,0.1567046984847934,0.1942561737833807,1.9590274988517729,0.0275386041806336,0.9630020411010188,-0.0369979588989811,,0.9630020411010188,0.036997958898981165,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.625,0.030196629213483143
UGC06614,SPARC,0.5475273979459897,0.0121306418641352,low,0.6811008561659592,0.3188991438340408,8.747084147182726,11.88823529411765,1.0469737123877625,0.0099678887342346,199.8,195.2664340028341,200.49773051019417,0.2919129054239099,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,1.0,199.8,16.0,5.1,60.63,36.0,88.7,"dB01,VH93",91286040000.0,62175000000.0,29111040000.000004,5.1,0.8650959343549492,0.8152348982632992,mature,0.0015139771935309,3.309195655651881,3.315113467544834,3.3062877133424102,0.005917811892953,-0.0029079423094708,0.08008008008008,0.0015139771935309,0.0029079423094708,False,False,False,True,False,True,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,199.8,110.50070216729772,250.63734314036813,0.0984502943067262,0.5475273979459897,11.88823529411765,8.747084147182726,False,True,0.5475273979459897,11.88823529411765,False,False,True,False,False,False,True,False,systems_with_unsettled_or_extended_hi,,,,,False,0.511314812756829,-0.0362125851891607,False,True,0.5475273979459897,0.9691955384122926,0.952044422791538,0.9691955384122926,0.5279121275061079,1.0,0.7689791820180968,0.1359968662604399,0.0194806325003938,0.0483931406492348,0.0675677802213414,3.4536064757684137,0.0003059929282872,0.99366672305443,0.4461393251084403,,0.99366672305443,0.0063332769455699545,,,0.5475273979459897,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08008008008008008
NGC2403,SPARC,1.0,0.0316667548284033,low,0.5412838794329377,0.4587161205670624,8.883112409462322,10.870503597122305,1.416295008232875,0.0755768622359338,131.2,110.24451032869754,114.12452426744402,0.2788888301143978,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,6.0,131.2,4.9,1.39,15.11,63.0,3.16,"Da06,Fr02",9275170000.0,5020500000.0,4254670000.0,1.39,1.0,0.5195676440307543,transition,-0.0605548548670959,2.561978630957717,2.521759370484958,2.519372827689102,-0.0402192604727593,-0.0426058032686156,0.0373475609756097,-0.0605548548670959,0.0426058032686156,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,131.2,67.96993882132546,119.5330568306604,-0.0404458091376348,1.0,10.870503597122305,8.883112409462322,False,True,1.0,10.870503597122305,False,False,True,False,False,False,True,True,strong_approach_recede_mismatch;systems_with_unsettled_or_extended_hi,0.3363310990095116,0.0308291514077503,117.5766808229216,0.55,False,0.6233280374626508,-0.3766719625373492,False,True,1.0,0.91135323573941,0.9715970911174298,0.91135323573941,0.7557459500561978,0.4778926468479096,0.6495282607800129,0.3163503163095426,0.0454598848317271,0.111661152406764,0.1554075247402063,2.9070596576945813,0.0017135124982848,0.982502730221032,-0.017497269778968,,0.982502730221032,0.01749726977896804,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.47030672329168643,0.55,0.03734756097560976
NGC5371,SPARC,0.1229344705079685,0.9655105390332396,high,0.919653485596212,0.080346514403788,8.726000664142939,4.036290322580645,0.8084475446368847,-0.0461740768174391,209.5,233.00117123781155,238.9465476170606,0.2730870384087195,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,4.0,209.5,3.9,7.44,30.03,53.0,39.7,"Sa96,Be87",185065900000.0,170196500000.0,14869400000.0,7.44,0.0,0.9361297477426864,mature,0.0571167327618996,3.493786958512174,3.591674242145573,3.6016906235453936,0.097887283633399,0.1079036650332194,0.0186157517899761,0.0571167327618996,0.1079036650332194,False,False,False,False,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,209.5,199.9218018030192,268.0821211003315,0.1070838237324706,0.1229344705079685,4.036290322580645,8.726000664142939,False,True,0.1229344705079685,4.036290322580645,False,False,True,False,False,False,False,False,mature_or_control,,,,,False,0.9803166955217456,0.8573822250137771,False,True,0.1229344705079685,0.9953081614786126,0.948043948203572,0.9953081614786126,0.9996522606931624,1.0,0.9781543567891192,0.0095224860786592,0.0013638537524897,0.0034084458564754,0.0047595833730559,4.401218481247103,1.2716235909294993e-05,0.9996514216434698,0.8767169511355013,,0.9996514216434698,0.00034857835653023805,,,0.1229344705079685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018615751789976133
