galaxy_name,dataset,A_inferred,A_pred,A_class,f_star,f_gas,log10_Sigma_b,RHI_Rd,alpha_BTFR,BTFR_offset_dex,v_obs,v_newton,v_bdvr_full,analog_score,analog_tier,data_completeness,missing_fields,notes,passes_direct_analog_rule,T,Vflat,e_Vflat,Rdisk,RHI,Inc,D,Ref,M_baryon_Msun,M_star_Msun,M_gas_Msun,Rdisk_kpc,A_implied,A_gov,maturity_class,log10_velocity_error_full_bdvr,log_j_obs_target,base_pred_oof,log_j_pred_oof,residual_before,residual_after,velocity_fractional_error,bdvr_overprediction_dex,angular_residual_abs,gas_rich_flag,low_stellar_flag,diffuse_flag,hi_extended_flag,severe_underrotation_flag,measurement_contamination_flag,failed_stalled_indicator_bundle,taxonomy_stage,boundary_stage,true_falsifier_followup_required,classification_reason,claim_boundary,followup_priority_rank,recommended_followup,Vflat_m36,v_newton_km_s,v_no_governor_km_s,log10_error_no_governor,A_inferred_m36,RHI_over_Rdisk,log10_Sigma_b_m36,quarantine_flag,clean_scalar_sample,A_inferred_m37,RHI_Rd_m37,m37_primary_test_set,m37_primary_fit_set,mature_control_set,class_gas_rich_low_surface_brightness_dwarf,class_hi_dominated_weak_stellar_disk,class_failed_stalled_or_low_efficiency_system,class_systems_with_unsettled_or_extended_hi,class_strong_approach_recede_mismatch,m37_candidate_classes,asymmetry_index,warp_index,approach_recede_mismatch_km_s,S_HI_disturbance,class_disturbed_or_unsettled_hi_system,A_pred_M37,governor_activation_residual,m38_primary_fit_set,m38_mature_control_set,A_target_m38,G_star,G_sigma,G_gas_drive,G_HI_drive,G_settled_HI,D_m38_drive,R_m38_reservoir,seed_term_final,feedback_term_final,reservoir_loss_final,dA_dtau_initial,dA_dtau_final,A_pred_m38_feedback,m38_feedback_residual,A_pred_m38_feedback_cv,D_unsettled_m39,A_flip_m39,D_unsettled_cv_m39,A_flip_cv_m39,target_activation,low_stellar_fraction,low_surface_density,gas_rich_flag_m39,hi_extended_flag_m39,failed_stalled_flag,disturbed_flag,disturbed_or_unsettled_hi_flag,approach_recede_mismatch_norm,hi_disturbance_norm,relative_vflat_error
UGC05721,SPARC,1.0,1.0411385276965822e-05,low,0.2621031432633075,0.7378968567366925,9.04784523458566,17.736842105263158,1.581493780296395,0.0995337441302128,79.7,63.37596383972424,66.26835668384786,0.375786772549867,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,7.0,79.7,6.6,0.38,6.74,61.0,6.18,"dB02,Sw02",1012960000.0,265500000.0,747460000.0000001,0.38,1.0,0.0123927367342332,juvenile,-0.0801521202630766,1.7822719136769036,1.7096629325989772,1.709621926412272,-0.0726089810779264,-0.0726499872646315,0.082810539523212,-0.0801521202630766,0.0726499872646315,True,True,False,True,False,True,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,79.7,34.454839149108395,69.50406644054378,-0.0594481070070641,1.0,17.736842105263158,9.04784523458566,False,True,1.0,17.736842105263158,True,True,False,False,False,True,True,False,failed_stalled_or_low_efficiency_system;systems_with_unsettled_or_extended_hi,,,,,False,0.0310372062453732,-0.9689627937546268,True,False,1.0,0.5241873928583788,0.985099985210926,0.5241873928583788,0.0032145694399027,1.0,0.0848890539492335,0.8179657723579528,0.2029090502983679,0.2041410618283276,0.1645864500009674,0.3411024541536531,0.2424636621257281,0.4024286970505221,-0.5975713029494778,0.4024286970505221,0.4024286970505221,0.5975713029494779,0.4024286970505221,0.5975713029494779,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08281053952321203
UGC08550,SPARC,0.925304421239436,0.0023899478809119,low,0.2739128786442734,0.7260871213557266,8.617650499095362,12.42222222222222,1.1169759669107835,0.0240219144224796,56.9,53.83817774827711,54.86756003829323,0.3505809441241787,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,7.0,56.9,1.9,0.45,5.59,90.0,6.7,"Sw09,Sw02",527540000.0,144500000.0,383040000.0,0.45,1.0,0.0145845327972755,juvenile,-0.015796618855572,1.709354775834396,1.7294999755950735,1.7332093025620825,0.0201451997606774,0.0238545267276863,0.0333919156414762,-0.015796618855572,0.0238545267276863,True,True,False,True,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,56.9,26.22151850598312,58.68102915994972,0.0133854555888479,0.925304421239436,12.42222222222222,8.617650499095362,False,True,0.925304421239436,12.42222222222222,True,True,False,False,False,True,True,False,failed_stalled_or_low_efficiency_system;systems_with_unsettled_or_extended_hi,,,,,False,0.2750044821445077,-0.6502999390949282,True,False,0.925304421239436,0.5476804331047674,0.9220550410691588,0.5476804331047674,0.3959851143505015,1.0,0.4611280652539686,0.7210073136653321,0.107483467031407,0.253050469027524,0.3394963782513164,2.0390259279595924,0.0210375578076146,0.941727973674618,0.0164235524351819,0.941727973674618,0.941727973674618,0.058272026325381976,0.941727973674618,0.058272026325381976,0.925304421239436,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.033391915641476276
D631-7,SPARC,1.0,0.0909624968154651,low,0.2026049204052098,0.7973950795947902,8.196200139001826,0.0,1.1995285143609031,0.039505288087067,57.7,44.51234813364735,53.30996314567532,0.334148494645937,control/non-analog,0.8571428571428571,RHI_over_Rdisk,does not pass all direct UGC07125 analog criteria,False,10.0,57.7,2.7,0.7,0.0,59.0,7.72,"Tr09,dB01",483700000.0,98000000.0,385700000.0,0.7,1.0,0.0026071144354172,juvenile,-0.0343674308677844,1.9073038488339693,1.899489649880274,1.896251490708272,-0.0078141989536955,-0.0110523581256976,0.046793760831889,-0.0343674308677844,0.0110523581256976,True,True,True,False,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,57.7,44.51234813364735,53.31735230904176,-0.0343072385452566,1.0,,8.196200139001826,False,True,1.0,0.0,True,True,False,True,True,True,False,False,failed_stalled_or_low_efficiency_system;gas_rich_low_surface_brightness_dwarf;hi_dominated_weak_stellar_disk,,,,,False,0.3594226937470388,-0.6405773062529612,True,False,1.0,0.4063293572142348,0.6867138202702396,0.4063293572142348,0.9999938558253978,1.0,0.4667510811399057,0.6547791879781324,0.0979118744883407,0.2319426308379166,0.3102202021382962,2.067640905730669,0.0196343031879612,0.9475566964680516,-0.0524433035319484,0.7696728730565486,0.9475566964680516,0.05244330353194837,0.7696728730565486,0.23032712694345137,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04679376083188908
UGC12632,SPARC,0.5876019195241267,0.0955053403644002,low,0.2190220941273122,0.7809779058726878,7.906948773530353,5.206611570247934,0.7474903975360241,-0.0631971910160831,71.7,59.32168592694667,83.91782204522788,0.329884180343817,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,9.0,71.7,2.8,2.42,12.6,46.0,9.77,"Sw09,Sw02",2970020000.0000005,650500000.0,2319520000.0000005,2.42,0.4603360351660011,0.002169378054233,juvenile,0.0683350482353658,2.5403645173122125,2.5963402753171065,2.5957109423142155,0.055975758004894,0.055346425002003,0.0390516039051603,0.0683350482353658,0.055346425002003,True,True,True,True,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,71.7,39.30194494605978,87.54914529433222,0.086732754937078,0.5876019195241267,5.206611570247934,7.906948773530353,False,True,0.5876019195241267,5.206611570247934,True,True,False,True,True,True,False,False,failed_stalled_or_low_efficiency_system;gas_rich_low_surface_brightness_dwarf;hi_dominated_weak_stellar_disk,,,,,False,0.3574701770525632,-0.2301317424715634,True,False,0.5876019195241267,0.4383593445330406,0.4080083462067013,0.4383593445330406,0.9988800922521572,1.0,0.4100577552011462,0.6856529544193912,0.1077512988347564,0.2516820472020696,0.320305260548296,1.8109772506841884,0.03912808548853,0.934307242413998,0.3467053228898712,0.934307242413998,0.934307242413998,0.06569275758600202,0.934307242413998,0.06569275758600202,0.5876019195241267,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03905160390516039
UGC08490,SPARC,1.0,0.0094363901012555,low,0.3468385512584407,0.6531614487415592,8.715834119988067,11.641791044776118,1.2785281329642022,0.0533551443808987,78.6,69.51321923812193,71.24447006491319,0.2937090732658296,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,9.0,78.6,3.8,0.67,7.8,50.0,4.65,"Sw09,Sw02",1466100000.0,508500000.0,957600000.0,0.67,1.0,0.0558801847180644,transition,-0.0426713856184661,2.022527344404216,2.005490508474428,2.002917605934347,-0.0170368359297876,-0.0196097384698683,0.0483460559796437,-0.0426713856184661,0.0196097384698683,True,True,False,True,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,78.6,37.55909732456755,75.55060558750922,-0.0171845961961374,1.0,11.641791044776118,8.715834119988067,False,True,1.0,11.641791044776118,True,True,False,False,False,True,True,False,failed_stalled_or_low_efficiency_system;systems_with_unsettled_or_extended_hi,,,,,False,0.4379874442644377,-0.5620125557355623,True,False,1.0,0.6845385361698291,0.9460039822406642,0.6845385361698291,0.588606803586378,1.0,0.6248559592922537,0.6213592141078658,0.0885636446817891,0.2135637844707711,0.2996711026459061,2.780783856109749,0.0024563265066542,0.9645663759124178,-0.0354336240875822,0.8442607131180682,0.9645663759124178,0.035433624087582216,0.8442607131180682,0.15573928688193184,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04834605597964377
DDO064,SPARC,0.7313883056240699,0.1235320269600046,low,0.2185837997382563,0.7814162002617436,8.0793736356896,5.057971014492754,0.8886341551469169,-0.0256384992124591,46.1,38.63160738634843,49.48542241518229,0.2932969654897138,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,10.0,46.1,3.9,0.69,3.49,60.0,6.8,"dB02,Sw02",359130000.0,78500000.0,280630000.0,0.69,0.6616530520378597,0.0030496350599037,juvenile,0.0307763564317417,1.803580011790885,1.8652282833354783,1.86111010819892,0.0616482715445936,0.0575300964080354,0.0845986984815618,0.0307763564317417,0.0575300964080354,True,True,True,True,False,True,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,46.1,25.66501545043642,51.61208276794634,0.0490504596709066,0.7313883056240699,5.057971014492754,8.0793736356896,False,True,0.7313883056240699,5.057971014492754,True,True,False,True,True,True,False,False,failed_stalled_or_low_efficiency_system;gas_rich_low_surface_brightness_dwarf;hi_dominated_weak_stellar_disk,,,,,False,0.3915437729716228,-0.3398445326524471,True,False,0.7313883056240699,0.4374962658229877,0.5787135319623936,0.4374962658229879,0.999034625863858,1.0,0.4628044304185864,0.6603106207016307,0.0989584472106552,0.2341713441930571,0.312506572188824,2.0496044058485574,0.0206232192148883,0.9465441335980992,0.2151558279740292,0.9465441335980992,0.9465441335980992,0.05345586640190081,0.9465441335980992,0.05345586640190081,0.7313883056240699,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08459869848156182
NGC0100,SPARC,0.7574205131254876,0.0596677677249125,low,0.3791024468060149,0.620897553193985,8.391288724537977,9.855421686746988,0.9420119798742904,-0.0129717870535531,88.1,85.80840348533991,91.85135187873628,0.2667073817101681,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,6.0,88.1,6.4,1.66,16.36,89.0,13.5,"dB02,Rh96",4262700000.0,1616000000.0,2646700000.0,1.66,0.371210947874995,0.0816399210386158,transition,0.0181096442728357,2.466113992116084,2.498361436573413,2.494870557872088,0.0322474444573295,0.0287565657560033,0.0726447219069239,0.0181096442728357,0.0287565657560033,True,True,True,True,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,88.1,43.735433614342426,98.15709556307011,0.0469457908627941,0.7574205131254876,9.855421686746988,8.391288724537977,False,True,0.7574205131254876,9.855421686746988,True,True,False,False,False,True,True,False,failed_stalled_or_low_efficiency_system;systems_with_unsettled_or_extended_hi,,,,,False,0.6359010059516079,-0.1215195071738797,True,False,0.7574205131254876,0.7374621638816672,0.8270918033584268,0.7374621638816675,0.8951610528319293,1.0,0.7273225182146794,0.5440342089296701,0.0772871043931796,0.1880848107133899,0.2647908005133538,3.2457496215195736,0.0005811145932158,0.9734343766150358,0.2160138634895482,0.9734343766150358,0.9734343766150358,0.026565623384964154,0.9734343766150358,0.026565623384964154,0.7574205131254876,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07264472190692396
UGC06667,SPARC,1.0,0.0071637243455501,low,0.3936386639390917,0.6063613360609084,7.027274334924381,1.6679611650485435,1.320993559246695,0.0604503500675063,83.8,31.432013146060825,73.7787895627693,0.1952241837696332,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,6.0,83.8,3.1,5.15,8.59,89.0,18.0,"VS01,SV98",1774470000.0,698500000.0,1075970000.0,5.15,1.0,0.0024474546439,transition,-0.0553124928482238,2.936081243335449,2.908822527345974,2.91740098573473,-0.027258715989475,-0.0186802576007187,0.0369928400954654,-0.0553124928482238,0.0186802576007187,True,True,True,False,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,83.8,31.432013146060825,73.78901586001074,-0.0552523005256959,1.0,1.6679611650485435,7.027274334924381,False,True,1.0,1.6679611650485435,True,True,False,False,False,True,False,False,failed_stalled_or_low_efficiency_system,,,,,False,0.027316563781502,-0.972683436218498,True,False,1.0,0.7593481914571908,0.0200179936253599,0.7593481914571907,0.9999674284518576,1.0,0.2097977925414508,0.6312335768332149,0.1758418177721136,0.3474910130423999,0.2494833116027276,0.9125283875948684,0.2738495192117859,0.790462740763381,-0.209537259236619,0.5308659418792191,0.790462740763381,0.20953725923661903,0.5308659418792191,0.4691340581207809,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0369928400954654
UGC07603,SPARC,1.0,0.1993316600021736,low,0.3539556425801107,0.6460443574198893,8.47847740168307,8.245283018867925,1.304679724565629,0.057751956632184,61.6,53.605339526734014,54.57159064874437,0.1671122266652176,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,7.0,61.6,2.8,0.53,4.37,78.0,4.7,"Sw09,Sw02",531140000.0,188000000.0,343140000.0,0.53,1.0,0.0578969392340187,transition,-0.0526140994129014,1.814886577429196,1.819983991090221,1.816493712259321,0.0050974136610248,0.0016071348301252,0.0454545454545454,-0.0526140994129014,0.0016071348301252,True,True,True,True,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,61.6,29.58498556818699,57.941492612499005,-0.0265910334295371,1.0,8.245283018867925,8.47847740168307,False,True,1.0,8.245283018867925,True,True,False,False,False,True,True,False,failed_stalled_or_low_efficiency_system;systems_with_unsettled_or_extended_hi,,,,,False,0.7065543713176793,-0.2934456286823207,True,False,1.0,0.696702673750769,0.871457735062131,0.696702673750769,0.9771282856030878,1.0,0.7340108913572402,0.5311533325271393,0.0754649023880987,0.183813084486978,0.2587505695965711,3.276491344481224,0.0005274172785056,0.974297076761164,-0.0257029232388359,0.974297076761164,0.974297076761164,0.02570292323883605,0.974297076761164,0.02570292323883605,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04545454545454545
UGC01281,SPARC,0.9382739299718946,0.077722807770906,low,0.3110022554271215,0.6889977445728784,7.531426093961837,3.226993865030675,1.0135252282721912,0.0029172817256814,55.2,31.596448121243306,55.48296392428599,0.148184794819396,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,8.0,55.2,3.5,1.63,5.26,90.0,5.27,"dB02,Sw02",567520000.0,176500000.0,391020000.0,1.63,0.9849428229873188,0.0042102917105701,transition,0.0022205754936011,2.255156677797138,2.310012408258044,2.311865163398031,0.0548557304609063,0.0567084856008932,0.0634057971014492,0.0022205754936011,0.0567084856008932,True,True,True,False,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,55.2,25.91346503205892,56.59786875752487,0.0108610000266834,0.9382739299718946,3.226993865030675,7.531426093961837,False,True,0.9382739299718946,3.226993865030675,True,True,False,True,False,True,False,False,failed_stalled_or_low_efficiency_system;gas_rich_low_surface_brightness_dwarf,,,,,False,0.2847392445753925,-0.6535346853965021,True,False,0.9382739299718946,0.6196394230045007,0.1330454649877978,0.6196394230045008,0.9998451666189718,1.0,0.353080569270756,0.6632080905455121,0.1152041313573652,0.2645171213238185,0.3045548677513633,1.5557021571911267,0.0751663849298203,0.9184292896694196,-0.0198446403024751,0.688117660627643,0.9184292896694196,0.08157071033058039,0.688117660627643,0.311882339372357,0.9382739299718946,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06340579710144927
UGC07524,SPARC,0.7140784731274675,0.185309139371381,low,0.3398371125563953,0.6601628874436046,7.678044417277685,3.5,0.8365521298554857,-0.0387534953704185,79.5,54.49939403523283,87.95458448342596,0.0958373214376219,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,9.0,79.5,3.6,3.46,12.11,46.0,4.74,"Sw09,Sw02",3584070000.0,1218000000.0,2366070000.0,3.46,0.7029351818070767,0.0113525765439297,transition,0.0438913525897012,2.740473223113228,2.7920441632596464,2.794571041195066,0.0515709401464183,0.0540978180818378,0.0452830188679245,0.0438913525897012,0.0540978180818378,True,True,True,False,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,79.5,44.28575768273596,89.80885136279126,0.0529520132288566,0.7140784731274675,3.5,7.678044417277685,False,True,0.7140784731274675,3.5,True,True,False,True,False,True,False,False,failed_stalled_or_low_efficiency_system;gas_rich_low_surface_brightness_dwarf,,,,,False,0.4795231419768939,-0.2345553311505736,True,False,0.7140784731274675,0.6723200011468273,0.2162216319854422,0.6723200011468274,0.9997965730219448,1.0,0.4430849477883165,0.6323056115453078,0.0966912277836349,0.2285404268058926,0.2989048699592242,1.962266984470159,0.0263267846303033,0.9454443057328652,0.2313658326053977,0.9454443057328652,0.9454443057328652,0.0545556942671348,0.9454443057328652,0.0545556942671348,0.7140784731274675,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04528301886792453
NGC5585,SPARC,0.9035639477886522,0.4341549605128784,transition,0.3966424880522063,0.6033575119477936,8.401798302775038,7.137254901960784,1.060820680908219,0.0128209888998675,90.3,83.3827630566897,88.71654468107285,0.0818627450980392,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,7.0,90.3,2.4,1.53,10.92,51.0,7.06,"Bl99,Sa96,Co91",3709890000.000001,1471500000.0,2238390000.0000005,1.53,1.0,0.1062999209968243,transition,-0.0076831316805849,2.441409176795086,2.4542422735632963,2.4526889467875,0.0128330967682104,0.0112797699924134,0.0265780730897009,-0.0076831316805849,0.0112797699924134,True,True,True,True,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,90.3,49.188120382265176,93.62765316919872,0.0157163873677569,0.9035639477886522,7.137254901960784,8.401798302775038,False,True,0.9035639477886522,7.137254901960784,True,True,False,False,False,True,True,False,failed_stalled_or_low_efficiency_system;systems_with_unsettled_or_extended_hi,,,,,False,0.8068863132615204,-0.0966776345271318,True,False,0.9035639477886522,0.7637120991913579,0.8330213359431927,0.763712099191358,0.99233004566813,1.0,0.7746580937998779,0.5096650534745134,0.0723999653324946,0.1767708258295214,0.248878330218484,3.4604781694257247,0.000292460943532,0.9766348644931352,0.073070916704483,0.9766348644931352,0.9766348644931352,0.02336513550686481,0.9766348644931352,0.02336513550686481,0.9035639477886522,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.026578073089700997
UGC05005,SPARC,0.8403410231539875,0.2815610105321539,low,0.3325929759608286,0.6674070240391713,7.981360962953233,6.753125,0.9872319061123233,-0.0027904086121612,98.9,74.31678031298453,100.72205023784072,0.0763441139513113,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,10.0,98.9,7.2,3.2,21.61,41.0,53.7,"dB02,VH93",6163690000.0,2050000000.0,4113690000.0,3.2,0.9213055970971392,0.022324170664155,transition,0.0079282658314438,2.801376265581067,2.7977951893003103,2.794680058613359,-0.0035810762807564,-0.0066962069677076,0.0728008088978766,0.0079282658314438,0.0066962069677076,True,True,True,True,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,98.9,44.62075550959908,106.11924294591644,0.0305978514697671,0.8403410231539875,6.753125,7.981360962953233,False,True,0.8403410231539875,6.753125,True,True,False,True,False,True,True,False,failed_stalled_or_low_efficiency_system;gas_rich_low_surface_brightness_dwarf;systems_with_unsettled_or_extended_hi,,,,,False,0.6562149603282699,-0.1841260628257176,True,False,0.8403410231539875,0.6594274547323611,0.4813695920991348,0.6594274547323612,0.9947636214522732,1.0,0.5774128024228622,0.598304046665735,0.0859089423914346,0.206783761908791,0.2880248739906005,2.568442408569593,0.0046678303096251,0.9628043654249806,0.122463342270993,0.8299720765069393,0.9628043654249806,0.0371956345750194,0.8299720765069393,0.17002792349306073,0.8403410231539875,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07280080889787664
UGC01230,SPARC,0.5981967627928872,0.2950814074116707,low,0.3082050493856122,0.6917949506143878,8.01892589871753,6.057603686635945,0.7664112892547481,-0.057769053357676,103.7,90.37311035539408,119.86314453793428,0.060043772736188,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,9.0,103.7,6.1,4.34,26.29,22.0,53.7,"dB02,VdH93",12361900000.0,3810000000.0,8551900000.0,4.34,0.4171682814060387,0.0156084774978943,transition,0.0629069105769587,2.954298481565533,2.978824779573292,2.9773426244733865,0.0245262980077591,0.0230441429078536,0.0588235294117647,0.0629069105769587,0.0230441429078536,True,True,True,True,False,True,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,103.7,56.99088277632412,125.67903163159885,0.0834840693771751,0.5981967627928872,6.057603686635945,8.01892589871753,False,True,0.5981967627928872,6.057603686635945,True,True,False,True,False,True,False,False,failed_stalled_or_low_efficiency_system;gas_rich_low_surface_brightness_dwarf,,,,,False,0.6300640810256024,0.0318673182327151,True,False,0.5981967627928872,0.6143513786961422,0.5189168651468101,0.6143513786961422,0.9973811463685066,1.0,0.5646475071706822,0.6077942010922021,0.0874668694438472,0.2101989997122409,0.2921282856304821,2.51052407221346,0.0055375835256061,0.9612736847621433,0.363076921969256,0.9612736847621433,0.9612736847621433,0.038726315237856745,0.9612736847621433,0.038726315237856745,0.5981967627928872,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647
UGC04278,SPARC,1.0,0.2480137356661231,low,0.3056909504252074,0.6943090495747926,7.842998593983464,4.027149321266968,1.4317193024782704,0.0779289400843308,91.4,52.66557732133028,77.29566054300169,0.0346575095559179,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,7.0,91.4,4.8,2.21,8.9,90.0,9.51,"dB02,Sw02",2137780000.0,653500000.0,1484280000.0000002,2.21,1.0,0.009997189107437,transition,-0.0727910828650482,2.606368465082923,2.533835878705613,2.5335662347120134,-0.07253258637731,-0.0728022303709097,0.0525164113785558,-0.0727910828650482,0.0728022303709097,True,True,True,False,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,91.4,40.23411452699791,79.44078140808993,-0.0609026883488162,1.0,4.027149321266968,7.842998593983464,False,True,1.0,4.027149321266968,True,True,False,True,False,True,False,False,failed_stalled_or_low_efficiency_system;gas_rich_low_surface_brightness_dwarf,,,,,False,0.5649146215627677,-0.4350853784372323,True,False,1.0,0.6095753569287021,0.3479628939163683,0.6095753569287022,0.9996554238042968,1.0,0.4886560976119111,0.6345403350364247,0.0937705135603072,0.2231799937486355,0.3020495518894807,2.167225422501779,0.0149009554194621,0.9520263258667144,-0.0479736741332855,0.7844815201883722,0.9520263258667144,0.04797367413328557,0.7844815201883722,0.21551847981162775,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525164113785558
UGC10310,SPARC,0.6433123110527825,0.4773237417871099,transition,0.3536921314166375,0.6463078685833624,8.082418498709004,5.322222222222222,0.8142761760606692,-0.0446141357638089,71.4,62.61478841403559,80.066382090813,0.0223070678819044,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,9.0,71.4,3.9,1.8,9.58,34.0,15.2,"Sw09,Sw02",2461180000.0,870500000.0,1590680000.0,1.8,0.4728280083144021,0.0384787918419298,transition,0.0497519929830916,2.4100007125434617,2.4750699079867657,2.472227790245569,0.065069195443304,0.0622270777021074,0.0546218487394957,0.0497519929830916,0.0622270777021074,True,True,True,True,False,True,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs,71.4,40.829300244057215,83.66752723115584,0.0688587219551644,0.6433123110527825,5.322222222222222,8.082418498709004,False,True,0.6433123110527825,5.322222222222222,True,True,False,False,False,True,False,False,failed_stalled_or_low_efficiency_system,,,,,False,0.7488772601347756,0.1055649490819931,True,False,0.6433123110527825,0.6962570328653124,0.5816800526499548,0.6962570328653125,0.9987430103183684,1.0,0.6417811983770558,0.5693722780200553,0.08115435347871,0.196472065107587,0.2756863741313846,2.8595467787957487,0.0019400444549123,0.9683870633465368,0.3250747522937544,0.9683870633465368,0.9683870633465368,0.03161293665346321,0.9683870633465368,0.03161293665346321,0.6433123110527825,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05462184873949579
