f_star,hi_compactness_proxy,density_norm,shape_symmetry,object_name
0.5983732945942856,0.1361587015329125,0.600978970412248,0.6524483454479428,ESO116-G012
0.6648821248393632,0.1385121249486231,0.4685803304946185,0.712410780091881,F579-V1
0.9234267464940172,0.1448104412678682,0.9144478713374679,0.832703619804244,NGC2903
0.8139148839043014,0.1573907839616995,0.6419690958249051,0.9443547230331264,NGC3917
0.4108519726174104,0.2159806295399515,0.34033467461093186,0.9987226050607914,F574-1
0.8458313937142514,0.1505646173149309,0.7447823129653197,0.8994730777489053,UGC06786
0.8713455360448207,0.1507202752096323,0.6843471808302615,0.90084298069118,NGC5985
0.8755002533979934,0.254240379354368,0.5412626613514224,0.9997281554666284,NGC6195
0.5091657821440827,0.1903381642512077,0.40610762483713503,0.9949107162830956,UGC06930
0.8609911892073615,0.2232967032967032,0.5437004089634375,0.9990878210660158,ESO079-G014
0.6838210987557938,0.1552723059096176,0.6022728491919531,0.9333215734030734,NGC0024
0.9493857994389996,0.2195779074988774,0.7308611192508954,0.9989205414144504,NGC3953
0.8163351199847119,0.178250204415372,0.6318453514350317,0.988835316519446,NGC3972
0.9813051270337704,0.4758308157099697,0.5184840169293847,0.999995358409384,NGC5005
0.9632156039661288,0.1729067392784206,0.8557024475612344,0.9836734172378164,NGC7814
0.9111431474496304,0.1640673736743605,0.7932405884555643,0.9678937505115796,UGC02487
0.9343900268783742,0.171028880866426,0.7676199483989262,0.981245439977646,UGC03546
0.5290535529628043,0.2195985832349468,0.40217057267820305,0.9989215683915752,UGC04325
0.5615284530575909,0.1889400921658985,0.37761795906154744,0.9944540457566512,UGC06399
0.5593956692687736,0.1788723266364225,0.4726869337131507,0.9893040054438949,UGC06917
0.4016612308210174,0.1664937759336099,0.42983777480233143,0.9734925372565368,UGC06983
0.98449977846327,0.2085470085470085,1.0,0.9981577158393196,UGC11914
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS101026
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS102001
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS112113
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS108119
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS122004
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS113134
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS123001
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS101001
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS109127
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS124028
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS110082
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS113114
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS113137
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS108148
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS114117
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS111071
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS122005
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS108140
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS109082
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS111075
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS101033
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS110036
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS113091
0.25,0.1666666666666666,0.513971750153999,0.9738474883252576,xGASS_xCOLD:GASS109080
