formation_index,formation_label,source_galaxy_name,seed_galaxy_name,initialization_mode,initialization_class,step,time_gyr,M_baryon_Msun,M_star_Msun,M_gas_Msun,Rdisk_kpc,disk_compaction_factor,f_star,f_gas,Sigma_baryon_Msun_kpc2,log10_Sigma_b,organization_score,v_newton_km_s,v_bdvr_full_km_s,v_bdvr_governed_km_s,A_gov,alpha_BTFR,BTFR_offset_dex,c_coherence,c_fstar,c_sigma,c_org,claim_boundary
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,54,5.4,11741359877.988777,2218167717.1225376,9523192160.86624,1.0580867228445983,0.8692674007873087,0.18891914907411014,0.8110808509258899,1669152440.0738692,9.222496001664076,0.48351651080016267,116.9381188310065,123.56709732238339,117.97534179885032,0.15283010727456176,1.0178183637917906,-0.1410545572165227,0.5006639680100746,0.12702735582015734,0.8889984006656306,0.48351651080016267,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,55,5.5,11736355035.756044,2235766224.235819,9500588811.520226,1.056466413229414,0.8679362411599812,0.19049919821139707,0.809500801788603,1673562674.1237826,9.223641981119515,0.48553952527850947,116.92565540223043,123.56228366574719,117.97550838028249,0.15451578767401278,1.0180382344394712,-0.14099858093443451,0.5022213340459835,0.1292845688734244,0.8894567924478061,0.48553952527850947,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,56,5.6000000000000005,11731350193.523314,2253027355.4921246,9478322838.031189,1.0548781878942641,0.8666314402593155,0.19205183702861278,0.8079481629713872,1677890078.657174,9.224763506077721,0.487552347455093,116.91318798664543,123.55728340776726,117.97546887927057,0.15617222528715013,1.0182546877375673,-0.1409433396747919,0.5037585136017153,0.13150262432658968,0.8899054024310885,0.487552347455093,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,57,5.7,11726345351.29058,2269957098.4127975,9456388252.877783,1.0533214115278382,0.8653524761475534,0.19357754103353011,0.8064224589664699,1682135541.879489,9.225860987132922,0.48955494569723257,116.90071658127451,123.55209972821443,117.97522568041205,0.15779992741093923,1.0184677627336902,-0.14088882463994246,0.5052757924245439,0.13368220147647158,0.8903443948531689,0.48955494569723257,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,58,5.800000000000001,11721340509.05785,2286561334.3105197,9434779174.74733,1.0517954613988323,0.8640988372219973,0.19507677748492533,0.8049232225150746,1686299958.252738,9.226934829260891,0.4915472953792209,116.8882411831372,123.546735760037,117.9747811687055,0.15939939254187743,1.0186774985328666,-0.1408350270345715,0.5067734534527536,0.1358239678356076,0.8907739317043564,0.4915472953792209,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,59,5.9,11716335666.825119,2302845840.172355,9413489826.652765,1.0502997271068484,0.8628700220103614,0.1965500055356794,0.8034499944643206,1690384227.7511737,9.227985431847978,0.4935293788992023,116.87576178924957,123.54119458967799,117.97413772809688,0.16097111052866214,1.018883934271802,-0.14078193807090633,0.5082517768963173,0.13792857933668484,0.8911941727391912,0.4935293788992023,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,60,6.0,11711330824.592386,2318816290.5094366,9392514534.08295,1.048833610338226,0.8616655389701768,0.1979976763733974,0.8020023236266026,1694389255.140866,9.229013188721963,0.49550118569123563,116.86327839662408,123.53547925740814,117.97329774009641,0.1625155627222112,1.0190871090943363,-0.1407295489736584,0.5097110403151441,0.13999668053342487,0.8916052754887851,0.49550118569123563,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,61,6.1000000000000005,11706325982.359655,2334478259.1738653,9371847723.185791,1.04739652462671,0.8604849062921675,0.19942023335858808,0.800579766641412,1698315949.2829762,9.230018488184637,0.4974627122325357,116.85079100226979,123.52959275767353,117.97226358246377,0.16403322212307994,1.0192870621280599,-0.1406778509847153,0.5111515186949038,0.14202890479798297,0.8920073952738548,0.4974627122325357,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,62,6.2,11701321140.126923,2349837221.1434145,9351483918.98351,1.0459878951188537,0.8593276517075199,0.2008181121604467,0.7991818878395534,1702165222.4605112,9.231001713046028,0.49941396204588756,116.83829960319218,123.52353803945705,117.97103762795916,0.16552455352632175,1.0194838324620499,-0.14062683536759568,0.5125734845204336,0.14402587451492385,0.8924006852184114,0.49941396204588756,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,63,6.300000000000001,11696316297.894192,2364898554.2746034,9331417743.619589,1.0446071583440724,0.8581933122989704,0.20219174089028188,0.7978082591097181,1705937989.728292,9.23196324066018,0.5013549456972326,116.82580419639322,123.51731800665229,117.96962224315773,0.16699001366383484,1.0196774591256814,-0.14057649341167355,0.513977207846736,0.14598820127183126,0.8927852962640721,0.5013549456972326,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,64,6.4,11691311455.661459,2379667541.0247035,9311643914.636755,1.0432537619892457,0.8570814343156306,0.2035415402326282,0.7964584597673718,1709635168.2858703,9.2329034429624,0.5032856807884264,116.81330477887134,123.51093551844959,117.96801978732562,0.16843005134424013,1.0198679810684945,-0.1405268164361737,0.5153629563675779,0.1479164860466117,0.8931613771849598,0.5032856807884264,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,65,6.5,11686306613.428726,2394149370.143229,9292157243.285498,1.0419271646777866,0.8559915729914818,0.20486792357408404,0.795132076425916,1713257676.8730936,9.233822686507908,0.505206191945176,116.80080134762149,123.50439338973263,117.96623261135501,0.16984510759033233,1.0200554371410613,-0.1404777957939567,0.516730995481702,0.14981131939154863,0.8935290746031633,0.505206191945176,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,66,6.6000000000000005,11681301771.195995,2408349138.333447,9272952632.862549,1.0406268357530817,0.8549232923674628,0.20617129712991458,0.7938287028700854,1716806435.1880045,9.23472133251179,0.5071165108001627,116.78829389963498,123.49769439148542,117.96426305675612,0.1712356157741467,1.0202398660768328,-0.1404294228750982,0.5180815883566565,0.15167328161416369,0.8938885330047157,0.5071165108001627,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,67,6.7,11676296928.963263,2422271851.88444,9254025077.078821,1.0393522550662238,0.8538761651170801,0.20745206006845812,0.7925479399315418,1720282363.326728,9.235599736890181,0.5090166759713616,116.77578243189969,123.49084125120827,117.96211345470431,0.1726020017496824,1.0204213064749252,-0.1403816891102614,0.519414995990263,0.15350294295494019,0.8942398947560726,0.5090166759713616,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,68,6.800000000000001,11671292086.730532,2435922428.2742534,9235369658.45628,1.0381029127679433,0.8528497723754717,0.20871060463337493,0.7912893953666251,1723686381.2450206,9.236458250302627,0.5109067330355761,116.76326694139985,123.48383665334241,117.9597861251401,0.17394468398332397,1.0205997967838152,-0.14033458597388782,0.5207314772697281,0.1553008637619642,0.8945833001210509,0.5109067330355761,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,69,6.9,11666287244.497799,2449305697.744619,9216981546.75318,1.0368783091046627,0.8518437035718555,0.20994731626377458,0.7900526837362254,1727019408.2410853,9.23729721819551,0.5127867344972008,116.75074742511619,123.47668323970215,117.9572833759201,0.17526407368199967,1.0207753752859081,-0.14028810498719446,0.5220312890284188,0.15706759466253511,0.8949188872782038,0.5127867344972008,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,70,7.0,11661282402.265068,2462426404.8477755,9198855997.417294,1.0356779542185885,0.8508575562652954,0.2111625737122598,0.7888374262877402,1730282362.4593022,9.238116980846506,0.5146567397522384,116.7382238800259,123.46938360991425,117.95460750201715,0.1765605749191168,1.0209480800829538,-0.14024223772099598,0.5233146861003122,0.1588036767317997,0.8952467923386024,0.5146567397522384,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,71,7.1000000000000005,11656277560.032337,2475289209.9658756,9180988350.066462,1.0345013679517612,0.8498909359837202,0.2123567491609224,0.7876432508390776,1733476160.4144633,9.238917873409987,0.5165168150475918,116.72569630310251,123.4619403218635,117.95176078476759,0.1778345847583125,1.0211179490822722,-0.14019697579836077,0.5245819213721369,0.16050964165846057,0.8955671493639947,0.5165168150475918,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,72,7.2,11651272717.799604,2487898690.8034616,9163374026.996143,1.0333480796539862,0.8489434560661289,0.21353020833532704,0.786469791664673,1736601716.5361245,9.239700225963292,0.5183670334356629,116.71316469131605,123.45435589214388,117.94874549116408,0.1790864933750574,1.021285019983767,-0.14015231089709435,0.5258332458332232,0.16218601190761006,0.8958800903853167,0.5183670334356629,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,73,7.300000000000001,11646267875.566874,2500259343.8534923,9146008531.71338,1.032217627994567,0.8480147375079211,0.21468331061651746,0.7853166893834825,1739659942.732666,9.240464363553842,0.520207474724285,116.70062904163298,123.44663279651503,117.94556387319216,0.18031668417615015,1.0214493302676917,-0.14010823475207124,0.5270689086230821,0.16383330088073925,0.896185745421537,0.520207474724285,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,74,7.4,11641263033.33414,2512375585.8373804,9128887447.496761,1.0311095607777667,0.8471044088092904,0.21581640915107975,0.7841835908489203,1742651747.9746332,9.241210606246977,0.522038225422027,116.68808935101609,123.43877347036285,117.9422181672086,0.1815255339171386,1.0216109171831407,-0.14006473915741324,0.5282891570767247,0.16545201307297108,0.8964842424987907,0.522038225422027,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,75,7.5,11636258191.10141,2524251755.1195183,9112006435.981892,1.0300234347619246,0.8462121058266195,0.2169298509592962,0.7830701490407038,1745578037.8969488,9.24193926917451,0.523859378678905,116.67554561642467,123.43078030916433,117.93871059336048,0.18271341281770404,1.0217698177372456,-0.1400218159685216,0.5294942367677511,0.167042644227566,0.8967757076698042,0.523859378678905,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,76,7.6000000000000005,11631253348.868677,2535892113.0967193,9095361235.771957,1.028958815482152,0.8453374716268179,0.21802397704142304,0.7819760229585769,1748439714.4195619,9.242650662583905,0.5256710342225414,116.66299783481438,123.42265566895531,117.93504335504285,0.183880684675044,1.0219260686850407,-0.13997945710397142,0.5306843915492206,0.1686056814877472,0.8970602650335622,0.5256710342225414,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,77,7.7,11626248506.635946,2547300845.563046,9078947661.0729,1.0279152770765423,0.8444801563445437,0.21909912248212446,0.7809008775178755,1751237675.3861003,9.24334509188804,0.5274732982898168,116.65044600313726,123.41440186680148,117.93121863839352,0.1850277069752881,1.0220797065199732,-0.1399376545472686,0.5318598635923328,0.17014160354589208,0.897338036755216,0.5274732982898168,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,78,7.800000000000001,11621243664.403214,2558482064.050436,9062761600.352777,1.0268924021158188,0.8436398170422528,0.2201556165530948,0.7798443834469052,1753972814.2200975,9.244022857715485,0.5292662835540611,116.63789011834174,123.40602118127148,117.92723861182394,0.18615483100298058,1.022230767465041,-0.13989640034848172,0.5330208934229337,0.1716508807901354,0.8976091430861942,0.5292662835540611,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,79,7.9,11616238822.170483,2569439807.1455793,9046799015.024904,1.025889781436359,0.8428161175730198,0.2211937828139007,0.7788062171860993,1756646019.5983477,9.24468425596127,0.5310501090478317,116.62533017737273,123.39751585291187,117.92310542558421,0.18726240194866445,1.0223792874645288,-0.139855686625749,0.5341677199558775,0.17313397544842957,0.8978737023845078,0.5310501090478317,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,80,8.0,11611233979.93775,2580178041.78344,9031055938.15431,1.0249070139765226,0.842008728446074,0.22221393921107369,0.7777860607889263,1759258175.1409636,9.24532957783805,0.5328249000813355,116.61276617717132,123.38888808472362,117.9188212113607,0.18835075901459838,1.0225253021763072,-0.139815505566669,0.5353005805272644,0.17459134173010527,0.8981318311352198,0.5328249000813355,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,81,8.1,11606229137.705019,2590700664.5178647,9015528473.187153,1.023943706616222,0.8412173266949996,0.22321639817548375,0.7767836018245162,1761810159.1176827,9.245959109927657,0.534590788156547,116.6001981146752,123.38014004263954,117.91438808190594,0.18942023551864026,1.0226688469647032,-0.13977584942957222,0.5364197109245779,0.17602342596497678,0.8983836439710629,0.534590788156547,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,82,8.200000000000001,11601224295.472286,2601011502.7696586,9000212792.702627,1.0229994740196686,0.8404415957485438,0.22420146671802377,0.7757985332819762,1764302844.169996,9.246573134232985,0.5363479108770837,116.58762598681824,123.3712738560024,117.90980813069797,0.19047115899632824,1.0228099568938798,-0.13973671054469383,0.5375253454147549,0.17743066674003397,0.8986292536931941,0.5363479108770837,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,83,8.3,11596219453.239555,2611114316.052549,8985105137.187006,1.0220739384812338,0.8396812253039847,0.22516944652363405,0.774830553476366,1766737097.0486562,9.247171928230127,0.5380964118538992,116.57504979053081,123.36229161804312,117.90508343162912,0.19150385130119127,1.022948666721737,-0.13969808131523465,0.5386177167702045,0.17881349503376293,0.8988687712920509,0.5380964118538992,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,84,8.4,11591214611.006823,2621012797.177412,8970201813.82941,1.021166729774362,0.8389359112030064,0.22612063404369567,0.7738793659563044,1769113778.3661273,9.247755764920779,0.5398364406068599,116.56246952273956,123.35319538635899,117.90021603872243,0.19251862870331907,1.0230850108942955,-0.1396599542183261,0.5396970562928148,0.18017233434813668,0.8991023059683115,0.5398364406068599,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,85,8.5,11586209768.774092,2630710573.4351573,8955499195.338934,1.020277485003474,0.8382053553100305,0.2270553205868209,0.7729446794131791,1771433742.3635552,9.248324912884813,0.5415681524622709,116.54988518036753,123.34398718339128,117.89520798587445,0.19351580198622229,1.0232190235405458,-0.13962232180590295,0.5407635938359655,0.18150760083831557,0.8993299651539253,0.5415681524622709,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,86,8.6,11581204926.541359,2640211207.758646,8940993718.782713,1.0194058484588044,0.8374892653929591,0.227973792408069,0.772026207591931,1773697836.6918104,9.24887963633303,0.5432917084464235,116.53729676033402,123.33466899690215,117.89006128662365,0.19449567654201266,1.0233507384677476,-0.1395851767054781,0.5418175578245856,0.18281970344009857,0.8995518545332117,0.5432917084464235,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,87,8.700000000000001,11576200084.308628,2649518199.8640103,8926681884.444618,1.0185514714741137,0.8367873550062774,0.22887633079661382,0.7711236692033862,1775906902.2061937,9.24942019515999,0.5450072751752361,116.52470425955481,123.32524278045057,117.88477793394304,0.19545855246493138,1.0234801891571579,-0.1395485116208386,0.5428591752732763,0.1841090439951626,0.8997680780639961,0.5450072751752361,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,88,8.8,11571195242.075897,2658634987.3717465,8912560254.704151,1.0177140122872161,0.8360993433764718,0.22976321216189088,0.7702367878381091,1778061772.7743723,9.249946844996973,0.5467150247400633,116.51210767494189,123.3157104538664,117.87935990005587,0.1964047246432555,1.023607408760166,-0.13951231933265396,0.5438886718025406,0.18537601737412984,0.8999787379987894,0.5467150247400633,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,89,8.9,11566190399.843164,2667564946.907935,8898625452.935228,1.0168931359032705,0.8354249552897167,0.23063470811825013,0.7693652918817498,1780163275.0971332,9.250459837264927,0.5484151345897533,116.49950700340364,123.30607390372344,117.87380913627372,0.19733448284960983,1.0237324300948272,-0.13947659269900825,0.5449062716531408,0.1866210115975002,0.9001839349059708,0.5484151345897533,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,90,9.0,11561185557.610434,2676311395.185937,8884874162.424498,1.016088513960778,0.8347639209817855,0.23149108556813963,0.7685089144318604,1782212228.541543,9.250959419227469,0.5501077874090339,116.48690224184473,123.29633498381014,117.86812757285557,0.19824811182971186,1.0238552856427656,-0.1394413246558539,0.5459121976986255,0.1878444079544852,0.9003837676909875,0.5501077874090339,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,91,9.1,11556180715.3777,2684877590.068919,8871303125.30878,1.0152998246002336,0.8341159760301411,0.23233260678384665,0.7676673932161533,1784209444.9860973,9.251445834043835,0.5517931709933086,116.47429338716616,123.28649551559822,117.86231711888719,0.1991458913895775,1.023976007546442,-0.1394065082173972,0.5469066714560528,0.18904658111978093,0.9005783336175341,0.5517931709933086,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,92,9.200000000000001,11551175873.144968,2693266731.6135483,8857909141.53142,1.0145267523353767,0.8334808612481635,0.2331595294878208,0.7668404705121792,1786155728.6774786,9.251919320821797,0.5534714781199519,116.46168043626523,123.2765572887091,117.8563796621798,0.2000280964812139,1.0240946276067615,-0.13937213647641222,0.5478899130949475,0.1902278992683154,0.9007677283287187,0.5534714781199519,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,93,9.3,11546171030.912237,2701481963.095176,8844689067.81706,1.0137689879269935,0.8328583225814714,0.23397210693160314,0.7660278930683968,1788051876.0985012,9.25238011467047,0.5551429064161885,116.44906338603556,123.26652206137753,117.85031706918706,0.20089499728682547,1.0242111772810119,-0.13933820260449226,0.5488621414445237,0.19138872418800448,0.9009520458681877,0.5551429064161885,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,94,9.4,11541166188.679504,2709526372.01486,8831639816.664644,1.0130262282592175,0.8322481110062977,0.2347705879733869,0.7652294120266131,1789898675.8468728,9.252828446753028,0.5568076582236499,116.43644223336703,123.25639156091255,117.84413118493946,0.20174685930155956,1.024325687681109,-0.13930469985223537,0.5498235739992123,0.1925294113905527,0.9011313787012114,0.5568076582236499,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,95,9.5,11536161346.446774,2717402991.0885262,8818758355.358248,1.0122981762182777,0.8316499824298761,0.23555521715423192,0.7644447828457681,1791696908.5243924,9.253264544339286,0.5584659404596999,116.4238169751459,123.24616748415554,117.83782383299577,0.2025839434148162,1.0244381895721522,-0.1392716215493759,0.550774426922526,0.1936503102203313,0.9013058177357145,0.5584659404596999,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,96,9.600000000000001,11531156504.21404,2725114799.2186007,8806041704.99544,1.01158454057365,0.8310636975928006,0.23632623477295728,0.7636737652270427,1793447346.6361923,9.253688630858083,0.5601179644756228,116.41118760825455,123.23585149793486,117.83139681540975,0.2034065059901475,1.0245487133712496,-0.13923896110485634,0.551714915049297,0.19475176396136754,0.901475452343233,0.5601179644756228,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,97,9.700000000000001,11526151661.98131,2732664722.4484215,8793486939.532888,1.0108850358615618,0.8304890219733195,0.23708387695973496,0.762916123040265,1795150754.4996712,9.254100925949508,0.5617639459117748,116.39855412957183,123.22544523951764,117.82485191271265,0.20421479894377126,1.0246572891466315,-0.13920671200684476,0.5526452518863311,0.19583410994247852,0.9016403703798034,0.5617639459117748,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,98,9.8,11521146819.748579,2740055634.8997197,8781091184.848858,1.010199382270801,0.8299257256935224,0.23782837574840618,0.7621716242515938,1796807888.162751,9.254501645516912,0.5634041045497944,116.3859165359727,123.21495031705764,117.8181908839093,0.20500906982172196,1.0247639466170055,-0.13917486782270805,0.5535656496115091,0.19689767964058025,0.9018006582067649,0.5634041045497944,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,99,9.9,11516141977.515846,2747290359.6934958,8768851617.82235,1.0095273055307892,0.8293735834273865,0.2385599591475439,0.7614400408524561,1798419495.3311071,9.254891001778665,0.5650386641619749,116.37327482432848,123.20436831003983,117.81141546648858,0.20578956187566386,1.0248687151511737,-0.13914342219892806,0.5544763190713775,0.19794279878220558,0.901956400711466,0.5650386641619749,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,100,10.0,11511137135.283115,2754371669.8545613,8756765465.428553,1.0088685368018693,0.8288323743106436,0.23927885121028208,0.7607211487897179,1799986315.304021,9.25526920331967,0.5666678523579023,116.36062899150672,123.19370076972115,117.80452737644622,0.20655651413738874,1.0249716237678712,-0.13911236886097855,0.5553774697772655,0.19896978744326013,0.9021076813278682,0.5666678523579023,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,101,10.100000000000001,11506132293.050383,2761302289.2000475,8744830003.850334,1.0082228125677661,0.8283018818524307,0.2399852721029336,0.7600147278970664,1801509078.9185188,9.255636455142616,0.5682919004284631,116.34797903437124,123.18294921956748,117.79752830832011,0.20731016149202106,1.0250727011358356,-0.1390817016131578,0.556269309899972,0.19997896014704802,0.9022545820570465,0.5682919004284631,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,102,10.200000000000001,11501127450.817652,2768084893.2121677,8733042557.605484,1.0075898745301761,0.8277818938486912,0.24067943817241813,0.7593205618275819,1802988508.501472,9.255992958718906,0.5699110431873289,116.3353249497821,123.17211515568661,117.79041993523731,0.20805073474995353,1.0251719755740842,-0.13905141433837898,0.5571520462630546,0.20097062596059734,0.9023971834875624,0.5699110431873289,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,103,10.3,11496122608.584919,2774722109.895501,8721400498.689419,1.006969469505445,0.8272722022972903,0.24136156201251993,0.7586384379874801,1804425317.8293197,9.2563389120393,0.5715255188100268,116.32266673459563,123.16120004725711,117.7832039089718,0.20877846071753467,1.0252694750523925,-0.13902150099792232,0.5580258843347701,0.2019450885893142,0.9025355648157202,0.5715255188100268,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,104,10.4,11491117766.352188,2781216520.6190834,8709901245.733105,1.0063613493232908,0.8267726033148114,0.24203185252899642,0.7579681474710036,1805820212.095118,9.256674509664226,0.5731355686707059,116.31000438566429,123.15020533695323,117.77588186001287,0.20949356226652982,1.0253652271919627,-0.13899195563115185,0.5588910282187016,0.2029026464699949,0.9026698038656903,0.5731355686707059,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,105,10.5,11486112924.119455,2787570660.9435644,8698542263.17589,1.0057652707275322,0.8262828970550002,0.24269051500355715,0.7573094849964428,1807173887.8825924,9.256999942773733,0.574741437176712,116.29733789983689,123.13913244136545,117.76845539764331,0.21019625840237746,1.025459259266277,-0.13896277235519605,0.5597476806431148,0.2038435928622245,0.9027999771094933,0.574741437176712,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,106,10.600000000000001,11481108081.886724,2793787021.4337068,8687321060.453016,1.005180995278783,0.8258028876288233,0.2433377511567329,0.756662248843267,1808487033.146904,9.25731539921711,0.5763433716010818,116.28466727395843,123.12798275141672,117.76092611002673,0.2108867643312613,1.0255515982021146,-0.13893394536459747,0.5605960429490863,0.20476821593818986,0.9029261596868438,0.5763433716010818,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,107,10.700000000000001,11476103239.653992,2799868048.456477,8676235191.197514,1.004608289259073,0.8253323830261099,0.24397375920965436,0.7560262407903456,1809760327.2018254,9.257621063562107,0.5779416219130755,116.2719925048701,123.11675763277448,117.7532955643038,0.21156529152601905,1.0256422705807358,-0.13890546893093214,0.5614363150774448,0.20567679887093482,0.9030484254248428,0.5779416219130755,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,108,10.8,11471098397.421259,2805816144.9649897,8665282252.45627,1.004046923578359,0.8248711950387455,0.24459873394475862,0.7554012660552414,1810994440.7130594,9.257917117143794,0.5795364406068598,116.2593135894093,123.10545842625798,117.74556530669663,0.2122320477909073,1.025731302639217,-0.1388773374023966,0.5622686955545684,0.20656961992108375,0.9031668468575177,0.5795364406068598,response_organization_visualization_not_model_promotion
