mse_bounded,rmse_bounded,spearman_A_rank_A_inferred,pearson_A_rank_A_inferred,spearman_A_bounded_A_inferred,pearson_A_bounded_A_inferred,prediction_min,prediction_max,prediction_std,bounded_prediction_std,n,target_construction,endpoint_delta,endpoint_stretch,repeat
0.008596506424936147,0.09271734694724687,0.9562731852086244,0.9059538341780061,0.9560013147638046,0.9609971023863686,-0.783223942020428,1.5686806790577221,0.34698864703194243,0.286061290636361,87,feature_spread_endpoint_expansion,0.05,0.25,2
0.007501227346597256,0.08660962617744783,0.9617214892585705,0.914828827280268,0.9616639327760063,0.9652702932960919,-0.8095344145443039,1.4958513352807656,0.3502933981823397,0.2927271192159483,87,feature_spread_endpoint_expansion,0.05,0.25,3
0.008211328687317783,0.09061638200302295,0.9571036637154001,0.9124624797049381,0.9570447179256159,0.9614615395130194,-0.8023580323468725,1.5209866387109332,0.3517219113451835,0.2933224892919608,87,feature_spread_endpoint_expansion,0.05,0.25,4
0.008000336035611948,0.08944459757644364,0.9568207534548501,0.9090965754229484,0.9569908250761471,0.9629022571551177,-0.8327132335648381,1.563501703086081,0.35425564807559906,0.2916245986443582,87,feature_spread_endpoint_expansion,0.05,0.25,5
0.009866597611379304,0.09933074856951046,0.9487441218230205,0.9023754598449072,0.9486567110510221,0.9533187939352239,-0.8457106252235763,1.4827665011590547,0.3499035385716326,0.28974381922251813,87,feature_spread_endpoint_expansion,0.05,0.25,6
0.00910903103276934,0.09544124387689705,0.9545392190955763,0.900032055086105,0.9543060529945546,0.9575672930056544,-0.8468090413475982,1.5025062869522396,0.35400645980590295,0.2889200092281705,87,feature_spread_endpoint_expansion,0.05,0.25,7
0.008154668557422343,0.09030320347264732,0.9582626831699113,0.9089195087608822,0.9584575641984903,0.9605873914063079,-0.9161263480405991,1.5273172227265381,0.3626912171290913,0.30204521508323096,87,feature_spread_endpoint_expansion,0.05,0.5,0
0.007477184886920683,0.08647071693307905,0.9606081004912448,0.9139541639098552,0.9605598344986273,0.9641467772593085,-0.8564857155838929,1.5265080835702074,0.3632278113797455,0.3007425961953279,87,feature_spread_endpoint_expansion,0.05,0.5,1
0.007908199218149576,0.08892805641724986,0.9582991877196596,0.9089559605637542,0.9580278436615823,0.9626976210382108,-0.8284229087873463,1.5772235469164948,0.35914807620049605,0.2950698103286772,87,feature_spread_endpoint_expansion,0.05,0.5,2
0.007052880484421964,0.08398142940211224,0.9637383656321686,0.9173635341581007,0.9637177234609191,0.9663281547243303,-0.8558639132276024,1.4761071874032168,0.3611581793850891,0.30075247658583903,87,feature_spread_endpoint_expansion,0.05,0.5,3
