shuffle_id,shuffle_auc_like,shuffle_spearman_vs_target,observed_auc_like,observed_spearman_vs_org_score,observed_minus_shuffle_auc,observed_minus_shuffle_spearman
70,0.4880952380952381,0.003087746726597616,0.949546485260771,0.919562243502052,0.46145124716553293,0.9164744967754543
71,0.46825396825396826,0.16486222395935116,0.949546485260771,0.919562243502052,0.48129251700680276,0.7547000195427008
72,0.6377551020408163,0.15843267539573969,0.949546485260771,0.919562243502052,0.3117913832199547,0.7611295681063123
73,0.558390022675737,0.1586671878053547,0.949546485260771,0.919562243502052,0.391156462585034,0.7608950556966972
74,0.43594104308390025,0.05632206370920462,0.949546485260771,0.919562243502052,0.5136054421768708,0.8632401797928473
75,0.5487528344671202,0.07815126050420168,0.949546485260771,0.919562243502052,0.4007936507936508,0.8414109829978502
76,0.4546485260770975,0.14064881766660153,0.949546485260771,0.919562243502052,0.4948979591836735,0.7789134258354504
77,0.3356009070294785,0.054191909321868285,0.949546485260771,0.919562243502052,0.6139455782312926,0.8653703341801837
78,0.5079365079365079,0.2023451240961501,0.949546485260771,0.919562243502052,0.4416099773242631,0.7172171194059018
79,0.4399092970521542,0.006644518272425249,0.949546485260771,0.919562243502052,0.5096371882086168,0.9129177252296267
80,0.4965986394557823,0.17381278092632402,0.949546485260771,0.919562243502052,0.4529478458049887,0.7457494625757279
81,0.40192743764172334,0.04862223959351182,0.949546485260771,0.919562243502052,0.5476190476190477,0.8709400039085401
82,0.49263038548752835,0.21776431502833693,0.949546485260771,0.919562243502052,0.45691609977324266,0.701797928473715
83,0.42403628117913833,0.07318741450068399,0.949546485260771,0.919562243502052,0.5255102040816326,0.846374829001368
84,0.48922902494331066,0.17363689661911277,0.949546485260771,0.919562243502052,0.46031746031746035,0.7459253468829392
85,0.562358276643991,0.01364080515927301,0.949546485260771,0.919562243502052,0.38718820861678005,0.9059214383427789
86,0.562358276643991,0.2963650576509674,0.949546485260771,0.919562243502052,0.38718820861678005,0.6231971858510845
87,0.4268707482993197,0.05325385968340825,0.949546485260771,0.919562243502052,0.5226757369614513,0.8663083838186437
88,0.46541950113378683,0.16275161227281612,0.949546485260771,0.919562243502052,0.4841269841269842,0.7568106312292359
89,0.5992063492063492,0.3080711354309166,0.949546485260771,0.919562243502052,0.3503401360544218,0.6114911080711354
90,0.6213151927437641,0.0723079929646277,0.949546485260771,0.919562243502052,0.3282312925170069,0.8472542505374243
91,0.5017006802721088,0.06812585499316007,0.949546485260771,0.919562243502052,0.4478458049886622,0.8514363885088919
92,0.5028344671201814,0.32239593511823333,0.949546485260771,0.919562243502052,0.4467120181405896,0.5971663083838186
93,0.43934240362811794,0.25804182137971465,0.949546485260771,0.919562243502052,0.5102040816326531,0.6615204221223373
94,0.5544217687074829,0.09988274379519249,0.949546485260771,0.919562243502052,0.39512471655328807,0.8196794997068595
95,0.5090702947845805,0.23296853625171,0.949546485260771,0.919562243502052,0.44047619047619047,0.686593707250342
96,0.477891156462585,0.1820402579636506,0.949546485260771,0.919562243502052,0.471655328798186,0.7375219855384014
97,0.5402494331065759,0.16703146374829003,0.949546485260771,0.919562243502052,0.4092970521541951,0.7525307797537619
98,0.3667800453514739,0.08067226890756302,0.949546485260771,0.919562243502052,0.5827664399092971,0.8388899745944889
99,0.4308390022675737,0.08964236857533711,0.949546485260771,0.919562243502052,0.5187074829931972,0.8299198749267148
100,0.5391156462585034,0.1224936486222396,0.949546485260771,0.919562243502052,0.4104308390022676,0.7970685948798124
101,0.5045351473922902,0.27222982216142266,0.949546485260771,0.919562243502052,0.4450113378684808,0.6473324213406293
102,0.6241496598639455,0.13711158882157515,0.949546485260771,0.919562243502052,0.32539682539682546,0.7824506546804768
103,0.4246031746031746,0.1289427398866523,0.949546485260771,0.919562243502052,0.5249433106575965,0.7906195036153997
104,0.5680272108843537,0.08845026382646083,0.949546485260771,0.919562243502052,0.3815192743764173,0.8311119796755911
105,0.4212018140589569,0.06777408637873755,0.949546485260771,0.919562243502052,0.528344671201814,0.8517881571233143
106,0.49943310657596374,0.2986515536447137,0.949546485260771,0.919562243502052,0.4501133786848073,0.6209106898573382
107,0.4801587301587302,0.1148329099081493,0.949546485260771,0.919562243502052,0.46938775510204084,0.8047293335939026
108,0.6122448979591837,0.1241938635919484,0.949546485260771,0.919562243502052,0.3373015873015873,0.7953683799101036
109,0.5459183673469388,0.1769591557553254,0.949546485260771,0.919562243502052,0.40362811791383224,0.7426030877467266
110,0.4478458049886621,0.1912057846394372,0.949546485260771,0.919562243502052,0.5017006802721089,0.7283564588626148
111,0.42970521541950113,0.23275356654289622,0.949546485260771,0.919562243502052,0.5198412698412699,0.6868086769591557
112,0.5374149659863946,0.23607582567910884,0.949546485260771,0.919562243502052,0.4121315192743764,0.6834864178229432
113,0.5170068027210885,0.19233926128590972,0.949546485260771,0.919562243502052,0.43253968253968256,0.7272229822161422
114,0.6241496598639455,-0.026558530388899746,0.949546485260771,0.919562243502052,0.32539682539682546,0.9461207738909517
115,0.44841269841269843,0.23201094391244867,0.949546485260771,0.919562243502052,0.5011337868480725,0.6875512995896033
116,0.5963718820861678,0.18645690834473325,0.949546485260771,0.919562243502052,0.35317460317460325,0.7331053351573187
117,0.5487528344671202,0.2584522180965409,0.949546485260771,0.919562243502052,0.4007936507936508,0.6611100254055111
118,0.5294784580498866,0.1694547586476451,0.949546485260771,0.919562243502052,0.42006802721088443,0.7501074848544069
119,0.4013605442176871,0.15554035567715457,0.949546485260771,0.919562243502052,0.5481859410430839,0.7640218878248974
120,0.5640589569160998,0.28673050615595075,0.949546485260771,0.919562243502052,0.38548752834467126,0.6328317373461012
121,0.5572562358276644,0.043033027164354115,0.949546485260771,0.919562243502052,0.39229024943310664,0.8765292163376979
122,0.5034013605442177,0.05888215751416846,0.949546485260771,0.919562243502052,0.4461451247165533,0.8606800859878835
123,0.47392290249433106,0.08364275942935313,0.949546485260771,0.919562243502052,0.47562358276643996,0.8359194840726988
124,0.3565759637188209,0.039730310728942744,0.949546485260771,0.919562243502052,0.5929705215419501,0.8798319327731092
125,0.5056689342403629,0.1253468829392222,0.949546485260771,0.919562243502052,0.44387755102040816,0.7942153605628297
126,0.6173469387755102,0.17860074262263043,0.949546485260771,0.919562243502052,0.33219954648526084,0.7409615008794215
127,0.4580498866213152,0.07084229040453391,0.949546485260771,0.919562243502052,0.49149659863945583,0.848719953097518
128,0.4710884353741497,0.18762947039280828,0.949546485260771,0.919562243502052,0.47845804988662133,0.7319327731092437
129,0.4155328798185941,0.13412155559898378,0.949546485260771,0.919562243502052,0.5340136054421769,0.7854406879030682
130,0.6122448979591837,0.16718780535470001,0.949546485260771,0.919562243502052,0.3373015873015873,0.7523744381473519
131,0.49263038548752835,0.27738909517295285,0.949546485260771,0.919562243502052,0.45691609977324266,0.6421731483290991
132,0.44387755102040816,0.2847566933750244,0.949546485260771,0.919562243502052,0.5056689342403629,0.6348055501270276
133,0.4965986394557823,0.2277310924369748,0.949546485260771,0.919562243502052,0.4529478458049887,0.6918311510650772
134,0.4812925170068027,0.14655071330857924,0.949546485260771,0.919562243502052,0.4682539682539683,0.7730115301934727
135,0.4722222222222222,0.05071330857924566,0.949546485260771,0.919562243502052,0.4773242630385488,0.8688489349228063
