bootstrap_id,coef_f_star,coef_rhi_extent_organization_score,coef_fstar_x_rhi_extent_organization,organization_auc_like,spearman_vs_organization_score,organization_score_rmse,clean_spearman_vs_A_inferred,clean_spearman_vs_signed_residual,clean_spearman_vs_abs_residual
75,-0.05571695885703459,0.03364490545500958,0.154984212256,0.975,0.9375329931374272,0.056832341736049924,0.13489880234967078,-0.1659815733522325,-0.1796294421383011
76,-0.045457410969476,0.027780393251452616,0.1398762365356223,0.9674185463659147,0.9305260893794668,0.056444401293958564,0.13270029338732642,-0.1645843879720563,-0.17551888225169587
77,0.05800115669787159,0.0635750215579465,0.037747518551016594,0.9433962264150944,0.9092198026772529,0.06446343504730308,0.12008554778785564,-0.1595626202288144,-0.14267490128581556
78,-0.09995783850534375,0.016000315717379737,0.2201526068695013,0.9690315315315315,0.9224415183240956,0.06277861035618085,0.1273427618383126,-0.15628227194492256,-0.17782727548850868
79,-0.11815744996492958,0.017449519570499197,0.22187913382523308,0.9147286821705426,0.9140270608478022,0.05869625683058352,0.13748151676174514,-0.16721676622456214,-0.17671357699706391
80,-0.0148864281348785,0.052650149958819295,0.12140941233575225,0.9775757575757575,0.9562590434476558,0.05191387135504614,0.14915709348409797,-0.18481320238938953,-0.1614457831325301
81,-0.07265029037120982,0.014962320315755794,0.17832780276134994,0.9433106575963719,0.9193477432032143,0.05600898503602478,0.1273427618383126,-0.15784144983294524,-0.1756808747595424
82,0.10900530471023326,0.09118838596696081,-0.010089975321204129,0.9129181084198386,0.9000723688070881,0.056297324053103344,0.12069448407237553,-0.15685003974099804,-0.14551050678786626
83,-0.0383901901594313,0.03348581702917876,0.12712071899602714,0.9731182795698925,0.9337127046357662,0.06173038308547588,0.13504821558012134,-0.16571833552698187,-0.1764098410448517
84,0.04265859581300089,0.0757877934886417,0.044557617909082414,0.9715151515151516,0.9228272558412357,0.05280173718844263,0.15508104589757615,-0.19115212692422173,-0.15393415983876416
85,0.011086710209550666,0.04422862610706787,0.09813078706630762,0.9708846584546472,0.9225037768850719,0.0736909036234479,0.11620080379614042,-0.15369039181937835,-0.15166548547129696
86,0.03672739352563573,0.06759250948802387,0.05685799431966857,0.9597902097902098,0.9208033086617714,0.06261259911956282,0.1290503416148907,-0.16286321757618707,-0.1538726333907057
87,0.003137659137497,0.04333736116039226,0.09715823274758992,0.9304187192118226,0.90686940791082,0.05733104676658174,0.12064051121524352,-0.15656575883365395,-0.15482433937430393
88,-0.05455611568103502,0.02524436623541839,0.1601966101815032,0.9638694638694638,0.9298660670642291,0.06284463421039284,0.12945589181182804,-0.1609598056089906,-0.17286625493570923
89,-0.07776467368086405,0.024237498389452786,0.18325691528480267,0.979490022172949,0.9255298349886603,0.06524295197664703,0.1366277268734561,-0.1657385845904627,-0.18025716310620635
90,-0.09383194799363784,0.020236650683022477,0.1995029563677455,0.9268571428571428,0.9138298496372914,0.05898693739470232,0.1282178964738089,-0.15820593297559987,-0.17681482231446796
91,-0.04358269803286834,0.02854263905777455,0.1448023717692414,0.9711751662971175,0.9289404863852886,0.0716619212771976,0.12601938751146458,-0.15887415207046673,-0.16873544598562318
92,-0.0645805558311919,0.025020967865187496,0.1579726527451267,0.9490022172949002,0.8897306808739429,0.06821548283528933,0.13148364279651453,-0.16205325503695456,-0.17651108636225576
93,-0.02227042490572864,0.04480081549804457,0.12030487221170956,0.973421926910299,0.9270295635851714,0.0633428956777072,0.1342798046806612,-0.1654753467652121,-0.17424319125240456
94,-0.09761271635878127,0.018035845334592245,0.19458067223985545,0.9513546798029556,0.9275205052252885,0.05792597524143505,0.13430114942786842,-0.16407816138503595,-0.1778475245519895
95,-0.08059470316382743,0.02024395998478418,0.17796013549570808,0.9177777777777778,0.8879688737254751,0.06216210779733147,0.12610476650029348,-0.1553508150248051,-0.1768958185683912
96,-0.049007665752584556,0.014104116477271047,0.15990543346747027,0.9524076147816349,0.9303130438183135,0.06255913512739128,0.11248681778208304,-0.14644122709324695,-0.1618507644021464
97,-0.0384643040112489,0.02253977710627055,0.15859670090561465,0.9727891156462585,0.9363468364084362,0.056506053061830055,0.11009620609487368,-0.14506429077655159,-0.1584894198643313
98,0.020021566664993336,0.03633134445852823,0.09583608977434396,0.9864532019704434,0.9259599593336982,0.07056213201190993,0.0909286231027844,-0.13139617292700215,-0.14085248557254226
99,-0.02902628489241946,0.03711082718360513,0.12046502932491301,0.906494960806271,0.8881981506461009,0.0630766217727741,0.12535770034804056,-0.15885390300698593,-0.16596132428875165
100,0.005120757243170621,0.047035785558545894,0.08984969309472332,0.9801587301587301,0.9147846150837879,0.06204130854754473,0.12064051121524352,-0.15656575883365395,-0.15482433937430393
101,-0.10790646048642721,0.006333502819138505,0.20516486948731233,0.9458041958041958,0.928122082491059,0.05886417591911572,0.13611545294048266,-0.16466538422597957,-0.18019641591576388
102,-0.10980826679994272,0.020012937544796862,0.209577413228165,0.9863945578231292,0.932440359796637,0.06707791104873934,0.15780171610302468,-0.1916371367824238,-0.16942391414397087
103,-0.033986346747147435,0.01409668283969846,0.16663570695429464,0.9626532887402452,0.9312138276239638,0.06567978533392141,0.09274292661539864,-0.13174040700617598,-0.1464007289662853
104,-0.05526448807776128,0.033700873024013214,0.15811253934579134,0.9898446833930705,0.9376053963012513,0.05880248766048496,0.13814320392516918,-0.16940366508049004,-0.17478991596638657
105,-0.05677161210012183,0.02064855187074633,0.1508093588492297,0.9189342403628118,0.9011662577106938,0.06130440853820574,0.12806848324335832,-0.15960311835577606,-0.1737167156019034
106,-0.03971675743157038,0.026752327943654942,0.15790489789658194,0.9665513264129181,0.9382533801288507,0.06122385290599964,0.12224136725578551,-0.1568289966589045,-0.16063582059329756
107,-0.106923986916691,0.011340570799827619,0.2079782732863238,0.9632867132867133,0.9356674260126516,0.06854987830140075,0.16823929748735839,-0.1990887921433634,-0.17559987850561912
108,-0.06725368247589605,0.024379574420367242,0.17325585966546558,0.9656531531531531,0.9370679286978457,0.060085931064045923,0.1307152318970544,-0.16146603219601094,-0.17592386352131215
109,-0.06828515528839123,0.021106003860910154,0.18203974863476896,0.9591265397536394,0.9076387666920837,0.06153639782996614,0.1263822482139874,-0.158084438594715,-0.1729472511896325
110,-0.08638505923468995,0.005833571754034049,0.19677400818616936,0.9516509433962265,0.917250818790634,0.05906492123702246,0.1215156458507398,-0.15148324389996964,-0.17794876986939354
111,-0.05694936994552102,0.025940103673128958,0.1694935164994513,0.9654195011337868,0.9234303814793815,0.06485604899154108,0.1277269672880427,-0.1596841146096993,-0.17258276804697784
112,-0.07802319863533168,0.019131135923370075,0.18563972584993382,0.9366786140979689,0.9196684294386176,0.0624022340518337,0.12883689414281846,-0.15842867267388885,-0.17709830920319936
113,0.01471545939270089,0.042815045372749175,0.07671901651167663,0.9365763546798029,0.895089853145349,0.06060635045113639,0.11611542480731155,-0.15381188620026326,-0.14905335628227193
114,-0.08020994869140997,0.022109292494136623,0.17881448631869784,0.9717416378316033,0.9384257403478583,0.06288811444485655,0.13577393698516704,-0.1648881239242685,-0.17975093651918597
115,-0.1042550246538058,0.013072744966761132,0.2061905365760251,0.9574829931972789,0.9372400073353595,0.05428746901647901,0.13178246925741569,-0.1604130808950086,-0.1792852080591273
116,-0.051127007974980154,0.02243687022613046,0.1542211518814001,0.96415770609319,0.9275624419570849,0.05971917963444772,0.12616880074191517,-0.1584894198643313,-0.17118558266680167
117,0.10909233868557265,0.09111377341930375,-0.012987384702714879,0.9274285714285714,0.916025907467431,0.060417407538000845,0.13017159980818502,-0.16458522114831295,-0.15229397739375758
118,-0.039289073374340074,0.024701414968508816,0.156845157365597,0.969545957918051,0.9276876976808414,0.060968393996502744,0.11500549795253576,-0.15018730383719753,-0.15786169889642607
119,-0.05766713949999662,0.018136223115374325,0.14595178283102914,0.9180509413067552,0.865648444574255,0.06398803026328825,0.1263822482139874,-0.157760453579022,-0.1735547230940569
120,-0.02185649190238562,0.026783064684478525,0.12757800193682484,0.9795127353266888,0.9214119165395827,0.06564289323992716,0.10644625432243798,-0.1424724106510074,-0.15640376632580744
121,-0.11263590539906924,0.008311924520709616,0.22044098086799258,0.9596864501679732,0.9476951654690327,0.06549825183018995,0.14266829033310116,-0.17126657892072492,-0.1844082211197732
122,-0.04705486723204382,0.022779492532876845,0.14751880427519878,0.9230769230769231,0.8828520596688106,0.06314690469326738,0.12309515714407455,-0.15680874759542374,-0.16543484863825048
123,-0.061995496527557724,0.020276139234668283,0.17730249959258892,0.9619377162629758,0.9329344595651494,0.05695148470621944,0.12162236958677593,-0.15474334312038068,-0.16778374000202492
124,-0.027942563612216965,0.03014861355910624,0.13953690837489444,0.9255555555555556,0.9080466512205373,0.0662069853119106,0.12051244273200017,-0.15547230940568998,-0.15942087678444872
125,-0.05781256245862226,0.020685596376888327,0.16282660670733978,0.959378733572282,0.9429508709772763,0.05851750329683718,0.12490946065668881,-0.15719347980155918,-0.17189429988863017
126,0.1706956645310737,0.12601028646934753,-0.08938199405765354,0.9854545454545455,0.9176769651935864,0.062084813418127986,0.15942714517384227,-0.19777660784874526,-0.14539121985809267
127,-0.04596635186413123,0.018667071288066443,0.1756109364984729,0.9684848484848485,0.923260452927602,0.06863073241356345,0.11208126758514575,-0.14686645742634405,-0.15974486180014175
128,0.02220129040559538,0.05386009431946825,0.07763388181278856,0.9540094339622641,0.9300959103663365,0.057867919385333214,0.12132354312587479,-0.15769970638857952,-0.15227295737572139
129,-0.0768572180943578,0.027903462201920116,0.15953508158420357,0.9338888888888889,0.9043238544160631,0.05123531986658366,0.1468091712913031,-0.17794876986939354,-0.17681482231446796
130,-0.056564611519354796,0.03399894448119055,0.15120795208463605,0.9334811529933481,0.9051613723247197,0.06388096726152344,0.13284970661777704,-0.1635719347980156,-0.1781715095676825
131,-0.000536709447578638,0.04393371411777876,0.11035224806012502,0.9546485260770975,0.9332101553411345,0.05864068886332927,0.1211741298954242,-0.15668725321453883,-0.1561000303735952
132,-0.08034966649327598,0.017646541231749757,0.18725017831103907,0.9224806201550387,0.8938406045024877,0.06531041262608771,0.1277269672880427,-0.15765920826161792,-0.1768958185683912
133,-0.012398412586565991,0.05102748996516785,0.10769200724213497,0.9636058230683091,0.9180608300085704,0.05679634885524443,0.15293511373977706,-0.1887010225777058,-0.16251898349701327
134,-0.05092898214230293,0.03160073185540575,0.1431998616310345,0.9402709359605911,0.9286761686902456,0.06716725172684557,0.14061919460120742,-0.17223853396780398,-0.17353447403057606
135,-0.06771023631034208,0.024399888523678213,0.1628378768587104,0.928490990990991,0.8950270841073978,0.06671168786741899,0.12979740776714366,-0.1608383112281057,-0.17614660321960113
136,-0.15931307516838678,0.005606179546479467,0.2549006677121954,0.9394463667820069,0.9264299050803055,0.060885315725257134,0.1673001286102404,-0.19791434646147615,-0.1776045357902197
137,0.014093645064527371,0.060512223140156404,0.08063754199645737,0.938470066518847,0.9214992374770264,0.05557672700594075,0.13304180934264206,-0.16494887111471096,-0.16359218386149643
138,-0.04226374005782703,0.026268612811960246,0.13320212252409755,0.9540420819490587,0.9069376423551034,0.06328050222763527,0.1255498030729056,-0.15846917080085046,-0.1680672268907563
139,-0.05821245118644546,0.03212292954300787,0.1472689964047006,0.9532871972318339,0.9233867617049019,0.05480677607736972,0.13675579535669943,-0.16707502278019642,-0.1778880226789511
140,-0.01933229851346116,0.03069271161314611,0.11860556927218656,0.9257142857142857,0.8983925847706209,0.0751528811170892,0.11731073065091621,-0.15279943302622254,-0.15599878505619116
141,0.033988449189898705,0.05376762777113921,0.07257454966920249,0.947603121516165,0.9243865113274033,0.061372118537414776,0.12170774857560486,-0.15697074010327022,-0.15591778880226792
142,0.002564122944135883,0.04927906817300174,0.10357425863598244,0.9440599769319492,0.925589943107392,0.06012900729309346,0.12153699059794705,-0.15757821200769465,-0.15448010529513012
143,0.08947816171599168,0.08269643131403064,0.0183355922628181,0.9546472564389697,0.9112010637881813,0.05484539114254919,0.12017092677668456,-0.15512807532651615,-0.14879011845702136
144,-0.06760648985369304,0.02292367135258241,0.16717374490163278,0.9141749723145072,0.8936985551449742,0.05769640883256573,0.12981875251435085,-0.1607168168472208,-0.17523539536296448
145,-0.06529027955498291,0.012707449413876012,0.18657608635903444,0.9755555555555555,0.924513915364087,0.06395752881257974,0.12121681938983865,-0.15401437683507138,-0.17029462387364586
146,-0.0777740663561541,0.03516413298881007,0.17335707811044632,0.9612121212121212,0.9335321437301392,0.06279371460653174,0.15778037135581743,-0.1931963146704465,-0.16108129998987547
147,-0.09638226483767491,0.02921482521596058,0.19076625171340494,0.9575123152709359,0.9480791231140793,0.055854150331928754,0.15989350132933283,-0.19455300192366104,-0.16195200971955048
148,-0.02985249850402085,0.034794419948666395,0.12404782065999963,0.9300699300699301,0.927284458739454,0.06452884366014208,0.12569921630335618,-0.15913738989571732,-0.16693327933583071
149,-0.039865162559632905,0.030172593219784914,0.1437712484076503,0.9546472564389697,0.8935552317906696,0.06992179830601437,0.1259553532698429,-0.15917788802267896,-0.1686342006682191
150,-0.18434904513607275,-0.012662603371907276,0.32056144521929286,0.9754738015607581,0.928193270543885,0.06011371056752834,0.13464266538318403,-0.16059532246633595,-0.1865343727852587
151,0.003172193688866308,0.03570395124167575,0.10122871112961074,0.9582857142857143,0.9091726926589249,0.048575889719324486,0.11504818744695021,-0.15223245924875975,-0.1538726333907057
152,-0.05649581978938877,0.023257429297763796,0.15880620718780045,0.9588963963963963,0.91637540399649,0.07287405903070876,0.12926378908696298,-0.1607168168472208,-0.17454692720461681
153,-0.053057122705783104,0.037058613653402836,0.14597816019803564,0.9518140589569161,0.9256060184890509,0.06586717610504796,0.14006423117381953,-0.1718133036347069,-0.1752758934899261
154,-0.049996048028525954,0.014481061209603826,0.15459516619745645,0.938470066518847,0.9029186948957052,0.06393120979564643,0.11334060767037211,-0.14791940872734635,-0.16091930748202896
155,-0.09718325211060072,0.01202730454367531,0.19444086442532077,0.9102564102564102,0.8614600952278527,0.06096705193185561,0.12636090346678022,-0.1559380378657487,-0.17485066315682898
156,0.018595861645893302,0.0437822283709762,0.08579783590793913,0.9561707035755479,0.919454819218209,0.06155405572568914,0.11427977654749007,-0.15342715399412776,-0.1507137794876987
157,-0.08065838720101434,0.02019118465545196,0.186899904909658,0.9695340501792115,0.9457636397407447,0.060828014050331225,0.13272163813453366,-0.16292396476662954,-0.17713880733016102
158,-0.06742898270986582,0.020075081127664804,0.16368030891022997,0.9523809523809523,0.8968969360420782,0.06592380204952558,0.1270866248718259,-0.15652526070669232,-0.17685532044142957
159,0.062041843366025314,0.07253991172636731,0.03703875862467403,0.9387755102040817,0.9251339516671025,0.05300767777834709,0.12356474158263353,-0.1581046876581958,-0.15014680571023592
160,0.006556761897355977,0.061898045985647444,0.07520270547417826,0.9150702426564495,0.922601466992665,0.058363203453170975,0.15769499236698853,-0.19441125847929533,-0.15618102662751848
161,-0.07241954007229544,0.028351577028457628,0.16046066169588144,0.9155328798185941,0.897374235047999,0.0641178001002191,0.14862347480391733,-0.18159360129594007,-0.1729877493165941
162,-0.05712972351582658,0.019073117959787004,0.17258901464822626,0.9746621621621622,0.9546221117411512,0.06691760019567206,0.11829258902244864,-0.1521717120583173,-0.16389591981370863
163,-0.02737907785750632,0.034579271686819714,0.12575620877481633,0.9630911188004614,0.93167507528648,0.06471510180090231,0.12657435093885244,-0.15964361648273767,-0.16794573250987144
164,-0.1077894348338852,0.014945821638375538,0.20095818959234932,0.9372900335946248,0.9137243972551883,0.05231988868067138,0.14678782654409586,-0.1771793054571226,-0.17883972866254935
165,-0.07321170331505025,0.023331374242388018,0.17371238152291987,0.9692118226600985,0.9212787798797477,0.0641321109028821,0.1297547182727292,-0.16019034119671965,-0.1784752455198947
166,-0.06190711072386598,0.028972393554514857,0.16051024807057138,0.9593596059113301,0.9233875304308719,0.06545736549373052,0.1351762840633647,-0.16644730181229117,-0.17695656575883367
167,-0.08520623116800535,0.013928257464766123,0.19612125866577446,0.9433106575963719,0.9181095587732075,0.05814136747019039,0.12535770034804056,-0.15587729067530626,-0.1750126556646755
