galaxy_name,A_inferred,A_pred_m9,D_maturity,R_reservoir,DR_interaction,J_lambda,J_lambda_z,f_star,f_gas,log10_Sigma_b,RHI_over_Rdisk,Rdisk_kpc,Vflat,M_baryon_Msun,m59_backbone_context_available,m59_organization_label_score,m59_rhi_extent_organization_score,A_rank_m70,A_bounded_m70,model_family,feature_template,uses_angular_momentum,uses_m59_backbone,ugc07125_status,norm,object_name,taxonomy_stage,organization_label_score,rhi_extent_organization_score,quality_quarantined,measurement_limited,clean_scalar_sample,candidate_tier,missing_label_count,target_role,acquisition_priority_rank,observation_class,branch_reason,clean_rotation_response_usable,direct_settling_measurement_available
NGC5371,0.0,0.9407320934363798,0.8098993965479522,0.1492714687837324,0.6890045240581808,-2.575662711057171,-1.204066325817953,0.919653485596212,0.080346514403788,8.726000664142939,4.036290322580645,7.44,209.5,185065900000.0,False,,,-0.2608483141308303,0.0,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,NGC5371,NGC5371,true_falsifier_candidate,0.8024853474823893,0.8525157224612471,False,False,True,reserve_pool,9.0,,56.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
NGC5585,0.1562988738825308,0.3356922793457647,0.3954317073283865,0.658099332897276,0.1351983645291444,-2.435617054997889,-0.0652290597112421,0.3966424880522063,0.6033575119477936,8.401798302775038,7.137254901960784,1.53,90.3,3709890000.000001,False,,,0.2192521319358237,0.2192521319358237,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,NGC5585,NGC5585,juvenile_forming,0.510926035600268,0.6966759262735087,False,False,True,minimum_25_pool,9.0,,12.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
NGC5907,0.0769678812548523,0.776622142287942,0.7246302191764135,0.3234215084800267,0.4902692206001654,-2.5343820779013546,-0.868376346355659,0.7582617791542307,0.2417382208457693,8.809979941575211,,5.34,215.0,115675750000.0,False,,,0.0474541944486358,0.0474541944486358,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,NGC5907,,,,,,,,,,,,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
NGC5985,0.973690011774355,0.8231192567363417,0.7364542314709689,0.2324128364252274,0.5652928146374401,-2.3475350968592683,0.6510446129077115,0.8713455360448207,0.1286544639551793,8.58874440120979,5.634807417974322,7.01,293.6,119773380000.0,False,,,0.9597519264937386,0.9597519264937386,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,NGC5985,NGC5985,mature_or_control,0.8040413217746091,0.7721818224853364,False,False,True,reserve_pool,9.0,,57.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
NGC6195,0.2919574832682947,0.8478031839847678,0.6221079928897922,0.1329053240120498,0.5394265285242884,-2.4004428482598184,0.2208040709565176,0.8755002533979934,0.1244997466020065,8.262269476824219,2.9332855093256818,13.94,251.7,223344310000.0,False,,,0.3845428951207976,0.3845428951207976,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,NGC6195,NGC6195,mature_or_control,0.8031363424658143,0.9079475214681574,False,False,True,reserve_pool,9.0,,58.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
NGC6503,0.1627883683424848,0.6649855983307146,0.6394384429337824,0.3649084994991376,0.4061019202007509,-2.436969311899113,-0.0762254775638036,0.7346700190573804,0.2653299809426197,8.474524425074039,6.50462962962963,2.16,116.3,8742020000.0,False,,,0.1979159390792667,0.1979159390792667,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,NGC6503,NGC6503,mature_or_control,0.7037388631066879,0.7284686768772601,False,False,True,reserve_pool,9.0,,59.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
NGC6674,0.190863434237182,0.2985472107610569,0.6745850604827016,0.4865917620854273,0.3463375272259192,-2.5140938901484438,-0.7033948330054358,0.7150059174672374,0.2849940825327626,8.816145608463174,8.281456953642385,6.04,241.3,150106450000.0,False,,,0.2481910315945992,0.2481910315945992,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,NGC6674,NGC6674,mature_or_control,0.5736237150700809,0.6391737491389038,False,False,True,reserve_pool,9.0,,60.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
NGC6946,0.0,0.2249808536298529,0.7899596032147366,0.4360026850151296,0.445535095159625,-2.6085617779314623,-1.4715982466989557,0.8143848024495663,0.1856151975504337,9.0358616469088,8.709016393442623,2.44,158.9,40627600000.0,False,,,-0.0522463547827045,0.0,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,NGC6946,NGC6946,true_falsifier_candidate,0.4556508466350362,0.6176866362580686,False,False,True,,,,,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
NGC7331,0.2095535553135608,0.8773445492171676,0.8602376875938615,0.2090069998895085,0.6804419893179803,-2.5433379379201844,-0.9412045041612898,0.894889484820931,0.1051105151790689,8.946648083561472,5.380478087649403,5.02,239.0,140034610000.0,False,,,0.1852007233858299,0.1852007233858299,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,NGC7331,NGC7331,disturbed_or_measurement_contaminated,0.7090330170586335,0.7849632103367004,False,False,True,,,,,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
NGC7814,0.930423617399014,0.9258752858732356,0.9224636979470888,0.1556095167310601,0.7789195677075956,-2.450093278924765,-0.182948264607203,0.9632156039661288,0.0367843960338713,8.979724487335302,4.783464566929134,2.54,218.9,38687600000.0,False,,,0.8517305242282831,0.8517305242282831,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,NGC7814,NGC7814,mature_or_control,0.8005780980760613,0.8149662829319277,False,False,True,reserve_pool,9.0,,61.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC00128,0.5694289012602319,0.2884446310703789,0.1219883091316843,0.561494506943614,0.053492543642904,-2.300719080771612,1.0317477726594535,0.378148431753646,0.621851568246354,7.85399836854531,5.25546218487395,5.95,129.3,15893230000.000002,False,,,0.5736750250480956,0.5736750250480956,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC00128,UGC00128,juvenile_forming,0.6096578993374148,0.7912459176395511,False,False,True,minimum_25_pool,9.0,,13.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC00731,0.3403743757108149,0.0132107575941242,0.0797219456020062,0.7636919009678378,0.0188389414163555,-2.357529710833431,0.5697694118453561,0.0629676272316467,0.9370323727683532,7.887419657901373,5.030434782608697,2.3,73.3,2564810000.0,False,,,0.3284156520192601,0.3284156520192601,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC00731,UGC00731,juvenile_forming,0.5512021611211092,0.8025547293360339,False,False,True,minimum_25_pool,9.0,,14.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC01230,0.1843310717632547,0.225038640079554,0.1322597963535405,0.6600054942413506,0.0449676040929616,-2.4104889962410554,0.1391098005036557,0.3082050493856122,0.6917949506143878,8.01892589871753,6.057603686635945,4.34,103.7,12361900000.0,False,,,0.1249232091429086,0.1249232091429086,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC01230,UGC01230,disturbed_or_measurement_contaminated,0.4457367642333315,0.7509340840315375,False,False,True,minimum_25_pool,9.0,,15.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC01281,0.6814527087560822,0.1008096072267089,0.117458789156343,0.4887168902184979,0.0600546949910248,-2.227927709968774,1.6236799186031476,0.3110022554271215,0.6889977445728784,7.531426093961837,3.226993865030675,1.63,55.2,567520000.0,False,,,0.7039882262260097,0.7039882262260097,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC01281,UGC01281,juvenile_forming,0.5932638156018216,0.8931871302672842,False,False,True,minimum_25_pool,9.0,,16.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC02487,0.6844315543107787,0.8972120225628603,0.8620686171606254,0.1896799372335346,0.6985514959665979,-2.4440632115668053,-0.1339123600485416,0.9111431474496304,0.0888568525503695,8.837205710302111,5.095057034220533,7.89,332.0,268868290000.0,False,,,0.6876572665510851,0.6876572665510851,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC02487,UGC02487,mature_or_control,0.8222359483103044,0.7993071209669005,False,False,True,reserve_pool,9.0,,62.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC02885,0.3149857194040985,0.6740747401976946,0.5463968788480033,0.3256919201685716,0.3684398302018827,-2.4121921038256104,0.1252602999903427,0.7910323852314484,0.2089676147685516,8.494656615411506,6.512280701754385,11.4,289.5,255062250000.0,False,,,0.5001362689330208,0.5001362689330208,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC02885,UGC02885,mature_or_control,0.7132214526470548,0.7280841702213415,False,False,True,reserve_pool,9.0,,63.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC03205,0.4475115557810621,0.1836591755969917,0.8290172225856692,0.4509301846335246,0.4551883333407417,-2.527031952667317,-0.8086058631960101,0.8153228640373326,0.1846771359626674,9.037418016803407,8.965517241379311,3.19,219.6,69691410000.0,False,,,0.4305793742563304,0.4305793742563304,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC03205,UGC03205,mature_or_control,0.5877342301284297,0.6047961182140262,False,False,True,reserve_pool,9.0,,64.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC03546,0.3192759397855559,0.9111406326356136,0.8828185365831587,0.1699744040115863,0.7327619819770556,-2.482507466955863,-0.4465371992384811,0.9343900268783742,0.0656099731216258,8.778747279189737,4.846965699208443,3.79,196.9,54225750000.0,False,,,0.353645771024314,0.353645771024314,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC03546,UGC03546,mature_or_control,0.8258526755547789,0.8117750167117646,False,False,True,reserve_pool,9.0,,65.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC04278,0.956363075588083,0.2040555989662658,0.17938958272503,0.5422001568298,0.0821245228378863,-2.230809176615532,1.600248120068947,0.3056909504252074,0.6943090495747926,7.842998593983464,4.027149321266968,2.21,91.4,2137780000.0,False,,,1.0039239055476674,1.0,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC04278,UGC04278,juvenile_forming,0.5624436356871746,0.8529751059031437,False,False,True,minimum_25_pool,9.0,,17.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC04325,0.961774268625718,0.535061001206578,0.3005259212796642,0.3444919366254855,0.1969971646518745,-2.246704554023904,1.4709885010214154,0.5290535529628043,0.4709464470371957,7.944904053243674,3.553763440860215,1.86,90.9,1914740000.0,False,,,0.9842930881701958,0.9842930881701958,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC04325,UGC04325,mature_or_control,0.7655216810842725,0.8767652386932088,False,False,True,reserve_pool,9.0,,66.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC04499,0.2660725763157177,0.3435071339222479,0.2540652491845115,0.5708266162042142,0.1090380426974363,-2.392842620248099,0.2826083648861359,0.3465832961143367,0.6534167038856633,8.075782018963324,5.011560693641618,1.73,72.8,2239000000.0,False,,,0.2295183358869764,0.2295183358869764,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC04499,UGC04499,juvenile_forming,0.5920079973765785,0.8035032516756366,False,False,True,minimum_25_pool,9.0,,18.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC05005,0.42978902737553,0.2096729313470171,0.1226221166666572,0.6812053283235917,0.0390912774230132,-2.3461191175544664,0.6625592149719244,0.3325929759608286,0.6674070240391713,7.981360962953233,6.753125,3.2,98.9,6163690000.0,False,,,0.4056139261971273,0.4056139261971273,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC05005,UGC05005,juvenile_forming,0.4541480183432526,0.7159804762284621,False,False,True,minimum_25_pool,9.0,,19.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC05721,0.581493780296395,9.889680927707372e-06,0.3735452204020008,0.9757330017434804,0.0090648212122265,-2.510416032720199,-0.6734868643002959,0.2621031432633075,0.7378968567366925,9.04784523458566,17.736842105263158,0.38,79.7,1012960000.0,False,,,0.3957095440436354,0.3957095440436354,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC05721,UGC05721,juvenile_forming,0.3396172864748568,0.1639908642058241,False,False,True,minimum_25_pool,9.0,,20.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC06399,0.7650502312724831,0.4997442000437775,0.2656228660541161,0.3631321476669756,0.1691666642344275,-2.268959208537726,1.2900158766799503,0.5615284530575909,0.4384715469424091,7.88888253041813,4.292682926829269,2.05,85.0,2044420000.0,False,,,0.7688302791694859,0.7688302791694859,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC06399,UGC06399,mature_or_control,0.7528704145925351,0.8396306442324155,False,False,True,reserve_pool,9.0,,67.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC06446,0.3738974768125985,0.0930750858705968,0.2327356435816113,0.7647073087695195,0.0547609959235752,-2.381003069822032,0.3788864046237432,0.2121929323430996,0.7878070676569003,8.222443629281738,6.932885906040268,1.49,82.2,2328070000.0,False,,,0.4702600951226512,0.4702600951226512,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC06446,UGC06446,juvenile_forming,0.4290630349142279,0.706946544288021,False,False,True,minimum_25_pool,9.0,,21.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC06614,0.0469737123877627,0.0114750296746646,0.5811313130558271,0.7198168232088915,0.1628232174247698,-2.524791616265444,-0.790387671680031,0.6811008561659592,0.3188991438340408,8.747084147182726,11.88823529411765,5.1,199.8,91286040000.0,False,,,0.0255081451359882,0.0255081451359882,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC06614,UGC06614,mature_or_control,0.5176439422823711,0.4579141484289949,False,False,True,reserve_pool,9.0,,68.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC06667,1.0,0.026598326312505,0.0519098244743768,0.3345086829945429,0.0345455374549751,-2.044356701867586,3.1164609936114003,0.3936386639390917,0.6063613360609084,7.027274334924381,1.6679611650485435,5.15,83.8,1774470000.0,False,,,1.2998294303076734,1.0,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC06667,UGC06667,juvenile_forming,0.658059518904229,0.9715367314948482,False,False,True,minimum_25_pool,9.0,,22.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC06786,0.8310845582062231,0.8350813271022183,0.8505747328782616,0.2472014961173038,0.6403113863511792,-2.398293970567283,0.2382785293969028,0.8458313937142514,0.1541686062857485,8.726638809814512,5.641666666666667,3.6,219.4,43393400000.0,False,,,0.7621279981151318,0.7621279981151318,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC06786,UGC06786,mature_or_control,0.8027713495211416,0.7718371091257179,False,False,True,reserve_pool,9.0,,69.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC06917,0.554827678826388,0.6465184352310406,0.3240711724379294,0.3818952000201628,0.2003099472189776,-2.3351853003125598,0.751471923057729,0.5593956692687736,0.4406043307312265,8.105800729702338,4.590579710144928,2.76,108.7,6106590000.0,False,,,0.5620992365430272,0.5620992365430272,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC06917,UGC06917,mature_or_control,0.7519195345613939,0.8246597624927167,False,False,True,reserve_pool,9.0,,70.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC06930,0.4322278984336695,0.5163978659365323,0.2559698071664905,0.399306365625175,0.1537594337570623,-2.3425568625644937,0.6915271162129188,0.5091657821440827,0.4908342178559173,7.953887196986764,4.253807106598985,3.94,107.2,8771210000.0,False,,,0.4112811875027204,0.4112811875027204,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC06930,UGC06930,mature_or_control,0.7021462232525187,0.8415843588738545,False,False,True,reserve_pool,9.0,,71.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC06983,0.5844562724929315,0.4068792338681964,0.2436099614716032,0.5280710120175426,0.1149666025797391,-2.317902011968466,0.8920178949998329,0.4016612308210174,0.5983387691789827,8.008032110383153,5.006230529595015,3.21,109.0,6595110000.0,False,,,0.5869556138392928,0.5869556138392928,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC06983,UGC06983,mature_or_control,0.6439468270420454,0.8037711204814247,False,False,True,reserve_pool,9.0,,72.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC07151,0.1616226850611351,0.7278506312243088,0.5627886980256637,0.3955961595990443,0.3401516504209649,-2.430497458583804,-0.0235970137924552,0.5822728014357971,0.417727198564203,8.300539705297789,5.112,1.25,73.5,1961280000.0,False,,,0.0257479149088826,0.0257479149088826,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC07151,UGC07151,mature_or_control,0.7403675728215676,0.7984556477345246,False,False,True,reserve_pool,9.0,,73.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC07399,1.0,0.3423923301252626,0.2323131804386979,0.5403133219929674,0.1067912741731134,-2.176501566633592,2.0418721719741484,0.3684227300251776,0.6315772699748223,7.967713857599678,4.786585365853659,1.64,103.0,1568850000.0,False,,,1.3721460948931203,1.0,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC07399,UGC07399,juvenile_forming,0.6108574491711659,0.8148094463554718,False,False,True,minimum_25_pool,9.0,,23.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC07524,0.4434167776765806,0.1784744037195156,0.1112450378471816,0.483146789886368,0.0574973549205283,-2.3062530678938367,0.9867459429541734,0.3398371125563953,0.6601628874436046,7.678044417277685,3.5,3.46,79.5,3584070000.0,False,,,0.4305052353087651,0.4305052353087651,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC07524,UGC07524,juvenile_forming,0.6272060763039489,0.8794671346522016,False,False,True,minimum_25_pool,9.0,,24.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC07603,0.3166759787314879,0.1553591390891557,0.4758439671636634,0.7430094339755703,0.1222874104607,-2.4098558619925803,0.1442583848789304,0.3539556425801107,0.6460443574198893,8.47847740168307,8.245283018867925,0.53,61.6,531140000.0,False,,,0.3709318602372174,0.3709318602372174,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC07603,UGC07603,juvenile_forming,0.4272260078380597,0.6409916798112003,False,False,True,minimum_25_pool,9.0,,25.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC08286,0.5650259191107317,0.2756610610668508,0.4174933859422958,0.6696242115367671,0.1379297065588708,-2.357778449884574,0.5677466907631811,0.4235972349732678,0.5764027650267323,8.33010214706329,7.685714285714286,1.05,82.4,1481360000.0,False,,,0.5349438444016708,0.5349438444016708,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC08286,UGC08286,mature_or_control,0.4708234299793377,0.6691129546904915,False,False,True,reserve_pool,9.0,,74.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC08490,0.2785281329642021,0.0075685252157363,0.3862975974470566,0.8725253389256548,0.0492431553083974,-2.473591853820115,-0.3740363250601182,0.3468385512584407,0.6531614487415592,8.715834119988067,11.641791044776118,0.67,78.6,1466100000.0,False,,,0.3375996342211443,0.3375996342211443,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC08490,UGC08490,juvenile_forming,0.4208126060935349,0.4702992694472755,False,False,True,preferred_50_pool,9.0,,26.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC08550,0.1169759669107838,0.0021344726690485,0.3673593820826138,0.9124147930566728,0.0321752475022785,-2.478379178555358,-0.4129663709241709,0.2739128786442734,0.7260871213557266,8.617650499095362,12.42222222222222,0.45,56.9,527540000.0,False,,,0.1425789175588737,0.1425789175588737,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC08550,UGC08550,juvenile_forming,0.3667982606803153,0.4310784939374602,False,False,True,preferred_50_pool,9.0,,27.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC09133,0.0,0.2291146964009779,0.6855835925522397,0.4742107515390918,0.3604724818851715,-2.556376236637322,-1.0472306450893751,0.7608718569655787,0.2391281430344212,8.78468591858822,8.658536585365853,6.97,226.8,185922240000.0,False,,,-0.0283058032573051,0.0,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC09133,UGC09133,true_falsifier_candidate,0.5511509909019222,0.6202235123819011,False,False,True,reserve_pool,9.0,,75.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC10310,0.1880529954543233,0.3489486230735011,0.2314787115645271,0.5841629735360288,0.0962574191067042,-2.413207228645057,0.1170054065029916,0.3536921314166375,0.6463078685833624,8.082418498709004,5.322222222222222,1.8,71.4,2461180000.0,False,,,0.1180134263810671,0.1180134263810671,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC10310,UGC10310,disturbed_or_measurement_contaminated,0.5109945667976671,0.7878908742820677,False,False,True,preferred_50_pool,9.0,,28.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC11455,0.2705005382429511,0.5351139467879319,0.7828885909488781,0.2874350996437701,0.5578589307995165,-2.537812389224042,-0.8962712948928032,0.913441441546966,0.086558558453034,8.967245390827602,7.325463743676223,5.93,269.4,204896550000.0,False,,,0.3130240054520052,0.3130240054520052,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC11455,UGC11455,mature_or_control,0.6143163123877886,0.6872174410883838,False,False,True,reserve_pool,9.0,,76.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC11914,1.0,0.9703089969176988,0.9606576026673612,0.1190059978623077,0.8463335860579195,-2.4866951835774294,-0.4805912919017738,0.98449977846327,0.0155002215367299,9.3089671803468,3.795081967213114,2.44,288.1,76195040000.0,False,,,1.1570641591172846,1.0,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC11914,UGC11914,mature_or_control,0.7889707092874967,0.8646377122412043,False,False,True,reserve_pool,9.0,,77.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGC12632,0.2358153046652741,0.1019978201767918,0.1212525400177856,0.6749477852457184,0.0394134066773633,-2.387922852602669,0.3226154232473791,0.2190220941273122,0.7809779058726878,7.906948773530353,5.206611570247934,2.42,71.7,2970020000.0000005,False,,,0.1628681926623377,0.1628681926623377,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGC12632,UGC12632,failed_stalled,0.5239243409528157,0.7937009182150448,False,False,True,preferred_50_pool,9.0,,29.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
UGCA442,0.8357226258459113,0.0385646275951412,0.1104034983331297,0.6275706585671003,0.0411175021760957,-2.223265941125632,1.6615889565121746,0.1667500416875104,0.8332499583124896,7.681088205881671,3.703389830508475,1.18,56.4,419790000.00000006,False,,,0.864475523566036,0.864475523566036,censored_latent_corrected,full_corrected_state,True,False,not_ugc07125,UGCA442,UGCA442,juvenile_forming,0.5838171694017319,0.8692457248547911,False,False,True,preferred_50_pool,9.0,,30.0,R,current_clean_rotation_response_proxy_from_quality_sample,True,False
