model_family,feature_template,uses_angular_momentum,uses_m59_backbone,endpoint_delta,endpoint_stretch,ridge_alpha,mse_bounded,rmse_bounded,spearman_A_rank_A_inferred,pearson_A_rank_A_inferred,spearman_A_bounded_A_inferred,pearson_A_bounded_A_inferred,prediction_min,prediction_max,prediction_std,bounded_prediction_std,pairwise_rank_loss,objective,n_features
censored_latent_corrected,physical_state,True,False,0.35,1.0,0.01,0.0070368468592980375,0.08388591573856745,0.9748174964808027,0.9450071205121529,0.9734808242804822,0.9721205979376609,-0.9992522083099825,1.6426035021517895,0.4793822960230847,0.3471351081868879,0.4875539387213507,-0.7207089562701149,12
censored_latent_corrected,physical_state,True,False,0.35,1.0,0.1,0.006999832103990678,0.08366499927682232,0.9737771168129739,0.9442515694025689,0.9735859092071858,0.9717352492644132,-1.0002530254261042,1.6260928845213523,0.474303483698836,0.3461103312121384,0.4885907623389213,-0.7200455500142053,12
rank_weighted_corrected,physical_state,True,False,0.15,0.5,0.01,0.00482561350938947,0.06946663594409527,0.9743246850591994,0.9465429094821171,0.9738518484668464,0.9767972041124188,-0.6964609746830659,1.4075546143628963,0.38373368814096076,0.3155828967137252,0.5206341338005739,-0.7190903223422069,12
rank_weighted_corrected,physical_state,True,False,0.15,0.5,0.1,0.004895116732926491,0.06996511082622889,0.9737862429504108,0.9459051851114044,0.9738151584535383,0.9763981451805953,-0.6977669707650871,1.3943686348690192,0.37955868222551487,0.3145014642599389,0.5215740329745793,-0.7181059746923828,12
censored_latent_corrected,full_corrected_state,True,False,0.35,0.5,1.0,0.006419111771374537,0.08011935952923324,0.9695699674544727,0.9416644248979752,0.9699507773444536,0.9717430312411832,-0.855478145622332,1.437004073327755,0.42838729500373657,0.3383955416226717,0.5010070704814654,-0.7180151128070685,13
rank_weighted_corrected,physical_state,True,False,0.15,1.0,0.01,0.005047774803680954,0.07104769386602885,0.9738592520499075,0.945790347553649,0.9734756079987262,0.976361068578133,-0.7804999531853807,1.470833199489359,0.41040959605893423,0.3261110581237353,0.5110424277747853,-0.717401397543149,12
rank_weighted_corrected,physical_state,True,False,0.35,0.0,0.01,0.005274111068058453,0.07262307531396926,0.975511082926022,0.945854451552223,0.9756914546619826,0.9761211868677816,-0.8311742513053544,1.5160463318988637,0.4262152774291339,0.3300004800177736,0.5056576682792454,-0.7173916151247719,12
rank_weighted_corrected,physical_state,True,False,0.35,0.0,0.1,0.005222187589187047,0.0722647050031137,0.9751095328787897,0.9455119241556084,0.975252036480112,0.9760202324536997,-0.8324913628047946,1.5005695032570232,0.4213185511169844,0.32892568817861995,0.506628803777836,-0.7173795338305224,12
rank_weighted_corrected,physical_state,True,False,0.15,0.0,0.01,0.005126680049703294,0.07160083833100904,0.9744798293956302,0.9469306395047391,0.9753690671013281,0.9758883255979075,-0.6124219961807519,1.3442760292364335,0.35723774759204174,0.3039601438552155,0.5305299623103042,-0.7167911177859674,12
rank_weighted_corrected,physical_state,True,False,0.15,1.0,0.1,0.005130829042406444,0.07162980554494368,0.9734668281401124,0.9449569268350942,0.972835470352674,0.9757704143659817,-0.781647802075742,1.4571303255011836,0.4061312871792611,0.32522449893318883,0.5120173265794931,-0.716456478576767,12
