galaxy_name,Q,T,Vflat,e_Vflat,L36,MHI,Rdisk,RHI,Reff,SBeff,SBdisk,D,Inc,Ref,_Vflat,_L36,_MHI,_Rdisk,_T,M_star_Msun,M_gas_Msun,M_baryon_Msun,star_frac,gas_frac,r_over_Rdisk_eval,H_halo,S_star_gas,S_internal,S_struct,Q_eff,v_m5_bdvr_km_s,v_flat_obs_km_s,velocity_ratio_pred_over_obs,log10_velocity_error,abs_log10_velocity_error,log10_SBeff,log10_SBdisk,stellar_to_gas_ratio,log10_M_baryon_Msun,RHI_over_Rdisk,Reff_over_Rdisk,log10_v_flat_obs,log10_stellar_to_gas_ratio,sample_btfr_log10_v_pred,sample_btfr_log10_v_residual,sample_btfr_slope_logv_logm,sample_btfr_intercept_logv,is_late_type_T_ge_8,is_gas_dominated_ge_070,is_low_stellar_gas_le_035,is_hi_extended_ge_5,is_highish_mass_ge_1e9p5,is_low_v_for_mass,ugc07125_hard_analog,ugc07125_regime_score,robust_z_T,robust_z_gas_frac,robust_z_stellar_to_gas_ratio,robust_z_RHI_over_Rdisk,robust_z_log10_M_baryon_Msun,robust_z_sample_btfr_log10_v_residual,ugc07125_analog_distance,ugc07125_analog_rank_key,v_pred_km_s__m3_scalar_q_only,v_pred_km_s__m4a_halo_only,v_pred_km_s__m4b_halo_star_gas,v_pred_km_s__m4c_full_frozen,v_pred_km_s__mond_simple_btfr,v_pred_km_s__newtonian_outer,velocity_ratio_pred_over_obs__m3_scalar_q_only,velocity_ratio_pred_over_obs__m4a_halo_only,velocity_ratio_pred_over_obs__m4b_halo_star_gas,velocity_ratio_pred_over_obs__m4c_full_frozen,velocity_ratio_pred_over_obs__mond_simple_btfr,velocity_ratio_pred_over_obs__newtonian_outer,log10_velocity_error__m3_scalar_q_only,log10_velocity_error__m4a_halo_only,log10_velocity_error__m4b_halo_star_gas,log10_velocity_error__m4c_full_frozen,log10_velocity_error__mond_simple_btfr,log10_velocity_error__newtonian_outer,abs_log10_velocity_error__m3_scalar_q_only,abs_log10_velocity_error__m4a_halo_only,abs_log10_velocity_error__m4b_halo_star_gas,abs_log10_velocity_error__m4c_full_frozen,abs_log10_velocity_error__mond_simple_btfr,abs_log10_velocity_error__newtonian_outer
NGC3109,1.0,9.0,66.2,2.6,0.194,0.477,1.56,6.0,1.64,11.4,140.87,1.33,70.0,"Be91,JC90",66.2,0.194,0.477,1.56,9.0,97000000.0,634410000.0,731410000.0,0.1326205548187747,0.8673794451812253,2.4487179487179485,1.195268116035884,1.0,1.0,1.0,1.0760395368321398,60.60114657567701,66.2,0.9154251748591692,-0.0383771483298666,0.0383771483298666,1.0569048513364727,2.1488185146020182,0.1528979681909175,8.864160893813251,3.846153846153846,1.051282051282051,1.8208579894397,-0.8155982857409549,1.791307416498225,0.029550572941474895,0.2597665671999078,-0.5113052299953095,True,True,True,False,False,False,False,3.0,1.01175,1.2839166648496634,-0.7102828137449638,-0.8612347781372323,-1.1302775476546123,0.5231580585506117,5.9753567011542446,-2994.0246432988456,55.43042056589863,60.60114657567701,60.60114657567701,60.60114657567701,58.42069600023512,28.696958935213956,0.8373175312069279,0.9154251748591692,0.9154251748591692,0.9154251748591692,0.8824878549884458,0.4334888056678844,-0.0771098157226465,-0.0383771483298666,-0.0383771483298666,-0.0383771483298666,-0.0542912627648367,-0.3630221131807093,0.0771098157226465,0.0383771483298666,0.0383771483298666,0.0383771483298666,0.0542912627648367,0.3630221131807093
D631-7,1.0,10.0,57.7,2.7,0.196,0.29,0.7,0.0,1.22,20.93,115.04,7.72,59.0,"Tr09,dB01",57.7,0.196,0.29,0.7,10.0,98000000.0,385700000.0,483700000.0,0.2026049204052098,0.7973950795947902,1.5,1.1377142691005784,1.0,1.0,1.0,1.0242267142793506,53.31735230904176,57.7,0.9240442341255072,-0.0343072385452566,0.0343072385452566,1.3207692283386865,2.0608488730388075,0.2540834845735027,8.684576087388455,0.0,1.7428571428571429,1.7611758131557314,-0.595023563173547,1.7446572878119961,0.016518525343735213,0.2597665671999078,-0.5113052299953095,True,True,True,False,False,False,False,3.0,1.349,1.0909943574067393,-0.6565269370099373,-2.469664589823471,-1.3084268875960952,0.28711187652955406,6.288758960829702,-2993.71124103917,49.98641288432383,53.31735230904176,53.31735230904176,53.31735230904176,52.68300333001408,44.51234813364735,0.8663156479085586,0.9240442341255072,0.9240442341255072,0.9240442341255072,0.913050317677887,0.7714445083821031,-0.0623238410448768,-0.0343072385452566,-0.0343072385452566,-0.0343072385452566,-0.039505288087067,-0.1126953081882532,0.0623238410448768,0.0343072385452566,0.0343072385452566,0.0343072385452566,0.039505288087067,0.1126953081882532
UGC01230,1.0,9.0,103.7,6.1,7.62,6.43,4.34,26.29,6.45,28.63,69.32,53.7,22.0,"dB02,VdH93",103.7,7.62,6.43,4.34,9.0,3810000000.0,8551900000.0,12361900000.0,0.3082050493856122,0.6917949506143878,3.7718894009216593,1.250452323768591,1.0,1.0,1.0,1.125719092851827,125.67903163159885,103.7,1.211948231741551,0.0834840693771751,0.0834840693771751,1.4568213480215986,1.8408585540418794,0.445515031747331,10.092085226100666,6.057603686635945,1.4861751152073734,2.015778756389041,-0.3511376382156886,2.110281105077766,-0.09450234868872531,0.2597665671999078,-0.5113052299953095,True,False,False,True,True,False,False,2.5,1.01175,0.7998919036164258,-0.5548269010664253,0.06357530298761588,0.08783167689549626,-1.723781134983721,3.1632591328493924,-2496.8367408671506,112.39041032750404,125.67903163159885,125.67903163159885,125.67903163159885,118.45347605253828,56.99088277632412,1.0838033782787275,1.211948231741551,1.211948231741551,1.211948231741551,1.142270743033156,0.5495745687205797,0.0349505003998663,0.0834840693771751,0.0834840693771751,0.0834840693771751,0.0577690533576761,-0.2599733722364592,0.0349505003998663,0.0834840693771751,0.0834840693771751,0.0834840693771751,0.0577690533576761,0.2599733722364592
UGC05005,1.0,10.0,98.9,7.2,4.1,3.093,3.2,21.61,5.02,25.63,65.59,53.7,41.0,"dB02,VH93",98.9,4.1,3.093,3.2,10.0,2050000000.0,4113690000.0,6163690000.0,0.3325929759608286,0.6674070240391713,4.1609375,1.262559899973085,1.0,1.0,1.0,1.1366189324078688,106.11924294591644,98.9,1.0729953786240285,0.0305978514697671,0.0305978514697671,1.408748606184244,1.816837630902035,0.49833604379523,9.78984078795116,6.753125,1.5687499999999999,1.9951962915971795,-0.30247769991451057,2.031768104924404,-0.03657181332722437,0.2597665671999078,-0.5113052299953095,True,False,False,True,True,False,False,2.5,1.349,0.7326629585625705,-0.5267651792491426,0.35443657890787306,-0.21199684551275802,-0.6745,4.397274672293073,-2495.602725327707,94.44264622705424,106.11924294591644,106.11924294591644,106.11924294591644,99.53749346226056,44.62075550959908,0.9549306999702148,1.0729953786240285,1.0729953786240285,1.0729953786240285,1.006445838849955,0.4511704298240553,-0.0200281443456484,0.0305978514697671,0.0305978514697671,0.0305978514697671,0.0027904086121613,-0.3456593722008595,0.0200281443456484,0.0305978514697671,0.0305978514697671,0.0305978514697671,0.0027904086121613,0.3456593722008595
UGC00128,1.0,8.0,129.3,2.8,12.02,7.431,5.95,31.27,9.63,20.36,88.89,64.5,57.0,"VB99,VH93",129.3,12.02,7.431,5.95,8.0,6010000000.0,9883230000.000002,15893230000.000002,0.378148431753646,0.621851568246354,3.4369747899159666,1.2386949209427192,1.0,1.0,1.0,1.1151344967086132,133.19660971606464,129.3,1.030136192699649,0.0128946458972553,0.0128946458972553,1.308777773664721,1.9488529061997135,0.6081007929593867,10.201212168360524,5.25546218487395,1.6184873949579832,2.111598524880394,-0.21602443026984575,2.1386286362576317,-0.027030111377237542,0.2597665671999078,-0.5113052299953095,True,False,False,True,True,False,False,2.5,0.6745,0.6070825725074896,-0.4684514942785628,-0.2718736562148224,0.1960863400847631,-0.5016735659047229,4.672542212150385,-2495.3274577878497,119.67708221869216,133.19660971606464,133.19660971606464,133.19660971606464,126.13323815902407,57.81579992580258,0.9255768153031102,1.030136192699649,1.030136192699649,1.030136192699649,0.9755084157697144,0.4471446243294862,-0.0335875325265222,0.0128946458972553,0.0128946458972553,0.0128946458972553,-0.0107689795687124,-0.3495519860635929,0.0335875325265222,0.0128946458972553,0.0128946458972553,0.0128946458972553,0.0107689795687124,0.3495519860635929
UGC10310,1.0,9.0,71.4,3.9,1.741,1.196,1.8,9.58,3.12,28.37,158.79,15.2,34.0,"Sw09,Sw02",71.4,1.741,1.196,1.8,9.0,870500000.0,1590680000.0,2461180000.0,0.3536921314166375,0.6463078685833624,3.5277777777777777,1.2420133910149516,1.0,1.0,1.0,1.118121947768011,83.66752723115584,71.4,1.1718141068789334,0.0688587219551644,0.0688587219551644,1.4528593357958524,2.2008231487109304,0.5472502326049237,9.391143377273732,5.322222222222222,1.7333333333333334,1.8536982117761744,-0.26181404516612783,1.9281998472012365,-0.07450163542506205,0.2597665671999078,-0.5113052299953095,True,False,False,True,False,False,False,2.0,1.01175,0.6745000000000001,-0.5007789986350537,-0.24395515929675793,-0.6075073676030904,-1.361513274298154,3.6663361626158286,-1996.3336638373842,75.07473269881793,83.66752723115584,83.66752723115584,83.66752723115584,79.12474939789317,40.829300244057215,1.0514668445212594,1.1718141068789334,1.1718141068789334,1.1718141068789334,1.1081897674774952,0.5718389389923979,0.0217955828059991,0.0688587219551644,0.0688587219551644,0.0688587219551644,0.0446141357638089,-0.2427262749770769,0.0217955828059991,0.0688587219551644,0.0688587219551644,0.0688587219551644,0.0446141357638089,0.2427262749770769
UGC04499,1.0,8.0,72.8,2.4,1.552,1.1,1.73,8.67,2.69,33.79,127.3,12.5,50.0,"Sw09,Sw02",72.8,1.552,1.1,1.73,8.0,776000000.0,1463000000.0000002,2239000000.0,0.3465832961143367,0.6534167038856633,3.283236994219653,1.2328423078983566,1.0,1.0,1.0,1.109865684678054,81.40952833469596,72.8,1.1182627518502193,0.0485438592494414,0.0485438592494414,1.5287881917748962,2.1048284036536553,0.530416951469583,9.35005409357903,5.011560693641618,1.5549132947976878,1.8621313793130372,-0.2753826048671224,1.917526225027161,-0.055394845714123786,0.2597665671999078,-0.5113052299953095,True,False,False,True,False,False,False,2.0,0.6745,0.6940965612927901,-0.5097218574364657,-0.3738712479141535,-0.6482682143284214,-1.015436824828429,4.1002199145264795,-1995.8997800854736,73.31983410686452,81.40952833469596,81.40952833469596,81.40952833469596,77.27518022441258,41.17560506566862,1.007140578390996,1.1182627518502193,1.1182627518502193,1.1182627518502193,1.0614722558298433,0.5655989706822613,0.0030900943454611,0.0485438592494414,0.0485438592494414,0.0485438592494414,0.0259086473032709,-0.2474913895708119,0.0030900943454611,0.0485438592494414,0.0485438592494414,0.0485438592494414,0.0259086473032709,0.2474913895708119
UGC08550,1.0,7.0,56.9,1.9,0.289,0.288,0.45,5.59,1.01,45.38,1284.78,6.7,90.0,"Sw09,Sw02",56.9,0.289,0.288,0.45,7.0,144500000.0,383040000.0,527540000.0,0.2739128786442734,0.7260871213557266,7.333333333333332,1.3196289846841247,1.0,1.0,1.0,1.1879953480053698,58.68102915994972,56.9,1.0313010397179214,0.0133854555888479,0.0133854555888479,1.6568644915489172,3.108828767382579,0.3772451963241437,8.722255395004163,12.42222222222222,2.2444444444444445,1.7551122663950711,-0.42337628163374996,1.754445112205798,0.0006671541892731003,0.2597665671999078,-0.5113052299953095,False,True,False,True,False,False,False,2.0,0.33725,0.8944233700548117,-0.5910959738441279,2.7252062730760382,-1.271048760154109,0.0,5.801295144205906,-1994.1987048557942,51.082459460541095,58.68102915994972,58.68102915994972,58.68102915994972,53.838177748277104,26.22151850598312,0.8977585142450105,1.0313010397179214,1.0313010397179214,1.0313010397179214,0.946189415611197,0.4608351231279986,-0.0468404673802893,0.0133854555888479,0.0133854555888479,0.0133854555888479,-0.0240219144224796,-0.3364544280237133,0.0468404673802893,0.0133854555888479,0.0133854555888479,0.0133854555888479,0.0240219144224796,0.3364544280237133
UGC08490,1.0,9.0,78.6,3.8,1.017,0.72,0.67,7.8,1.14,124.98,576.54,4.65,50.0,"Sw09,Sw02",78.6,1.017,0.72,0.67,9.0,508500000.0,957600000.0,1466100000.0,0.3468385512584407,0.6531614487415592,6.671641791044776,1.312134039924436,1.0,1.0,1.0,1.181248027651385,75.55060558750922,78.6,0.9612036334288706,-0.0171845961961374,0.0171845961961374,2.0968405203313893,2.7608294437671277,0.5310150375939849,9.166163593747834,11.641791044776118,1.7014925373134326,1.8954225460394079,-0.27489318013959085,1.8697576211453355,0.02566492489407235,0.2597665671999078,-0.5113052299953095,True,False,False,True,False,False,False,2.0,1.01175,0.6933929125424644,-0.5094041178514968,2.398836392414875,-0.8306888311869857,0.452778298241416,6.093629391627556,-1993.9063706083725,65.95517070257273,75.55060558750922,75.55060558750922,75.55060558750922,69.51321923812193,37.55909732456755,0.8391243091930374,0.9612036334288706,0.9612036334288706,0.9612036334288706,0.8843921022661825,0.4778511109995872,-0.0761736973387084,-0.0171845961961374,-0.0171845961961374,-0.0171845961961374,-0.0533551443808987,-0.3207073999232394,0.0761736973387084,0.0171845961961374,0.0171845961961374,0.0171845961961374,0.0533551443808987,0.3207073999232394
UGC05721,1.0,7.0,79.7,6.6,0.531,0.562,0.38,6.74,0.6,233.79,913.76,6.18,61.0,"dB02,Sw02",79.7,0.531,0.562,0.38,7.0,265500000.0,747460000.0000001,1012960000.0,0.2621031432633075,0.7378968567366925,9.657894736842104,1.3360059126415424,1.0,1.0,1.0,1.2027386693887572,69.50406644054378,79.7,0.872071097121001,-0.0594481070070641,0.0594481070070641,2.3688259309588453,2.9608321428206965,0.3552029540042276,9.005592296177396,17.736842105263158,1.5789473684210527,1.9014583213961123,-0.4495234311186591,1.8280465663846281,0.07341175501148411,0.2597665671999078,-0.5113052299953095,False,True,False,True,False,False,False,2.0,0.33725,0.9269786612387025,-0.602806148417264,4.947736468068541,-0.9899766420280448,1.3176045558417857,8.188097583759184,-1991.8119024162409,60.13205199388519,69.50406644054378,69.50406644054378,69.50406644054378,63.37596383972424,34.45483914910839,0.7544799497350713,0.872071097121001,0.872071097121001,0.872071097121001,0.795181478541082,0.4323066392610838,-0.1223522970880226,-0.0594481070070641,-0.0594481070070641,-0.0594481070070641,-0.0995337441302128,-0.3642080946252395,0.1223522970880226,0.0594481070070641,0.0594481070070641,0.0594481070070641,0.0995337441302128,0.3642080946252395
UGC07524,1.0,9.0,79.5,3.6,2.436,1.779,3.46,12.11,3.61,29.71,106.86,4.74,46.0,"Sw09,Sw02",79.5,2.436,1.779,3.46,9.0,1218000000.0,2366070000.0,3584070000.0,0.3398371125563953,0.6601628874436046,2.2716763005780347,1.185861969872389,1.0,1.0,1.0,1.0675716583491848,89.80885136279126,79.5,1.1296710863244184,0.0529520132288566,0.0529520132288566,1.472902651803664,2.028815169846887,0.5147776692997249,9.554376483221354,3.5,1.0433526011560694,1.9003671286564703,-0.2883803007541543,1.970602350786629,-0.07023522213015876,0.2597665671999078,-0.5113052299953095,True,False,False,False,True,False,False,1.5,1.01175,0.7126934191413353,-0.5180303916477106,-1.0059934611889936,-0.4455790248880581,-1.284236809365623,3.934347532241419,-1496.0656524677586,82.47115390126346,89.80885136279126,89.80885136279126,89.80885136279126,86.92018140339376,44.28575768273596,1.037373005047339,1.1296710863244184,1.1296710863244184,1.1296710863244184,1.0933356151370284,0.5570535557576851,0.0159349424126087,0.0529520132288566,0.0529520132288566,0.0529520132288566,0.0387534953704185,-0.254103049257278,0.0159349424126087,0.0529520132288566,0.0529520132288566,0.0529520132288566,0.0387534953704185,0.254103049257278
NGC4559,1.0,6.0,121.2,5.1,19.377,5.811,2.1,21.16,3.82,211.27,1602.62,9.0,67.0,Ba05,121.2,19.377,5.811,2.1,6.0,9688500000.0,7728630000.000001,17417130000.0,0.5562627137766096,0.4437372862233905,5.947619047619048,1.301798339438632,1.0,1.0,1.0,1.1719433183444343,139.70886203436353,121.2,1.1527133831218113,0.0617213353931001,0.0617213353931001,2.324837832312843,3.2048305582449266,1.253585693712857,10.240976593389751,10.076190476190476,1.8190476190476188,2.0835026198302673,0.09815402719297177,2.1489581044441524,-0.06545548461388506,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,0.0,0.11608407607945047,-0.12553080760609475,1.744115149211296,0.23553291807284063,-1.197662632643394,4.313285263461174,-1495.6867147365388,122.44811351916503,139.70886203436353,139.70886203436353,139.70886203436353,129.0537568121273,77.44514341039456,1.010297966329745,1.1527133831218113,1.1527133831218113,1.1527133831218113,1.06479997369742,0.638986331768932,0.0044494787809111,0.0617213353931001,0.0617213353931001,0.0617213353931001,0.0272680317387209,-0.19450843151424,0.0044494787809111,0.0617213353931001,0.0617213353931001,0.0617213353931001,0.0272680317387209,0.19450843151424
NGC4183,1.0,6.0,110.6,5.4,10.838,3.506,2.79,16.07,4.47,86.46,1098.58,18.0,82.0,"VS01,SV98",110.6,10.838,3.506,2.79,6.0,5419000000.0,4662980000.0,10081980000.0,0.5374936272438549,0.4625063727561451,3.681003584229391,1.247390352375863,1.0,1.0,1.0,1.122962554603194,119.28768175360766,110.6,1.0785504679349698,0.032840471583085,0.032840471583085,1.9368152311976328,3.040831688287468,1.1621323702868125,10.003545831576814,5.759856630824372,1.6021505376344085,2.0437551269686796,0.06525559828752905,2.0872815305003463,-0.0435264035316667,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,0.0,0.1678238532732981,-0.17411635380730064,-0.06094005964876039,0.0,-0.8004667333907209,4.516262515710217,-1495.4837374842898,106.80569445327252,119.28768175360766,119.28768175360766,119.28768175360766,112.56748447958442,64.97926652563018,0.9656934399030064,1.0785504679349698,1.0785504679349698,1.0785504679349698,1.0177891905929877,0.5875159722028046,-0.0151607188107351,0.032840471583085,0.032840471583085,0.032840471583085,0.0076578341470746,-0.2309803221706919,0.0151607188107351,0.032840471583085,0.032840471583085,0.032840471583085,0.0076578341470746,0.2309803221706919
NGC0100,1.0,6.0,88.1,6.4,3.232,1.99,1.66,16.36,2.81,64.99,1193.52,13.5,89.0,"dB02,Rh96",88.1,3.232,1.99,1.66,6.0,1616000000.0,2646700000.0,4262700000.0,0.3791024468060149,0.620897553193985,5.774096385542169,1.2989281043157102,1.0,1.0,1.0,1.1693593905789126,98.15709556307011,88.1,1.1141554547454044,0.0469457908627941,0.0469457908627941,1.8128465369670712,3.076829700943831,0.6105716552688253,9.629684768976201,9.855421686746988,1.6927710843373496,1.944975908412048,-0.21426336093822512,1.9901649256588754,-0.045189017246827445,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,0.0,0.6044526881940997,-0.46713882251995664,1.651791462579291,-0.3708726971845014,-0.830581235098619,4.527831010739026,-1495.472168989261,86.12498167458007,98.15709556307011,98.15709556307011,98.15709556307011,90.77112028141242,43.73543361434244,0.9775820848419986,1.1141554547454044,1.1141554547454044,1.1141554547454044,1.0303191859411172,0.4964294394363501,-0.0098467659042565,0.0469457908627941,0.0469457908627941,0.0469457908627941,0.0129717870535531,-0.304142471722768,0.0098467659042565,0.0469457908627941,0.0469457908627941,0.0469457908627941,0.0129717870535531,0.304142471722768
NGC5585,1.0,7.0,90.3,2.4,2.943,1.683,1.53,10.92,2.27,90.54,297.05,7.06,51.0,"Bl99,Sa96,Co91",90.3,2.943,1.683,1.53,7.0,1471500000.0,2238390000.0000005,3709890000.000001,0.3966424880522063,0.6033575119477936,4.310457516339869,1.2668110952661429,1.0,1.0,1.0,1.140446068891101,93.62765316919872,90.3,1.0368510871450578,0.0157163873677569,0.0157163873677569,1.9568404901592336,2.4728295567127057,0.6573921434602548,9.56936103276835,7.137254901960784,1.4836601307189543,1.9556877503135057,-0.18217549050728,1.9744948357834895,-0.018807085469983775,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,0.33725,0.5561009570395177,-0.44226494252337817,0.5150765352350707,-0.4307142506108658,-0.3527319774467318,4.845447394133337,-1495.1545526058667,83.18561053926412,93.62765316919872,93.62765316919872,93.62765316919872,87.6731804538766,49.18812038226518,0.921213848718318,1.0368510871450578,1.0368510871450578,1.0368510871450578,0.9709100825456988,0.5447189411103565,-0.0356395418576773,0.0157163873677569,0.0157163873677569,0.0157163873677569,-0.0128209888998675,-0.2638275230623028,0.0356395418576773,0.0157163873677569,0.0157163873677569,0.0157163873677569,0.0128209888998675,0.2638275230623028
NGC3198,1.0,5.0,150.1,3.9,38.279,10.869,3.14,35.66,5.84,178.99,1602.62,13.8,73.0,"Da06,Be91,Be87",150.1,38.279,10.869,3.14,5.0,19139500000.0,14455770000.000002,33595270000.0,0.569708176180754,0.430291823819246,6.608280254777069,1.3113257861349203,1.0,1.0,1.0,1.1805203975727063,165.24669602700308,150.1,1.100910699713545,0.041752092637036,0.041752092637036,2.252828768040592,3.2048305582449266,1.324004186563566,10.526278135797503,11.35668789808917,1.859872611464968,2.1763806922432702,0.1218893583654487,2.2230699067322526,-0.046689214488982334,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,-0.33725,0.07901966019300556,-0.08812023782418714,2.279608608275296,0.5185539735623665,-0.8577539283099758,4.968720454824084,-1495.031279545176,144.30370581689195,165.24669602700308,165.24669602700308,165.24669602700308,152.08838113024217,83.44822976635162,0.9613837829239972,1.100910699713545,1.100910699713545,1.100910699713545,1.0132470428397211,0.5559508978437816,-0.0171032080301538,0.041752092637036,0.041752092637036,0.041752092637036,0.0057153449276559,-0.2549635640603552,0.0171032080301538,0.041752092637036,0.041752092637036,0.041752092637036,0.0057153449276559,0.2549635640603552
F579-V1,1.0,5.0,112.1,13.4,11.848,2.245,3.37,20.96,5.76,56.6,201.76,89.5,26.0,"dB01,dB96",112.1,11.848,2.245,3.37,5.0,5924000000.0,2985850000.0,8909850000.0,0.6648821248393632,0.3351178751606368,3.964391691394659,1.2566394146894453,1.0,1.0,1.0,1.1312890184270985,116.08627804268072,112.1,1.035560018221951,0.0151752744774168,0.0151752744774168,1.7528164311882715,2.3048350692290063,1.984024649597267,9.949870392620417,6.2195845697329375,1.7091988130563798,2.049605612594973,0.2975470635427431,2.073338445979695,-0.023732833384721985,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,-0.33725,-0.18334147760992364,0.26252262018410716,0.13131437212469715,-0.05324639768540661,-0.4419508035868238,5.15086080397094,-1494.849139196029,103.5560671425921,116.08627804268072,116.08627804268072,116.08627804268072,109.1425512517078,53.55734974407287,0.92378293615158,1.035560018221951,1.035560018221951,1.035560018221951,0.9736177631731294,0.4777640476723718,-0.0344300641761282,0.0151752744774168,0.0151752744774168,0.0151752744774168,-0.0116115112183184,-0.3207865345463087,0.0344300641761282,0.0151752744774168,0.0151752744774168,0.0151752744774168,0.0116115112183184,0.3207865345463087
NGC1090,1.0,4.0,164.4,3.7,72.045,8.783,3.53,30.49,6.36,283.68,2055.09,37.0,64.0,Ge04,164.4,72.045,8.783,3.53,4.0,36022500000.0,11681390000.0,47703890000.0,0.7551270976014745,0.2448729023985255,5.219546742209632,1.2885585775508177,1.0,1.1,1.1,1.2760266520988337,187.54039426852225,164.4,1.1407566561345637,0.057193011491666,0.057193011491666,2.4528287182568427,3.312830845991887,3.0837511631749304,10.678553794902832,8.637393767705383,1.8016997167138813,2.215901813204032,0.4890793263114474,2.2626260319661475,-0.04672421876211574,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,-0.6745,-0.4321151606247044,0.8467639723021242,1.142422234301597,0.6696124550610731,-0.8583879518558226,5.181599267229583,-1494.8184007327704,157.52387947023948,178.81274990740445,178.81274990740445,187.54039426852225,166.02173646450927,105.52619040789912,0.9581744493323568,1.0876687950572046,1.0876687950572046,1.1407566561345637,1.009864577034728,0.6418868029677562,-0.0185554142145826,0.0364966689125534,0.0364966689125534,0.057193011491666,0.004263138743227,-0.1925415532099402,0.0185554142145826,0.0364966689125534,0.0364966689125534,0.057193011491666,0.004263138743227,0.1925415532099402
NGC2998,1.0,5.0,209.9,8.1,150.902,23.451,6.2,43.58,7.06,479.55,774.16,68.1,58.0,"Sa96,Br92",209.9,150.902,23.451,6.2,5.0,75451000000.0,31189830000.0,106640830000.0,0.7075245007001539,0.292475499299846,4.083870967741936,1.2602845646355374,1.0,1.0,1.0,1.134570562883153,216.23357970733957,209.9,1.0301742720692688,0.0129106994584879,0.0129106994584879,2.6808338953273694,2.8888307280420182,2.4190898122881723,11.027923516591635,7.0290322580645155,1.1387096774193548,2.3220124385824006,0.3836519924863495,2.353380605252835,-0.031368166670434405,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,-0.33725,-0.3008915257810648,0.4936555934931379,0.46981871828208266,1.016189576775787,-0.5802476642323688,5.196711500301295,-1494.8032884996987,192.61443424857305,216.23357970733957,216.23357970733957,216.23357970733957,203.0053027491536,134.59130944931673,0.9176485671680468,1.0301742720692688,1.0301742720692688,1.0301742720692688,0.9671524666467536,0.6412163384912659,-0.0373236091707507,0.0129106994584879,0.0129106994584879,0.0129106994584879,-0.0145050562129409,-0.1929954201510219,0.0373236091707507,0.0129106994584879,0.0129106994584879,0.0129106994584879,0.0145050562129409,0.1929954201510219
UGC06983,1.0,6.0,109.0,5.8,5.298,2.967,3.21,16.07,3.95,53.56,121.57,18.0,49.0,"VS01,SV98",109.0,5.298,2.967,3.21,6.0,2649000000.0,3946110000.000001,6595110000.0,0.4016612308210174,0.5983387691789827,3.118380062305296,1.22622404291013,1.0,1.0,1.0,1.1039075948595265,106.36490946102916,109.0,0.9758248574406346,-0.0106281231864467,0.0106281231864467,1.7288405683399715,2.0848264166974335,0.6712940085299193,9.819222043551013,5.006230529595015,1.2305295950155763,2.037426497940624,-0.17308722898669665,2.039400372831601,-0.001973874890977001,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,0.0,0.5422660465233156,-0.43487942953902703,-0.3761002785501243,-0.18285044167175282,-0.04783629175109422,5.301234844033254,-1494.6987651559668,96.0535590155084,106.36490946102916,106.36490946102916,106.36490946102916,101.23530930663588,53.23301861563743,0.8812253120688844,0.9758248574406346,0.9758248574406346,0.9758248574406346,0.9287643055654669,0.4883763175746552,-0.0549130367891295,-0.0106281231864467,-0.0106281231864467,-0.0106281231864467,-0.0320944838313197,-0.3112454040965568,0.0549130367891295,0.0106281231864467,0.0106281231864467,0.0106281231864467,0.0320944838313197,0.3112454040965568
NGC0801,1.0,5.0,220.1,6.2,312.57,23.201,8.72,44.99,7.76,818.14,1558.94,80.7,80.0,"Sa96,Br92",220.1,312.57,23.201,8.72,5.0,156285000000.0,30857330000.0,187142330000.0,0.8351130393642101,0.1648869606357899,3.0246559633027523,1.222296074823408,1.0016766843117375,1.0,1.0016766843117375,1.1022164190471202,245.3030507327344,220.1,1.1145072727520873,0.0470829068277363,0.0470829068277363,2.9128276264402975,3.1928294005189524,5.064760949829425,11.27217203232174,5.159403669724771,0.8899082568807338,2.342620042553348,0.7045589520418112,2.416828203727717,-0.07420816117436901,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,-0.33725,-0.6526082996073526,1.8991963925670474,-0.31204453486720823,1.2584857527455886,-1.3561976494220143,5.319110625149477,-1494.6808893748505,221.6924782761499,245.09766108848004,245.3030507327344,245.3030507327344,233.65200456150848,174.6935590386831,1.0072352488693772,1.1135741076259884,1.1145072727520873,1.1145072727520873,1.061572033446199,0.7937008588763431,0.0031309157908279,0.046719124344534,0.0470829068277363,0.0470829068277363,0.0259494687486376,-0.1003431497371329,0.0031309157908279,0.046719124344534,0.0470829068277363,0.0470829068277363,0.0259494687486376,0.1003431497371329
