path,suffix,ugc07125_mentions,clean_language_hit_count,m33_classification,recommended_action
runs/cghstc_34_m82_organization_landscape_simulation/m82_summary.json,.json,3,3,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m70_corrected_activation_rank_reparameterization_plan_2026-06-08.md,.md,2,3,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m70_corrected_activation_rank_reparameterization_status_2026-06-08.md,.md,2,3,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m38_m18_feedback_on_m37_juvenile_failed_set_plan_2026-06-03.md,.md,2,3,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m61_independent_organization_label_audit_plan_2026-06-04.md,.md,2,3,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m46_dynamic_organizational_model_repair.py,.py,2,3,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_m58_conformal_footprint_architecture_sweep.py,.py,2,3,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_m59_composition_hi_structural_backbone.py,.py,2,3,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m46_dynamic_organizational_model_repair/m46_summary.json,.json,2,3,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m57_conformal_spiral_footprint_occupancy_assessment_2026-06-04.md,.md,1,3,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m60_backbone_activation_bridge_robustness_audit_assessment_2026-06-04.md,.md,1,3,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/cghstc34_aps_critique2_tables_figures_polish_plan.md,.md,1,3,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m75_xgass_external_crosscheck.py,.py,1,3,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m73_curve_shape_clustering.py,.py,1,3,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m48_nucleation_barrier_ordering/m48_barrier_failure_modes.csv,.csv,1,3,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m39_inverse_rank_disorder_axis_diagnostic/m39_direct_inverse_rank_table.csv,.csv,231,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m70_corrected_activation_rank_reparameterization/m70_predictions.csv,.csv,88,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_apj_governor_submission_candidate/m70_predictions.csv,.csv,88,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m8_evolution_simulation.py,.py,22,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m9_governor_model.py,.py,12,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/cghstc34_revised_bdvr_audit_likelihood_plan.md,.md,6,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/juvenile_to_mature_galaxy.md,.md,5,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m67_sparc_table1_source_specific_extraction_pilot.py,.py,5,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_m65_object_resolved_source_query_router.py,.py,5,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m17_ugc07125_analog_search/m17_summary.json,.json,5,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_apj_governor_submission_candidate/m17_summary.json,.json,5,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m65_object_resolved_source_query_router_plan_2026-06-04.md,.md,4,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m38_m18_feedback_on_m37_juvenile_failed_set.py,.py,4,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_m42_optimal_transition_boundary_search.py,.py,4,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_m47_m53_literature_guided_ordering_paradigms.py,.py,4,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/external_data_test_plan.md,.md,3,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/alt_datasets.md,.md,3,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/cghstc34_revised_bdvr_audit_likelihood_execution_status.md,.md,3,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/arxiv_submission_package_plan_2026-06-05.md,.md,3,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m29_four_stage_taxonomy/m29_framework_rebuild_summary.json,.json,3,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m69_current_governor_visual_simulation/m69_random_initialization_sequence.csv,.csv,3,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m36_hybrid_halo_energy_reset/m36_metric_comparison.csv,.csv,3,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m54_resolved_hi_sfr_organization_rerun/m54_crossmatch_resolved_hi_sfr.csv,.csv,3,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m69_historic_random_initialization_switch_plan_2026-06-06.md,.md,2,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m55_direct_dynamical_observable_expansion_plan_2026-06-04.md,.md,2,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m62_expanded_independent_label_cross_artifact_audit_plan_2026-06-04.md,.md,2,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m45_cross_dataset_onset_table_builder_plan_2026-06-03.md,.md,2,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/apj_governor_hypothesis_revision_coverage_status_2026-06-07.md,.md,2,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_m43_baryonic_maturity_metric_end_state_inversion.py,.py,2,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m35_independent_observables_reservoir_settling/m35_feature_coverage.csv,.csv,2,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m57_conformal_spiral_footprint_occupancy/m57_footprint_occupancy_metrics.csv,.csv,2,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m56_hi_structural_endpoint_rerun/m56_hi_structural_feature_matrix.csv,.csv,2,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m56_hi_structural_endpoint_rerun/m56_trajectory_rank_table.csv,.csv,2,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m17_ugc07125_analog_search/m17_ugc07125_prototype_vector.json,.json,2,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_apj_governor_submission_candidate/m17_ugc07125_prototype_vector.json,.json,2,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m59_composition_hi_structural_backbone_test_plan_2026-06-04.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m62_expanded_independent_label_cross_artifact_audit_assessment_2026-06-04.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m41_bdvr_formation_state_activation_surface_assessment_2026-06-03.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m55_direct_dynamical_observable_expansion_assessment_2026-06-04.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m63_direct_dynamic_label_acquisition_target_list_assessment_2026-06-04.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m56_hi_structural_endpoint_rerun_assessment_2026-06-04.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m66_cds_simbad_source_table_extraction_scout_assessment_2026-06-04.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m46_dynamic_organizational_model_repair_plan_2026-06-03.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m43_baryonic_maturity_metric_end_state_inversion_plan_2026-06-03.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m42_optimal_transition_boundary_search_assessment_2026-06-03.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/apj_m70_submission_pdf_edit_status_2026-06-08.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/apj_submission_draft_edit_plan_2026-06-01.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m64_direct_dynamic_label_source_acquisition_pilot_assessment_2026-06-04.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m59_composition_hi_structural_backbone_test_assessment_2026-06-04.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m58_conformal_footprint_architecture_sweep_assessment_2026-06-04.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m65_object_resolved_source_query_router_assessment_2026-06-04.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m43_baryonic_maturity_metric_end_state_inversion_assessment_2026-06-03.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m42_optimal_transition_boundary_search_plan_2026-06-03.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m43_baryonic_maturity_metric_end_state_inversion.py,.py,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m43_baryonic_maturity_metric_end_state_inversion/m43_summary.json,.json,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m49_synergetic_slow_mode_ordering/M49_README.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m29_four_stage_taxonomy/m29_ugc07125_reclassification.json,.json,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m47_multi_order_parameter_transition/M47_README.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m35_independent_observables_reservoir_settling/M35_README.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m66_cds_simbad_source_table_extraction_scout/M66_README.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m51_pseudotime_organization_trajectory/M51_README.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m48_nucleation_barrier_ordering/M48_README.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m52_structure_property_descriptor_model/M52_README.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m42_optimal_transition_boundary_search/m42_transition_point_summary.json,.json,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m83_layman_bdvr_simulation/M83_README.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m54_resolved_hi_sfr_organization_rerun/M54_README.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m57_conformal_spiral_footprint_occupancy/m57_summary.json,.json,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m53_galaxy_specific_dynamical_maturity_translation/M53_README.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m41_bdvr_formation_state_activation_surface/m41_summary.json,.json,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m50_nonequilibrium_organization_amplitude/M50_README.md,.md,1,2,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m62_expanded_independent_label_cross_artifact_audit/m62_expanded_independent_label_candidates.csv,.csv,55,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m62_expanded_independent_label_cross_artifact_audit/m62_proxy_context_report.csv,.csv,22,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_apj_governor_model.py,.py,6,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_m67_sparc_table1_source_specific_extraction_pilot.py,.py,6,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_m66_cds_simbad_source_table_extraction_scout.py,.py,5,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_m68_sparc_rotmod_rotation_curve_source_extraction.py,.py,5,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m68_sparc_rotmod_rotation_curve_source_extraction.py,.py,4,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_m63_direct_dynamic_label_acquisition_target_list.py,.py,4,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m68_little_things_resolved_kinematic_source_extraction_plan_2026-06-04.md,.md,3,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/apj_governor_hypothesis_revision_plan_2026-06-07.md,.md,3,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m71_post_outage_assessment_2026-06-09.md,.md,3,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/apj_m70_submission_pdf_edit_plan_2026-06-08.md,.md,3,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_m62_expanded_independent_label_cross_artifact_audit.py,.py,3,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m35_independent_observables_reservoir_settling/m35_dataset_inventory.csv,.csv,3,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/apj_governor_second_critique_revision_plan_2026-06-07.md,.md,2,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/apj_submission_draft_revision_plan_2026-05-31.md,.md,2,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/benefits_of_faster_rotation.md,.md,2,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_m6f_manuscript_formulation.py,.py,2,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_m35_independent_observables_reservoir_settling.py,.py,2,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_m55_direct_dynamical_observable_expansion.py,.py,2,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m67_sparc_table1_source_specific_extraction_pilot/m67_updated_label_coverage_summary.json,.json,2,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m66_cds_simbad_source_table_extraction_scout/m66_updated_label_coverage_summary.json,.json,2,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m68_sparc_rotmod_rotation_curve_source_extraction/m68_label_issue_resolution_summary.json,.json,2,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m64_direct_dynamic_label_source_acquisition_pilot/m64_updated_label_coverage_summary.json,.json,2,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m63_direct_dynamic_label_acquisition_target_list/m63_summary.json,.json,2,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m71_local_dwarf_governor_sample/m71_summary.json,.json,2,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m65_object_resolved_source_query_router/m65_summary.json,.json,2,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m61_independent_organization_label_audit/m61_summary.json,.json,2,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m62_expanded_independent_label_cross_artifact_audit/m62_summary.json,.json,2,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m34_literature_guided_ordering_equation_plan_2026-06-02.md,.md,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/apj_governor_second_critique_revision_status_2026-06-07.md,.md,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m75_xgass_external_crosscheck_plan_2026-06-09.md,.md,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/m61_independent_organization_label_audit_assessment_2026-06-04.md,.md,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/arxive_edit_06_09_26.md,.md,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/aps_critique2_execution_status.md,.md,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m40_onset_label_acquisition_quality_stratified_governor_audit/m40_quality_labels.csv,.csv,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m49_synergetic_slow_mode_ordering/m49_summary.json,.json,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m58_conformal_footprint_architecture_sweep/m58_summary.json,.json,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m75_xgass_external_crosscheck/m75_summary.json,.json,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m47_multi_order_parameter_transition/m47_summary.json,.json,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m35_independent_observables_reservoir_settling/m35_summary.json,.json,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m48_nucleation_barrier_ordering/m48_summary.json,.json,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m36_hybrid_halo_energy_reset/m36_hybrid_predictions.csv,.csv,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m55_direct_dynamical_observable_expansion/m55_summary.json,.json,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m60_backbone_activation_bridge_robustness_audit/M60_README.md,.md,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m52_structure_property_descriptor_model/m52_summary.json,.json,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m54_resolved_hi_sfr_organization_rerun/m54_summary.json,.json,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m59_composition_hi_structural_backbone_test/m59_summary.json,.json,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m59_composition_hi_structural_backbone_test/m59_backbone_feature_matrix.csv,.csv,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m53_galaxy_specific_dynamical_maturity_translation/m53_summary.json,.json,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m50_nonequilibrium_organization_amplitude/m50_summary.json,.json,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m63_direct_dynamic_label_acquisition_target_list/m63_priority_object_label_matrix.csv,.csv,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m56_hi_structural_endpoint_rerun/m56_summary.json,.json,1,1,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_apj_governor_submission_candidate/m17_sparc_direct_analog_audit.csv,.csv,88,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_apj_governor_submission_candidate/m17_atlas3d_control_endpoint_channels.csv,.csv,80,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m5c_ugc07125_analog_search.py,.py,50,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m5d_participating_mass_diagnostic.py,.py,27,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/generate_cghstc34_m6_paper_artifacts.py,.py,22,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m6i_dynamic_governor_toy.py,.py,14,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m5b_baseline_ablation.py,.py,13,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m6g_reservoir_governor_diagnostic.py,.py,7,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/audit_cghstc34_m5a_data_outliers.py,.py,7,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/update_cghstc34_m6j_governor_observables_appendix.py,.py,7,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/apj_governor_submission_repair_status_2026-06-08.md,.md,5,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_m37_juvenile_failed_governor_test_set.py,.py,4,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_bdvr_evolution_simulation.py,.py,4,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m18_differential_feedback_governor.py,.py,3,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_m38_m18_feedback_on_m37_juvenile_failed_set.py,.py,3,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_apj_governor_submission_candidate/m17_direct_ugc07125_analog_candidates.csv,.csv,3,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
docs/apj_governor_submission_repair_plan_2026-06-08.md,.md,2,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_apj_governor_model/m9_summary.json,.json,2,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_apj_governor_submission_candidate/m9_summary.json,.json,2,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m77_prediction_refinement.py,.py,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m76_extended_coherence_proxies.py,.py,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m74_btfr_scatter_coherence.py,.py,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m80_leave_one_out_validation.py,.py,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/build_cghstc34_arxiv_package.py,.py,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m78_synthesis.py,.py,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m79_cross_survey_expansion.py,.py,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
src/run_cghstc34_m72_scalar_pivot_audit.py,.py,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_m18_differential_feedback_governor.py,.py,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
tests/test_m72_scalar_pivot_audit.py,.py,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_apj_governor_model/m9_governor_predictions.csv,.csv,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_apj_governor_model/m9_governor_threshold_fits.csv,.csv,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_apj_governor_model/m9_ugc07125_governor_audit.csv,.csv,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_apj_governor_model/m9_inferred_activation.csv,.csv,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_apj_governor_model/m9_governor_inputs.csv,.csv,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_apj_governor_submission_candidate/m9_governor_predictions.csv,.csv,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_apj_governor_submission_candidate/m9_governor_threshold_fits.csv,.csv,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_apj_governor_submission_candidate/m9_ugc07125_governor_audit.csv,.csv,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_apj_governor_submission_candidate/m70_cv_predictions.csv,.csv,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_apj_governor_submission_candidate/m9_inferred_activation.csv,.csv,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_apj_governor_submission_candidate/m9_governor_inputs.csv,.csv,1,0,needs_manual_edit,replace clean/prototype language with M32/M33 quarantine wording
runs/cghstc_34_m33_ugc07125_quarantine_propagation/m33_clean_language_hits.csv,.csv,112988,221548,quarantine_record,retain; already part of M30--M33 quarantine/evidence chain
runs/cghstc_34_m33_ugc07125_quarantine_propagation/m33_affected_artifact_inventory.csv,.csv,80,686,quarantine_record,retain; already part of M30--M33 quarantine/evidence chain
runs/cghstc_34_m33_ugc07125_quarantine_propagation/m33_candidate_table_updates.csv,.csv,2,162,quarantine_record,retain; already part of M30--M33 quarantine/evidence chain
runs/cghstc_34_apj_governor_submission_candidate/m33_candidate_table_updates.csv,.csv,2,162,quarantine_record,retain; already part of M30--M33 quarantine/evidence chain
src/run_cghstc34_m33_ugc07125_quarantine_propagation.py,.py,36,66,quarantine_record,retain; already part of M30--M33 quarantine/evidence chain
docs/m31_ugc07125_literature_audit_integrated_assessment_2026-06-02.md,.md,39,29,quarantine_record,retain; already part of M30--M33 quarantine/evidence chain
docs/m32_ugc07125_geometry_audit_integrated_assessment_2026-06-02.md,.md,32,29,quarantine_record,retain; already part of M30--M33 quarantine/evidence chain
docs/m33_ugc07125_quarantine_propagation_integrated_assessment_2026-06-02.md,.md,30,29,quarantine_record,retain; already part of M30--M33 quarantine/evidence chain
docs/m33_ugc07125_quarantine_propagation_plan_2026-06-02.md,.md,15,22,quarantine_record,retain; already part of M30--M33 quarantine/evidence chain
tests/test_m33_ugc07125_quarantine_propagation.py,.py,16,20,quarantine_record,retain; already part of M30--M33 quarantine/evidence chain
src/run_cghstc34_m32_ugc07125_geometry_audit.py,.py,22,18,quarantine_record,retain; already part of M30--M33 quarantine/evidence chain
runs/cghstc_34_m33_ugc07125_quarantine_propagation/m33_manuscript_edit_manifest.md,.md,12,14,quarantine_record,retain; already part of M30--M33 quarantine/evidence chain
runs/cghstc_34_apj_governor_submission_candidate/m33_manuscript_edit_manifest.md,.md,12,14,quarantine_record,retain; already part of M30--M33 quarantine/evidence chain
runs/cghstc_34_m31_ugc07125_literature_audit/m31_literature_audit_summary.json,.json,18,11,quarantine_record,retain; already part of M30--M33 quarantine/evidence chain
runs/cghstc_34_m31_ugc07125_literature_audit/M31_README.md,.md,10,10,quarantine_record,retain; already part of M30--M33 quarantine/evidence chain
