object_name,taxonomy_stage,radial_footprint_score,HI_extent_footprint_score,surface_density_footprint_score,concentration_footprint_score,composition_footprint_score,F_occ,F_crit,A_footprint_candidate,m56_hi_structural_score,gas_fraction_only_score,stellar_fraction_only_score,rhi_over_rd_only_score,quality_only_score,underfilled_stellar_footprint,overextended_HI_footprint,low_surface_density_footprint,low_concentration_footprint,radial_scale_outside_footprint,measurement_limited,quality_quarantined,quality_used_as_footprint_component,dominant_failure_mode,claim_boundary,abs_log10_error_no_governor,A_inferred,organization_label_settled,organization_label_score
UGC04499,juvenile_forming,1.0,1.0,1.0,1.0,0.533765272897802,0.9067530545795603,0.9882550689333227,0.3068217664860838,0.2564767623588282,0.3465832961143367,0.3465832961143367,0.8035032516756366,1.0,True,False,False,False,False,False,False,False,composition_underfilled,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0485438592494414,0.7308090958470224,1,0.5920079973765785
UGC05005,juvenile_forming,1.0,1.0,0.9959416893053195,1.0,0.4986675950289132,0.8989218568668467,0.9882550689333227,0.2904226736274013,0.3811440189583622,0.3325929759608286,0.3325929759608286,0.7159804762284621,1.0,True,False,True,False,False,False,False,False,composition_underfilled,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0305978514697671,0.8403410231539875,0,0.4541480183432526
UGC05721,juvenile_forming,0.7478157267672756,0.0,1.0,0.6769247565987174,0.3218289370208556,0.5493138840773697,0.9882550689333227,0.012255952706443833,0.5416334793948062,0.2621031432633075,0.2621031432633075,0.1639908642058241,0.7,True,True,False,True,True,False,False,False,HI_overextended,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0594481070070641,1.0,0,0.3396172864748568
UGC06399,mature_or_control,1.0,1.0,0.913813629372122,1.0,1.0,0.9827627258744244,0.9882550689333227,0.48627259300141434,0.3765868047421164,0.5615284530575908,0.5615284530575908,0.8396306442324155,1.0,False,False,True,False,False,False,False,False,low_surface_density,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0307608199797454,1.0,1,0.7528704145925351
UGC06446,juvenile_forming,0.9682287529785544,1.0,1.0,1.0,0.19661861402431569,0.8329694734005739,0.9882550689333227,0.17467416217854345,0.341939384751345,0.2121929323430996,0.2121929323430996,0.706946544288021,1.0,True,False,False,False,True,False,False,False,composition_underfilled,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0051949893670559,0.969156290976066,0,0.4290630349142279
UGC06614,mature_or_control,1.0,0.6464778852721882,1.0,0.871404195396664,1.0,0.9035764161337705,0.9882550689333227,0.30010739078239035,0.7126663076463317,0.6811008561659592,0.6811008561659592,0.4579141484289949,1.0,False,True,False,True,False,False,False,False,HI_overextended,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0984502943067262,0.5475273979459897,0,0.5176439422823711
UGC06667,juvenile_forming,1.0,0.6875944333355511,0.14863836008342146,0.0,0.6518136180245715,0.49760928228870877,0.9882550689333227,0.00734431099553955,0.3119400474610994,0.3936386639390916,0.3936386639390917,0.9715367314948482,0.7,True,False,True,False,False,False,False,False,low_concentration,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0552523005256959,1.0,1,0.658059518904229
UGC06786,mature_or_control,1.0,1.0,1.0,1.0,1.0,1.0,0.9882550689333227,0.5293286213325998,0.7669343161925897,0.8458313937142514,0.8458313937142514,0.7718371091257179,1.0,False,False,False,False,False,False,False,False,composition_underfilled,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0179761972208674,1.0,1,0.8027713495211416
UGC06917,mature_or_control,1.0,1.0,1.0,1.0,1.0,1.0,0.9882550689333227,0.5293286213325998,0.4029617810769277,0.5593956692687736,0.5593956692687735,0.8246597624927167,1.0,False,False,False,False,False,False,False,False,composition_underfilled,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0178180630954004,1.0,1,0.7519195345613939
UGC06930,mature_or_control,1.0,1.0,0.9715428426117582,1.0,0.9416378347250789,0.9826361354673674,0.9882550689333227,0.48595636107046697,0.3390688181197577,0.5091657821440827,0.5091657821440828,0.8415843588738545,1.0,True,False,True,False,False,False,False,False,composition_underfilled,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0241100184232918,0.8544600438959054,1,0.7021462232525187
UGC06983,mature_or_control,1.0,1.0,1.0,1.0,0.671939924285893,0.9343879848571787,0.9882550689333227,0.3684968327135001,0.2675472918297781,0.4016612308210173,0.4016612308210174,0.8037711204814247,1.0,True,False,False,False,False,False,False,False,composition_underfilled,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0106281231864467,1.0,1,0.6439468270420454
UGC07125,failed_stalled,1.0,1.0,1.0,1.0,0.11710388198280064,0.8234207763965602,0.9882550689333227,0.16133303373282357,0.2637152763833109,0.1804974862131068,0.1804974862131068,0.7127921290824437,0.0,True,False,False,False,False,True,True,False,quality_quarantined_or_measurement_limited,UGC07125_quarantined_not_clean_scalar_not_prototype,0.2321401297980161,0.185688488795864,0,0.3441077445145193
UGC07151,mature_or_control,0.920571882446386,1.0,1.0,1.0,1.0,0.9841143764892772,0.9882550689333227,0.48964974766873276,0.4531945180997321,0.582272801435797,0.582272801435797,0.7984556477345246,1.0,False,False,False,False,True,False,False,False,radial_scale_mismatch,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0309531016509037,0.8056697407264045,1,0.7403675728215676
UGC07399,juvenile_forming,0.9980142970611596,1.0,0.983821995494917,1.0,0.5885541131695791,0.9140780811451311,0.9882550689333227,0.32261724150137727,0.2631873117465544,0.3684227300251776,0.3684227300251776,0.8148094463554718,1.0,True,False,True,False,True,False,False,False,composition_underfilled,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.144578008472295,1.0,1,0.6108574491711659
UGC07524,juvenile_forming,1.0,0.986220886010676,0.7265729428950032,0.9672120300556613,0.5168410442337675,0.8393693806390216,0.9882550689333227,0.1840933650283417,0.2721097149313315,0.3398371125563953,0.3398371125563953,0.8794671346522016,1.0,True,False,True,False,False,False,False,False,composition_underfilled,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0529520132288566,0.7140784731274675,1,0.6272060763039489
UGC07603,juvenile_forming,0.7776012708498808,1.0,1.0,1.0,0.5522603636858918,0.8659723269071545,0.9882550689333227,0.22743925991545214,0.6126544233387073,0.3539556425801106,0.3539556425801107,0.6409916798112003,1.0,True,False,False,False,True,False,False,False,composition_underfilled,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0265910334295371,1.0,0,0.4272260078380597
UGC08286,mature_or_control,0.880857823669579,1.0,1.0,1.0,0.7269710314384507,0.9215657710216059,0.9882550689333227,0.3391929034717279,0.6358217032844067,0.4235972349732677,0.4235972349732678,0.6691129546904915,1.0,True,False,False,False,True,False,False,False,composition_underfilled,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0416138994693549,1.0,0,0.4708234299793377
UGC08490,juvenile_forming,0.8054011119936457,0.6866488524804217,1.0,0.8835500406852903,0.5344056344280486,0.7820011279174812,0.9882550689333227,0.11279146246595392,0.6204856921523964,0.3468385512584407,0.3468385512584407,0.4702992694472755,1.0,True,True,False,True,True,False,False,False,composition_underfilled,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0171845961961374,1.0,0,0.4208126060935349
UGC08550,juvenile_forming,0.7617156473391581,0.5594368143775419,1.0,0.8466172012161859,0.35145615666772134,0.7038451639201215,0.9882550689333227,0.054987147587917486,0.5358050861487882,0.2739128786442735,0.2739128786442734,0.4310784939374602,0.7,True,True,False,True,True,False,False,False,composition_underfilled,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0133854555888479,0.925304421239436,0,0.3667982606803153
UGC09133,true_falsifier_candidate,0.9436060365369343,1.0,1.0,1.0,1.0,0.9887212073073869,0.9882550689333227,0.5011653438250636,0.7555614336039362,0.7608718569655787,0.7608718569655788,0.6202235123819011,1.0,False,False,False,False,True,False,False,False,radial_scale_mismatch,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.099676132669659,0.4767803589538333,0,0.5511509909019222
UGC10310,disturbed_or_measurement_contaminated,1.0,1.0,1.0,1.0,0.5515992901844311,0.9103198580368861,0.9882550689333227,0.3144595382089124,0.2547392806242317,0.3536921314166376,0.3536921314166375,0.7878908742820677,0.7,True,False,False,False,False,False,False,False,composition_underfilled,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0688587219551644,0.6433123110527825,0,0.5109945667976671
UGC11455,mature_or_control,1.0,1.0,1.0,1.0,1.0,1.0,0.9882550689333227,0.5293286213325998,0.7977822473934528,0.913441441546966,0.913441441546966,0.6872174410883838,1.0,False,False,False,False,False,False,False,False,composition_underfilled,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0023634280502215,1.0,1,0.6143163123877886
UGC11914,mature_or_control,1.0,1.0,0.8250404575493343,1.0,0.8658862748101086,0.9381853464718887,0.9882550689333227,0.377376832420796,0.8474503133835356,0.98449977846327,0.98449977846327,0.8646377122412043,1.0,False,False,False,False,False,False,False,False,low_surface_density,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0527195522682522,1.0,1,0.7889707092874967
UGC12632,failed_stalled,1.0,1.0,0.9298578621344498,1.0,0.21375101112365702,0.8287217746516214,0.9882550689333227,0.16863491160449767,0.2289714074232318,0.2190220941273123,0.2190220941273122,0.7937009182150448,1.0,True,False,True,False,False,False,False,False,composition_underfilled,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.086732754937078,0.5876019195241267,0,0.5239243409528157
UGCA442,juvenile_forming,0.9066719618745035,1.0,0.7292760645422827,1.0,0.08261550900880454,0.7437127070851182,0.9882550689333227,0.07977385587677295,0.234998128326982,0.1667500416875104,0.1667500416875104,0.8692457248547911,1.0,True,False,True,False,True,False,False,False,composition_underfilled,baryon_visible_conformal_footprint_occupancy_diagnostic_not_resolved_orbital_fit,0.0279134621078221,1.0,1,0.5838171694017319
