fold,model_family,uses_angular_momentum,feature_template,endpoint_delta,endpoint_stretch,ridge_alpha,rank_loss_alpha,monotone_calibration,mse_bounded,rmse_bounded,spearman_A_rank_A_inferred,pearson_A_rank_A_inferred,spearman_A_bounded_A_inferred,pearson_A_bounded_A_inferred,prediction_min,prediction_max,prediction_std,bounded_prediction_std,objective
0,censored_latent,True,full,0.15,0.0,0.01,0.0,False,0.00626061562939657,0.0791240521548067,0.9628482972136224,0.9466271435783333,0.9628482972136224,0.9720516917060297,-0.054768268591964306,1.3242425434853151,0.3481451540972481,0.3049546125582749,-0.7502048494347677
1,censored_latent,True,full,0.15,0.0,0.01,0.0,False,0.0019889128516556195,0.04459722919258123,0.9815229696994777,0.8997696669444335,0.9839375439992449,0.9885048106843,-0.858124703772041,1.5097695045760031,0.47457795287608373,0.2846599707264634,-0.755703311764159
2,censored_latent,True,full,0.15,0.5,0.01,0.0,False,0.013604274547179773,0.11663736342690438,0.9110670985715217,0.917893552215959,0.9115375696065298,0.9383072508289841,-0.36209028625652695,0.9293902365260028,0.3399539270500329,0.297911429990427,-0.7557583790906203
3,censored_latent,True,full,0.35,0.0,0.01,0.0,False,0.003528417374587348,0.05940048294910866,0.9625122279387429,0.9852487658171472,0.9587186046542702,0.9876800373865076,-0.12208679222720314,1.0851554970756758,0.39897884858455085,0.37418261472732417,-0.7498223047143664
4,censored_latent,True,full,0.15,0.5,0.01,0.0,False,0.00657752789879161,0.08110195989488546,0.8669529526508047,0.9439245162183153,0.8674846625766872,0.9483121296647995,-0.20132976691582194,1.032364527567022,0.27875236231105666,0.25214961058193613,-0.7548772574380693
