galaxy_id,gass_id,sdss_id,stellar_mass_msun,hi_mass_msun,h2_mass_msun,sfr_msun_yr,radius_kpc,velocity_proxy_km_s,inclination_deg,source_xgass,source_xcold,hi_flag,co_flag,molecular_measurement_note
GASS101026,101026,J015403.67+145434.1,2417810244.794647,5888442760.205689,306762022.42507505,0.2303620129823684,7.186422766010969,86.51991638314931,65.93515747376071,True,False,0,,xGASS_angular_momentum_linear_mass
GASS4145,4145,J015517.63+125935.5,16404749849.006304,2404360392.4287424,10993418589.799631,12.111520767211914,2.1869537190950528,167.88412972789672,71.81614454034396,True,False,1,,xGASS_angular_momentum_linear_mass
GASS4216,4216,J015551.98+145624.9,51487222210.06023,16595879278.457615,9489731261.685646,9.64031219482422,3.106936780114019,189.1442534635422,43.62611855868623,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS4134,4134,J015606.45+123403.2,56706699992.22912,3419797549.1247106,2859497295.77616,2.616398811340332,2.857714986824734,177.4343704380979,85.99006323679592,True,False,1,,xGASS_angular_momentum_linear_mass
GASS4137,4137,J015651.99+131246.0,94795193191.86003,3349651449.3553314,231312995.3170761,0.1851446330547332,2.714026023940168,134.73012164390266,54.73068757396795,True,True,1,2.0,xGASS_angular_momentum_linear_mass
GASS4230,4230,J015709.80+143259.5,105591740452.17421,5495405842.387226,639042282.5532632,0.5644452571868896,6.259861322387442,242.31489784115945,84.02840752491781,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS3918,3918,J015718.40+130745.8,26343779107.856342,548277369.4550253,25819846.812258355,0.0198714099824428,1.849538960279162,68.29696381271414,68.39792398723296,True,False,1,,xGASS_angular_momentum_linear_mass
GASS4132,4132,J015742.52+132318.8,66244964318.87195,5395110584.923193,4628892857.787659,4.231057167053223,3.37822901715406,207.23325850682943,77.09636133037783,True,False,1,,xGASS_angular_momentum_linear_mass
GASS3917,3917,J015755.84+132129.3,90557644937.79105,763836441.0871866,533881664.6085269,0.4457619488239288,3.607127846959425,120.81495110523764,58.94606020172166,True,False,2,,xGASS_angular_momentum_linear_mass
GASS101033,101033,J015930.96+135637.5,5311771082.158253,3090293803.866819,273048428.9559501,0.2093346267938614,6.421728999257817,105.03066959477265,69.68883462653947,True,False,0,,xGASS_angular_momentum_linear_mass
GASS3936,3936,J015945.90+134652.6,15621955235.408426,2449062897.65675,2027649614.292856,1.825799584388733,4.774558438210588,125.69555005510442,66.19281843616471,True,False,1,,xGASS_angular_momentum_linear_mass
GASS102001,102001,J020104.14+144203.4,1160555719.745543,3890452816.8399444,129715056.12108532,0.0979625284671783,3.971431473920832,89.96932348665166,84.14515342902952,True,False,0,,xGASS_angular_momentum_linear_mass
GASS3962,3962,J020359.14+141837.3,52112169234.75993,5236002710.170655,7943205599.368826,6.340794563293457,6.537037865120456,229.7195383907006,73.27351184370521,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS3971,3971,J020552.48+142516.2,26981220041.610756,5248077829.311784,1201379594.178263,1.0139178037643433,3.106338851293878,180.66452323072656,85.08425344586887,True,False,1,,xGASS_angular_momentum_linear_mass
GASS3977,3977,J020744.46+140453.7,13134415254.895914,3133287815.9679413,245869755.0986057,0.4362568855285644,3.0523708104451903,139.5230903517319,85.03706347745263,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS4008,4008,J020829.86+124359.9,23359893927.6071,7925016367.674458,680454810.8998449,0.6001226902008057,1.700449736809463,195.76636752311828,37.80496816314434,True,False,1,,xGASS_angular_momentum_linear_mass
GASS4038,4038,J021121.82+143015.5,55608582084.26529,8452789342.560496,1986031034.089768,1.5093926191329956,5.455006216836114,209.5,90.0,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS4039,4039,J021131.43+141202.4,20138318963.100666,3076096220.313875,308491495.02925223,0.2617847919464111,1.68499685718014,198.74105136336,47.70211554034896,True,True,1,2.0,xGASS_angular_momentum_linear_mass
GASS4041,4041,J021136.94+143045.2,17708059009.07036,3890452816.8399444,724168182.3702588,0.943444013595581,5.907534873064329,149.0497543704509,60.71436923196709,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS4048,4048,J021219.38+133645.6,34752314077.95523,5164167230.824109,1706986893.156802,1.5357849597930908,2.822574504606189,205.68105924950248,55.0077421755188,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS4056,4056,J021349.29+135035.7,31947965026.779728,445656420.6353261,367832997.7671537,0.3354247212409973,2.199443890547443,102.94601066404132,78.8418552535078,True,False,2,,xGASS_angular_momentum_linear_mass
GASS3981,3981,J021404.39+131156.3,36193621671.3717,2013723789.9775865,1752280816.152557,4.368001937866211,3.208317118182141,212.37064136233727,71.16611520950029,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS4057,4057,J021419.24+135611.2,28001478790.53373,7568323897.908772,548704411.3616214,0.4893918037414551,1.3916755873678204,180.4576896230448,66.1124193263972,True,True,1,2.0,xGASS_angular_momentum_linear_mass
GASS21842,21842,J074533.96+184812.0,135522853243.13254,4764314806.132746,158956910.75855988,0.1169825494289398,5.6241214075464345,264.7380241941467,53.025473260798506,True,False,1,,xGASS_angular_momentum_linear_mass
GASS13775,13775,J075155.69+271810.7,45936307656.76335,12022642234.116743,376708120.3537303,0.368879497051239,4.280519199932134,235.5,90.0,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS17029,17029,J075243.49+240719.7,109346814219.30717,19498444284.90234,2412315616.8848825,1.9209126234054563,10.117683559530292,254.5,90.0,True,False,0,,xGASS_angular_momentum_linear_mass
GASS51334,51334,J075329.53+140122.8,10681399957.59494,3622430111.4398203,918618259.8568164,0.8051168322563171,2.840329835131312,152.0,90.0,True,False,1,,xGASS_angular_momentum_linear_mass
GASS107005,107005,J075344.37+132014.7,6791800083.185187,2089294662.7203703,939605002.7276144,0.8893722891807556,2.438783962687551,139.2485561752475,72.08909693120293,True,False,0,,xGASS_angular_momentum_linear_mass
GASS51276,51276,J075404.48+135714.7,23520493332.496162,7585777749.219503,2092917666.2095711,2.4908998012542725,3.9401684652102817,124.94464147997397,73.82705991991372,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS107026,107026,J075433.01+294238.8,2076078502.999539,4265796312.0955586,180323766.82967335,0.3835070729255676,3.4436873886154395,111.964912222773,73.76482348626057,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS51351,51351,J075457.85+142718.8,94723076126.3472,4808395258.380942,2332858628.4935217,2.103257179260254,3.4633888998182063,302.1562103865195,56.00038956449833,True,False,1,,xGASS_angular_momentum_linear_mass
GASS51390,51390,J075616.63+113943.8,116304815099.80722,27542260421.949856,1165735569.2386322,0.8944240212440491,8.132387231948623,252.3183869300744,34.523504407671496,True,False,0,,xGASS_angular_momentum_linear_mass
GASS51336,51336,J075617.10+143609.6,86406800618.80434,2360479021.0594153,2436136304.324636,0.6134785413742065,5.748686594123511,269.8033408654344,53.90058747530764,True,True,2,1.0,xGASS_angular_momentum_linear_mass
GASS108143,108143,J080038.05+133923.0,1919120803.508938,281190315.2086636,147007592.6085137,0.1219906955957412,3.2065675231279385,52.288627832545366,64.00823148784661,True,False,1,,xGASS_angular_momentum_linear_mass
GASS108136,108136,J080048.38+100500.9,3439734844.2093835,224905583.06425405,128631905.17146638,0.109828382730484,1.5301318709364164,106.35129350588868,72.62759727607057,True,False,1,,xGASS_angular_momentum_linear_mass
GASS108145,108145,J080206.54+092238.3,1483886985.3927884,79615939.23765023,90660622.09538683,0.0741098970174789,2.308951230290835,43.48558440012167,70.53430545743159,True,False,2,,xGASS_angular_momentum_linear_mass
GASS108078,108078,J080221.93+100906.6,788696926.1928637,179887138.91492385,27611360.39884171,0.0222093779593706,1.0920292058886911,81.46376427437778,65.28233966340831,True,False,1,,xGASS_angular_momentum_linear_mass
GASS108150,108150,J080247.95+072553.8,1076029982.6613662,891250546.7113453,155257362.6003682,0.1424840688705444,1.4283685787845393,90.94423111298114,46.07277949889927,True,False,0,,xGASS_angular_momentum_linear_mass
GASS108132,108132,J080350.17+103254.6,1669260885.495787,977236705.9324806,379676662.8559147,0.3087640702724457,3.7325706563053456,73.5,90.0,True,False,0,,xGASS_angular_momentum_linear_mass
GASS51580,51580,J080403.84+150518.4,19863468795.427795,1348963238.0568445,121704139.6207478,0.097939983010292,2.510761976138644,155.5,90.0,True,True,1,2.0,xGASS_angular_momentum_linear_mass
GASS108119,108119,J080415.03+084355.4,1250331102.3325067,5623413251.903491,366370606.0496895,0.2925680577754974,5.504476726077307,99.11565006552745,76.80783512529602,True,False,0,,xGASS_angular_momentum_linear_mass
GASS56312,56312,J080456.34+102621.0,12653769892.671083,12882485332.93805,1149461482.2644866,1.1610671281814575,2.2084613427124555,205.9779979929648,59.51280005533301,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS14247,14247,J080528.11+355648.1,136777259329.28203,4315193042.469674,863081251.006674,0.6901232004165649,5.966311347839584,277.7099732893694,55.5480882415534,True,False,1,,xGASS_angular_momentum_linear_mass
GASS56304,56304,J080534.10+102336.2,87655327070.17168,8222425777.24034,1007135715.6145391,1.492197036743164,8.677149869707154,261.99584467740374,36.000731567540825,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS108011,108011,J080706.39+075258.4,1002479526.5154254,349140493.34906363,208159632.1348441,0.2158228307962417,0.7611531844031204,44.61836832081856,56.022272842576086,True,False,1,,xGASS_angular_momentum_linear_mass
GASS108090,108090,J080724.81+065147.5,6575175052.169007,3019948537.2543654,336992403.28625,0.3020537495613098,1.5823996473601072,139.5197113598464,76.21313448628135,True,False,0,,xGASS_angular_momentum_linear_mass
GASS108112,108112,J080913.97+165915.2,8216168149.360672,3090293803.866819,784461466.7540888,0.6559991836547852,3.631844890482294,146.82037186710758,86.21426108153122,True,False,0,,xGASS_angular_momentum_linear_mass
GASS108049,108049,J081104.76+061754.9,2328022733.498477,505825212.9347208,284500239.15844774,0.2495432496070861,1.6924175784097026,102.0032742633804,33.635243569393246,True,False,1,,xGASS_angular_momentum_linear_mass
GASS108129,108129,J081214.82+350925.3,2857900234.131773,3069025277.1787863,326380592.94982153,0.3796459436416626,2.7199894361642736,117.28245417507917,65.82899299869578,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS108147,108147,J081523.40+284407.2,4034473960.387523,1936420637.2542622,439849265.5724143,0.6163411140441895,4.262339902237386,81.36004138225302,46.48313361121696,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS108046,108046,J081657.56+203044.1,3969947324.5679293,630957621.5861531,234416140.57197213,0.197193756699562,2.546163369720273,126.83183738522872,45.52393913940411,True,False,0,,xGASS_angular_momentum_linear_mass
GASS108044,108044,J081702.26+153746.3,996472498.723446,909912505.3647269,72999631.63233724,0.0645240843296051,0.8604269988733664,118.8845778895373,78.50499323175595,True,False,1,,xGASS_angular_momentum_linear_mass
GASS108113,108113,J081825.77+295734.4,6541382035.9422655,2716439364.280244,426467238.04053074,0.6005165576934814,1.9786531564022305,235.52053869643683,31.768830089512957,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS108007,108007,J081849.09+211305.6,2861157724.0672703,933254874.6146909,357196494.59002715,0.3037578463554382,3.2712991003732306,111.6825265335378,70.07928063501693,True,False,0,,xGASS_angular_momentum_linear_mass
GASS108142,108142,J081915.85+191847.6,3034077187.9690447,2606155747.59149,268152542.96938312,0.8857265710830688,2.556962782531597,129.42751522904408,49.89871051740896,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS108050,108050,J081919.78+210331.8,3113818706.393256,1621810239.813303,416546259.0946127,0.7281400561332703,1.4352722929557034,117.13386540997536,47.60135764283686,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS108072,108072,J081932.11+212339.4,8651674683.273699,676082856.622264,605785772.0024261,0.4066994786262512,4.100661079132508,177.406531262377,40.62059204744641,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS108097,108097,J082201.90+042333.2,2137364533.051325,133352143.2163324,65780466.311683126,0.0550544038414955,1.6099514559223271,98.12680546340398,31.31452176326992,True,False,1,,xGASS_angular_momentum_linear_mass
GASS108064,108064,J082607.43+212724.1,4597876204.19629,3019948537.2543654,390081228.9507772,0.3794008493423462,1.969444761565241,119.02958629944708,73.28457036407204,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS108088,108088,J083417.39+143252.5,2530960287.5800223,1023293531.5766703,193906312.20015013,0.1627325564622879,2.336243281898648,126.89627957338972,85.4707414392154,True,False,0,,xGASS_angular_momentum_linear_mass
GASS108093,108093,J083530.18+234034.3,7950161087.264227,1061695613.1521951,713243965.2343982,0.6742437481880188,2.2792429871249924,112.22430507166374,70.82799176047459,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS16479,16479,J083805.47+041942.2,126138799753.85973,21379617139.194157,1187890239.03475,0.9366596937179564,5.807876838465438,257.62408878754013,78.00600848942719,True,False,0,,xGASS_angular_momentum_linear_mass
GASS19918,19918,J083846.98+072850.5,69011938111.0604,22908658417.69215,1911095654.2491024,1.8060235977172847,2.225787575686134,277.00997078611414,57.643547599416536,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS108140,108140,J083941.65+274332.2,867739261.0731374,1244515376.969586,86240314.11588481,0.0690130442380905,2.158080067896388,92.62928169729528,86.97251131069731,True,False,1,,xGASS_angular_momentum_linear_mass
GASS108148,108148,J084252.68+250413.4,3938810449.5278254,5011870135.142811,131987266.8812963,0.2847448587417602,5.332166052708603,119.31389436398966,34.745012746072405,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS108133,108133,J084306.64+264821.1,5911040925.039117,1621810239.813303,779905980.1739712,0.7133221626281738,2.8000524998571525,124.2709138315842,46.73968819101251,True,False,0,,xGASS_angular_momentum_linear_mass
GASS56509,56509,J085045.27+114839.0,32352067439.85517,3775718990.763747,42076887.620769486,0.0338477715849876,1.441011064447859,203.62194429124057,74.80157245831727,True,True,1,2.0,xGASS_angular_momentum_linear_mass
GASS19989,19989,J085425.62+081241.0,31235765496.536636,443608963.4453467,20331273.824716423,0.0150770992040634,1.9409796469576992,78.6258104769907,52.04975881098534,True,True,1,2.0,xGASS_angular_momentum_linear_mass
GASS108021,108021,J085518.73+272046.1,4289703237.2808924,801678584.4715464,470614816.43116033,0.5054287314414978,0.7998295956494516,176.54751872293937,30.837828536570235,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS108051,108051,J085603.98+132519.2,1773241979.9133136,150660862.77443087,91643254.9357834,0.0603921040892601,3.008994715528256,42.66128100161496,35.050012452024255,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS108017,108017,J085651.34+271612.3,7214666478.1079235,1016248621.459593,66994316.58024379,0.0560991056263446,1.3350819394178777,150.57615960972257,65.02851534588802,True,False,1,,xGASS_angular_momentum_linear_mass
GASS52297,52297,J085724.03+204237.9,29883221161.8921,2917428039.0294156,164284783.49252984,0.1333787143230438,1.9743057065955651,214.00826661782543,56.27826375474138,True,True,1,2.0,xGASS_angular_momentum_linear_mass
GASS19949,19949,J090011.06+074333.9,50207340247.56759,8128302305.789093,2536388717.592485,1.7647379636764526,2.868729421216693,282.8409681038575,40.051143301690665,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS16695,16695,J090115.64+040705.1,15859227925.655052,9120109194.638906,773982253.2695576,0.3510573506355285,5.03051400729221,165.0,90.0,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS109023,109023,J090140.93+110458.7,13252344218.380507,9772367059.324804,834399208.9122112,0.703542947769165,3.671529237032328,173.97005369035767,52.48933094816303,True,False,0,,xGASS_angular_momentum_linear_mass
GASS56662,56662,J090254.93+133938.5,17159527947.013578,1073989751.9495764,1554655537.7231605,0.4569983184337616,4.095370097793799,156.19273215893875,87.15338338219033,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS109101,109101,J090404.86+220341.6,946149990.406137,1037527923.6998163,49073379.3974673,0.1375255435705185,1.8297565861201144,93.5610307385426,57.604353526293686,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS56632,56632,J090437.07+133314.7,103500441109.78505,2344228197.5923815,2139473969.2409277,0.8952864408493042,3.488774399670422,375.8750723168471,71.52344704141514,True,True,2,1.0,xGASS_angular_momentum_linear_mass
GASS16655,16655,J090439.54+053043.3,40367795257.45176,9549915794.217653,1238512163.5282686,0.7620239853858948,2.014158497182569,211.1909128343396,70.84649250846282,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS109018,109018,J090922.54+153649.1,5713786294.21233,1000000000.0,25066588.384111397,0.0201283264905214,1.120038867692991,131.1901811732545,46.081592033583206,True,True,0,2.0,xGASS_angular_momentum_linear_mass
GASS109066,109066,J090923.67+223050.1,8555947610.469458,2280341030.453085,197009423.20941284,0.275921493768692,1.422204569863725,130.51437728597992,69.1898762271982,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS109134,109134,J091313.69+114616.7,2206589765.0394206,487528181.7788225,239666772.5440999,0.2261218726634979,1.001886077265271,135.1301026325334,63.09185560830886,True,False,1,,xGASS_angular_momentum_linear_mass
GASS20042,20042,J091444.06+083605.3,10507836797.702417,1049542207.4004458,2053384954.8030672,1.980875253677368,3.7641904977339142,96.8183047860229,50.77303058464092,True,True,1,2.0,xGASS_angular_momentum_linear_mass
GASS109139,109139,J091639.79+071558.9,5706795400.838297,7585777749.219503,424476247.6912384,0.8793913125991821,4.20426538031774,133.22127508096452,58.42615319512035,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS109076,109076,J091647.60+095328.7,5566754787.565577,7762477302.75455,507950850.4348933,0.4167789816856384,2.9775958427152927,154.02365181732984,78.62836646422892,True,False,0,,xGASS_angular_momentum_linear_mass
GASS109021,109021,J091657.98+064254.3,3093004741.9302444,237137370.56616554,46748257.01587488,0.0402484312653541,0.6631622897438182,117.48594062915777,56.08708401184409,True,True,1,2.0,xGASS_angular_momentum_linear_mass
GASS16753,16753,J091828.43+062003.7,17149715038.4058,368977929.14981365,1585476049.667879,1.4930340051651,2.9816046586467664,84.09945787157736,37.76108029443872,True,False,1,,xGASS_angular_momentum_linear_mass
GASS16815,16815,J091831.34+065223.3,44097494275.089516,2735270456.1565313,110981724.79988204,0.095020592212677,0.9147876384532084,177.24570866963614,79.0183019067039,True,True,1,2.0,xGASS_angular_momentum_linear_mass
GASS25851,25851,J091840.10+103516.6,44181850783.55714,15848924964.027185,2558563830.230036,2.174323081970215,4.244460056219405,182.0,90.0,True,False,0,,xGASS_angular_momentum_linear_mass
GASS19672,19672,J091929.51+341810.2,42138034040.73798,11939871815.565697,6987407391.135443,6.996085166931152,2.3992442677777897,279.7938045272972,50.8568428441065,True,False,1,,xGASS_angular_momentum_linear_mass
GASS14727,14727,J091933.11+055257.9,38617471229.19818,19952631912.54866,754026703.9768078,0.5607749819755554,7.705097940574723,190.0703164632324,62.11442537055026,True,False,0,,xGASS_angular_momentum_linear_mass
GASS109074,109074,J092032.19+070426.6,6611404688.753379,2290865841.769215,738845664.7275923,0.645060658454895,3.098990229633199,122.83436617288108,36.753013789330254,True,False,0,,xGASS_angular_momentum_linear_mass
GASS109102,109102,J092115.45+030903.9,2389238074.2382517,5714785965.14453,402858127.8179402,0.3803302049636841,2.3902485940244413,125.22965755678656,79.17196629470234,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS57017,57017,J092229.28+142743.3,24148651454.413555,6501292791.856767,729458971.1228129,0.3355879485607147,2.7144779009609987,180.5,90.0,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS109020,109020,J092414.56+110638.1,3799983934.8524175,403645343.33080494,144845974.46827045,0.1151430904865264,3.365972843161397,118.23260986074902,67.840955022612,True,False,1,,xGASS_angular_momentum_linear_mass
GASS109090,109090,J092524.82+110425.5,3243038476.3659954,524807782.93117833,48094108.24369564,0.0352072454988956,3.1379581063371385,104.0,90.0,True,False,0,,xGASS_angular_momentum_linear_mass
GASS32937,32937,J092708.07+292408.2,24581892197.966087,2333458226.2515206,1391477369.7974062,1.2039254903793335,3.4709237097965686,138.6821763906697,78.71313259158512,True,False,1,,xGASS_angular_momentum_linear_mass
GASS109028,109028,J092728.80+035546.5,9894573529.743294,5623413251.903491,1626939569.0006917,1.5579266548156738,2.525532939718321,142.95446582712074,60.9745532542952,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS109059,109059,J092931.15+235336.8,1164167134.1166365,1445439262.8956645,198029958.9555416,0.1529904454946518,2.042747534571156,83.29481474563532,37.75476324303137,True,True,0,2.0,xGASS_angular_momentum_linear_mass
GASS109082,109082,J092932.91+131134.0,5002199541.712728,5888442760.205689,179426852.55224887,0.1548579186201095,1.348364742640502,144.0,90.0,True,False,0,,xGASS_angular_momentum_linear_mass
GASS32907,32907,J093009.18+285351.3,29071274786.793076,2172700644.5039864,1003405224.4753104,0.8594670295715332,3.623270919410935,170.15189233249305,80.8780375796183,True,False,1,,xGASS_angular_momentum_linear_mass
GASS109118,109118,J093100.90+063345.2,9231108541.378292,3801893295.314423,434169202.0586917,0.355459988117218,2.7541412261594664,151.96637896942065,76.88071602654638,True,False,0,,xGASS_angular_momentum_linear_mass
GASS16841,16841,J093136.49+065708.6,9377384734.295101,11220189470.737862,1109818209.5726686,1.127863883972168,2.52932483810999,150.77002618823497,30.05047029970165,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS109127,109127,J093200.78+121542.5,1210040912.0206106,1479108648.0080776,144497397.1519436,0.108689472079277,4.1467704678833615,108.5,90.0,True,False,0,,xGASS_angular_momentum_linear_mass
GASS109010,109010,J093402.71+092845.1,5594379007.590649,1348963238.0568445,558673472.8834621,0.3670886754989624,2.484605183263632,129.39654315337643,56.17889859540914,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS109126,109126,J093459.07+254932.4,1541427003.2009654,178648697.85596275,128467777.9360248,0.1628876030445099,1.6487595607206105,33.87588172993239,46.32167106296676,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS20144,20144,J093502.01+095512.4,11586932395.761038,2218194977.992503,879195881.9211307,0.7644902467727661,3.1910515915434177,77.64664036113108,30.57826525733584,True,False,1,,xGASS_angular_momentum_linear_mass
GASS33214,33214,J093624.28+320445.5,25040088478.65975,516416723.0824088,47336627.78010877,0.0348156429827213,3.144839986807489,163.04184142178082,47.65260156272738,True,False,2,,xGASS_angular_momentum_linear_mass
GASS109103,109103,J093640.73+024212.7,2221598432.221454,671428333.9368113,116420779.37256324,0.1361951828002929,2.118917557299432,108.27617330043218,85.90688091793761,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS109070,109070,J093702.32+093224.0,5201430224.198488,2951211041.237279,248792831.02345932,0.2000254243612289,2.3935785806092778,133.17389345194238,80.90614689739544,True,False,0,,xGASS_angular_momentum_linear_mass
GASS109092,109092,J093802.63+273923.6,4016623957.6925697,1479108648.0080776,430188116.33714485,0.4010105729103088,3.5110553159634845,118.80548648157534,83.32434034033719,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS14784,14784,J093923.27+062405.9,105094786341.34338,9549915794.217653,1076416916.990421,1.3640702962875366,3.148147781671592,324.34245606954727,54.1811506575388,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS55711,55711,J093952.15+165504.5,68899103448.4173,28840317564.502846,5589581621.57918,4.795438766479492,8.124499028618768,266.92060467007246,52.23200319629343,True,False,0,,xGASS_angular_momentum_linear_mass
GASS8349,8349,J093953.62+034850.2,25274114795.193546,642687141.5116057,1180091348.650461,0.8831002116203308,1.580843892225719,162.707233727202,84.65591794534228,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS109072,109072,J094031.83+285809.5,3493974529.221748,4178306455.7294626,295003180.54545087,0.5779459476470947,1.0296519564087303,124.3438288714564,77.72254214474775,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS109073,109073,J094329.80+092514.8,8984653799.04087,346736819.9963294,11881739.921242137,0.0089507056400179,1.5688687681347433,167.47515272013445,40.83086758915009,True,False,0,,xGASS_angular_momentum_linear_mass
GASS109108,109108,J094419.42+095905.2,4334186148.266845,325087360.205515,325593169.4487918,0.0773983150720596,0.4334253621950427,146.95659679347713,50.56420525763674,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS109122,109122,J094622.62+090954.8,5135292888.702535,7244353873.869617,745147333.6434029,0.6217054128646851,4.476992336057244,142.45745826574066,71.37898022354814,True,True,0,2.0,xGASS_angular_momentum_linear_mass
GASS109100,109100,J094631.02+155310.7,2643901584.0168586,1288248533.293805,157678335.24940386,0.1304386854171753,2.6112233852558315,117.31684158510262,68.29617152655337,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS109006,109006,J094742.14+090939.7,1672913340.0577853,1288248533.293805,157864077.56720248,0.1313016414642334,2.577463224503563,100.55711727734572,69.1945850689117,True,True,0,2.0,xGASS_angular_momentum_linear_mass
GASS109065,109065,J094751.71+084950.8,2470581286.241713,3981075202.376568,1236278812.828762,1.084653615951538,4.843021581411453,169.10256578313687,47.91515439921109,True,False,0,,xGASS_angular_momentum_linear_mass
GASS109128,109128,J094925.88+143926.7,10611493595.56614,6918312139.914402,1315160556.7638924,1.0788055658340454,5.624403189917378,148.0,90.0,True,False,0,,xGASS_angular_momentum_linear_mass
GASS26056,26056,J095007.20+124446.0,12614283937.109737,9120109194.638906,992189048.2903502,1.6967178583145142,5.451110800174791,168.55210088733423,54.37090549829665,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS18702,18702,J095051.58+081340.7,12588794149.186012,1807173999.0220337,1087314096.8255396,0.6574750542640686,2.9014154239601675,166.24048772456803,82.99616521575058,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS109077,109077,J095118.36+090821.2,2883121535.1078496,736206463.7685462,153711902.06108838,0.1058392077684402,2.935369375492144,127.87271100325444,74.13197564379938,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS109120,109120,J095127.77+071549.3,1038955767.0133908,502342836.6173547,120374001.61650924,0.1036178767681121,1.663957362099074,82.36045242329028,72.38800647467549,True,False,1,,xGASS_angular_momentum_linear_mass
GASS22822,22822,J095144.91+353719.6,24018444431.956936,8530996344.436053,2502266429.827415,3.2220826148986816,2.012238232242539,181.8161291365888,65.54134463819804,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS18707,18707,J095150.14+082213.8,32416182140.891037,5164167230.824109,1443357644.832133,1.361040472984314,1.7707699936104635,241.6829879546069,37.76124390703504,True,False,1,,xGASS_angular_momentum_linear_mass
GASS109058,109058,J095203.80+193904.0,6828305895.724191,3357376319.3699565,481082440.3433682,0.4404495358467102,2.680695537706256,139.4380984918752,77.25022612257052,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS109109,109109,J095240.52+250522.3,1110596292.4140136,1258926517.592573,281033367.4993361,0.2378448098897934,2.641022361416976,85.79933978348238,30.077394277196777,True,True,0,2.0,xGASS_angular_momentum_linear_mass
GASS18673,18673,J095301.79+072736.4,21406285824.86131,2070141276.057339,2733325066.626472,3.404524803161621,1.5738938442909216,223.1760528219784,51.64068318628424,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS18686,18686,J095302.62+075029.3,34180116947.006943,19543411037.373554,2544248574.109602,1.869730353355408,4.226542108433351,208.95679269076155,54.920061461516106,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS18681,18681,J095324.56+074956.2,55427141254.80097,4775291646.018182,704799157.5367391,0.4665268659591675,3.069869278256941,209.8051270554969,86.90954382743942,True,True,1,1.0,xGASS_angular_momentum_linear_mass
GASS26040,26040,J095337.10+120745.3,9527501304.333385,5888442760.205689,533471057.7308716,0.7892175316810608,3.065442014444569,179.32384574978943,65.74947407641257,True,True,0,1.0,xGASS_angular_momentum_linear_mass
