galaxy_id,gass_id,sdss_id,stellar_mass_msun,hi_mass_msun,h2_mass_msun,sfr_msun_yr,radius_kpc,velocity_proxy_km_s,inclination_deg,source_xgass,source_xcold,hi_flag,co_flag,molecular_measurement_note
GASS27260,27260,J012523.68+143111.9,161794399203.0558,22908658417.69215,4375471220.351824,3.666788339614868,9.221222865862506,264.85169037101053,76.93901724610001,True,False,0,,xGASS_angular_momentum_linear_mass
GASS3792,3792,J012842.03+143633.2,68100749201.186584,2741572438.091444,278316606.6161132,0.2215623557567596,3.5918943115478834,275.81026521075404,45.88012147539615,True,False,1,,xGASS_angular_momentum_linear_mass
GASS27284,27284,J013204.58+153001.2,78032852164.36136,6025592155.867609,2166610063.496776,1.948436260223389,2.8328820750021197,249.9520340169124,42.23159215489429,True,False,1,,xGASS_angular_momentum_linear_mass
GASS101037,101037,J013737.13+000224.6,1831376051.4766235,2187762392.612301,246087434.8885808,0.3188238143920898,2.4668574464441964,111.28502212643384,70.65190816505566,True,True,0,1.0,xGASS_angular_momentum_linear_mass
GASS3817,3817,J014325.96+135116.8,9397618843.611895,13899515079.96998,1058074938.585332,0.88935387134552,4.371195588125349,145.58514651439623,69.6516197164196,True,False,1,,xGASS_angular_momentum_linear_mass
GASS4111,4111,J014601.79+141421.0,60174546098.08402,5035002196.009533,1727319157.2491715,1.4357030391693115,5.145517110649447,191.0805071247954,37.9464020942931,True,False,1,,xGASS_angular_momentum_linear_mass
GASS101031,101031,J014755.16+124131.0,1525966807.467096,1124604045.4208844,191551442.575696,0.1540050357580185,3.481008146217314,91.38230807361138,63.80917436869373,True,False,1,,xGASS_angular_momentum_linear_mass
GASS101030,101030,J014803.60+125604.6,2078788830.7165825,544502729.3660893,81006281.32986158,0.0611427016556263,3.1971949915187,25.919400481346543,48.7928075095904,True,True,1,2.0,xGASS_angular_momentum_linear_mass
GASS101000,101000,J014853.12+132526.2,2692121250.3493395,101157972.08211868,110945551.08447672,0.0957134068012237,1.572033860530338,68.64450676462364,51.20363639356805,True,True,1,2.0,xGASS_angular_momentum_linear_mass
GASS101022,101022,J014924.80+132208.1,9219455578.92852,1023293531.5766703,575740747.9700731,0.4976810812950134,3.060682474598884,145.1528428031596,71.93807799046782,True,False,0,,xGASS_angular_momentum_linear_mass
GASS4203,4203,J015027.35+141140.0,13592977073.040634,3184199423.6135592,439667402.6998844,0.3618224859237671,3.7409304688618414,159.940292609679,72.45506247975406,True,False,1,,xGASS_angular_momentum_linear_mass
GASS101001,101001,J015032.27+133942.2,1295023956.7973025,1428893079.9465575,106363478.2891824,0.0793363749980926,3.8423503955224816,96.5,90.0,True,False,1,,xGASS_angular_momentum_linear_mass
GASS4163,4163,J015244.40+131133.3,16567879643.705923,3793153981.1410203,728566476.4146578,0.6588313579559326,1.598062887813877,156.29024817336332,47.10575657271675,True,False,1,,xGASS_angular_momentum_linear_mass
