object_name,source_family,sfr_msun_yr,sfe_per_yr,depletion_time_yr,endpoint_overlap,proxy_only,crossmatch_role
GASS110003,xGASS,0.8164209127426147,1.958457877335996e-10,5106058249.055915,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23120,xGASS,0.8301514983177185,6.444032163538972e-11,15518234152.493958,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23194,xGASS,4.900074481964111,3.468990119718187e-10,2882683332.8693304,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23195,xGASS,0.6408047080039978,4.642216068822651e-11,21541435925.7435,False,True,SFR_SFE_HI_depletion_proxy_only
GASS26602,xGASS,0.0691506192088127,8.068567980756141e-11,12393773001.417849,False,True,SFR_SFE_HI_depletion_proxy_only
GASS26598,xGASS,1.5447919368743896,8.687003449253103e-11,11511449325.900505,False,True,SFR_SFE_HI_depletion_proxy_only
GASS110043,xGASS,0.4009764790534973,1.6334978029679952e-10,6121832537.4117,False,True,SFR_SFE_HI_depletion_proxy_only
GASS110001,xGASS,0.2222545444965362,2.611261374115525e-10,3829566851.915449,False,True,SFR_SFE_HI_depletion_proxy_only
GASS110055,xGASS,0.0995759442448616,1.3432428818111631e-10,7444670011.216802,False,True,SFR_SFE_HI_depletion_proxy_only
GASS110017,xGASS,1.3757567405700684,7.683186759080709e-10,1301543267.6006558,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23203,xGASS,0.1357781141996383,1.1241648292608043e-10,8895492671.279808,False,True,SFR_SFE_HI_depletion_proxy_only
GASS26586,xGASS,0.0432107932865619,2.385568357197364e-11,41918731734.6391,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23213,xGASS,0.5083653330802917,3.6827783700412304e-10,2715341243.814258,False,True,SFR_SFE_HI_depletion_proxy_only
GASS54763,xGASS,0.1419487297534942,7.605567097332608e-11,13148263465.464867,False,True,SFR_SFE_HI_depletion_proxy_only
GASS26569,xGASS,0.160311758518219,1.468808818376087e-10,6808237991.827954,False,True,SFR_SFE_HI_depletion_proxy_only
GASS26570,xGASS,0.5813812613487244,8.025301793245722e-10,1246059058.914922,False,True,SFR_SFE_HI_depletion_proxy_only
GASS110059,xGASS,0.2349542379379272,8.810156873219364e-11,11350535687.278688,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23227,xGASS,1.0183217525482178,9.547400543710883e-11,10474055167.390306,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23228,xGASS,0.0606249086558818,3.456612231348486e-11,28930060217.077988,False,True,SFR_SFE_HI_depletion_proxy_only
GASS110041,xGASS,3.2487924098968506,3.562229728353028e-10,2807230516.4393287,False,True,SFR_SFE_HI_depletion_proxy_only
GASS15181,xGASS,1.4794495105743408,7.032345415035432e-11,14220006853.786798,False,True,SFR_SFE_HI_depletion_proxy_only
GASS26629,xGASS,0.4177366197109222,7.601560861780787e-11,13155192968.694246,False,True,SFR_SFE_HI_depletion_proxy_only
GASS15211,xGASS,1.20466947555542,1.7777372726204778e-10,5625128163.769372,False,True,SFR_SFE_HI_depletion_proxy_only
GASS26640,xGASS,0.179964393377304,1.3279649647724942e-10,7530319146.419041,False,True,SFR_SFE_HI_depletion_proxy_only
GASS26639,xGASS,0.0705395266413688,1.1026375676772106e-10,9069163153.098217,False,True,SFR_SFE_HI_depletion_proxy_only
GASS15155,xGASS,3.731082201004028,5.913364183833023e-10,1691084751.2723346,False,True,SFR_SFE_HI_depletion_proxy_only
GASS15166,xGASS,1.252671718597412,4.1767361004211385e-10,2394213989.00249,False,True,SFR_SFE_HI_depletion_proxy_only
GASS29555,xGASS,0.1077171489596366,6.372137856326326e-11,15693320241.136803,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23315,xGASS,0.2168335616588592,3.573769278248175e-10,2798166087.7956557,False,True,SFR_SFE_HI_depletion_proxy_only
GASS57099,xGASS,1.3248664140701294,4.18959546392136e-10,2386865291.915378,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23302,xGASS,0.3543169498443603,7.52300920049204e-10,1329255319.7124834,False,True,SFR_SFE_HI_depletion_proxy_only
GASS15151,xGASS,1.4086917638778689,3.1609367635041435e-10,3163619125.6525564,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23320,xGASS,1.1297351121902466,1.4553796012895974e-10,6871059612.996568,False,True,SFR_SFE_HI_depletion_proxy_only
GASS110049,xGASS,0.7569859027862549,1.1457453331769464e-10,8727943034.488995,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23245,xGASS,0.9002315998077393,1.4267703075599009e-10,7008836634.049566,False,True,SFR_SFE_HI_depletion_proxy_only
GASS8914,xGASS,1.4764666557312012,3.084773903503793e-10,3241728668.8796396,False,True,SFR_SFE_HI_depletion_proxy_only
GASS110054,xGASS,0.1992971301078796,3.0584466914783643e-10,3269633578.333285,False,True,SFR_SFE_HI_depletion_proxy_only
GASS38255,xGASS,5.733539581298828,6.433140044014789e-10,1554450848.5096197,False,True,SFR_SFE_HI_depletion_proxy_only
GASS29594,xGASS,0.0421866364777088,7.606317783152786e-11,13146965831.678732,False,True,SFR_SFE_HI_depletion_proxy_only
GASS110007,xGASS,0.0054535209201276,4.9622268834922554e-11,20152242601.536034,False,True,SFR_SFE_HI_depletion_proxy_only
GASS29596,xGASS,0.1129899471998214,2.2031281902297747e-11,45390005195.09966,False,True,SFR_SFE_HI_depletion_proxy_only
GASS15257,xGASS,0.0356149449944496,5.2921507798136854e-11,18895909085.09991,False,True,SFR_SFE_HI_depletion_proxy_only
GASS110022,xGASS,0.7573400735855103,2.879326148037683e-10,3473034830.3248644,False,True,SFR_SFE_HI_depletion_proxy_only
GASS29510,xGASS,0.6170274615287781,5.892560300319704e-11,16970551832.040556,False,True,SFR_SFE_HI_depletion_proxy_only
GASS8971,xGASS,0.1120626032352447,2.1600338368089708e-10,4629557106.741,False,True,SFR_SFE_HI_depletion_proxy_only
GASS29505,xGASS,1.3720548152923584,8.538294578452397e-10,1171194072.5536017,False,True,SFR_SFE_HI_depletion_proxy_only
GASS15242,xGASS,0.1274998635053634,2.063048099773852e-10,4847196728.51844,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23381,xGASS,2.1223912239074707,1.765328438273531e-10,5664668275.428607,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23419,xGASS,4.031160354614258,4.221147538342769e-10,2369024041.250645,False,True,SFR_SFE_HI_depletion_proxy_only
GASS34723,xGASS,0.0400314070284366,7.004882995197912e-11,14275755936.045391,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23437,xGASS,0.0643304511904716,6.115279123377576e-11,16352483342.537642,False,True,SFR_SFE_HI_depletion_proxy_only
GASS8953,xGASS,0.2263368219137191,1.617168618041584e-10,6183647078.255917,False,True,SFR_SFE_HI_depletion_proxy_only
GASS8945,xGASS,3.800199508666992,2.0549733737568475e-09,486624309.96457475,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23441,xGASS,0.3617982566356659,8.48137675045093e-11,11790538605.030521,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23408,xGASS,0.1113844811916351,6.424278589354502e-11,15565950107.722181,False,True,SFR_SFE_HI_depletion_proxy_only
GASS110063,xGASS,0.1587334722280502,2.2943959309418232e-10,4358445665.432781,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23445,xGASS,0.3248113095760345,1.4016235031979675e-10,7134583557.698507,False,True,SFR_SFE_HI_depletion_proxy_only
GASS9085,xGASS,2.2090625762939453,2.478610065873438e-10,4034519240.313057,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23450,xGASS,0.116380326449871,1.3516963823209504e-10,7398111092.691801,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23496,xGASS,1.6902941465377808,1.76995712104732e-10,5649854384.089708,False,True,SFR_SFE_HI_depletion_proxy_only
GASS54986,xGASS,0.0633339881896972,3.038341548997842e-11,32912692133.964897,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23453,xGASS,1.9089820384979248,3.025531308582926e-10,3305204600.4718814,False,True,SFR_SFE_HI_depletion_proxy_only
GASS17659,xGASS,0.1120519861578941,6.229015972669852e-11,16053900076.47363,False,True,SFR_SFE_HI_depletion_proxy_only
GASS110081,xGASS,0.1848019212484359,1.3699552073386336e-10,7299508733.155347,False,True,SFR_SFE_HI_depletion_proxy_only
GASS9114,xGASS,2.4452474117279053,2.872913186484058e-10,3480787392.757331,False,True,SFR_SFE_HI_depletion_proxy_only
GASS17640,xGASS,0.2319023609161377,6.071631302372361e-11,16470038284.592005,False,True,SFR_SFE_HI_depletion_proxy_only
GASS17635,xGASS,0.3633131682872772,2.912603864724171e-10,3433353955.5840073,False,True,SFR_SFE_HI_depletion_proxy_only
GASS17673,xGASS,0.0738372132182121,1.3039923323135086e-10,7668756749.710533,False,True,SFR_SFE_HI_depletion_proxy_only
GASS57415,xGASS,1.5646965503692627,2.3143561991595828e-10,4320856056.484012,False,True,SFR_SFE_HI_depletion_proxy_only
GASS15485,xGASS,0.0397314541041851,8.224972309885099e-11,12158095642.43955,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23457,xGASS,0.3181481063365936,6.755056827342492e-10,1480372446.2424843,False,True,SFR_SFE_HI_depletion_proxy_only
GASS5442,xGASS,3.604914426803589,1.2615214282631314e-10,7926936297.679894,False,True,SFR_SFE_HI_depletion_proxy_only
GASS17684,xGASS,0.3522693216800689,1.8701446732692345e-10,5347179896.258408,False,True,SFR_SFE_HI_depletion_proxy_only
GASS17622,xGASS,0.1747855544090271,9.851581188426996e-11,10150654812.394335,False,True,SFR_SFE_HI_depletion_proxy_only
GASS29624,xGASS,1.0891351699829102,2.825409101702079e-10,3539310464.4477205,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23518,xGASS,0.0367572046816349,7.644380860239732e-11,13081504156.880007,False,True,SFR_SFE_HI_depletion_proxy_only
GASS34989,xGASS,1.64149808883667,8.896938477396681e-11,11239821457.01662,False,True,SFR_SFE_HI_depletion_proxy_only
GASS15570,xGASS,1.472948431968689,7.382226256789304e-11,13546049189.163197,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23563,xGASS,0.2915712594985962,1.620856617417727e-10,6169577180.695683,False,True,SFR_SFE_HI_depletion_proxy_only
GASS29699,xGASS,0.1959873735904693,1.2509167221821905e-10,7994137277.624102,False,True,SFR_SFE_HI_depletion_proxy_only
GASS47896,xGASS,1.98248553276062,1.107158420249782e-10,9032131099.851036,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111042,xGASS,0.34058877825737,2.8988826826216557e-10,3449604932.254907,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111035,xGASS,0.7028553485870361,2.437058284864805e-10,4103307689.481356,False,True,SFR_SFE_HI_depletion_proxy_only
GASS47677,xGASS,0.1648032069206237,7.19392658949193e-12,139006144636.04428,False,True,SFR_SFE_HI_depletion_proxy_only
GASS48356,xGASS,0.7500684857368469,2.9315744402103453e-10,3411136303.699825,False,True,SFR_SFE_HI_depletion_proxy_only
GASS47825,xGASS,0.0653302296996116,3.59016125975745e-11,27853902029.669823,False,True,SFR_SFE_HI_depletion_proxy_only
GASS48205,xGASS,0.1082027703523635,5.360904554596037e-11,18653568438.234463,False,True,SFR_SFE_HI_depletion_proxy_only
GASS48160,xGASS,0.6516731381416321,3.9357722303584133e-10,2540797438.140709,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111062,xGASS,0.4359230399131775,5.487950745762626e-10,1822173788.2252738,False,True,SFR_SFE_HI_depletion_proxy_only
GASS17840,xGASS,0.1004979908466339,2.2602559228148264e-10,4424277755.036883,False,True,SFR_SFE_HI_depletion_proxy_only
GASS12371,xGASS,2.2893853187561035,3.1821345761912344e-10,3142544653.7742653,False,True,SFR_SFE_HI_depletion_proxy_only
GASS15612,xGASS,0.0325215570628643,7.450252419646418e-11,13422364017.66719,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111066,xGASS,0.0431528687477111,4.1021294345564466e-10,2437758281.286723,False,True,SFR_SFE_HI_depletion_proxy_only
GASS17824,xGASS,0.4197511672973633,2.9647760225953685e-10,3372936074.694097,False,True,SFR_SFE_HI_depletion_proxy_only
GASS48208,xGASS,3.2254886627197266,6.585608955809329e-10,1518462463.6995418,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23531,xGASS,0.0484350472688674,5.7565136283416827e-11,17371625684.626003,False,True,SFR_SFE_HI_depletion_proxy_only
GASS12318,xGASS,0.1558399349451065,5.593441025016533e-11,17878082481.383526,False,True,SFR_SFE_HI_depletion_proxy_only
GASS17843,xGASS,3.2304744720458984,2.625827309992348e-10,3808323556.5209894,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23539,xGASS,0.021231597289443,4.1303059752048745e-11,24211281343.397263,False,True,SFR_SFE_HI_depletion_proxy_only
GASS5701,xGASS,0.5657562017440796,8.543370172395386e-11,11704982692.089304,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111101,xGASS,0.4676128029823303,1.1478542239818686e-10,8711907654.362528,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111064,xGASS,0.1908804774284362,1.415016154950196e-10,7067057125.1195135,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111077,xGASS,1.0537843704223633,1.7895807318428505e-10,5587901021.7674465,False,True,SFR_SFE_HI_depletion_proxy_only
GASS48521,xGASS,1.288543701171875,5.496664968432946e-10,1819284976.8777008,False,True,SFR_SFE_HI_depletion_proxy_only
GASS48518,xGASS,0.3179389238357544,1.0897918289066965e-10,9176064395.740812,False,True,SFR_SFE_HI_depletion_proxy_only
GASS24496,xGASS,1.9041187763214111,3.3396001390471543e-10,2994370458.630168,False,True,SFR_SFE_HI_depletion_proxy_only
GASS12452,xGASS,0.540184497833252,4.814397290188793e-10,2077103196.3604019,False,True,SFR_SFE_HI_depletion_proxy_only
GASS12455,xGASS,0.1279703080654144,3.5654053371842735e-11,28047301931.447025,False,True,SFR_SFE_HI_depletion_proxy_only
GASS12293,xGASS,0.958586812019348,1.744342164186611e-10,5732820203.118241,False,True,SFR_SFE_HI_depletion_proxy_only
GASS48544,xGASS,0.1270884126424789,7.693173789984712e-11,12998536459.709785,False,True,SFR_SFE_HI_depletion_proxy_only
GASS12460,xGASS,0.3456102907657623,2.320525417202727e-10,4309368872.18175,False,True,SFR_SFE_HI_depletion_proxy_only
GASS12458,xGASS,0.0787566900253295,5.2153991822378654e-11,19173987743.943157,False,True,SFR_SFE_HI_depletion_proxy_only
GASS29842,xGASS,2.3012914657592773,6.667630431894711e-10,1499783184.167624,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111053,xGASS,0.2053110748529434,2.7190212019611736e-09,367779405.05896777,False,True,SFR_SFE_HI_depletion_proxy_only
GASS5848,xGASS,0.7195183038711548,1.2503788457929253e-10,7997576121.546202,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111083,xGASS,0.1534966975450515,8.631753630982646e-11,11585131396.830185,False,True,SFR_SFE_HI_depletion_proxy_only
GASS24513,xGASS,1.8507440090179443,1.1151828583257497e-10,8967139268.095669,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23685,xGASS,2.4214375019073486,1.5634128740233152e-10,6396263051.273089,False,True,SFR_SFE_HI_depletion_proxy_only
GASS29883,xGASS,6.8411545753479,6.533245012979929e-10,1530632936.6390657,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23715,xGASS,2.227461576461792,2.1767572135726918e-10,4593989599.596683,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23703,xGASS,0.1301421672105789,3.478708836581836e-11,28746297749.443024,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111093,xGASS,0.5467470288276672,1.2554126275360706e-10,7965508535.330292,False,True,SFR_SFE_HI_depletion_proxy_only
GASS48604,xGASS,0.941860556602478,1.621760322352612e-10,6166139263.718986,False,True,SFR_SFE_HI_depletion_proxy_only
GASS17865,xGASS,1.2168411016464231,2.986993062489729e-10,3347848418.390622,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111067,xGASS,0.3147445619106293,1.2530217705052826e-10,7980707307.238156,False,True,SFR_SFE_HI_depletion_proxy_only
GASS29892,xGASS,1.1218782663345337,1.4755236320768287e-10,6777255058.886994,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111030,xGASS,2.690619707107544,4.517027143135497e-09,221384545.2577576,False,True,SFR_SFE_HI_depletion_proxy_only
GASS29871,xGASS,1.534426212310791,2.728638539576292e-10,3664831327.0371156,False,True,SFR_SFE_HI_depletion_proxy_only
GASS48974,xGASS,4.796711921691895,2.8903029729303333e-10,3459844899.879649,False,True,SFR_SFE_HI_depletion_proxy_only
GASS6015,xGASS,0.2979893982410431,2.03329525409852e-10,4918124891.03241,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23757,xGASS,4.004812240600586,1.997938491434925e-09,500515908.91659385,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111079,xGASS,0.8542761206626892,8.348299821131847e-11,11978486894.645596,False,True,SFR_SFE_HI_depletion_proxy_only
GASS57697,xGASS,2.221604108810425,1.724515147034717e-10,5798731322.943076,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23761,xGASS,0.2599069476127624,1.348397819148995e-10,7416208968.886668,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23739,xGASS,0.1202467307448387,6.999606422695483e-11,14286517549.866886,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111100,xGASS,0.3725237846374511,2.296962835062225e-10,4353575011.0336895,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111086,xGASS,0.4142613708972931,8.170986901943408e-10,1223842373.0212533,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111071,xGASS,0.0646892040967941,6.619604411509244e-11,15106642902.426912,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111080,xGASS,0.6198619604110718,7.486774702251427e-10,1335688650.6806188,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23789,xGASS,0.0204700008034706,2.5475230766498945e-11,39253815173.091354,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23781,xGASS,0.1877076923847198,4.1541515638955886e-11,24072304166.539413,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111029,xGASS,0.0172926392406225,1.3423371961005483e-11,74496929899.95149,False,True,SFR_SFE_HI_depletion_proxy_only
GASS48994,xGASS,1.637292742729187,8.358464839928088e-11,11963919441.558643,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111047,xGASS,0.4760724008083343,2.8357805765491645e-10,3526365926.438818,False,True,SFR_SFE_HI_depletion_proxy_only
GASS12597,xGASS,0.0527216382324695,1.0914123944639736e-10,9162439469.006865,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111036,xGASS,0.0328271947801113,2.966429969508805e-10,3371055478.399123,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111024,xGASS,0.0116835413500666,1.0412962615771466e-10,9603414867.59398,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111090,xGASS,0.256940484046936,1.287752338503976e-10,7765468328.807173,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111002,xGASS,0.1065094694495201,9.492662287682011e-11,10534452503.357595,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111057,xGASS,0.1320178806781768,1.2901271883812877e-10,7751173752.525068,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111044,xGASS,0.6950818300247192,7.621420042134043e-11,13120914402.717976,False,True,SFR_SFE_HI_depletion_proxy_only
GASS18087,xGASS,0.1229864954948425,1.3767567449113958e-10,7263447255.269175,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111070,xGASS,0.9650996923446656,9.431308442433514e-11,10602982673.12287,False,True,SFR_SFE_HI_depletion_proxy_only
GASS23815,xGASS,0.2327736467123031,1.1938062509558258e-10,8376568636.655622,False,True,SFR_SFE_HI_depletion_proxy_only
GASS18084,xGASS,0.4170864820480346,6.519681176975436e-10,1533817333.785504,False,True,SFR_SFE_HI_depletion_proxy_only
GASS18004,xGASS,0.3194668591022491,1.938321461117527e-10,5159102966.45767,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111054,xGASS,0.436817467212677,7.591013564727641e-11,13173471387.886778,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111075,xGASS,0.4420929551124573,7.336921312902922e-11,13629695036.2732,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111088,xGASS,0.1578174084424972,1.172614330448813e-10,8527953087.672521,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111091,xGASS,0.4882433116436004,8.884572416429677e-11,11255465689.612291,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111023,xGASS,1.1714742183685305,1.198761990065353e-10,8341939503.316108,False,True,SFR_SFE_HI_depletion_proxy_only
GASS49433,xGASS,0.6155455112457275,3.4614667850889335e-10,2888948708.991606,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111027,xGASS,0.2021519392728805,3.5129962245976324e-10,2846572942.487397,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111004,xGASS,0.2021805346012115,2.0593952864947164e-10,4855794351.661811,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111049,xGASS,0.0201958753168582,1.787566596950308e-10,5594197171.205022,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111074,xGASS,2.3095333576202397,2.532352747462561e-10,3948896933.896783,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111063,xGASS,0.1185013130307197,1.4781665050761702e-09,676513773.3576704,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111007,xGASS,2.589247703552246,1.7106977909095548e-10,5845567845.553326,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111056,xGASS,1.3949857950210571,8.801769193729551e-10,1136135222.350988,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111013,xGASS,0.3910569548606872,2.1990748622126136e-10,4547366791.296243,False,True,SFR_SFE_HI_depletion_proxy_only
GASS49386,xGASS,0.177738606929779,1.6664101186028984e-10,6000923715.215976,False,True,SFR_SFE_HI_depletion_proxy_only
GASS111028,xGASS,0.038459189236164,2.9991647491372046e-10,3334261648.3061776,False,True,SFR_SFE_HI_depletion_proxy_only
GASS112065,xGASS,0.0178849902004003,1.6576342599780482e-10,6032693846.549979,False,True,SFR_SFE_HI_depletion_proxy_only
GASS112090,xGASS,1.936509370803833,4.436283169840496e-10,2254139246.1111865,False,True,SFR_SFE_HI_depletion_proxy_only
GASS18138,xGASS,0.3221316635608673,3.828540315269672e-10,2611961524.8966312,False,True,SFR_SFE_HI_depletion_proxy_only
GASS18185,xGASS,0.0664021968841552,6.254353513527835e-11,15988862763.146551,False,True,SFR_SFE_HI_depletion_proxy_only
GASS112072,xGASS,1.35673189163208,5.92235418982147e-10,1688517721.0756202,False,True,SFR_SFE_HI_depletion_proxy_only
GASS112106,xGASS,0.0443843342363834,3.6327023651647574e-10,2752771626.9555874,False,True,SFR_SFE_HI_depletion_proxy_only
GASS112068,xGASS,0.3514683842658996,1.2790459155967313e-09,781832761.2839886,False,True,SFR_SFE_HI_depletion_proxy_only
GASS112014,xGASS,0.0489867962896823,2.606626882663347e-11,38363756878.70755,False,True,SFR_SFE_HI_depletion_proxy_only
GASS49727,xGASS,0.3077094256877899,6.920556779867915e-11,14449704435.761972,False,True,SFR_SFE_HI_depletion_proxy_only
GASS18131,xGASS,0.0276802480220794,1.0451283812601583e-10,9568202509.190832,False,True,SFR_SFE_HI_depletion_proxy_only
GASS112027,xGASS,0.2818135619163513,6.025066058404178e-11,16597328399.497477,False,True,SFR_SFE_HI_depletion_proxy_only
GASS18225,xGASS,0.1541072875261306,4.100373018998727e-10,2438802507.397707,False,True,SFR_SFE_HI_depletion_proxy_only
GASS18220,xGASS,0.2590490579605102,4.9133974401341e-10,2035251599.701056,False,True,SFR_SFE_HI_depletion_proxy_only
GASS18202,xGASS,0.0251751337200403,5.5843355188083115e-11,17907233486.096092,False,True,SFR_SFE_HI_depletion_proxy_only
GASS112088,xGASS,0.4351877570152282,7.73885427801202e-11,12921809405.83472,False,True,SFR_SFE_HI_depletion_proxy_only
GASS112019,xGASS,0.0148075828328728,7.824989140302145e-11,12779570451.408794,False,True,SFR_SFE_HI_depletion_proxy_only
GASS112117,xGASS,0.2785916626453399,1.530974250541572e-10,6531788497.724613,False,True,SFR_SFE_HI_depletion_proxy_only
GASS24149,xGASS,0.3190938830375671,2.420575277858427e-11,41312493321.20492,False,True,SFR_SFE_HI_depletion_proxy_only
GASS30192,xGASS,0.0250452626496553,5.51729242040377e-11,18124832323.584137,False,True,SFR_SFE_HI_depletion_proxy_only
GASS112058,xGASS,1.2636425495147705,2.0027375948611603e-10,4993165368.073719,False,True,SFR_SFE_HI_depletion_proxy_only
GASS30175,xGASS,0.1356433033943176,2.5316185328433996e-10,3950042184.581597,False,True,SFR_SFE_HI_depletion_proxy_only
GASS24168,xGASS,0.1540046483278274,5.97769259587045e-11,16728862917.62187,False,True,SFR_SFE_HI_depletion_proxy_only
GASS24736,xGASS,3.639323711395264,3.396416593960459e-10,2944279573.2956014,False,True,SFR_SFE_HI_depletion_proxy_only
GASS24740,xGASS,0.4366805553436279,5.359985343826334e-10,1865676743.2243197,False,True,SFR_SFE_HI_depletion_proxy_only
GASS24183,xGASS,4.3895463943481445,2.9001425045600516e-10,3448106423.8314004,False,True,SFR_SFE_HI_depletion_proxy_only
GASS24741,xGASS,4.373080253601074,3.530100222015131e-10,2832780762.8905153,False,True,SFR_SFE_HI_depletion_proxy_only
GASS112113,xGASS,0.1730632930994033,4.056998516518162e-11,24648764250.92287,False,True,SFR_SFE_HI_depletion_proxy_only
GASS112100,xGASS,0.1837532222270965,2.057002169892439e-10,4861443583.466371,False,True,SFR_SFE_HI_depletion_proxy_only
GASS18335,xGASS,0.0706492066383361,1.9503262855292165e-11,51273471901.58248,False,True,SFR_SFE_HI_depletion_proxy_only
GASS112078,xGASS,0.939517617225647,3.1110385016024957e-10,3214360733.513584,False,True,SFR_SFE_HI_depletion_proxy_only
GASS18421,xGASS,1.8464834690093996,1.219958672571882e-09,819699898.4333041,False,True,SFR_SFE_HI_depletion_proxy_only
GASS18279,xGASS,1.2614885568618774,1.9718939723860588e-10,5071266579.257129,False,True,SFR_SFE_HI_depletion_proxy_only
GASS24094,xGASS,0.8160191774368286,4.6312697289972096e-10,2159235066.2256203,False,True,SFR_SFE_HI_depletion_proxy_only
GASS24757,xGASS,1.4759581089019775,1.3966058715001264e-10,7160216209.930988,False,True,SFR_SFE_HI_depletion_proxy_only
GASS18422,xGASS,0.0958902463316917,1.2324651288684548e-10,8113819828.055625,False,True,SFR_SFE_HI_depletion_proxy_only
GASS30338,xGASS,0.515882134437561,1.2432270689827817e-10,8043582905.721382,False,True,SFR_SFE_HI_depletion_proxy_only
GASS28057,xGASS,0.8506096005439758,3.603546538457311e-10,2775043944.425102,False,True,SFR_SFE_HI_depletion_proxy_only
GASS112112,xGASS,0.4940305948257446,1.0227131259839332e-10,9777913029.501001,False,True,SFR_SFE_HI_depletion_proxy_only
GASS6375,xGASS,8.816408157348633,3.149866429429919e-10,3174737794.1387367,False,True,SFR_SFE_HI_depletion_proxy_only
GASS28062,xGASS,0.4360932111740112,2.509455823644143e-10,3984927690.609175,False,True,SFR_SFE_HI_depletion_proxy_only
GASS28030,xGASS,0.4028635919094085,8.225426768702465e-10,1215742390.1760015,False,True,SFR_SFE_HI_depletion_proxy_only
GASS18482,xGASS,0.0629868879914283,1.1755742375403647e-10,8506481071.687009,False,True,SFR_SFE_HI_depletion_proxy_only
GASS112044,xGASS,0.1923043727874755,9.418651765988469e-11,10617230839.886053,False,True,SFR_SFE_HI_depletion_proxy_only
GASS18469,xGASS,1.0035029649734497,3.940202322613845e-10,2537940740.404979,False,True,SFR_SFE_HI_depletion_proxy_only
