object_name,source_family,m51_primary_score,resolved_hi_order_indicator,sfr_sfe_order_indicator,vrot_sigma_order_indicator,m54_organization_score,has_resolved_hi,has_sfr_sfe,direct_dynamic_observable_weight,model_frozen_before_endpoint_join,quality_used_as_physical_feature,trained_on_endpoint_residuals,trained_on_A_inferred,quality_quarantine_flag,proxy_level,organization_label_settled,organization_label_score
xGASS_xCOLD:GASS113057,xGASS_xCOLD,0.0,0.5,0.5364213038028027,0.1570331295646968,0.22298757371703024,False,True,1.0,True,False,False,False,False,xGASS_xCOLD_SFR_SFE_proxy,0,0.5160473746917817
xGASS_xCOLD:GASS114078,xGASS_xCOLD,0.0,0.5,0.4488117586471635,0.12690642373415975,0.20245299410284867,False,True,1.0,True,False,False,False,False,xGASS_xCOLD_SFR_SFE_proxy,0,0.5160473746917817
xGASS_xCOLD:GASS114000,xGASS_xCOLD,0.0,0.5,0.4665404547750669,0.12056714425665953,0.20536480538067933,False,True,1.0,True,False,False,False,False,xGASS_xCOLD_SFR_SFE_proxy,0,0.5160473746917817
THINGS:NGC2841,THINGS_M11,0.1718042323224167,0.3076923076923077,0.5,0.5,0.2974405776996699,True,False,1.0,True,False,False,False,False,resolved_HI_THINGS_M11_transferred_proxy,1,0.6813608371464327
M17_analog_synthesis:DDO161,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6410334006094796
M17_analog_synthesis:12700-12701,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:9091-6103,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:GASS102001,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:UGC07125,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6410610140839151
M17_analog_synthesis:8611-6104,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:GASS108119,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:8139-3703,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:8617-12705,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:8619-12704,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:9894-9102,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:8619-12705,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:8982-12702,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:8655-12703,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:8977-12704,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:11824-12702,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:10498-12701,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:GASS110082,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:GASS122005,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:11751-12702,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:9001-12704,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:11941-9101,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:8553-12703,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:10838-6103,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:8598-12704,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:11022-12702,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:GASS112113,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:GASS109080,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
THINGS:NGC5055,THINGS_M11,0.1718042323224167,0.0,0.5,0.5,0.23590211616120838,True,False,1.0,True,False,False,False,False,resolved_HI_THINGS_M11_transferred_proxy,1,0.671988319594888
M17_analog_synthesis:GASS101026,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
M17_analog_synthesis:GASS111054,M17_analog_synthesis,0.1718042323224167,0.5,0.5,0.5,0.33590211616120835,False,False,0.0,True,False,False,False,False,local_M51_proxy_or_direct_context,1,0.6688096098631968
THINGS:NGC6946,THINGS_M11,0.1718042323224167,0.07692307692307698,0.5,0.5,0.25128673154582376,True,False,1.0,True,False,False,False,False,resolved_HI_THINGS_M11_transferred_proxy,1,0.6726379509880088
THINGS:NGC3521,THINGS_M11,0.1718042323224167,0.5384615384615383,0.5,0.5,0.343594423853516,True,False,1.0,True,False,False,False,False,resolved_HI_THINGS_M11_transferred_proxy,1,0.6863873682193358
THINGS:NGC7331,THINGS_M11,0.1718042323224167,0.9230769230769231,0.5,0.5,0.42051750077659295,True,False,1.0,True,False,False,False,False,resolved_HI_THINGS_M11_transferred_proxy,1,0.6907146628063386
THINGS:NGC2403,THINGS_M11,0.1718042323224167,0.5384615384615383,0.5,0.5,0.343594423853516,True,False,1.0,True,False,False,False,False,resolved_HI_THINGS_M11_transferred_proxy,1,0.6414907544320846
THINGS:NGC2903,THINGS_M11,0.1718042323224167,0.6153846153846153,0.5,0.5,0.3589790392381314,True,False,1.0,True,False,False,False,False,resolved_HI_THINGS_M11_transferred_proxy,1,0.6916081543239937
THINGS:NGC3198,THINGS_M11,0.1718042323224167,1.0,0.5,0.5,0.4359021161612084,True,False,1.0,True,False,False,False,False,resolved_HI_THINGS_M11_transferred_proxy,1,0.6416947808202834
