object_name,source_family,source_type,taxonomy_stage,m51_primary_score,has_resolved_hi,has_sfr_sfe,hi_asymmetry_indicator,ar_mismatch_indicator,sfr_indicator,sfe_indicator,depletion_time_indicator,resolved_hi_order_indicator,sfr_sfe_order_indicator,vrot_sigma_order_indicator,proxy_level,claim_boundary,quality_quarantine_flag,branch_role,organization_label_settled,organization_label_score
UGC02487,direct_sparc_m36_m41,direct_sparc_m36_m41,mature_or_control,1.0,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.8222359483103044
UGC03546,direct_sparc_m36_m41,direct_sparc_m36_m41,mature_or_control,1.0,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.8258526755547789
UGC04325,direct_sparc_m36_m41,direct_sparc_m36_m41,mature_or_control,0.1178330606459654,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.7655216810842725
UGC06399,direct_sparc_m36_m41,direct_sparc_m36_m41,mature_or_control,0.1543166850647691,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.7528704145925351
UGC06917,direct_sparc_m36_m41,direct_sparc_m36_m41,mature_or_control,0.2211032226347184,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.7519195345613939
UGC06983,direct_sparc_m36_m41,direct_sparc_m36_m41,mature_or_control,0.0,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6439468270420454
UGC11914,direct_sparc_m36_m41,direct_sparc_m36_m41,mature_or_control,1.0,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.7889707092874967
xGASS_xCOLD:GASS101026,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8296529087782899,0.3082033415445279,0.3082033415445279,0.5,0.374049962458643,0.11656458974974933,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS102001,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.828545932896912,0.25530085158968185,0.25530085158968185,0.5,0.3450957602117207,0.12317083092631036,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS112113,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8291738411959914,0.31257001409244617,0.3125700140924461,0.5,0.4027558277484806,0.18094584866084,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS108119,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8301730059033963,0.34243475825531616,0.3424347582553162,0.5,0.38026896213125616,0.14068770772472988,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS122004,xGASS_xCOLD,xGASS_xCOLD,failed_stalled,0.0,False,True,0.5,0.5,0.8279136349537874,0.09438494259557152,0.09438494259557151,0.5,0.35056339653518326,0.04356767106782984,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS113134,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8286277991844784,0.33862143520298266,0.3386214352029827,0.5,0.44645155022932737,0.1557876700152474,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS123001,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.83070770098663,0.3661715780464275,0.3661715780464275,0.5,0.42088311506926435,0.1641023102824157,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS101001,xGASS_xCOLD,xGASS_xCOLD,failed_stalled,0.0,False,True,0.5,0.5,0.8283902019080142,0.35024382009577304,0.35024382009577304,0.5,0.46905193755183816,0.13567826272509004,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS109127,xGASS_xCOLD,xGASS_xCOLD,failed_stalled,0.0,False,True,0.5,0.5,0.8286356195592354,0.3838941769219979,0.3838941769219979,0.5,0.4840439776341493,0.1586604424852699,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS124028,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.82885208274339,0.3431956253437001,0.3431956253437001,0.5,0.4274975875451802,0.12384824904723371,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS110082,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8284747096222923,0.2747895103511473,0.2747895103511473,0.5,0.37473552338343646,0.1564302639965795,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS113114,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8347611522036201,0.4969092248227579,0.4969092248227579,0.5,0.4632653772991544,0.14123735123117243,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS113137,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8286990542287282,0.3643490102796384,0.3643490102796384,0.5,0.46783496860596113,0.15228237416281865,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS108148,xGASS_xCOLD,xGASS_xCOLD,failed_stalled,0.0,False,True,0.5,0.5,0.8301075970940095,0.3530039372482886,0.3530039372482886,0.5,0.4479744822854913,0.17937101450033707,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS114117,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8293213216742589,0.38228215339570903,0.38228215339570903,0.5,0.4625587750494138,0.13774660012807863,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS111071,xGASS_xCOLD,xGASS_xCOLD,failed_stalled,0.0,False,True,0.5,0.5,0.8282677387052492,0.3713548269520239,0.37135482695202393,0.5,0.49514896451282175,0.13065802140027352,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS122005,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8292480937982764,0.3130493753439296,0.3130493753439296,0.5,0.3869733278136288,0.15997025732552178,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS108140,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8283038898033359,0.350094056306385,0.350094056306385,0.5,0.4672762278623678,0.1282651340722752,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS109082,xGASS_xCOLD,xGASS_xCOLD,failed_stalled,0.0,False,True,0.5,0.5,0.8290216282887144,0.2605186848743663,0.26051868487436636,0.5,0.4225799836997553,0.2266493909424686,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS111075,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.831423165264844,0.38370796357439696,0.38370796357439696,0.5,0.4589069725843394,0.18253953077040536,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS101033,xGASS_xCOLD,xGASS_xCOLD,failed_stalled,0.0,False,True,0.5,0.5,0.8294771013765895,0.3741220777252388,0.37412207772523887,0.5,0.543724188889847,0.15201604456690385,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS110036,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8292727639749973,0.3785686935306725,0.37856869353067246,0.5,0.43851240411324066,0.08731873482223482,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS113091,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8294325400476146,0.3480785126255835,0.3480785126255834,0.5,0.41383150263382285,0.1510936706614842,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS109080,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8318004471884155,0.37602454796930834,0.3760245479693083,0.5,0.44036983309285405,0.1761741598623374,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS44856,xGASS_xCOLD,xGASS_xCOLD,failed_stalled,0.0,False,True,0.5,0.5,0.8278208023972885,0.09396928120626903,0.09396928120626902,0.5,0.46522064217883374,0.2631971310840352,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS112100,xGASS_xCOLD,xGASS_xCOLD,failed_stalled,0.0,False,True,0.5,0.5,0.8292632183847419,0.5074888822390431,0.5074888822390431,0.5,0.5934167800736924,0.053669764778623195,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS109065,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8367955362863455,0.5412335575830642,0.5412335575830642,0.5,0.5695232643191064,0.27472536421495125,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS111044,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8335383742764977,0.38827579342048285,0.3882757934204828,0.5,0.4475127512528476,0.19127808559758736,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS124000,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8295579922119266,0.404429191563574,0.40442919156357404,0.5,0.5099964941584574,0.14501599992182043,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS111054,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8313790575563516,0.3877958073387849,0.3877958073387848,0.5,0.4083141225148603,0.16302032101978484,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS114142,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8299285589078131,0.3684990097433825,0.36849900974338257,0.5,0.42526273671292425,0.19342912075895308,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS114129,xGASS_xCOLD,xGASS_xCOLD,failed_stalled,0.0,False,True,0.5,0.5,0.8284106946898505,0.39951446940222773,0.3995144694022277,0.5,0.5464389402398395,0.09476064166280325,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS110059,xGASS_xCOLD,xGASS_xCOLD,failed_stalled,0.0,False,True,0.5,0.5,0.8296913038089525,0.4056788893113404,0.40567888931134044,0.5,0.5075170635911077,0.21237193770883664,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS109102,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.83090677447199,0.3719986709305047,0.3719986709305052,0.5,0.43033505503766234,0.19070077559329657,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS107026,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8309333358760997,0.40810894677224313,0.4081089467722432,0.5,0.4667101595567671,0.16529637878168765,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS112117,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.830056150974736,0.4720270786838537,0.47202707868385374,0.5,0.5128822242117034,0.1810527673068702,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS111093,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8322981651631812,0.44820060027484565,0.44820060027484565,0.5,0.4714280120684492,0.0431757643791011,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS113057,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8319691738248054,0.5163675313864148,0.5163675313864147,0.5,0.5364213038028027,0.1570331295646968,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS114078,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8304675836309822,0.380969945698084,0.38096994569808396,0.5,0.4488117586471635,0.12690642373415975,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
xGASS_xCOLD:GASS114000,xGASS_xCOLD,xGASS_xCOLD,juvenile_forming,0.0,False,True,0.5,0.5,0.8292674297918187,0.40856515888208694,0.4085651588820869,0.5,0.4665404547750669,0.12056714425665953,xGASS_xCOLD_SFR_SFE_proxy,xGASS_SFR_SFE_depletion_proxy_not_direct_activation_validation,False,physical_ordering_candidate_or_control,0,0.5160473746917817
THINGS:NGC2841,THINGS_M11,THINGS,disturbed_or_measurement_contaminated,0.1718042323224167,True,False,0.45706940161801357,1.0,0.5,0.5,0.5,0.3076923076923077,0.5,0.5,resolved_HI_THINGS_M11_transferred_proxy,resolved_HI_morphology_proxy_not_velocity_law,False,physical_ordering_candidate_or_control,1,0.6813608371464327
M17_analog_synthesis:DDO161,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6410334006094796
M17_analog_synthesis:12700-12701,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:9091-6103,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:GASS102001,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:UGC07125,M17_analog_synthesis,M17_analog_synthesis,failed_stalled,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6410610140839151
M17_analog_synthesis:8611-6104,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:GASS108119,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:8139-3703,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:8617-12705,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:8619-12704,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:9894-9102,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:8619-12705,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:8982-12702,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:8655-12703,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:8977-12704,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:11824-12702,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:10498-12701,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:GASS110082,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:GASS122005,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:11751-12702,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:9001-12704,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:11941-9101,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:8553-12703,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:10838-6103,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:8598-12704,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:11022-12702,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:GASS112113,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
M17_analog_synthesis:GASS109080,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
THINGS:NGC5055,THINGS_M11,THINGS,disturbed_or_measurement_contaminated,0.1718042323224167,True,False,0.7600228288352943,0.4902505525393426,0.5,0.5,0.5,0.0,0.5,0.5,resolved_HI_THINGS_M11_transferred_proxy,resolved_HI_morphology_proxy_not_velocity_law,False,physical_ordering_candidate_or_control,1,0.671988319594888
M17_analog_synthesis:GASS101026,M17_analog_synthesis,M17_analog_synthesis,juvenile_forming,0.1718042323224167,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,local_M51_proxy_or_direct_context,diagnostic_proxy_context_not_direct_activation_validation,False,physical_ordering_candidate_or_control,1,0.6688096098631968
